county,precinct,office,district,party,candidate,votes,absentee,election_day,early_vote,provisional
Miller,Bright Star,U.S. President,,DEM,Joseph R. Biden,7,0,6,1,0
Miller,Central,U.S. President,,DEM,Joseph R. Biden,39,1,28,10,0
Miller,College Hill,U.S. President,,DEM,Joseph R. Biden,90,3,50,36,1
Miller,Doddridge,U.S. President,,DEM,Joseph R. Biden,32,2,27,3,0
Miller,Fouke,U.S. President,,DEM,Joseph R. Biden,24,0,23,1,0
Miller,Garland,U.S. President,,DEM,Joseph R. Biden,0,0,0,0,0
Miller,Genoa,U.S. President,,DEM,Joseph R. Biden,0,0,0,0,0
Miller,Greenwich Vlg,U.S. President,,DEM,Joseph R. Biden,31,0,24,7,0
Miller,Hickory Street,U.S. President,,DEM,Joseph R. Biden,88,1,58,29,0
Miller,Hickory St South,U.S. President,,DEM,Joseph R. Biden,61,1,35,25,0
Miller,Mandeville,U.S. President,,DEM,Joseph R. Biden,28,0,21,7,0
Miller,North Heights,U.S. President,,DEM,Joseph R. Biden,152,1,95,56,0
Miller,Ozan Inghram,U.S. President,,DEM,Joseph R. Biden,72,0,55,17,0
Miller,Rondo,U.S. President,,DEM,Joseph R. Biden,19,1,13,5,0
Miller,Sandflat,U.S. President,,DEM,Joseph R. Biden,49,2,38,8,1
Miller,Sugar Hill,U.S. President,,DEM,Joseph R. Biden,177,0,112,65,0
Miller,Trice,U.S. President,,DEM,Joseph R. Biden,85,1,51,33,0
Miller,Union,U.S. President,,DEM,Joseph R. Biden,29,0,17,12,0
Miller,Washington,U.S. President,,DEM,Joseph R. Biden,86,1,51,34,0
Miller,Bright Star,U.S. President,,DEM,Bernie Sanders,6,0,3,3,0
Miller,Central,U.S. President,,DEM,Bernie Sanders,19,0,16,2,1
Miller,College Hill,U.S. President,,DEM,Bernie Sanders,17,0,10,7,0
Miller,Doddridge,U.S. President,,DEM,Bernie Sanders,4,0,3,1,0
Miller,Fouke,U.S. President,,DEM,Bernie Sanders,15,0,11,3,1
Miller,Garland,U.S. President,,DEM,Bernie Sanders,2,1,0,1,0
Miller,Genoa,U.S. President,,DEM,Bernie Sanders,0,0,0,0,0
Miller,Greenwich Vlg,U.S. President,,DEM,Bernie Sanders,12,1,7,3,1
Miller,Hickory Street,U.S. President,,DEM,Bernie Sanders,30,0,25,5,0
Miller,Hickory St South,U.S. President,,DEM,Bernie Sanders,29,0,12,15,2
Miller,Mandeville,U.S. President,,DEM,Bernie Sanders,5,0,3,2,0
Miller,North Heights,U.S. President,,DEM,Bernie Sanders,28,0,20,8,0
Miller,Ozan Inghram,U.S. President,,DEM,Bernie Sanders,20,0,12,8,0
Miller,Rondo,U.S. President,,DEM,Bernie Sanders,3,0,2,1,0
Miller,Sandflat,U.S. President,,DEM,Bernie Sanders,13,0,8,5,0
Miller,Sugar Hill,U.S. President,,DEM,Bernie Sanders,24,0,17,7,0
Miller,Trice,U.S. President,,DEM,Bernie Sanders,19,0,10,9,0
Miller,Union,U.S. President,,DEM,Bernie Sanders,10,0,3,7,0
Miller,Washington,U.S. President,,DEM,Bernie Sanders,14,0,7,7,0
Miller,Bright Star,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Miller,Central,U.S. President,,DEM,Kamala Harris,1,0,1,0,0
Miller,College Hill,U.S. President,,DEM,Kamala Harris,1,0,0,1,0
Miller,Doddridge,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Miller,Fouke,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Miller,Garland,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Miller,Genoa,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Miller,Greenwich Vlg,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Miller,Hickory Street,U.S. President,,DEM,Kamala Harris,1,0,1,0,0
Miller,Hickory St South,U.S. President,,DEM,Kamala Harris,1,0,0,1,0
Miller,Mandeville,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Miller,North Heights,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Miller,Ozan Inghram,U.S. President,,DEM,Kamala Harris,2,0,1,1,0
Miller,Rondo,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Miller,Sandflat,U.S. President,,DEM,Kamala Harris,2,0,1,1,0
Miller,Sugar Hill,U.S. President,,DEM,Kamala Harris,1,0,1,0,0
Miller,Trice,U.S. President,,DEM,Kamala Harris,1,0,1,0,0
Miller,Union,U.S. President,,DEM,Kamala Harris,1,0,0,1,0
Miller,Washington,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Miller,Bright Star,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Miller,Central,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Miller,College Hill,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Miller,Doddridge,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Miller,Fouke,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Miller,Garland,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Miller,Genoa,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Miller,Greenwich Vlg,U.S. President,,DEM,Michael Bennet,1,0,1,0,0
Miller,Hickory Street,U.S. President,,DEM,Michael Bennet,1,0,1,0,0
Miller,Hickory St South,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Miller,Mandeville,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Miller,North Heights,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Miller,Ozan Inghram,U.S. President,,DEM,Michael Bennet,1,0,1,0,0
Miller,Rondo,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Miller,Sandflat,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Miller,Sugar Hill,U.S. President,,DEM,Michael Bennet,2,0,2,0,0
Miller,Trice,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Miller,Union,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Miller,Washington,U.S. President,,DEM,Michael Bennet,0,0,0,0,0
Miller,Bright Star,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Miller,Central,U.S. President,,DEM,Julian Castro,1,0,1,0,0
Miller,College Hill,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Miller,Doddridge,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Miller,Fouke,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Miller,Garland,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Miller,Genoa,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Miller,Greenwich Vlg,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Miller,Hickory Street,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Miller,Hickory St South,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Miller,Mandeville,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Miller,North Heights,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Miller,Ozan Inghram,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Miller,Rondo,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Miller,Sandflat,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Miller,Sugar Hill,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Miller,Trice,U.S. President,,DEM,Julian Castro,1,0,1,0,0
Miller,Union,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Miller,Washington,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Miller,Bright Star,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Miller,Central,U.S. President,,DEM,Amy Klobuchar,4,0,1,3,0
Miller,College Hill,U.S. President,,DEM,Amy Klobuchar,2,0,1,1,0
Miller,Doddridge,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Miller,Fouke,U.S. President,,DEM,Amy Klobuchar,3,0,0,3,0
Miller,Garland,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Miller,Genoa,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Miller,Greenwich Vlg,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Miller,Hickory Street,U.S. President,,DEM,Amy Klobuchar,1,1,0,0,0
Miller,Hickory St South,U.S. President,,DEM,Amy Klobuchar,4,0,0,4,0
Miller,Mandeville,U.S. President,,DEM,Amy Klobuchar,2,0,1,1,0
Miller,North Heights,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Miller,Ozan Inghram,U.S. President,,DEM,Amy Klobuchar,1,0,1,0,0
Miller,Rondo,U.S. President,,DEM,Amy Klobuchar,1,0,1,0,0
Miller,Sandflat,U.S. President,,DEM,Amy Klobuchar,1,0,0,1,0
Miller,Sugar Hill,U.S. President,,DEM,Amy Klobuchar,1,0,0,1,0
Miller,Trice,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Miller,Union,U.S. President,,DEM,Amy Klobuchar,1,0,1,0,0
Miller,Washington,U.S. President,,DEM,Amy Klobuchar,1,0,1,0,0
Miller,Bright Star,U.S. President,,DEM,Michael R. Bloomberg,1,0,0,1,0
Miller,Central,U.S. President,,DEM,Michael R. Bloomberg,16,0,10,6,0
Miller,College Hill,U.S. President,,DEM,Michael R. Bloomberg,19,0,11,8,0
Miller,Doddridge,U.S. President,,DEM,Michael R. Bloomberg,12,0,11,1,0
Miller,Fouke,U.S. President,,DEM,Michael R. Bloomberg,8,0,8,0,0
Miller,Garland,U.S. President,,DEM,Michael R. Bloomberg,0,0,0,0,0
Miller,Genoa,U.S. President,,DEM,Michael R. Bloomberg,0,0,0,0,0
Miller,Greenwich Vlg,U.S. President,,DEM,Michael R. Bloomberg,8,0,6,2,0
Miller,Hickory Street,U.S. President,,DEM,Michael R. Bloomberg,12,0,8,4,0
Miller,Hickory St South,U.S. President,,DEM,Michael R. Bloomberg,16,1,4,11,0
Miller,Mandeville,U.S. President,,DEM,Michael R. Bloomberg,9,0,4,5,0
Miller,North Heights,U.S. President,,DEM,Michael R. Bloomberg,31,0,15,16,0
Miller,Ozan Inghram,U.S. President,,DEM,Michael R. Bloomberg,10,0,5,5,0
Miller,Rondo,U.S. President,,DEM,Michael R. Bloomberg,5,0,2,3,0
Miller,Sandflat,U.S. President,,DEM,Michael R. Bloomberg,5,0,3,2,0
Miller,Sugar Hill,U.S. President,,DEM,Michael R. Bloomberg,38,0,18,20,0
Miller,Trice,U.S. President,,DEM,Michael R. Bloomberg,10,0,8,2,0
Miller,Union,U.S. President,,DEM,Michael R. Bloomberg,7,0,5,2,0
Miller,Washington,U.S. President,,DEM,Michael R. Bloomberg,8,1,5,2,0
Miller,Bright Star,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Miller,Central,U.S. President,,DEM,Andrew Yang,1,0,1,0,0
Miller,College Hill,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Miller,Doddridge,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Miller,Fouke,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Miller,Garland,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Miller,Genoa,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Miller,Greenwich Vlg,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Miller,Hickory Street,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Miller,Hickory St South,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Miller,Mandeville,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Miller,North Heights,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Miller,Ozan Inghram,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Miller,Rondo,U.S. President,,DEM,Andrew Yang,1,0,1,0,0
Miller,Sandflat,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Miller,Sugar Hill,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Miller,Trice,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Miller,Union,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Miller,Washington,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Miller,Bright Star,U.S. President,,DEM,Elizabeth Warren,0,0,0,0,0
Miller,Central,U.S. President,,DEM,Elizabeth Warren,8,0,5,3,0
Miller,College Hill,U.S. President,,DEM,Elizabeth Warren,6,0,2,4,0
Miller,Doddridge,U.S. President,,DEM,Elizabeth Warren,1,0,1,0,0
Miller,Fouke,U.S. President,,DEM,Elizabeth Warren,7,0,7,0,0
Miller,Garland,U.S. President,,DEM,Elizabeth Warren,0,0,0,0,0
Miller,Genoa,U.S. President,,DEM,Elizabeth Warren,0,0,0,0,0
Miller,Greenwich Vlg,U.S. President,,DEM,Elizabeth Warren,5,0,4,1,0
Miller,Hickory Street,U.S. President,,DEM,Elizabeth Warren,4,0,2,2,0
Miller,Hickory St South,U.S. President,,DEM,Elizabeth Warren,7,1,5,1,0
Miller,Mandeville,U.S. President,,DEM,Elizabeth Warren,2,0,2,0,0
Miller,North Heights,U.S. President,,DEM,Elizabeth Warren,9,0,6,3,0
Miller,Ozan Inghram,U.S. President,,DEM,Elizabeth Warren,4,0,3,1,0
Miller,Rondo,U.S. President,,DEM,Elizabeth Warren,0,0,0,0,0
Miller,Sandflat,U.S. President,,DEM,Elizabeth Warren,2,0,0,2,0
Miller,Sugar Hill,U.S. President,,DEM,Elizabeth Warren,10,0,4,6,0
Miller,Trice,U.S. President,,DEM,Elizabeth Warren,5,0,5,0,0
Miller,Union,U.S. President,,DEM,Elizabeth Warren,6,1,4,1,0
Miller,Washington,U.S. President,,DEM,Elizabeth Warren,2,0,0,2,0
Miller,Bright Star,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Miller,Central,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Miller,College Hill,U.S. President,,DEM,Tom Steyer,1,0,1,0,0
Miller,Doddridge,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Miller,Fouke,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Miller,Garland,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Miller,Genoa,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Miller,Greenwich Vlg,U.S. President,,DEM,Tom Steyer,1,0,0,1,0
Miller,Hickory Street,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Miller,Hickory St South,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Miller,Mandeville,U.S. President,,DEM,Tom Steyer,1,0,1,0,0
Miller,North Heights,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Miller,Ozan Inghram,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Miller,Rondo,U.S. President,,DEM,Tom Steyer,2,0,1,1,0
Miller,Sandflat,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Miller,Sugar Hill,U.S. President,,DEM,Tom Steyer,1,0,1,0,0
Miller,Trice,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Miller,Union,U.S. President,,DEM,Tom Steyer,1,0,0,1,0
Miller,Washington,U.S. President,,DEM,Tom Steyer,2,0,2,0,0
Miller,Bright Star,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Miller,Central,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Miller,College Hill,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Miller,Doddridge,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Miller,Fouke,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Miller,Garland,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Miller,Genoa,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Miller,Greenwich Vlg,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Miller,Hickory Street,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Miller,Hickory St South,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Miller,Mandeville,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Miller,North Heights,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
