county,precinct,office,district,party,candidate,votes,provisional,absentee,election_day,early_vote
Desha,FRANKLIN,U.S. President,,DEM,Joseph R. Biden,27,0,0,17,10
Desha,HALLEY,U.S. President,,DEM,Joseph R. Biden,5,0,0,4,1
Desha,JEFFERSON,U.S. President,,DEM,Joseph R. Biden,7,0,1,2,4
Desha,MISSISSIPPI,U.S. President,,DEM,Joseph R. Biden,1,0,1,0,0
Desha,MITCHELLVILLE,U.S. President,,DEM,Joseph R. Biden,45,0,0,44,1
Desha,RANDOLPH 1,U.S. President,,DEM,Joseph R. Biden,88,0,1,66,21
Desha,RANDOLPH 2,U.S. President,,DEM,Joseph R. Biden,82,1,1,68,12
Desha,RANDOLPH 3,U.S. President,,DEM,Joseph R. Biden,54,0,0,42,12
Desha,RANDOLPH 4,U.S. President,,DEM,Joseph R. Biden,67,0,0,49,18
Desha,RANDOLPH RURAL,U.S. President,,DEM,Joseph R. Biden,2,0,0,1,1
Desha,REDFORK,U.S. President,,DEM,Joseph R. Biden,15,0,0,12,3
Desha,RICHLAND,U.S. President,,DEM,Joseph R. Biden,6,0,0,4,2
Desha,SILVERLAKE,U.S. President,,DEM,Joseph R. Biden,18,0,0,13,5
Desha,WALNUT LAKE,U.S. President,,DEM,Joseph R. Biden,8,0,0,6,2
Desha,BOWIE 1,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Desha,BOWIE 2,U.S. President,,DEM,Steve Bullock,4,0,0,2,2
Desha,BOWIE 3,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Desha,BOWIE RURAL,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Desha,CLAYTON MCARTHUR,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Desha,CLAYTON REED,U.S. President,,DEM,Steve Bullock,1,0,0,1,0
Desha,CLAYTON TILLAR,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Desha,FRANKLIN,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Desha,HALLEY,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Desha,JEFFERSON,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Desha,MISSISSIPPI,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Desha,MITCHELLVILLE,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Desha,RANDOLPH 1,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Desha,RANDOLPH 2,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Desha,RANDOLPH 3,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Desha,RANDOLPH 4,U.S. President,,DEM,Steve Bullock,2,0,0,0,2
Desha,RANDOLPH RURAL,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Desha,REDFORK,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Desha,RICHLAND,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Desha,SILVERLAKE,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Desha,WALNUT LAKE,U.S. President,,DEM,Steve Bullock,0,0,0,0,0
Desha,BOWIE 1,U.S. President,,DEM,Elizabeth Warren,6,0,0,4,2
Desha,BOWIE 2,U.S. President,,DEM,Elizabeth Warren,4,0,0,3,1
Desha,BOWIE 3,U.S. President,,DEM,Elizabeth Warren,4,0,0,2,2
Desha,BOWIE RURAL,U.S. President,,DEM,Elizabeth Warren,2,0,0,2,0
Desha,CLAYTON MCARTHUR,U.S. President,,DEM,Elizabeth Warren,3,0,0,0,3
Desha,CLAYTON REED,U.S. President,,DEM,Elizabeth Warren,1,0,0,1,0
Desha,CLAYTON TILLAR,U.S. President,,DEM,Elizabeth Warren,0,0,0,0,0
Desha,FRANKLIN,U.S. President,,DEM,Elizabeth Warren,1,0,0,0,1
Desha,HALLEY,U.S. President,,DEM,Elizabeth Warren,1,0,0,1,0
Desha,JEFFERSON,U.S. President,,DEM,Elizabeth Warren,0,0,0,0,0
Desha,MISSISSIPPI,U.S. President,,DEM,Elizabeth Warren,0,0,0,0,0
Desha,MITCHELLVILLE,U.S. President,,DEM,Elizabeth Warren,0,0,0,0,0
Desha,RANDOLPH 1,U.S. President,,DEM,Elizabeth Warren,6,0,0,5,1
Desha,RANDOLPH 2,U.S. President,,DEM,Elizabeth Warren,4,0,0,2,2
Desha,RANDOLPH 3,U.S. President,,DEM,Elizabeth Warren,3,0,0,0,3
Desha,RANDOLPH 4,U.S. President,,DEM,Elizabeth Warren,2,0,0,1,1
Desha,RANDOLPH RURAL,U.S. President,,DEM,Elizabeth Warren,0,0,0,0,0
Desha,REDFORK,U.S. President,,DEM,Elizabeth Warren,4,1,0,3,0
Desha,RICHLAND,U.S. President,,DEM,Elizabeth Warren,4,0,0,4,0
Desha,SILVERLAKE,U.S. President,,DEM,Elizabeth Warren,1,0,0,1,0
Desha,WALNUT LAKE,U.S. President,,DEM,Elizabeth Warren,0,0,0,0,0
Desha,MISSISSIPPI,State Senate District 25,,DEM,Efrem Elliott,0,0,0,0,0
Desha,MITCHELLVILLE,State Senate District 25,,DEM,Efrem Elliott,16,0,0,14,2
Desha,RANDOLPH 1,State Senate District 25,,DEM,Efrem Elliott,34,0,0,18,16
Desha,RANDOLPH 2,State Senate District 25,,DEM,Efrem Elliott,32,0,0,25,7
Desha,RANDOLPH 3,State Senate District 25,,DEM,Efrem Elliott,33,0,0,17,16
Desha,RANDOLPH 4,State Senate District 25,,DEM,Efrem Elliott,29,0,0,16,13
Desha,RANDOLPH RURAL,State Senate District 25,,DEM,Efrem Elliott,2,0,0,1,1
Desha,REDFORK,State Senate District 25,,DEM,Efrem Elliott,0,0,0,0,0
Desha,SILVERLAKE,State Senate District 25,,DEM,Efrem Elliott,7,0,0,4,3
Desha,WALNUT LAKE,State Senate District 25,,DEM,Efrem Elliott,0,0,0,0,0
Desha,MISSISSIPPI,State Senate District 25,,DEM,Senator Stephanie Flowers,3,0,3,0,0
Desha,MITCHELLVILLE,State Senate District 25,,DEM,Senator Stephanie Flowers,41,0,0,40,1
Desha,RANDOLPH 1,State Senate District 25,,DEM,Senator Stephanie Flowers,119,0,1,83,35
Desha,RANDOLPH 2,State Senate District 25,,DEM,Senator Stephanie Flowers,100,0,3,69,28
Desha,RANDOLPH 3,State Senate District 25,,DEM,Senator Stephanie Flowers,80,0,0,46,34
Desha,RANDOLPH 4,State Senate District 25,,DEM,Senator Stephanie Flowers,93,0,0,62,31
Desha,RANDOLPH RURAL,State Senate District 25,,DEM,Senator Stephanie Flowers,3,0,0,1,2
Desha,REDFORK,State Senate District 25,,DEM,Senator Stephanie Flowers,1,1,0,0,0
Desha,SILVERLAKE,State Senate District 25,,DEM,Senator Stephanie Flowers,23,0,0,12,11
Desha,WALNUT LAKE,State Senate District 25,,DEM,Senator Stephanie Flowers,0,0,0,0,0
Desha,BOWIE 2,DESHA CO. JOP DISTRICT 8,,DEM,DOLLIE ANN WILSON,31,0,0,18,13
Desha,BOWIE 3,DESHA CO. JOP DISTRICT 8,,DEM,DOLLIE ANN WILSON,59,0,0,25,34
Desha,BOWIE RURAL,DESHA CO. JOP DISTRICT 8,,DEM,DOLLIE ANN WILSON,10,0,0,1,9
Desha,BOWIE 2,DESHA CO. JOP DISTRICT 8,,DEM,BRENDA BURTON,30,0,0,20,10
Desha,BOWIE 3,DESHA CO. JOP DISTRICT 8,,DEM,BRENDA BURTON,19,0,0,14,5
Desha,BOWIE RURAL,DESHA CO. JOP DISTRICT 8,,DEM,BRENDA BURTON,12,0,0,5,7
Desha,BOWIE 1,U.S. President,,REP,Donald J. Trump,158,0,0,99,59
Desha,BOWIE 2,U.S. President,,REP,Donald J. Trump,114,0,0,71,43
Desha,BOWIE 3,U.S. President,,REP,Donald J. Trump,20,0,0,11,9
Desha,BOWIE RURAL,U.S. President,,REP,Donald J. Trump,8,0,0,5,3
Desha,CLAYTON MCARTHUR,U.S. President,,REP,Donald J. Trump,24,0,1,13,10
Desha,CLAYTON REED,U.S. President,,REP,Donald J. Trump,0,0,0,0,0
Desha,CLAYTON TILLAR,U.S. President,,REP,Donald J. Trump,0,0,0,0,0
Desha,FRANKLIN,U.S. President,,REP,Donald J. Trump,27,0,0,15,12
Desha,HALLEY,U.S. President,,REP,Donald J. Trump,26,0,0,4,22
Desha,JEFFERSON,U.S. President,,REP,Donald J. Trump,28,0,0,15,13
Desha,MISSISSIPPI,U.S. President,,REP,Donald J. Trump,5,0,2,0,3
Desha,MITCHELLVILLE,U.S. President,,REP,Donald J. Trump,0,0,0,0,0
Desha,RANDOLPH 1,U.S. President,,REP,Donald J. Trump,55,0,2,27,26
Desha,RANDOLPH 2,U.S. President,,REP,Donald J. Trump,20,0,0,8,12
Desha,RANDOLPH 3,U.S. President,,REP,Donald J. Trump,109,0,4,46,59
Desha,RANDOLPH 4,U.S. President,,REP,Donald J. Trump,55,0,0,31,24
Desha,RANDOLPH RURAL,U.S. President,,REP,Donald J. Trump,11,0,0,6,5
Desha,REDFORK,U.S. President,,REP,Donald J. Trump,65,0,0,52,13
Desha,RICHLAND,U.S. President,,REP,Donald J. Trump,44,0,1,20,23
Desha,SILVERLAKE,U.S. President,,REP,Donald J. Trump,64,1,3,24,36
Desha,WALNUT LAKE,U.S. President,,REP,Donald J. Trump,22,0,1,4,17
Desha,BOWIE 1,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,0,1,0
Desha,BOWIE 2,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,0,1,0
Desha,BOWIE 3,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
Desha,BOWIE RURAL,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
Desha,CLAYTON MCARTHUR,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
Desha,CLAYTON REED,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
Desha,CLAYTON TILLAR,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
Desha,FRANKLIN,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
Desha,HALLEY,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,0,0,1
Desha,JEFFERSON,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
Desha,MISSISSIPPI,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
Desha,MITCHELLVILLE,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,0,1,0
Desha,RANDOLPH 1,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
Desha,RANDOLPH 2,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
Desha,RANDOLPH 3,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
Desha,RANDOLPH 4,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,0,1,0
Desha,RANDOLPH RURAL,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
Desha,REDFORK,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
Desha,RICHLAND,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
Desha,SILVERLAKE,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0
Desha,WALNUT LAKE,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,0,0,1
Desha,BOWIE 1,U.S. President,,REP,Bill Weld,1,0,0,0,1
Desha,BOWIE 2,U.S. President,,REP,Bill Weld,3,0,0,1,2
Desha,BOWIE 3,U.S. President,,REP,Bill Weld,0,0,0,0,0
Desha,BOWIE RURAL,U.S. President,,REP,Bill Weld,0,0,0,0,0
Desha,CLAYTON MCARTHUR,U.S. President,,REP,Bill Weld,0,0,0,0,0
Desha,CLAYTON REED,U.S. President,,REP,Bill Weld,0,0,0,0,0
Desha,CLAYTON TILLAR,U.S. President,,REP,Bill Weld,0,0,0,0,0
Desha,FRANKLIN,U.S. President,,REP,Bill Weld,2,0,0,2,0
Desha,HALLEY,U.S. President,,REP,Bill Weld,1,0,0,1,0
Desha,JEFFERSON,U.S. President,,REP,Bill Weld,0,0,0,0,0
Desha,MISSISSIPPI,U.S. President,,REP,Bill Weld,0,0,0,0,0
Desha,MITCHELLVILLE,U.S. President,,REP,Bill Weld,0,0,0,0,0
Desha,RANDOLPH 1,U.S. President,,REP,Bill Weld,2,0,1,0,1
Desha,RANDOLPH 2,U.S. President,,REP,Bill Weld,2,0,0,2,0
Desha,RANDOLPH 3,U.S. President,,REP,Bill Weld,3,0,0,1,2
Desha,RANDOLPH 4,U.S. President,,REP,Bill Weld,3,0,0,1,2
Desha,RANDOLPH RURAL,U.S. President,,REP,Bill Weld,0,0,0,0,0
Desha,REDFORK,U.S. President,,REP,Bill Weld,0,0,0,0,0
Desha,RICHLAND,U.S. President,,REP,Bill Weld,1,0,0,0,1
Desha,SILVERLAKE,U.S. President,,REP,Bill Weld,1,0,0,0,1
Desha,WALNUT LAKE,U.S. President,,REP,Bill Weld,1,0,0,1,0
Desha,BOWIE 1,State Senate District 26,,REP,Ben Gilmore,43,0,0,25,18
Desha,BOWIE 2,State Senate District 26,,REP,Ben Gilmore,30,0,0,18,12
Desha,BOWIE 3,State Senate District 26,,REP,Ben Gilmore,3,0,0,3,0
Desha,BOWIE RURAL,State Senate District 26,,REP,Ben Gilmore,2,0,0,1,1
Desha,CLAYTON MCARTHUR,State Senate District 26,,REP,Ben Gilmore,10,0,1,4,5
Desha,CLAYTON REED,State Senate District 26,,REP,Ben Gilmore,0,0,0,0,0
Desha,CLAYTON TILLAR,State Senate District 26,,REP,Ben Gilmore,0,0,0,0,0
Desha,FRANKLIN,State Senate District 26,,REP,Ben Gilmore,9,0,0,5,4
Desha,HALLEY,State Senate District 26,,REP,Ben Gilmore,6,0,0,0,6
Desha,JEFFERSON,State Senate District 26,,REP,Ben Gilmore,4,0,0,3,1
Desha,REDFORK,State Senate District 26,,REP,Ben Gilmore,12,0,0,11,1
Desha,RICHLAND,State Senate District 26,,REP,Ben Gilmore,12,0,0,6,6
Desha,SILVERLAKE,State Senate District 26,,REP,Ben Gilmore,0,0,0,0,0
Desha,WALNUT LAKE,State Senate District 26,,REP,Ben Gilmore,4,0,0,1,3
Desha,BOWIE 1,State Senate District 26,,REP,Bill Dunklin,116,0,0,75,41
Desha,BOWIE 2,State Senate District 26,,REP,Bill Dunklin,89,0,0,56,33
Desha,BOWIE 3,State Senate District 26,,REP,Bill Dunklin,17,0,0,8,9
Desha,BOWIE RURAL,State Senate District 26,,REP,Bill Dunklin,6,0,0,4,2
Desha,CLAYTON MCARTHUR,State Senate District 26,,REP,Bill Dunklin,14,0,0,9,5
Desha,CLAYTON REED,State Senate District 26,,REP,Bill Dunklin,0,0,0,0,0
Desha,CLAYTON TILLAR,State Senate District 26,,REP,Bill Dunklin,0,0,0,0,0
Desha,FRANKLIN,State Senate District 26,,REP,Bill Dunklin,19,0,0,12,7
Desha,HALLEY,State Senate District 26,,REP,Bill Dunklin,21,0,0,5,16
Desha,JEFFERSON,State Senate District 26,,REP,Bill Dunklin,24,0,0,12,12
Desha,REDFORK,State Senate District 26,,REP,Bill Dunklin,54,0,0,42,12
Desha,RICHLAND,State Senate District 26,,REP,Bill Dunklin,33,0,1,14,18
Desha,SILVERLAKE,State Senate District 26,,REP,Bill Dunklin,5,0,0,0,5
Desha,WALNUT LAKE,State Senate District 26,,REP,Bill Dunklin,19,0,1,4,14
Desha,BOWIE 1,Circuit Judge,"10, Division 2, At Large",,Laurie Bridewell,131,0,1,70,60
Desha,BOWIE 2,Circuit Judge,"10, Division 2, At Large",,Laurie Bridewell,136,0,1,82,53
Desha,BOWIE 3,Circuit Judge,"10, Division 2, At Large",,Laurie Bridewell,95,0,0,44,51
Desha,BOWIE RURAL,Circuit Judge,"10, Division 2, At Large",,Laurie Bridewell,20,0,0,9,11
Desha,CLAYTON MCARTHUR,Circuit Judge,"10, Division 2, At Large",,Laurie Bridewell,30,0,1,12,17
Desha,CLAYTON REED,Circuit Judge,"10, Division 2, At Large",,Laurie Bridewell,13,0,0,12,1
Desha,CLAYTON TILLAR,Circuit Judge,"10, Division 2, At Large",,Laurie Bridewell,3,0,0,0,3
Desha,FRANKLIN,Circuit Judge,"10, Division 2, At Large",,Laurie Bridewell,26,0,0,13,13
Desha,HALLEY,Circuit Judge,"10, Division 2, At Large",,Laurie Bridewell,23,0,0,6,17
Desha,JEFFERSON,Circuit Judge,"10, Division 2, At Large",,Laurie Bridewell,20,0,0,10,10
Desha,MISSISSIPPI,Circuit Judge,"10, Division 2, At Large",,Laurie Bridewell,1,0,1,0,0
Desha,MITCHELLVILLE,Circuit Judge,"10, Division 2, At Large",,Laurie Bridewell,24,0,0,21,3
Desha,RANDOLPH 1,Circuit Judge,"10, Division 2, At Large",,Laurie Bridewell,91,0,2,42,47
Desha,RANDOLPH 2,Circuit Judge,"10, Division 2, At Large",,Laurie Bridewell,51,0,1,28,22
Desha,RANDOLPH 3,Circuit Judge,"10, Division 2, At Large",,Laurie Bridewell,104,0,5,48,51
Desha,RANDOLPH 4,Circuit Judge,"10, Division 2, At Large",,Laurie Bridewell,77,0,0,51,26
Desha,RANDOLPH RURAL,Circuit Judge,"10, Division 2, At Large",,Laurie Bridewell,7,0,0,4,3
Desha,REDFORK,Circuit Judge,"10, Division 2, At Large",,Laurie Bridewell,51,0,0,42,9
Desha,RICHLAND,Circuit Judge,"10, Division 2, At Large",,Laurie Bridewell,33,0,1,21,11
Desha,SILVERLAKE,Circuit Judge,"10, Division 2, At Large",,Laurie Bridewell,47,0,1,18,28
Desha,WALNUT LAKE,Circuit Judge,"10, Division 2, At Large",,Laurie Bridewell,19,0,0,7,12
Desha,BOWIE 1,Circuit Judge,"10, Division 2, At Large",,Priscilla Copelin-Abernathy,36,0,0,29,7
Desha,BOWIE 2,Circuit Judge,"10, Division 2, At Large",,Priscilla Copelin-Abernathy,36,0,0,25,11
Desha,BOWIE 3,Circuit Judge,"10, Division 2, At Large",,Priscilla Copelin-Abernathy,43,0,0,31,12
Desha,BOWIE RURAL,Circuit Judge,"10, Division 2, At Large",,Priscilla Copelin-Abernathy,7,0,0,1,6
Desha,CLAYTON MCARTHUR,Circuit Judge,"10, Division 2, At Large",,Priscilla Copelin-Abernathy,10,0,0,5,5
Desha,CLAYTON REED,Circuit Judge,"10, Division 2, At Large",,Priscilla Copelin-Abernathy,13,0,0,13,0
Desha,CLAYTON TILLAR,Circuit Judge,"10, Division 2, At Large",,Priscilla Copelin-Abernathy,0,0,0,0,0
Desha,FRANKLIN,Circuit Judge,"10, Division 2, At Large",,Priscilla Copelin-Abernathy,19,0,0,12,7
Desha,HALLEY,Circuit Judge,"10, Division 2, At Large",,Priscilla Copelin-Abernathy,3,0,0,2,1
Desha,JEFFERSON,Circuit Judge,"10, Division 2, At Large",,Priscilla Copelin-Abernathy,10,0,0,6,4
Desha,MISSISSIPPI,Circuit Judge,"10, Division 2, At Large",,Priscilla Copelin-Abernathy,3,0,3,0,0
Desha,MITCHELLVILLE,Circuit Judge,"10, Division 2, At Large",,Priscilla Copelin-Abernathy,38,0,0,37,1
Desha,RANDOLPH 1,Circuit Judge,"10, Division 2, At Large",,Priscilla Copelin-Abernathy,86,0,1,68,17
Desha,RANDOLPH 2,Circuit Judge,"10, Division 2, At Large",,Priscilla Copelin-Abernathy,85,1,1,64,19
Desha,RANDOLPH 3,Circuit Judge,"10, Division 2, At Large",,Priscilla Copelin-Abernathy,86,0,0,49,37
Desha,RANDOLPH 4,Circuit Judge,"10, Division 2, At Large",,Priscilla Copelin-Abernathy,83,0,0,50,33
Desha,RANDOLPH RURAL,Circuit Judge,"10, Division 2, At Large",,Priscilla Copelin-Abernathy,5,0,0,3,2
Desha,REDFORK,Circuit Judge,"10, Division 2, At Large",,Priscilla Copelin-Abernathy,18,0,0,16,2
Desha,RICHLAND,Circuit Judge,"10, Division 2, At Large",,Priscilla Copelin-Abernathy,5,0,0,2,3
Desha,SILVERLAKE,Circuit Judge,"10, Division 2, At Large",,Priscilla Copelin-Abernathy,32,1,1,15,15
Desha,WALNUT LAKE,Circuit Judge,"10, Division 2, At Large",,Priscilla Copelin-Abernathy,9,0,0,6,3
Desha,BOWIE 1,Circuit Judge,"10, Division 2, At Large",,Frank Spain,117,1,0,70,46
Desha,BOWIE 2,Circuit Judge,"10, Division 2, At Large",,Frank Spain,90,0,0,52,38
Desha,BOWIE 3,Circuit Judge,"10, Division 2, At Large",,Frank Spain,21,0,0,7,14
Desha,BOWIE RURAL,Circuit Judge,"10, Division 2, At Large",,Frank Spain,4,0,0,2,2
Desha,CLAYTON MCARTHUR,Circuit Judge,"10, Division 2, At Large",,Frank Spain,15,0,0,7,8
Desha,CLAYTON REED,Circuit Judge,"10, Division 2, At Large",,Frank Spain,2,0,0,2,0
Desha,CLAYTON TILLAR,Circuit Judge,"10, Division 2, At Large",,Frank Spain,1,0,0,1,0
Desha,FRANKLIN,Circuit Judge,"10, Division 2, At Large",,Frank Spain,26,0,0,10,16
Desha,HALLEY,Circuit Judge,"10, Division 2, At Large",,Frank Spain,12,0,0,3,9
Desha,JEFFERSON,Circuit Judge,"10, Division 2, At Large",,Frank Spain,23,0,1,5,17
Desha,MISSISSIPPI,Circuit Judge,"10, Division 2, At Large",,Frank Spain,2,0,1,0,1
Desha,MITCHELLVILLE,Circuit Judge,"10, Division 2, At Large",,Frank Spain,4,0,0,4,0
Desha,RANDOLPH 1,Circuit Judge,"10, Division 2, At Large",,Frank Spain,43,0,2,19,22
Desha,RANDOLPH 2,Circuit Judge,"10, Division 2, At Large",,Frank Spain,24,0,1,16,7
Desha,RANDOLPH 3,Circuit Judge,"10, Division 2, At Large",,Frank Spain,64,0,1,25,38
Desha,RANDOLPH 4,Circuit Judge,"10, Division 2, At Large",,Frank Spain,38,0,0,18,20
Desha,RANDOLPH RURAL,Circuit Judge,"10, Division 2, At Large",,Frank Spain,6,0,0,3,3
Desha,REDFORK,Circuit Judge,"10, Division 2, At Large",,Frank Spain,37,1,0,23,13
Desha,RICHLAND,Circuit Judge,"10, Division 2, At Large",,Frank Spain,28,0,0,13,15
Desha,SILVERLAKE,Circuit Judge,"10, Division 2, At Large",,Frank Spain,20,0,1,8,11
Desha,WALNUT LAKE,Circuit Judge,"10, Division 2, At Large",,Frank Spain,13,0,1,5,7
Desha,BOWIE 1,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Tim Leonard,10,0,0,6,4
Desha,BOWIE 2,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Tim Leonard,12,0,0,7,5
Desha,BOWIE 3,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Tim Leonard,21,0,0,14,7
Desha,BOWIE RURAL,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Tim Leonard,3,0,0,1,2
Desha,CLAYTON MCARTHUR,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Tim Leonard,1,0,0,1,0
Desha,FRANKLIN,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Tim Leonard,4,0,0,3,1
Desha,HALLEY,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Tim Leonard,2,0,0,1,1
Desha,JEFFERSON,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Tim Leonard,2,0,0,2,0
Desha,MISSISSIPPI,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Tim Leonard,2,0,1,0,1
Desha,RANDOLPH 1,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Tim Leonard,5,0,0,3,2
Desha,RANDOLPH 2,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Tim Leonard,0,0,0,0,0
Desha,RANDOLPH 3,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Tim Leonard,0,0,0,0,0
Desha,RANDOLPH 4,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Tim Leonard,12,0,0,10,2
Desha,RANDOLPH RURAL,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Tim Leonard,0,0,0,0,0
Desha,REDFORK,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Tim Leonard,3,0,0,2,1
Desha,RICHLAND,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Tim Leonard,3,0,0,1,2
Desha,SILVERLAKE,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Tim Leonard,6,0,0,6,0
Desha,WALNUT LAKE,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Tim Leonard,0,0,0,0,0
Desha,BOWIE 1,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Crews Puryear,248,2,1,145,100
Desha,BOWIE 2,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Crews Puryear,218,0,1,128,89
Desha,BOWIE 3,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Crews Puryear,100,0,0,42,58
Desha,BOWIE RURAL,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Crews Puryear,24,0,0,9,15
Desha,CLAYTON MCARTHUR,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Crews Puryear,23,0,1,12,10
Desha,FRANKLIN,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Crews Puryear,54,0,0,27,27
Desha,HALLEY,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Crews Puryear,32,0,0,8,24
Desha,JEFFERSON,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Crews Puryear,51,0,1,19,31
Desha,MISSISSIPPI,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Crews Puryear,2,0,1,0,1
Desha,RANDOLPH 1,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Crews Puryear,89,1,1,44,43
Desha,RANDOLPH 2,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Crews Puryear,0,0,0,0,0
Desha,RANDOLPH 3,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Crews Puryear,2,0,0,0,2
Desha,RANDOLPH 4,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Crews Puryear,140,2,0,83,55
Desha,RANDOLPH RURAL,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Crews Puryear,14,0,0,6,8
Desha,REDFORK,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Crews Puryear,92,1,0,71,20
Desha,RICHLAND,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Crews Puryear,55,0,0,30,25
Desha,SILVERLAKE,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Crews Puryear,90,1,3,34,52
Desha,WALNUT LAKE,Circuit Judge,"10, Division 1, Subdistrict 10.2",,Crews Puryear,10,4,0,5,1
Desha,BOWIE 1,Circuit Judge,"10, Division 1, Subdistrict 10.2",,City Attorney James A. Hamilton,22,0,0,17,5
Desha,BOWIE 2,Circuit Judge,"10, Division 1, Subdistrict 10.2",,City Attorney James A. Hamilton,27,0,0,20,7
Desha,BOWIE 3,Circuit Judge,"10, Division 1, Subdistrict 10.2",,City Attorney James A. Hamilton,35,0,0,22,13
Desha,BOWIE RURAL,Circuit Judge,"10, Division 1, Subdistrict 10.2",,City Attorney James A. Hamilton,3,0,0,2,1
Desha,CLAYTON MCARTHUR,Circuit Judge,"10, Division 1, Subdistrict 10.2",,City Attorney James A. Hamilton,2,0,0,1,1
Desha,FRANKLIN,Circuit Judge,"10, Division 1, Subdistrict 10.2",,City Attorney James A. Hamilton,11,0,0,5,6
Desha,HALLEY,Circuit Judge,"10, Division 1, Subdistrict 10.2",,City Attorney James A. Hamilton,4,0,0,2,2
Desha,JEFFERSON,Circuit Judge,"10, Division 1, Subdistrict 10.2",,City Attorney James A. Hamilton,1,0,0,1,0
Desha,MISSISSIPPI,Circuit Judge,"10, Division 1, Subdistrict 10.2",,City Attorney James A. Hamilton,3,0,3,0,0
