county,precinct,office,district,party,candidate,votes,absentee,election_day,provisional,early
Lawrence,Spring River,U.S. President,,Dem,Joe Sestak,0,0,0,0,0
Lawrence,Strawberry,U.S. President,,Dem,Joe Sestak,0,0,0,0,0
Lawrence,Thacker,U.S. President,,Dem,Joe Sestak,0,0,0,0,0
Lawrence,Annieville,U.S. President,,Dem,Bernie Sanders,2,0,2,0,0
Lawrence,Ashland,U.S. President,,Dem,Bernie Sanders,1,0,1,0,0
Lawrence,Black River,U.S. President,,Dem,Bernie Sanders,8,0,5,0,3
Lawrence,Black Rock,U.S. President,,Dem,Bernie Sanders,17,0,10,0,7
Lawrence,Boas 1,U.S. President,,Dem,Bernie Sanders,15,0,10,0,5
Lawrence,Boas 2,U.S. President,,Dem,Bernie Sanders,10,0,3,0,7
Lawrence,Boas 3,U.S. President,,Dem,Bernie Sanders,9,0,5,0,4
Lawrence,Cache,U.S. President,,Dem,Bernie Sanders,1,0,0,0,1
Lawrence,Campbell 1,U.S. President,,Dem,Bernie Sanders,20,1,6,0,13
Lawrence,Campbell 2,U.S. President,,Dem,Bernie Sanders,18,1,10,0,7
Lawrence,Campbell 3,U.S. President,,Dem,Bernie Sanders,17,0,6,0,11
Lawrence,Campbell 4,U.S. President,,Dem,Bernie Sanders,10,1,3,0,6
Lawrence,Dent,U.S. President,,Dem,Bernie Sanders,13,0,10,0,3
Lawrence,Dowell,U.S. President,,Dem,Bernie Sanders,3,0,1,0,2
Lawrence,Duty,U.S. President,,Dem,Bernie Sanders,4,0,3,0,1
Lawrence,Eaton,U.S. President,,Dem,Bernie Sanders,2,0,1,0,1
Lawrence,Flat Creek,U.S. President,,Dem,Bernie Sanders,2,0,2,0,0
Lawrence,Jesup,U.S. President,,Dem,Bernie Sanders,0,0,0,0,0
Lawrence,Lawrence,U.S. President,,Dem,Bernie Sanders,1,0,0,0,1
Lawrence,Marion,U.S. President,,Dem,Bernie Sanders,0,0,0,0,0
Lawrence,Morgan,U.S. President,,Dem,Bernie Sanders,8,0,8,0,0
Lawrence,Promised Land,U.S. President,,Dem,Bernie Sanders,3,1,0,0,2
Lawrence,Reed's Creek Saffell,U.S. President,,Dem,Bernie Sanders,1,0,1,0,0
Lawrence,Reed's Creek Strawberry,U.S. President,,Dem,Bernie Sanders,5,0,5,0,0
Lawrence,Richwoods,U.S. President,,Dem,Bernie Sanders,4,0,2,0,2
Lawrence,Spring River,U.S. President,,Dem,Bernie Sanders,4,0,4,0,0
Lawrence,Strawberry,U.S. President,,Dem,Bernie Sanders,6,0,4,0,2
Lawrence,Thacker,U.S. President,,Dem,Bernie Sanders,3,0,3,0,0
Lawrence,Annieville,U.S. President,,Dem,Pete Buttigieg,1,0,1,0,0
Lawrence,Ashland,U.S. President,,Dem,Pete Buttigieg,2,0,1,0,1
Lawrence,Black River,U.S. President,,Dem,Pete Buttigieg,6,1,0,0,5
Lawrence,Black Rock,U.S. President,,Dem,Pete Buttigieg,1,0,0,0,1
Lawrence,Boas 1,U.S. President,,Dem,Pete Buttigieg,2,0,0,0,2
Lawrence,Boas 2,U.S. President,,Dem,Pete Buttigieg,2,0,1,0,1
Lawrence,Boas 3,U.S. President,,Dem,Pete Buttigieg,2,0,1,0,1
Lawrence,Cache,U.S. President,,Dem,Pete Buttigieg,0,0,0,0,0
Lawrence,Campbell 1,U.S. President,,Dem,Pete Buttigieg,7,0,1,0,6
Lawrence,Campbell 2,U.S. President,,Dem,Pete Buttigieg,1,0,0,0,1
Lawrence,Campbell 3,U.S. President,,Dem,Pete Buttigieg,1,0,0,0,1
Lawrence,Campbell 4,U.S. President,,Dem,Pete Buttigieg,6,0,0,0,6
Lawrence,Dent,U.S. President,,Dem,Pete Buttigieg,0,0,0,0,0
Lawrence,Dowell,U.S. President,,Dem,Pete Buttigieg,0,0,0,0,0
Lawrence,Duty,U.S. President,,Dem,Pete Buttigieg,1,0,0,0,1
Lawrence,Eaton,U.S. President,,Dem,Pete Buttigieg,2,0,1,0,1
Lawrence,Flat Creek,U.S. President,,Dem,Pete Buttigieg,0,0,0,0,0
Lawrence,Jesup,U.S. President,,Dem,Pete Buttigieg,0,0,0,0,0
Lawrence,Lawrence,U.S. President,,Dem,Pete Buttigieg,0,0,0,0,0
Lawrence,Marion,U.S. President,,Dem,Pete Buttigieg,0,0,0,0,0
Lawrence,Morgan,U.S. President,,Dem,Pete Buttigieg,0,0,0,0,0
Lawrence,Promised Land,U.S. President,,Dem,Pete Buttigieg,0,0,0,0,0
Lawrence,Reed's Creek Saffell,U.S. President,,Dem,Pete Buttigieg,0,0,0,0,0
Lawrence,Reed's Creek Strawberry,U.S. President,,Dem,Pete Buttigieg,0,0,0,0,0
Lawrence,Richwoods,U.S. President,,Dem,Pete Buttigieg,0,0,0,0,0
Lawrence,Spring River,U.S. President,,Dem,Pete Buttigieg,1,1,0,0,0
Lawrence,Strawberry,U.S. President,,Dem,Pete Buttigieg,1,0,0,0,1
Lawrence,Thacker,U.S. President,,Dem,Pete Buttigieg,1,0,1,0,0
Lawrence,Annieville,U.S. President,,Dem,Joseph R. Biden,5,0,4,0,1
Lawrence,Ashland,U.S. President,,Dem,Joseph R. Biden,12,0,8,0,4
Lawrence,Black River,U.S. President,,Dem,Joseph R. Biden,9,0,6,0,3
Lawrence,Black Rock,U.S. President,,Dem,Joseph R. Biden,18,0,12,0,6
Lawrence,Boas 1,U.S. President,,Dem,Joseph R. Biden,21,1,11,0,9
Lawrence,Boas 2,U.S. President,,Dem,Joseph R. Biden,23,0,14,0,9
Lawrence,Boas 3,U.S. President,,Dem,Joseph R. Biden,9,0,7,0,2
Lawrence,Cache,U.S. President,,Dem,Joseph R. Biden,0,0,0,0,0
Lawrence,Campbell 1,U.S. President,,Dem,Joseph R. Biden,48,1,20,0,27
Lawrence,Campbell 2,U.S. President,,Dem,Joseph R. Biden,36,0,13,0,23
Lawrence,Campbell 3,U.S. President,,Dem,Joseph R. Biden,25,0,17,0,8
Lawrence,Campbell 4,U.S. President,,Dem,Joseph R. Biden,40,1,19,0,20
Lawrence,Dent,U.S. President,,Dem,Joseph R. Biden,26,0,21,0,5
Lawrence,Dowell,U.S. President,,Dem,Joseph R. Biden,5,0,3,0,2
Lawrence,Duty,U.S. President,,Dem,Joseph R. Biden,16,0,15,0,1
Lawrence,Eaton,U.S. President,,Dem,Joseph R. Biden,6,0,4,0,2
Lawrence,Flat Creek,U.S. President,,Dem,Joseph R. Biden,3,0,3,0,0
Lawrence,Jesup,U.S. President,,Dem,Joseph R. Biden,3,0,3,0,0
Lawrence,Lawrence,U.S. President,,Dem,Joseph R. Biden,6,0,5,0,1
Lawrence,Marion,U.S. President,,Dem,Joseph R. Biden,6,0,6,0,0
Lawrence,Morgan,U.S. President,,Dem,Joseph R. Biden,14,0,11,0,3
Lawrence,Promised Land,U.S. President,,Dem,Joseph R. Biden,3,0,0,0,3
Lawrence,Reed's Creek Saffell,U.S. President,,Dem,Joseph R. Biden,5,0,5,0,0
Lawrence,Reed's Creek Strawberry,U.S. President,,Dem,Joseph R. Biden,16,0,15,0,1
Lawrence,Richwoods,U.S. President,,Dem,Joseph R. Biden,1,0,1,0,0
Lawrence,Spring River,U.S. President,,Dem,Joseph R. Biden,13,0,12,0,1
Lawrence,Strawberry,U.S. President,,Dem,Joseph R. Biden,11,0,11,0,0
Lawrence,Thacker,U.S. President,,Dem,Joseph R. Biden,11,0,11,0,0
Lawrence,Annieville,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0,0
Lawrence,Ashland,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0,0
Lawrence,Black River,U.S. President,,Dem,Tulsi Gabbard,1,0,1,0,0
Lawrence,Black Rock,U.S. President,,Dem,Tulsi Gabbard,1,0,0,0,1
Lawrence,Boas 1,U.S. President,,Dem,Tulsi Gabbard,2,0,0,0,2
Lawrence,Boas 2,U.S. President,,Dem,Tulsi Gabbard,1,0,1,0,0
Lawrence,Boas 3,U.S. President,,Dem,Tulsi Gabbard,1,0,1,0,0
Lawrence,Cache,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0,0
Lawrence,Campbell 1,U.S. President,,Dem,Tulsi Gabbard,4,0,2,0,2
Lawrence,Campbell 2,U.S. President,,Dem,Tulsi Gabbard,7,0,2,0,5
Lawrence,Campbell 3,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0,0
Lawrence,Campbell 4,U.S. President,,Dem,Tulsi Gabbard,6,0,2,0,4
Lawrence,Dent,U.S. President,,Dem,Tulsi Gabbard,5,0,2,0,3
Lawrence,Dowell,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0,0
Lawrence,Duty,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0,0
Lawrence,Eaton,U.S. President,,Dem,Tulsi Gabbard,4,0,4,0,0
Lawrence,Flat Creek,U.S. President,,Dem,Tulsi Gabbard,2,0,0,0,2
Lawrence,Jesup,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0,0
Lawrence,Lawrence,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0,0
Lawrence,Marion,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0,0
Lawrence,Morgan,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0,0
Lawrence,Promised Land,U.S. President,,Dem,Tulsi Gabbard,1,0,0,0,1
Lawrence,Reed's Creek Saffell,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0,0
Lawrence,Reed's Creek Strawberry,U.S. President,,Dem,Tulsi Gabbard,1,0,0,0,1
Lawrence,Richwoods,U.S. President,,Dem,Tulsi Gabbard,0,0,0,0,0
Lawrence,Spring River,U.S. President,,Dem,Tulsi Gabbard,1,0,1,0,0
Lawrence,Strawberry,U.S. President,,Dem,Tulsi Gabbard,1,0,1,0,0
Lawrence,Thacker,U.S. President,,Dem,Tulsi Gabbard,1,0,1,0,0
Lawrence,Annieville,U.S. President,,Dem,Steve Bullock,0,0,0,0,0
Lawrence,Ashland,U.S. President,,Dem,Steve Bullock,0,0,0,0,0
Lawrence,Black River,U.S. President,,Dem,Steve Bullock,0,0,0,0,0
Lawrence,Black Rock,U.S. President,,Dem,Steve Bullock,0,0,0,0,0
Lawrence,Boas 1,U.S. President,,Dem,Steve Bullock,0,0,0,0,0
Lawrence,Boas 2,U.S. President,,Dem,Steve Bullock,0,0,0,0,0
Lawrence,Boas 3,U.S. President,,Dem,Steve Bullock,0,0,0,0,0
Lawrence,Cache,U.S. President,,Dem,Steve Bullock,0,0,0,0,0
Lawrence,Campbell 1,U.S. President,,Dem,Steve Bullock,2,0,0,0,2
Lawrence,Campbell 2,U.S. President,,Dem,Steve Bullock,0,0,0,0,0
Lawrence,Campbell 3,U.S. President,,Dem,Steve Bullock,1,0,0,0,1
Lawrence,Campbell 4,U.S. President,,Dem,Steve Bullock,0,0,0,0,0
Lawrence,Dent,U.S. President,,Dem,Steve Bullock,0,0,0,0,0
Lawrence,Dowell,U.S. President,,Dem,Steve Bullock,0,0,0,0,0
Lawrence,Duty,U.S. President,,Dem,Steve Bullock,0,0,0,0,0
Lawrence,Eaton,U.S. President,,Dem,Steve Bullock,0,0,0,0,0
Lawrence,Flat Creek,U.S. President,,Dem,Steve Bullock,0,0,0,0,0
Lawrence,Jesup,U.S. President,,Dem,Steve Bullock,0,0,0,0,0
Lawrence,Lawrence,U.S. President,,Dem,Steve Bullock,0,0,0,0,0
Lawrence,Marion,U.S. President,,Dem,Steve Bullock,0,0,0,0,0
Lawrence,Morgan,U.S. President,,Dem,Steve Bullock,0,0,0,0,0
Lawrence,Promised Land,U.S. President,,Dem,Steve Bullock,0,0,0,0,0
Lawrence,Reed's Creek Saffell,U.S. President,,Dem,Steve Bullock,0,0,0,0,0
Lawrence,Reed's Creek Strawberry,U.S. President,,Dem,Steve Bullock,0,0,0,0,0
Lawrence,Richwoods,U.S. President,,Dem,Steve Bullock,0,0,0,0,0
Lawrence,Spring River,U.S. President,,Dem,Steve Bullock,0,0,0,0,0
Lawrence,Strawberry,U.S. President,,Dem,Steve Bullock,0,0,0,0,0
Lawrence,Thacker,U.S. President,,Dem,Steve Bullock,0,0,0,0,0
Lawrence,Annieville,U.S. President,,Dem,Elizabeth Warren,1,0,0,0,1
Lawrence,Ashland,U.S. President,,Dem,Elizabeth Warren,1,0,0,0,1
Lawrence,Black River,U.S. President,,Dem,Elizabeth Warren,6,0,1,0,5
Lawrence,Black Rock,U.S. President,,Dem,Elizabeth Warren,6,0,3,0,3
Lawrence,Boas 1,U.S. President,,Dem,Elizabeth Warren,6,0,3,0,3
Lawrence,Boas 2,U.S. President,,Dem,Elizabeth Warren,4,0,2,0,2
Lawrence,Boas 3,U.S. President,,Dem,Elizabeth Warren,2,0,0,0,2
Lawrence,Cache,U.S. President,,Dem,Elizabeth Warren,0,0,0,0,0
Lawrence,Campbell 1,U.S. President,,Dem,Elizabeth Warren,10,0,6,0,4
Lawrence,Campbell 2,U.S. President,,Dem,Elizabeth Warren,7,1,2,0,4
Lawrence,Campbell 3,U.S. President,,Dem,Elizabeth Warren,5,1,2,0,2
Lawrence,Campbell 4,U.S. President,,Dem,Elizabeth Warren,8,1,2,0,5
Lawrence,Dent,U.S. President,,Dem,Elizabeth Warren,2,0,0,0,2
Lawrence,Dowell,U.S. President,,Dem,Elizabeth Warren,1,0,1,0,0
Lawrence,Duty,U.S. President,,Dem,Elizabeth Warren,3,0,2,0,1
Lawrence,Eaton,U.S. President,,Dem,Elizabeth Warren,1,0,1,0,0
Lawrence,Flat Creek,U.S. President,,Dem,Elizabeth Warren,0,0,0,0,0
Lawrence,Jesup,U.S. President,,Dem,Elizabeth Warren,0,0,0,0,0
Lawrence,Lawrence,U.S. President,,Dem,Elizabeth Warren,1,0,0,0,1
Lawrence,Marion,U.S. President,,Dem,Elizabeth Warren,1,1,0,0,0
Lawrence,Morgan,U.S. President,,Dem,Elizabeth Warren,0,0,0,0,0
Lawrence,Promised Land,U.S. President,,Dem,Elizabeth Warren,3,0,1,0,2
Lawrence,Reed's Creek Saffell,U.S. President,,Dem,Elizabeth Warren,3,0,3,0,0
Lawrence,Reed's Creek Strawberry,U.S. President,,Dem,Elizabeth Warren,1,0,1,0,0
Lawrence,Richwoods,U.S. President,,Dem,Elizabeth Warren,1,0,1,0,0
Lawrence,Spring River,U.S. President,,Dem,Elizabeth Warren,1,0,1,0,0
Lawrence,Strawberry,U.S. President,,Dem,Elizabeth Warren,2,0,2,0,0
Lawrence,Thacker,U.S. President,,Dem,Elizabeth Warren,2,0,1,0,1
Lawrence,Annieville,U.S. President,,Dem,Amy Klobuchar,0,0,0,0,0
Lawrence,Ashland,U.S. President,,Dem,Amy Klobuchar,1,0,0,0,1
Lawrence,Black River,U.S. President,,Dem,Amy Klobuchar,0,0,0,0,0
Lawrence,Black Rock,U.S. President,,Dem,Amy Klobuchar,4,2,1,0,1
Lawrence,Boas 1,U.S. President,,Dem,Amy Klobuchar,2,0,0,0,2
Lawrence,Boas 2,U.S. President,,Dem,Amy Klobuchar,3,0,1,0,2
Lawrence,Boas 3,U.S. President,,Dem,Amy Klobuchar,4,0,2,0,2
Lawrence,Cache,U.S. President,,Dem,Amy Klobuchar,0,0,0,0,0
Lawrence,Campbell 1,U.S. President,,Dem,Amy Klobuchar,12,0,0,0,12
Lawrence,Campbell 2,U.S. President,,Dem,Amy Klobuchar,6,0,0,0,6
Lawrence,Campbell 3,U.S. President,,Dem,Amy Klobuchar,3,0,0,0,3
Lawrence,Campbell 4,U.S. President,,Dem,Amy Klobuchar,3,0,0,0,3
Lawrence,Dent,U.S. President,,Dem,Amy Klobuchar,1,0,1,0,0
Lawrence,Dowell,U.S. President,,Dem,Amy Klobuchar,0,0,0,0,0
Lawrence,Duty,U.S. President,,Dem,Amy Klobuchar,0,0,0,0,0
Lawrence,Eaton,U.S. President,,Dem,Amy Klobuchar,0,0,0,0,0
Lawrence,Flat Creek,U.S. President,,Dem,Amy Klobuchar,0,0,0,0,0
Lawrence,Jesup,U.S. President,,Dem,Amy Klobuchar,0,0,0,0,0
Lawrence,Lawrence,U.S. President,,Dem,Amy Klobuchar,0,0,0,0,0
Lawrence,Marion,U.S. President,,Dem,Amy Klobuchar,0,0,0,0,0
Lawrence,Morgan,U.S. President,,Dem,Amy Klobuchar,1,0,1,0,0
Lawrence,Promised Land,U.S. President,,Dem,Amy Klobuchar,2,0,0,0,2
Lawrence,Reed's Creek Saffell,U.S. President,,Dem,Amy Klobuchar,0,0,0,0,0
Lawrence,Reed's Creek Strawberry,U.S. President,,Dem,Amy Klobuchar,0,0,0,0,0
Lawrence,Richwoods,U.S. President,,Dem,Amy Klobuchar,0,0,0,0,0
Lawrence,Spring River,U.S. President,,Dem,Amy Klobuchar,3,1,1,0,1
Lawrence,Strawberry,U.S. President,,Dem,Amy Klobuchar,1,0,1,0,0
Lawrence,Thacker,U.S. President,,Dem,Amy Klobuchar,1,0,1,0,0
Lawrence,Annieville,U.S. President,,Dem,Mosie Boyd,0,0,0,0,0
Lawrence,Ashland,U.S. President,,Dem,Mosie Boyd,0,0,0,0,0
Lawrence,Black River,U.S. President,,Dem,Mosie Boyd,1,0,0,0,1
Lawrence,Black Rock,U.S. President,,Dem,Mosie Boyd,0,0,0,0,0
Lawrence,Boas 1,U.S. President,,Dem,Mosie Boyd,1,0,0,0,1
Lawrence,Boas 2,U.S. President,,Dem,Mosie Boyd,1,0,1,0,0
Lawrence,Boas 3,U.S. President,,Dem,Mosie Boyd,0,0,0,0,0
Lawrence,Cache,U.S. President,,Dem,Mosie Boyd,0,0,0,0,0
Lawrence,Campbell 1,U.S. President,,Dem,Mosie Boyd,0,0,0,0,0
Lawrence,Campbell 2,U.S. President,,Dem,Mosie Boyd,0,0,0,0,0
Lawrence,Campbell 3,U.S. President,,Dem,Mosie Boyd,0,0,0,0,0
Lawrence,Campbell 4,U.S. President,,Dem,Mosie Boyd,0,0,0,0,0
Lawrence,Dent,U.S. President,,Dem,Mosie Boyd,0,0,0,0,0
Lawrence,Dowell,U.S. President,,Dem,Mosie Boyd,0,0,0,0,0
Lawrence,Duty,U.S. President,,Dem,Mosie Boyd,0,0,0,0,0
Lawrence,Eaton,U.S. President,,Dem,Mosie Boyd,0,0,0,0,0
Lawrence,Flat Creek,U.S. President,,Dem,Mosie Boyd,0,0,0,0,0
Lawrence,Jesup,U.S. President,,Dem,Mosie Boyd,0,0,0,0,0
Lawrence,Lawrence,U.S. President,,Dem,Mosie Boyd,0,0,0,0,0
Lawrence,Marion,U.S. President,,Dem,Mosie Boyd,0,0,0,0,0
Lawrence,Morgan,U.S. President,,Dem,Mosie Boyd,0,0,0,0,0
Lawrence,Promised Land,U.S. President,,Dem,Mosie Boyd,0,0,0,0,0
Lawrence,Reed's Creek Saffell,U.S. President,,Dem,Mosie Boyd,0,0,0,0,0
Lawrence,Reed's Creek Strawberry,U.S. President,,Dem,Mosie Boyd,0,0,0,0,0
Lawrence,Richwoods,U.S. President,,Dem,Mosie Boyd,0,0,0,0,0
Lawrence,Spring River,U.S. President,,Dem,Mosie Boyd,0,0,0,0,0
Lawrence,Strawberry,U.S. President,,Dem,Mosie Boyd,0,0,0,0,0
Lawrence,Thacker,U.S. President,,Dem,Mosie Boyd,0,0,0,0,0
Lawrence,Annieville,U.S. President,,Dem,Cory Booker,0,0,0,0,0
Lawrence,Ashland,U.S. President,,Dem,Cory Booker,0,0,0,0,0
Lawrence,Black River,U.S. President,,Dem,Cory Booker,0,0,0,0,0
Lawrence,Black Rock,U.S. President,,Dem,Cory Booker,0,0,0,0,0
Lawrence,Boas 1,U.S. President,,Dem,Cory Booker,1,0,0,0,1
Lawrence,Boas 2,U.S. President,,Dem,Cory Booker,0,0,0,0,0
Lawrence,Boas 3,U.S. President,,Dem,Cory Booker,0,0,0,0,0
Lawrence,Cache,U.S. President,,Dem,Cory Booker,0,0,0,0,0
Lawrence,Campbell 1,U.S. President,,Dem,Cory Booker,0,0,0,0,0
Lawrence,Campbell 2,U.S. President,,Dem,Cory Booker,0,0,0,0,0
Lawrence,Campbell 3,U.S. President,,Dem,Cory Booker,0,0,0,0,0
Lawrence,Campbell 4,U.S. President,,Dem,Cory Booker,0,0,0,0,0
Lawrence,Dent,U.S. President,,Dem,Cory Booker,0,0,0,0,0
Lawrence,Dowell,U.S. President,,Dem,Cory Booker,0,0,0,0,0
Lawrence,Duty,U.S. President,,Dem,Cory Booker,0,0,0,0,0
Lawrence,Eaton,U.S. President,,Dem,Cory Booker,0,0,0,0,0
Lawrence,Flat Creek,U.S. President,,Dem,Cory Booker,0,0,0,0,0
Lawrence,Jesup,U.S. President,,Dem,Cory Booker,0,0,0,0,0
Lawrence,Lawrence,U.S. President,,Dem,Cory Booker,0,0,0,0,0
Lawrence,Marion,U.S. President,,Dem,Cory Booker,0,0,0,0,0
Lawrence,Morgan,U.S. President,,Dem,Cory Booker,0,0,0,0,0
Lawrence,Promised Land,U.S. President,,Dem,Cory Booker,0,0,0,0,0
Lawrence,Reed's Creek Saffell,U.S. President,,Dem,Cory Booker,0,0,0,0,0
Lawrence,Reed's Creek Strawberry,U.S. President,,Dem,Cory Booker,0,0,0,0,0
Lawrence,Richwoods,U.S. President,,Dem,Cory Booker,0,0,0,0,0
Lawrence,Spring River,U.S. President,,Dem,Cory Booker,0,0,0,0,0
Lawrence,Strawberry,U.S. President,,Dem,Cory Booker,0,0,0,0,0
Lawrence,Thacker,U.S. President,,Dem,Cory Booker,0,0,0,0,0
Lawrence,Annieville,U.S. President,,Dem,John K. Delaney,0,0,0,0,0
Lawrence,Ashland,U.S. President,,Dem,John K. Delaney,0,0,0,0,0
Lawrence,Black River,U.S. President,,Dem,John K. Delaney,0,0,0,0,0
Lawrence,Black Rock,U.S. President,,Dem,John K. Delaney,0,0,0,0,0
Lawrence,Boas 1,U.S. President,,Dem,John K. Delaney,0,0,0,0,0
Lawrence,Boas 2,U.S. President,,Dem,John K. Delaney,1,0,0,0,1
Lawrence,Boas 3,U.S. President,,Dem,John K. Delaney,0,0,0,0,0
Lawrence,Cache,U.S. President,,Dem,John K. Delaney,1,0,0,0,1
Lawrence,Campbell 1,U.S. President,,Dem,John K. Delaney,1,0,0,0,1
Lawrence,Campbell 2,U.S. President,,Dem,John K. Delaney,1,0,0,0,1
Lawrence,Campbell 3,U.S. President,,Dem,John K. Delaney,0,0,0,0,0
Lawrence,Campbell 4,U.S. President,,Dem,John K. Delaney,0,0,0,0,0
Lawrence,Dent,U.S. President,,Dem,John K. Delaney,2,0,1,0,1
Lawrence,Dowell,U.S. President,,Dem,John K. Delaney,0,0,0,0,0
Lawrence,Duty,U.S. President,,Dem,John K. Delaney,1,0,1,0,0
Lawrence,Eaton,U.S. President,,Dem,John K. Delaney,0,0,0,0,0
Lawrence,Flat Creek,U.S. President,,Dem,John K. Delaney,0,0,0,0,0
Lawrence,Jesup,U.S. President,,Dem,John K. Delaney,1,0,1,0,0
Lawrence,Lawrence,U.S. President,,Dem,John K. Delaney,0,0,0,0,0
Lawrence,Marion,U.S. President,,Dem,John K. Delaney,0,0,0,0,0
Lawrence,Morgan,U.S. President,,Dem,John K. Delaney,0,0,0,0,0
Lawrence,Promised Land,U.S. President,,Dem,John K. Delaney,1,0,0,0,1
Lawrence,Reed's Creek Saffell,U.S. President,,Dem,John K. Delaney,2,0,2,0,0
