county,precinct,office,district,party,candidate,votes,election_day
Polk,Precinct 1,U.S. President,,DEM,John Wolfe,21,21
Polk,Precinct 2,U.S. President,,DEM,John Wolfe,18,18
Polk,Precinct 3,U.S. President,,DEM,John Wolfe,17,17
Polk,Acorn,U.S. President,,DEM,John Wolfe,21,21
Polk,Ink,U.S. President,,DEM,John Wolfe,12,12
Polk,Board Camp,U.S. President,,DEM,John Wolfe,13,13
Polk,Cherry Hill,U.S. President,,DEM,John Wolfe,9,9
Polk,Big Fork,U.S. President,,DEM,John Wolfe,10,10
Polk,Dallas Valley,U.S. President,,DEM,John Wolfe,26,26
Polk,Shady Grove,U.S. President,,DEM,John Wolfe,12,12
Polk,Rocky,U.S. President,,DEM,John Wolfe,7,7
Polk,Potter,U.S. President,,DEM,John Wolfe,15,15
Polk,Hatfield,U.S. President,,DEM,John Wolfe,13,13
Polk,Cove,U.S. President,,DEM,John Wolfe,19,19
Polk,Vandervoort,U.S. President,,DEM,John Wolfe,11,11
Polk,Wickes,U.S. President,,DEM,John Wolfe,6,6
Polk,Grannis,U.S. President,,DEM,John Wolfe,10,10
Polk,Precinct 1,U.S. President,,DEM,Barack Obama,29,29
Polk,Precinct 2,U.S. President,,DEM,Barack Obama,42,42
Polk,Precinct 3,U.S. President,,DEM,Barack Obama,40,40
Polk,Acorn,U.S. President,,DEM,Barack Obama,21,21
Polk,Ink,U.S. President,,DEM,Barack Obama,8,8
Polk,Board Camp,U.S. President,,DEM,Barack Obama,16,16
Polk,Cherry Hill,U.S. President,,DEM,Barack Obama,14,14
Polk,Big Fork,U.S. President,,DEM,Barack Obama,2,2
Polk,Dallas Valley,U.S. President,,DEM,Barack Obama,38,38
Polk,Shady Grove,U.S. President,,DEM,Barack Obama,17,17
Polk,Rocky,U.S. President,,DEM,Barack Obama,8,8
Polk,Potter,U.S. President,,DEM,Barack Obama,20,20
Polk,Hatfield,U.S. President,,DEM,Barack Obama,14,14
Polk,Cove,U.S. President,,DEM,Barack Obama,11,11
Polk,Vandervoort,U.S. President,,DEM,Barack Obama,8,8
Polk,Wickes,U.S. President,,DEM,Barack Obama,9,9
Polk,Grannis,U.S. President,,DEM,Barack Obama,6,6
Polk,Precinct 1,U.S. Congress District 4,,DEM,Q. Byrum Hurst,19,19
Polk,Precinct 2,U.S. Congress District 4,,DEM,Q. Byrum Hurst,32,32
Polk,Precinct 3,U.S. Congress District 4,,DEM,Q. Byrum Hurst,25,25
Polk,Acorn,U.S. Congress District 4,,DEM,Q. Byrum Hurst,12,12
Polk,Ink,U.S. Congress District 4,,DEM,Q. Byrum Hurst,10,10
Polk,Board Camp,U.S. Congress District 4,,DEM,Q. Byrum Hurst,10,10
Polk,Cherry Hill,U.S. Congress District 4,,DEM,Q. Byrum Hurst,13,13
Polk,Big Fork,U.S. Congress District 4,,DEM,Q. Byrum Hurst,4,4
Polk,Dallas Valley,U.S. Congress District 4,,DEM,Q. Byrum Hurst,30,30
Polk,Shady Grove,U.S. Congress District 4,,DEM,Q. Byrum Hurst,13,13
Polk,Rocky,U.S. Congress District 4,,DEM,Q. Byrum Hurst,2,2
Polk,Potter,U.S. Congress District 4,,DEM,Q. Byrum Hurst,13,13
Polk,Hatfield,U.S. Congress District 4,,DEM,Q. Byrum Hurst,10,10
Polk,Cove,U.S. Congress District 4,,DEM,Q. Byrum Hurst,10,10
Polk,Vandervoort,U.S. Congress District 4,,DEM,Q. Byrum Hurst,6,6
