county,precinct,office,district,party,candidate,votes,election_day_paper_ballot,absentee,election_day_ivo_machine,provisional,early_vote
Pulaski,135,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 9,,DEM,Wilma Walker,47,40,3,0,0,4
Pulaski,1,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,65,50,1,0,0,14
Pulaski,2,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,56,29,2,0,0,25
Pulaski,3,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,10,8,0,0,0,2
Pulaski,4,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,160,115,7,0,0,38
Pulaski,5,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,118,94,1,0,0,23
Pulaski,6,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,14,11,1,0,0,2
Pulaski,7,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,29,23,1,0,0,5
Pulaski,8,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,31,23,0,0,0,8
Pulaski,9,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,47,26,2,0,0,19
Pulaski,10,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,131,78,3,0,0,50
Pulaski,11,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,11,8,1,0,0,2
Pulaski,12,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,31,31,0,0,0,0
Pulaski,13,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,55,41,0,0,0,14
Pulaski,14,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,232,172,3,0,0,57
Pulaski,15,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,115,82,6,0,0,27
Pulaski,16,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,96,72,2,0,0,22
Pulaski,17,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,163,122,6,0,0,35
Pulaski,18,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,161,131,0,0,0,30
Pulaski,19,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,49,39,2,0,0,8
Pulaski,20,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,164,130,4,0,0,30
Pulaski,21,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,77,58,0,0,0,19
Pulaski,22,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,129,104,1,0,0,24
Pulaski,23,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,219,172,8,0,0,39
Pulaski,24,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,123,94,0,0,0,29
Pulaski,25,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,63,51,0,0,0,12
Pulaski,26,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,52,41,2,0,0,9
Pulaski,27,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,109,97,0,0,1,11
Pulaski,28,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,77,68,1,0,0,8
Pulaski,29,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,1,0,1,0,0,0
Pulaski,30,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,0,0,0,0,0,0
Pulaski,31,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,66,54,3,0,0,9
Pulaski,32,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,136,119,1,0,0,16
Pulaski,33,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,70,48,0,0,0,22
Pulaski,34,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,80,62,0,0,0,18
Pulaski,35,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,70,56,2,0,0,12
Pulaski,36,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,54,45,0,0,0,9
Pulaski,37,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,110,81,5,0,0,24
Pulaski,38,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,57,48,0,0,0,9
Pulaski,39,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,148,122,1,0,0,25
Pulaski,40,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,109,88,2,0,0,19
Pulaski,41,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,79,65,0,0,0,14
Pulaski,42,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,92,76,1,0,0,15
Pulaski,43,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,41,30,1,0,0,10
Pulaski,44,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,128,104,7,0,0,17
Pulaski,45,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,93,69,3,0,0,21
Pulaski,46,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,59,46,2,0,0,11
Pulaski,47,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,23,20,0,0,0,3
Pulaski,48,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,194,162,2,0,1,29
Pulaski,49,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,129,109,5,0,0,15
Pulaski,50,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,162,125,9,0,0,28
Pulaski,51,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,71,51,3,0,0,17
Pulaski,52,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,151,124,5,0,0,22
Pulaski,53,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,197,152,19,0,0,26
Pulaski,54,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,162,139,4,0,0,19
Pulaski,55,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,144,122,2,0,0,20
Pulaski,56,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,33,24,0,0,0,9
Pulaski,57,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,43,39,2,0,0,2
Pulaski,58,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,65,49,2,0,0,14
Pulaski,59,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,37,31,1,0,0,5
Pulaski,60,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,138,103,3,0,0,32
Pulaski,61,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,61,47,3,0,0,11
Pulaski,62,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,53,48,1,0,0,4
Pulaski,63,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,48,38,2,0,0,8
Pulaski,64,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,155,113,2,0,0,40
Pulaski,65,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,62,50,2,0,0,10
Pulaski,66,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,106,86,2,0,0,18
Pulaski,67,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,138,112,0,0,0,26
Pulaski,68,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,65,46,0,0,0,19
Pulaski,69,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,135,105,2,0,0,28
Pulaski,70,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,114,89,5,0,0,20
Pulaski,71,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,180,150,3,0,0,27
Pulaski,72,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,62,43,4,0,0,15
Pulaski,73,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,203,151,10,0,0,42
Pulaski,74,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,88,70,2,0,0,16
Pulaski,75,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,108,91,2,0,0,15
Pulaski,76,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,135,108,3,0,0,24
Pulaski,77,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,194,130,2,0,1,61
Pulaski,78,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,71,55,1,0,0,15
Pulaski,79,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,150,116,2,0,0,32
Pulaski,80,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,368,281,6,0,0,81
Pulaski,81,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,73,60,0,0,0,13
Pulaski,82,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,136,100,1,0,0,35
Pulaski,83,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,288,215,3,0,0,70
Pulaski,84,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,389,261,5,0,0,123
Pulaski,85,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,310,211,26,0,0,73
Pulaski,86,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,230,168,13,0,0,49
Pulaski,87,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,113,100,5,0,0,8
Pulaski,88,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,173,141,11,0,0,21
Pulaski,89,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,129,114,1,0,0,14
Pulaski,90,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,197,160,2,0,0,35
Pulaski,91,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,219,192,4,0,0,23
Pulaski,92,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,154,126,0,0,0,28
Pulaski,93,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,250,209,3,0,0,38
Pulaski,94,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,254,215,6,0,0,33
Pulaski,95,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,312,250,13,1,0,48
Pulaski,96,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,146,120,2,0,0,24
Pulaski,97,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,169,143,5,0,0,21
Pulaski,98,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,180,132,1,0,0,47
Pulaski,99,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,155,123,7,0,0,25
Pulaski,100,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,73,58,1,0,0,14
Pulaski,101,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,174,157,0,0,0,17
Pulaski,102,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,147,121,2,0,0,24
Pulaski,103,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,237,162,5,0,0,70
Pulaski,104,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,250,203,0,0,0,47
Pulaski,105,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,166,131,2,0,0,33
Pulaski,106,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,194,148,3,0,0,43
Pulaski,107,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,212,179,3,0,0,30
Pulaski,108,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,157,118,10,0,0,29
Pulaski,109,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,730,565,11,0,0,154
Pulaski,110,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,62,42,2,0,0,18
Pulaski,111,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,331,260,7,0,0,64
Pulaski,112,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,159,120,1,0,0,38
Pulaski,113,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,248,191,7,0,0,50
Pulaski,114,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,179,125,5,0,1,48
Pulaski,115,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,244,187,9,0,0,48
Pulaski,116,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,184,152,5,0,0,27
Pulaski,117,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,196,136,7,0,0,53
Pulaski,118,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,263,172,21,1,0,69
Pulaski,119,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,266,172,14,0,0,80
Pulaski,120,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,184,138,10,0,0,36
Pulaski,121,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,143,116,7,0,0,20
Pulaski,122,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,114,73,14,0,0,27
Pulaski,123,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,88,75,2,0,0,11
Pulaski,124,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,75,62,0,0,0,13
Pulaski,125,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,114,86,2,0,0,26
Pulaski,126,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,26,24,1,0,0,1
Pulaski,127,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,96,86,1,0,0,9
Pulaski,128,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,163,104,18,0,0,41
Pulaski,129,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,79,74,0,0,0,5
Pulaski,130,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,79,77,1,0,0,1
Pulaski,131,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,67,54,2,0,0,11
Pulaski,132,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,56,54,1,0,0,1
Pulaski,133,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,74,71,1,0,0,2
Pulaski,134,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,89,74,4,0,0,11
Pulaski,135,Democratic Unopposed Candidates,,DEM,Unopposed Candidates,69,55,5,0,0,9
Pulaski,1,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,137,98,1,0,0,38
Pulaski,2,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,141,79,2,0,0,60
Pulaski,3,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,45,28,1,0,0,16
Pulaski,4,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,486,293,8,0,0,185
Pulaski,5,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,298,210,2,0,0,86
Pulaski,6,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,52,33,2,0,0,17
Pulaski,7,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,65,52,2,0,0,11
Pulaski,8,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,55,40,1,0,0,14
Pulaski,9,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,69,43,4,0,0,22
Pulaski,10,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,154,98,6,0,0,50
Pulaski,11,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,48,39,2,0,0,7
Pulaski,12,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,69,68,0,0,0,1
Pulaski,13,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,124,89,1,0,0,34
Pulaski,14,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,337,243,6,0,0,88
Pulaski,15,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,133,91,10,0,0,32
Pulaski,16,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,87,71,1,0,0,15
Pulaski,17,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,191,135,5,0,0,51
Pulaski,18,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,197,155,0,0,0,42
Pulaski,19,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,64,50,2,0,0,12
Pulaski,20,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,257,186,8,0,0,63
Pulaski,21,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,133,103,2,0,0,28
Pulaski,22,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,233,173,3,0,0,57
Pulaski,23,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,356,262,7,0,0,87
Pulaski,24,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,167,130,1,0,0,36
Pulaski,25,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,118,97,0,0,0,21
Pulaski,26,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,155,134,3,0,0,18
Pulaski,27,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,266,207,1,0,1,57
Pulaski,28,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,166,133,3,0,0,30
Pulaski,29,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,1,0,1,0,0,0
Pulaski,30,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,0,0,0,0,0,0
Pulaski,31,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,170,138,3,0,0,29
Pulaski,32,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,217,171,1,0,0,45
Pulaski,33,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,147,91,1,0,0,55
Pulaski,34,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,165,121,0,0,0,44
Pulaski,35,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,229,173,0,0,0,56
Pulaski,36,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,95,70,0,0,0,25
Pulaski,37,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,225,155,13,0,0,57
Pulaski,38,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,83,64,1,0,0,18
Pulaski,39,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,261,217,1,0,0,43
Pulaski,40,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,173,132,4,0,0,37
Pulaski,41,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,223,156,5,0,0,62
Pulaski,42,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,216,169,1,0,0,46
Pulaski,43,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,89,68,1,0,0,20
Pulaski,44,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,256,195,8,1,0,52
Pulaski,45,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,116,66,3,0,0,47
Pulaski,46,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,78,42,6,0,0,30
Pulaski,47,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,27,21,0,0,0,6
Pulaski,48,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,173,135,4,0,1,33
Pulaski,49,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,303,243,8,0,0,52
Pulaski,50,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,239,171,10,0,1,57
Pulaski,51,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,120,92,2,0,0,26
Pulaski,52,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,140,112,7,0,0,21
Pulaski,53,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,168,119,16,0,0,33
Pulaski,54,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,164,134,6,0,0,24
Pulaski,55,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,154,129,2,0,0,23
Pulaski,56,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,76,57,0,0,0,19
Pulaski,57,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,96,86,4,0,0,6
Pulaski,58,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,107,81,4,0,0,22
Pulaski,59,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,95,79,1,0,0,15
Pulaski,60,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,292,179,12,0,0,101
Pulaski,61,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,137,121,3,0,0,13
Pulaski,62,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,113,106,3,0,0,4
Pulaski,63,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,73,55,3,0,0,15
Pulaski,64,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,223,152,5,0,0,66
Pulaski,65,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,88,74,2,0,0,12
Pulaski,66,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,145,101,3,0,0,41
Pulaski,67,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,164,132,7,0,0,25
Pulaski,68,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,100,77,0,0,0,23
Pulaski,69,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,139,105,3,0,0,31
Pulaski,70,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,131,105,9,0,0,17
Pulaski,71,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,268,229,4,0,0,35
Pulaski,72,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,87,60,6,0,0,21
Pulaski,73,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,274,193,19,0,0,62
Pulaski,74,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,93,66,4,0,0,23
Pulaski,75,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,137,117,2,0,0,18
Pulaski,76,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,156,127,5,0,0,24
Pulaski,77,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,232,162,4,0,0,66
Pulaski,78,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,73,53,1,0,0,19
Pulaski,79,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,159,128,6,0,0,25
Pulaski,80,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,336,271,2,0,0,63
Pulaski,81,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,92,78,1,0,0,13
Pulaski,82,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,177,133,0,0,0,44
Pulaski,83,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,246,182,3,0,0,61
Pulaski,84,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,307,187,4,0,0,116
Pulaski,85,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,277,167,31,0,0,79
Pulaski,86,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,189,144,11,0,0,34
Pulaski,87,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,164,140,5,0,0,19
Pulaski,88,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,211,169,14,0,0,28
Pulaski,89,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,164,141,3,0,0,20
Pulaski,90,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,148,126,2,0,0,20
Pulaski,91,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,153,133,4,0,0,16
Pulaski,92,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,125,105,1,0,0,19
Pulaski,93,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,220,190,3,0,0,27
Pulaski,94,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,161,143,6,0,0,12
Pulaski,95,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,254,202,18,1,0,33
Pulaski,96,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,97,83,3,0,0,11
Pulaski,97,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,169,141,3,0,0,25
Pulaski,98,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,168,111,2,0,0,55
Pulaski,99,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,134,109,7,0,0,18
Pulaski,100,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,61,45,1,0,0,15
Pulaski,101,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,181,155,0,0,0,26
Pulaski,102,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,141,108,4,0,0,29
Pulaski,103,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,223,145,3,0,0,75
Pulaski,104,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,234,188,1,0,0,45
Pulaski,105,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,165,125,3,0,0,37
Pulaski,106,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,132,110,2,0,0,20
Pulaski,107,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,143,124,5,0,0,14
Pulaski,108,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,141,104,8,0,0,29
Pulaski,109,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,427,330,12,0,0,85
Pulaski,110,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,48,32,2,0,0,14
Pulaski,111,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,275,214,12,0,0,49
Pulaski,112,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,117,86,2,0,0,29
Pulaski,113,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,196,152,5,0,0,39
Pulaski,114,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,149,94,8,1,1,45
Pulaski,115,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,205,145,9,0,0,51
Pulaski,116,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,133,98,4,0,0,31
Pulaski,117,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,183,113,5,0,0,65
Pulaski,118,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,198,117,19,1,0,61
Pulaski,119,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,188,110,14,0,0,64
Pulaski,120,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,138,98,8,0,0,32
Pulaski,121,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,139,114,6,0,0,19
Pulaski,122,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,104,61,15,0,0,28
Pulaski,123,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,82,66,2,0,0,14
Pulaski,124,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,86,68,0,0,0,18
Pulaski,125,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,125,84,4,0,0,37
Pulaski,126,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,85,73,2,0,0,10
Pulaski,127,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,182,161,2,0,0,19
