county,precinct,office,district,party,candidate,votes,election_day
Greene,WARD 1,U.S. President,,DEM,Barack Obama,318,318
Greene,WARD 2,U.S. President,,DEM,Barack Obama,340,340
Greene,WARD 3,U.S. President,,DEM,Barack Obama,107,107
Greene,WARD 4,U.S. President,,DEM,Barack Obama,262,262
Greene,BLUE CANE,U.S. President,,DEM,Barack Obama,1,1
Greene,HOPEWELL,U.S. President,,DEM,Barack Obama,5,5
Greene,HURRICANE,U.S. President,,DEM,Barack Obama,22,22
Greene,REYNOLDS,U.S. President,,DEM,Barack Obama,1,1
Greene,BRECKENRIDGE,U.S. President,,DEM,Barack Obama,34,34
Greene,BRYAN,U.S. President,,DEM,Barack Obama,6,6
Greene,WALNUT CORNER,U.S. President,,DEM,Barack Obama,1,1
Greene,CACHE,U.S. President,,DEM,Barack Obama,38,38
Greene,CLARK,U.S. President,,DEM,Barack Obama,3,3
Greene,COLLIER,U.S. President,,DEM,Barack Obama,11,11
Greene,ST. FRANCIS,U.S. President,,DEM,Barack Obama,28,28
Greene,CROWLEY,U.S. President,,DEM,Barack Obama,8,8
Greene,EVENING SHADE,U.S. President,,DEM,Barack Obama,0,0
Greene,SUGAR CREEK,U.S. President,,DEM,Barack Obama,43,43
Greene,FRIENDSHIP,U.S. President,,DEM,Barack Obama,44,44
Greene,HAYS,U.S. President,,DEM,Barack Obama,6,6
Greene,MAINSHORE,U.S. President,,DEM,Barack Obama,16,16
Greene,JONES,U.S. President,,DEM,Barack Obama,8,8
Greene,LAKE,U.S. President,,DEM,Barack Obama,8,8
Greene,POLAND,U.S. President,,DEM,Barack Obama,36,36
Greene,SALEM,U.S. President,,DEM,Barack Obama,22,22
Greene,SPRING GROVE,U.S. President,,DEM,Barack Obama,43,43
Greene,UNION,U.S. President,,DEM,Barack Obama,44,44
Greene,SHADY GROVE,U.S. President,,DEM,Barack Obama,6,6
Greene,DELAPLAINE-JONES,U.S. President,,DEM,Barack Obama,6,6
Greene,LAFE/BRECKENRIDGE,U.S. President,,DEM,Barack Obama,14,14
Greene,MARMADUKE/HURRICANE,U.S. President,,DEM,Barack Obama,18,18
Greene,OAK GROVE/UNION,U.S. President,,DEM,Barack Obama,24,24
Greene,WARD 1,U.S. President,,DEM,John Wolfe,451,451
Greene,WARD 2,U.S. President,,DEM,John Wolfe,396,396
Greene,WARD 3,U.S. President,,DEM,John Wolfe,108,108
Greene,WARD 4,U.S. President,,DEM,John Wolfe,467,467
Greene,BLUE CANE,U.S. President,,DEM,John Wolfe,2,2
Greene,HOPEWELL,U.S. President,,DEM,John Wolfe,12,12
Greene,HURRICANE,U.S. President,,DEM,John Wolfe,24,24
Greene,REYNOLDS,U.S. President,,DEM,John Wolfe,0,0
Greene,BRECKENRIDGE,U.S. President,,DEM,John Wolfe,28,28
Greene,BRYAN,U.S. President,,DEM,John Wolfe,14,14
Greene,WALNUT CORNER,U.S. President,,DEM,John Wolfe,3,3
Greene,CACHE,U.S. President,,DEM,John Wolfe,104,104
Greene,CLARK,U.S. President,,DEM,John Wolfe,4,4
Greene,COLLIER,U.S. President,,DEM,John Wolfe,18,18
Greene,ST. FRANCIS,U.S. President,,DEM,John Wolfe,60,60
Greene,CROWLEY,U.S. President,,DEM,John Wolfe,30,30
Greene,EVENING SHADE,U.S. President,,DEM,John Wolfe,2,2
Greene,SUGAR CREEK,U.S. President,,DEM,John Wolfe,39,39
Greene,FRIENDSHIP,U.S. President,,DEM,John Wolfe,53,53
Greene,HAYS,U.S. President,,DEM,John Wolfe,12,12
Greene,MAINSHORE,U.S. President,,DEM,John Wolfe,26,26
Greene,JONES,U.S. President,,DEM,John Wolfe,19,19
Greene,LAKE,U.S. President,,DEM,John Wolfe,14,14
Greene,POLAND,U.S. President,,DEM,John Wolfe,103,103
Greene,SALEM,U.S. President,,DEM,John Wolfe,31,31
Greene,SPRING GROVE,U.S. President,,DEM,John Wolfe,52,52
Greene,UNION,U.S. President,,DEM,John Wolfe,81,81
Greene,SHADY GROVE,U.S. President,,DEM,John Wolfe,13,13
Greene,DELAPLAINE-JONES,U.S. President,,DEM,John Wolfe,12,12
Greene,LAFE/BRECKENRIDGE,U.S. President,,DEM,John Wolfe,16,16
Greene,MARMADUKE/HURRICANE,U.S. President,,DEM,John Wolfe,26,26
Greene,OAK GROVE/UNION,U.S. President,,DEM,John Wolfe,28,28
Greene,WARD 1,U.S. Congress District 1,,DEM,Gary Latanich,92,92
Greene,WARD 2,U.S. Congress District 1,,DEM,Gary Latanich,87,87
Greene,WARD 3,U.S. Congress District 1,,DEM,Gary Latanich,26,26
Greene,WARD 4,U.S. Congress District 1,,DEM,Gary Latanich,81,81
Greene,BLUE CANE,U.S. Congress District 1,,DEM,Gary Latanich,2,2
Greene,HOPEWELL,U.S. Congress District 1,,DEM,Gary Latanich,3,3
Greene,HURRICANE,U.S. Congress District 1,,DEM,Gary Latanich,6,6
Greene,REYNOLDS,U.S. Congress District 1,,DEM,Gary Latanich,1,1
Greene,BRECKENRIDGE,U.S. Congress District 1,,DEM,Gary Latanich,5,5
