county,precinct,office,district,party,candidate,votes,election_day_paper_ballot,absentee,early_vote_ivo_machine,election_day_ivo_machine,early_vote_paper_ballot
Garland,OAKLAWN FIRST CHURCH OF GOD,U.S. President,,REP,Newt Gingrich,19,6,0,0,13,0
Garland,FIRST CHURCH OF NAZARENE,U.S. President,,REP,Newt Gingrich,10,6,0,0,4,0
Garland,NATIONAL PARK ASSEMBLY OF GOD CHURCH,U.S. President,,REP,Newt Gingrich,10,4,0,0,6,0
Garland,THE GROVE CHURCH,U.S. President,,REP,Newt Gingrich,26,11,0,0,15,0
Garland,SULPHER SPRINGS BAPTIST CHURCH,U.S. President,,REP,Newt Gingrich,3,0,0,0,3,0
Garland,RED OAK BAPTIST CHURCH,U.S. President,,REP,Newt Gingrich,9,5,0,0,4,0
Garland,LAKE HAMILTON FIRE DEPARTMENT,U.S. President,,REP,Newt Gingrich,3,0,0,0,3,0
Garland,CENTER FORK BAPTIST CHURCH,U.S. President,,REP,Newt Gingrich,4,3,0,0,1,0
Garland,LAKE HAMILTON ASSEMBLY GOD CHURCH,U.S. President,,REP,Newt Gingrich,27,15,0,0,12,0
Garland,PINEY GROVE METHODIST CHURCH,U.S. President,,REP,Newt Gingrich,8,2,0,0,6,0
Garland,ANTIOCH BAPTIST CHURCH,U.S. President,,REP,Newt Gingrich,7,4,0,0,3,0
Garland,FIRST BAPTIST CHURCH ROYAL,U.S. President,,REP,Newt Gingrich,15,12,0,0,3,0
Garland,NATIONAL PARK COMMUNITY COLLEGE,U.S. President,,REP,Newt Gingrich,20,6,0,0,14,0
Garland,MOUNTAIN PINE SCHOOL,U.S. President,,REP,Newt Gingrich,4,2,0,0,2,0
Garland,ROCK SPRINGS BAPTIST CHURCH,U.S. President,,REP,Newt Gingrich,2,2,0,0,0,0
Garland,JESSIEVILLE FIRST BAPTIST CHURCH,U.S. President,,REP,Newt Gingrich,3,0,0,0,3,0
Garland,UNITARIAN VILLAGE CHURCH,U.S. President,,REP,Newt Gingrich,26,1,0,0,25,0
Garland,CHRIST LUTHERAN CHURCH,U.S. President,,REP,Newt Gingrich,4,0,0,0,4,0
Garland,VILLAGE BIBLE CHURCH,U.S. President,,REP,Newt Gingrich,6,1,0,0,5,0
Garland,FOUNTAIN LAKE SCHOOL,U.S. President,,REP,Newt Gingrich,7,5,0,0,2,0
Garland,LONSDALE CITY HALL,U.S. President,,REP,Newt Gingrich,1,0,0,0,1,0
Garland,ABSENTEE,U.S. President,,REP,Newt Gingrich,6,0,6,0,0,0
Garland,EARLY VOTE,U.S. President,,REP,Newt Gingrich,159,0,0,148,0,11
Garland,PROVISIONAL,U.S. President,,REP,Newt Gingrich,0,0,0,0,0,0
Garland,AR SCHOOL FOR MATH & SCIENCE,U.S. President,,REP,Mitt Romney,40,7,0,0,33,0
Garland,WEBB CENTER,U.S. President,,REP,Mitt Romney,11,3,0,0,8,0
Garland,BATES COMMUNITY CHURCH,U.S. President,,REP,Mitt Romney,93,58,0,0,35,0
Garland,PRINCE OF PEACE CHURCH,U.S. President,,REP,Mitt Romney,50,21,0,0,29,0
Garland,FAIRDALE BAPTIST CHURCH,U.S. President,,REP,Mitt Romney,130,69,0,0,61,0
Garland,OAKLAWN FIRST CHURCH OF GOD,U.S. President,,REP,Mitt Romney,166,52,0,0,114,0
Garland,FIRST CHURCH OF NAZARENE,U.S. President,,REP,Mitt Romney,163,94,0,0,69,0
Garland,NATIONAL PARK ASSEMBLY OF GOD CHURCH,U.S. President,,REP,Mitt Romney,203,86,0,0,117,0
Garland,THE GROVE CHURCH,U.S. President,,REP,Mitt Romney,174,99,0,0,75,0
Garland,SULPHER SPRINGS BAPTIST CHURCH,U.S. President,,REP,Mitt Romney,72,9,0,0,63,0
Garland,RED OAK BAPTIST CHURCH,U.S. President,,REP,Mitt Romney,128,74,0,0,54,0
Garland,LAKE HAMILTON FIRE DEPARTMENT,U.S. President,,REP,Mitt Romney,95,50,0,0,45,0
Garland,CENTER FORK BAPTIST CHURCH,U.S. President,,REP,Mitt Romney,96,62,0,0,34,0
Garland,LAKE HAMILTON ASSEMBLY GOD CHURCH,U.S. President,,REP,Mitt Romney,339,180,0,0,159,0
Garland,PINEY GROVE METHODIST CHURCH,U.S. President,,REP,Mitt Romney,192,74,0,0,118,0
Garland,ANTIOCH BAPTIST CHURCH,U.S. President,,REP,Mitt Romney,102,46,0,0,56,0
Garland,FIRST BAPTIST CHURCH ROYAL,U.S. President,,REP,Mitt Romney,143,124,0,0,19,0
Garland,NATIONAL PARK COMMUNITY COLLEGE,U.S. President,,REP,Mitt Romney,142,34,0,0,108,0
Garland,MOUNTAIN PINE SCHOOL,U.S. President,,REP,Mitt Romney,28,12,0,0,16,0
Garland,ROCK SPRINGS BAPTIST CHURCH,U.S. President,,REP,Mitt Romney,22,22,0,0,0,0
Garland,JESSIEVILLE FIRST BAPTIST CHURCH,U.S. President,,REP,Mitt Romney,41,7,0,0,34,0
Garland,UNITARIAN VILLAGE CHURCH,U.S. President,,REP,Mitt Romney,276,16,0,0,260,0
Garland,CHRIST LUTHERAN CHURCH,U.S. President,,REP,Mitt Romney,63,15,0,0,48,0
Garland,VILLAGE BIBLE CHURCH,U.S. President,,REP,Mitt Romney,229,75,0,0,154,0
Garland,FOUNTAIN LAKE SCHOOL,U.S. President,,REP,Mitt Romney,141,81,0,0,60,0
Garland,LONSDALE CITY HALL,U.S. President,,REP,Mitt Romney,22,1,0,0,21,0
Garland,ABSENTEE,U.S. President,,REP,Mitt Romney,73,0,73,0,0,0
Garland,EARLY VOTE,U.S. President,,REP,Mitt Romney,2589,0,0,2395,0,194
Garland,PROVISIONAL,U.S. President,,REP,Mitt Romney,6,6,0,0,0,0
Garland,AR SCHOOL FOR MATH & SCIENCE,U.S. President,,REP,Ron Paul,22,3,0,0,19,0
Garland,WEBB CENTER,U.S. President,,REP,Ron Paul,3,1,0,0,2,0
Garland,BATES COMMUNITY CHURCH,U.S. President,,REP,Ron Paul,36,22,0,0,14,0
Garland,PRINCE OF PEACE CHURCH,U.S. President,,REP,Ron Paul,30,10,0,0,20,0
Garland,FAIRDALE BAPTIST CHURCH,U.S. President,,REP,Ron Paul,31,17,0,0,14,0
Garland,OAKLAWN FIRST CHURCH OF GOD,U.S. President,,REP,Ron Paul,38,16,0,0,22,0
Garland,FIRST CHURCH OF NAZARENE,U.S. President,,REP,Ron Paul,36,17,0,0,19,0
Garland,NATIONAL PARK ASSEMBLY OF GOD CHURCH,U.S. President,,REP,Ron Paul,41,19,0,0,22,0
Garland,THE GROVE CHURCH,U.S. President,,REP,Ron Paul,65,29,0,0,36,0
Garland,SULPHER SPRINGS BAPTIST CHURCH,U.S. President,,REP,Ron Paul,29,5,0,0,24,0
Garland,RED OAK BAPTIST CHURCH,U.S. President,,REP,Ron Paul,19,11,0,0,8,0
Garland,LAKE HAMILTON FIRE DEPARTMENT,U.S. President,,REP,Ron Paul,20,10,0,0,10,0
Garland,CENTER FORK BAPTIST CHURCH,U.S. President,,REP,Ron Paul,32,21,0,0,11,0
Garland,LAKE HAMILTON ASSEMBLY GOD CHURCH,U.S. President,,REP,Ron Paul,58,32,0,0,26,0
Garland,PINEY GROVE METHODIST CHURCH,U.S. President,,REP,Ron Paul,35,9,0,0,26,0
Garland,ANTIOCH BAPTIST CHURCH,U.S. President,,REP,Ron Paul,30,21,0,0,9,0
Garland,FIRST BAPTIST CHURCH ROYAL,U.S. President,,REP,Ron Paul,35,29,0,0,6,0
Garland,NATIONAL PARK COMMUNITY COLLEGE,U.S. President,,REP,Ron Paul,45,16,0,0,29,0
Garland,MOUNTAIN PINE SCHOOL,U.S. President,,REP,Ron Paul,9,4,0,0,5,0
Garland,ROCK SPRINGS BAPTIST CHURCH,U.S. President,,REP,Ron Paul,2,1,0,0,1,0
Garland,JESSIEVILLE FIRST BAPTIST CHURCH,U.S. President,,REP,Ron Paul,7,1,0,0,6,0
Garland,UNITARIAN VILLAGE CHURCH,U.S. President,,REP,Ron Paul,44,5,0,0,39,0
Garland,CHRIST LUTHERAN CHURCH,U.S. President,,REP,Ron Paul,16,1,0,0,15,0
Garland,VILLAGE BIBLE CHURCH,U.S. President,,REP,Ron Paul,20,6,0,0,14,0
Garland,FOUNTAIN LAKE SCHOOL,U.S. President,,REP,Ron Paul,36,21,0,0,15,0
Garland,LONSDALE CITY HALL,U.S. President,,REP,Ron Paul,6,0,0,0,6,0
Garland,ABSENTEE,U.S. President,,REP,Ron Paul,8,0,8,0,0,0
Garland,EARLY VOTE,U.S. President,,REP,Ron Paul,332,0,0,302,0,30
Garland,PROVISIONAL,U.S. President,,REP,Ron Paul,2,2,0,0,0,0
Garland,AR SCHOOL FOR MATH & SCIENCE,U.S. President,,REP,Rick Santorum,2,1,0,0,1,0
Garland,WEBB CENTER,U.S. President,,REP,Rick Santorum,3,2,0,0,1,0
Garland,BATES COMMUNITY CHURCH,U.S. President,,REP,Rick Santorum,18,3,0,0,15,0
Garland,PRINCE OF PEACE CHURCH,U.S. President,,REP,Rick Santorum,11,7,0,0,4,0
Garland,FAIRDALE BAPTIST CHURCH,U.S. President,,REP,Rick Santorum,19,11,0,0,8,0
Garland,OAKLAWN FIRST CHURCH OF GOD,U.S. President,,REP,Rick Santorum,25,8,0,0,17,0
Garland,FIRST CHURCH OF NAZARENE,U.S. President,,REP,Rick Santorum,22,13,0,0,9,0
Garland,NATIONAL PARK ASSEMBLY OF GOD CHURCH,U.S. President,,REP,Rick Santorum,32,10,0,0,22,0
Garland,THE GROVE CHURCH,U.S. President,,REP,Rick Santorum,30,18,0,0,12,0
Garland,SULPHER SPRINGS BAPTIST CHURCH,U.S. President,,REP,Rick Santorum,14,1,0,0,13,0
Garland,RED OAK BAPTIST CHURCH,U.S. President,,REP,Rick Santorum,14,5,0,0,9,0
Garland,LAKE HAMILTON FIRE DEPARTMENT,U.S. President,,REP,Rick Santorum,7,2,0,0,5,0
Garland,CENTER FORK BAPTIST CHURCH,U.S. President,,REP,Rick Santorum,9,5,0,0,4,0
Garland,LAKE HAMILTON ASSEMBLY GOD CHURCH,U.S. President,,REP,Rick Santorum,35,18,0,0,17,0
Garland,PINEY GROVE METHODIST CHURCH,U.S. President,,REP,Rick Santorum,21,7,0,0,14,0
Garland,ANTIOCH BAPTIST CHURCH,U.S. President,,REP,Rick Santorum,16,8,0,0,8,0
Garland,FIRST BAPTIST CHURCH ROYAL,U.S. President,,REP,Rick Santorum,26,20,0,0,6,0
Garland,NATIONAL PARK COMMUNITY COLLEGE,U.S. President,,REP,Rick Santorum,22,8,0,0,14,0
Garland,MOUNTAIN PINE SCHOOL,U.S. President,,REP,Rick Santorum,9,6,0,0,3,0
Garland,ROCK SPRINGS BAPTIST CHURCH,U.S. President,,REP,Rick Santorum,10,10,0,0,0,0
Garland,JESSIEVILLE FIRST BAPTIST CHURCH,U.S. President,,REP,Rick Santorum,16,3,0,0,13,0
Garland,UNITARIAN VILLAGE CHURCH,U.S. President,,REP,Rick Santorum,21,0,0,0,21,0
Garland,CHRIST LUTHERAN CHURCH,U.S. President,,REP,Rick Santorum,5,1,0,0,4,0
Garland,VILLAGE BIBLE CHURCH,U.S. President,,REP,Rick Santorum,12,4,0,0,8,0
Garland,FOUNTAIN LAKE SCHOOL,U.S. President,,REP,Rick Santorum,38,23,0,0,15,0
Garland,LONSDALE CITY HALL,U.S. President,,REP,Rick Santorum,10,2,0,0,8,0
Garland,ABSENTEE,U.S. President,,REP,Rick Santorum,2,0,2,0,0,0
Garland,EARLY VOTE,U.S. President,,REP,Rick Santorum,226,0,0,214,0,12
Garland,PROVISIONAL,U.S. President,,REP,Rick Santorum,3,3,0,0,0,0
Garland,AR SCHOOL FOR MATH & SCIENCE,U.S. Congress District 4,,REP,Tom Cotton,46,7,0,0,39,0
Garland,WEBB CENTER,U.S. Congress District 4,,REP,Tom Cotton,14,6,0,0,8,0
Garland,BATES COMMUNITY CHURCH,U.S. Congress District 4,,REP,Tom Cotton,74,41,0,0,33,0
Garland,PRINCE OF PEACE CHURCH,U.S. Congress District 4,,REP,Tom Cotton,59,23,0,0,36,0
Garland,FAIRDALE BAPTIST CHURCH,U.S. Congress District 4,,REP,Tom Cotton,121,60,0,0,61,0
Garland,OAKLAWN FIRST CHURCH OF GOD,U.S. Congress District 4,,REP,Tom Cotton,163,51,0,0,112,0
Garland,FIRST CHURCH OF NAZARENE,U.S. Congress District 4,,REP,Tom Cotton,170,101,0,0,69,0
Garland,NATIONAL PARK ASSEMBLY OF GOD CHURCH,U.S. Congress District 4,,REP,Tom Cotton,195,82,0,0,113,0
Garland,THE GROVE CHURCH,U.S. Congress District 4,,REP,Tom Cotton,193,104,0,0,89,0
Garland,SULPHER SPRINGS BAPTIST CHURCH,U.S. Congress District 4,,REP,Tom Cotton,73,9,0,0,64,0
Garland,RED OAK BAPTIST CHURCH,U.S. Congress District 4,,REP,Tom Cotton,100,65,0,0,35,0
Garland,LAKE HAMILTON FIRE DEPARTMENT,U.S. Congress District 4,,REP,Tom Cotton,89,45,0,0,44,0
Garland,CENTER FORK BAPTIST CHURCH,U.S. Congress District 4,,REP,Tom Cotton,95,64,0,0,31,0
Garland,LAKE HAMILTON ASSEMBLY GOD CHURCH,U.S. Congress District 4,,REP,Tom Cotton,291,158,0,0,133,0
Garland,PINEY GROVE METHODIST CHURCH,U.S. Congress District 4,,REP,Tom Cotton,171,70,0,0,101,0
Garland,ANTIOCH BAPTIST CHURCH,U.S. Congress District 4,,REP,Tom Cotton,96,51,0,0,45,0
Garland,FIRST BAPTIST CHURCH ROYAL,U.S. Congress District 4,,REP,Tom Cotton,149,128,0,0,21,0
Garland,NATIONAL PARK COMMUNITY COLLEGE,U.S. Congress District 4,,REP,Tom Cotton,174,47,0,0,127,0
Garland,MOUNTAIN PINE SCHOOL,U.S. Congress District 4,,REP,Tom Cotton,31,14,0,0,17,0
Garland,ROCK SPRINGS BAPTIST CHURCH,U.S. Congress District 4,,REP,Tom Cotton,28,27,0,0,1,0
Garland,JESSIEVILLE FIRST BAPTIST CHURCH,U.S. Congress District 4,,REP,Tom Cotton,49,8,0,0,41,0
Garland,UNITARIAN VILLAGE CHURCH,U.S. Congress District 4,,REP,Tom Cotton,199,10,0,0,189,0
Garland,CHRIST LUTHERAN CHURCH,U.S. Congress District 4,,REP,Tom Cotton,47,10,0,0,37,0
Garland,VILLAGE BIBLE CHURCH,U.S. Congress District 4,,REP,Tom Cotton,162,52,0,0,110,0
Garland,FOUNTAIN LAKE SCHOOL,U.S. Congress District 4,,REP,Tom Cotton,129,71,0,0,58,0
Garland,LONSDALE CITY HALL,U.S. Congress District 4,,REP,Tom Cotton,23,2,0,0,21,0
Garland,ABSENTEE,U.S. Congress District 4,,REP,Tom Cotton,56,0,56,0,0,0
Garland,EARLY VOTE,U.S. Congress District 4,,REP,Tom Cotton,1999,0,0,1848,0,151
Garland,PROVISIONAL,U.S. Congress District 4,,REP,Tom Cotton,10,10,0,0,0,0
Garland,AR SCHOOL FOR MATH & SCIENCE,U.S. Congress District 4,,REP,John Cowart,0,0,0,0,0,0
Garland,WEBB CENTER,U.S. Congress District 4,,REP,John Cowart,0,0,0,0,0,0
Garland,BATES COMMUNITY CHURCH,U.S. Congress District 4,,REP,John Cowart,2,2,0,0,0,0
Garland,PRINCE OF PEACE CHURCH,U.S. Congress District 4,,REP,John Cowart,6,1,0,0,5,0
Garland,FAIRDALE BAPTIST CHURCH,U.S. Congress District 4,,REP,John Cowart,2,2,0,0,0,0
Garland,OAKLAWN FIRST CHURCH OF GOD,U.S. Congress District 4,,REP,John Cowart,8,6,0,0,2,0
Garland,FIRST CHURCH OF NAZARENE,U.S. Congress District 4,,REP,John Cowart,5,2,0,0,3,0
Garland,NATIONAL PARK ASSEMBLY OF GOD CHURCH,U.S. Congress District 4,,REP,John Cowart,6,3,0,0,3,0
Garland,THE GROVE CHURCH,U.S. Congress District 4,,REP,John Cowart,6,1,0,0,5,0
Garland,SULPHER SPRINGS BAPTIST CHURCH,U.S. Congress District 4,,REP,John Cowart,0,0,0,0,0,0
Garland,RED OAK BAPTIST CHURCH,U.S. Congress District 4,,REP,John Cowart,4,3,0,0,1,0
Garland,LAKE HAMILTON FIRE DEPARTMENT,U.S. Congress District 4,,REP,John Cowart,3,2,0,0,1,0
Garland,CENTER FORK BAPTIST CHURCH,U.S. Congress District 4,,REP,John Cowart,1,1,0,0,0,0
Garland,LAKE HAMILTON ASSEMBLY GOD CHURCH,U.S. Congress District 4,,REP,John Cowart,14,8,0,0,6,0
Garland,PINEY GROVE METHODIST CHURCH,U.S. Congress District 4,,REP,John Cowart,11,1,0,0,10,0
Garland,ANTIOCH BAPTIST CHURCH,U.S. Congress District 4,,REP,John Cowart,5,3,0,0,2,0
Garland,FIRST BAPTIST CHURCH ROYAL,U.S. Congress District 4,,REP,John Cowart,3,3,0,0,0,0
Garland,NATIONAL PARK COMMUNITY COLLEGE,U.S. Congress District 4,,REP,John Cowart,9,4,0,0,5,0
Garland,MOUNTAIN PINE SCHOOL,U.S. Congress District 4,,REP,John Cowart,0,0,0,0,0,0
Garland,ROCK SPRINGS BAPTIST CHURCH,U.S. Congress District 4,,REP,John Cowart,0,0,0,0,0,0
Garland,JESSIEVILLE FIRST BAPTIST CHURCH,U.S. Congress District 4,,REP,John Cowart,4,0,0,0,4,0
Garland,UNITARIAN VILLAGE CHURCH,U.S. Congress District 4,,REP,John Cowart,13,1,0,0,12,0
Garland,CHRIST LUTHERAN CHURCH,U.S. Congress District 4,,REP,John Cowart,3,0,0,0,3,0
Garland,VILLAGE BIBLE CHURCH,U.S. Congress District 4,,REP,John Cowart,9,1,0,0,8,0
Garland,FOUNTAIN LAKE SCHOOL,U.S. Congress District 4,,REP,John Cowart,8,7,0,0,1,0
Garland,LONSDALE CITY HALL,U.S. Congress District 4,,REP,John Cowart,5,0,0,0,5,0
Garland,ABSENTEE,U.S. Congress District 4,,REP,John Cowart,3,0,3,0,0,0
Garland,EARLY VOTE,U.S. Congress District 4,,REP,John Cowart,89,0,0,79,0,10
Garland,PROVISIONAL,U.S. Congress District 4,,REP,John Cowart,0,0,0,0,0,0
Garland,AR SCHOOL FOR MATH & SCIENCE,U.S. Congress District 4,,REP,Beth Anne Rankin,21,4,0,0,17,0
Garland,WEBB CENTER,U.S. Congress District 4,,REP,Beth Anne Rankin,6,1,0,0,5,0
Garland,BATES COMMUNITY CHURCH,U.S. Congress District 4,,REP,Beth Anne Rankin,81,46,0,0,35,0
Garland,PRINCE OF PEACE CHURCH,U.S. Congress District 4,,REP,Beth Anne Rankin,31,17,0,0,14,0
Garland,FAIRDALE BAPTIST CHURCH,U.S. Congress District 4,,REP,Beth Anne Rankin,74,45,0,0,29,0
Garland,OAKLAWN FIRST CHURCH OF GOD,U.S. Congress District 4,,REP,Beth Anne Rankin,78,26,0,0,52,0
Garland,FIRST CHURCH OF NAZARENE,U.S. Congress District 4,,REP,Beth Anne Rankin,59,29,0,0,30,0
Garland,NATIONAL PARK ASSEMBLY OF GOD CHURCH,U.S. Congress District 4,,REP,Beth Anne Rankin,87,35,0,0,52,0
Garland,THE GROVE CHURCH,U.S. Congress District 4,,REP,Beth Anne Rankin,97,52,0,0,45,0
Garland,SULPHER SPRINGS BAPTIST CHURCH,U.S. Congress District 4,,REP,Beth Anne Rankin,46,6,0,0,40,0
Garland,RED OAK BAPTIST CHURCH,U.S. Congress District 4,,REP,Beth Anne Rankin,68,30,0,0,38,0
Garland,LAKE HAMILTON FIRE DEPARTMENT,U.S. Congress District 4,,REP,Beth Anne Rankin,34,16,0,0,18,0
Garland,CENTER FORK BAPTIST CHURCH,U.S. Congress District 4,,REP,Beth Anne Rankin,47,28,0,0,19,0
Garland,LAKE HAMILTON ASSEMBLY GOD CHURCH,U.S. Congress District 4,,REP,Beth Anne Rankin,155,79,0,0,76,0
Garland,PINEY GROVE METHODIST CHURCH,U.S. Congress District 4,,REP,Beth Anne Rankin,75,23,0,0,52,0
Garland,ANTIOCH BAPTIST CHURCH,U.S. Congress District 4,,REP,Beth Anne Rankin,54,26,0,0,28,0
Garland,FIRST BAPTIST CHURCH ROYAL,U.S. Congress District 4,,REP,Beth Anne Rankin,71,57,0,0,14,0
Garland,NATIONAL PARK COMMUNITY COLLEGE,U.S. Congress District 4,,REP,Beth Anne Rankin,45,11,0,0,34,0
Garland,MOUNTAIN PINE SCHOOL,U.S. Congress District 4,,REP,Beth Anne Rankin,21,11,0,0,10,0
Garland,ROCK SPRINGS BAPTIST CHURCH,U.S. Congress District 4,,REP,Beth Anne Rankin,10,10,0,0,0,0
Garland,JESSIEVILLE FIRST BAPTIST CHURCH,U.S. Congress District 4,,REP,Beth Anne Rankin,15,2,0,0,13,0
Garland,UNITARIAN VILLAGE CHURCH,U.S. Congress District 4,,REP,Beth Anne Rankin,158,11,0,0,147,0
Garland,CHRIST LUTHERAN CHURCH,U.S. Congress District 4,,REP,Beth Anne Rankin,36,6,0,0,30,0
Garland,VILLAGE BIBLE CHURCH,U.S. Congress District 4,,REP,Beth Anne Rankin,95,33,0,0,62,0
Garland,FOUNTAIN LAKE SCHOOL,U.S. Congress District 4,,REP,Beth Anne Rankin,89,54,0,0,35,0
Garland,LONSDALE CITY HALL,U.S. Congress District 4,,REP,Beth Anne Rankin,11,1,0,0,10,0
Garland,ABSENTEE,U.S. Congress District 4,,REP,Beth Anne Rankin,29,0,29,0,0,0
Garland,EARLY VOTE,U.S. Congress District 4,,REP,Beth Anne Rankin,1236,0,0,1148,0,88
Garland,PROVISIONAL,U.S. Congress District 4,,REP,Beth Anne Rankin,2,2,0,0,0,0
Garland,AR SCHOOL FOR MATH & SCIENCE,CIRCUIT CLERK,,REP,"JEANNIE PIKE,",50,8,0,0,42,0
Garland,WEBB CENTER,CIRCUIT CLERK,,REP,"JEANNIE PIKE,",15,5,0,0,10,0
Garland,BATES COMMUNITY CHURCH,CIRCUIT CLERK,,REP,"JEANNIE PIKE,",131,75,0,0,56,0
Garland,PRINCE OF PEACE CHURCH,CIRCUIT CLERK,,REP,"JEANNIE PIKE,",87,37,0,0,50,0
Garland,FAIRDALE BAPTIST CHURCH,CIRCUIT CLERK,,REP,"JEANNIE PIKE,",171,92,0,0,79,0
Garland,OAKLAWN FIRST CHURCH OF GOD,CIRCUIT CLERK,,REP,"JEANNIE PIKE,",211,64,0,0,147,0
Garland,FIRST CHURCH OF NAZARENE,CIRCUIT CLERK,,REP,"JEANNIE PIKE,",189,106,0,0,83,0
Garland,NATIONAL PARK ASSEMBLY OF GOD CHURCH,CIRCUIT CLERK,,REP,"JEANNIE PIKE,",242,94,0,0,148,0
Garland,THE GROVE CHURCH,CIRCUIT CLERK,,REP,"JEANNIE PIKE,",252,131,0,0,121,0
Garland,SULPHER SPRINGS BAPTIST CHURCH,CIRCUIT CLERK,,REP,"JEANNIE PIKE,",106,14,0,0,92,0
Garland,RED OAK BAPTIST CHURCH,CIRCUIT CLERK,,REP,"JEANNIE PIKE,",143,80,0,0,63,0
Garland,LAKE HAMILTON FIRE DEPARTMENT,CIRCUIT CLERK,,REP,"JEANNIE PIKE,",113,54,0,0,59,0
Garland,CENTER FORK BAPTIST CHURCH,CIRCUIT CLERK,,REP,"JEANNIE PIKE,",124,78,0,0,46,0
Garland,LAKE HAMILTON ASSEMBLY GOD CHURCH,CIRCUIT CLERK,,REP,"JEANNIE PIKE,",400,214,0,0,186,0
Garland,PINEY GROVE METHODIST CHURCH,CIRCUIT CLERK,,REP,"JEANNIE PIKE,",221,74,0,0,147,0
Garland,ANTIOCH BAPTIST CHURCH,CIRCUIT CLERK,,REP,"JEANNIE PIKE,",130,65,0,0,65,0
Garland,FIRST BAPTIST CHURCH ROYAL,CIRCUIT CLERK,,REP,"JEANNIE PIKE,",190,161,0,0,29,0
Garland,NATIONAL PARK COMMUNITY COLLEGE,CIRCUIT CLERK,,REP,"JEANNIE PIKE,",191,53,0,0,138,0
Garland,MOUNTAIN PINE SCHOOL,CIRCUIT CLERK,,REP,"JEANNIE PIKE,",40,19,0,0,21,0
Garland,ROCK SPRINGS BAPTIST CHURCH,CIRCUIT CLERK,,REP,"JEANNIE PIKE,",27,26,0,0,1,0
Garland,JESSIEVILLE FIRST BAPTIST CHURCH,CIRCUIT CLERK,,REP,"JEANNIE PIKE,",50,7,0,0,43,0
Garland,UNITARIAN VILLAGE CHURCH,CIRCUIT CLERK,,REP,"JEANNIE PIKE,",314,20,0,0,294,0
Garland,CHRIST LUTHERAN CHURCH,CIRCUIT CLERK,,REP,"JEANNIE PIKE,",68,13,0,0,55,0
Garland,VILLAGE BIBLE CHURCH,CIRCUIT CLERK,,REP,"JEANNIE PIKE,",223,77,0,0,146,0
Garland,FOUNTAIN LAKE SCHOOL,CIRCUIT CLERK,,REP,"JEANNIE PIKE,",190,108,0,0,82,0
Garland,LONSDALE CITY HALL,CIRCUIT CLERK,,REP,"JEANNIE PIKE,",33,3,0,0,30,0
Garland,ABSENTEE,CIRCUIT CLERK,,REP,"JEANNIE PIKE,",75,0,75,0,0,0
Garland,EARLY VOTE,CIRCUIT CLERK,,REP,"JEANNIE PIKE,",2839,0,0,2634,0,205
Garland,PROVISIONAL,CIRCUIT CLERK,,REP,"JEANNIE PIKE,",11,11,0,0,0,0
Garland,AR SCHOOL FOR MATH & SCIENCE,SHERIFF,,REP,"THOMAS ""W.B."" HICKOX",29,8,0,0,21,0
Garland,WEBB CENTER,SHERIFF,,REP,"THOMAS ""W.B."" HICKOX",7,3,0,0,4,0
Garland,BATES COMMUNITY CHURCH,SHERIFF,,REP,"THOMAS ""W.B."" HICKOX",66,37,0,0,29,0
Garland,PRINCE OF PEACE CHURCH,SHERIFF,,REP,"THOMAS ""W.B."" HICKOX",44,23,0,0,21,0
Garland,FAIRDALE BAPTIST CHURCH,SHERIFF,,REP,"THOMAS ""W.B."" HICKOX",91,55,0,0,36,0
Garland,OAKLAWN FIRST CHURCH OF GOD,SHERIFF,,REP,"THOMAS ""W.B."" HICKOX",107,25,0,0,82,0
Garland,FIRST CHURCH OF NAZARENE,SHERIFF,,REP,"THOMAS ""W.B."" HICKOX",108,65,0,0,43,0
Garland,NATIONAL PARK ASSEMBLY OF GOD CHURCH,SHERIFF,,REP,"THOMAS ""W.B."" HICKOX",115,52,0,0,63,0
Garland,THE GROVE CHURCH,SHERIFF,,REP,"THOMAS ""W.B."" HICKOX",129,66,0,0,63,0
Garland,SULPHER SPRINGS BAPTIST CHURCH,SHERIFF,,REP,"THOMAS ""W.B."" HICKOX",42,3,0,0,39,0
Garland,RED OAK BAPTIST CHURCH,SHERIFF,,REP,"THOMAS ""W.B."" HICKOX",75,44,0,0,31,0
Garland,LAKE HAMILTON FIRE DEPARTMENT,SHERIFF,,REP,"THOMAS ""W.B."" HICKOX",49,24,0,0,25,0
Garland,CENTER FORK BAPTIST CHURCH,SHERIFF,,REP,"THOMAS ""W.B."" HICKOX",59,35,0,0,24,0
Garland,LAKE HAMILTON ASSEMBLY GOD CHURCH,SHERIFF,,REP,"THOMAS ""W.B."" HICKOX",181,103,0,0,78,0
Garland,PINEY GROVE METHODIST CHURCH,SHERIFF,,REP,"THOMAS ""W.B."" HICKOX",105,40,0,0,65,0
Garland,ANTIOCH BAPTIST CHURCH,SHERIFF,,REP,"THOMAS ""W.B."" HICKOX",61,29,0,0,32,0
Garland,FIRST BAPTIST CHURCH ROYAL,SHERIFF,,REP,"THOMAS ""W.B."" HICKOX",75,64,0,0,11,0
Garland,NATIONAL PARK COMMUNITY COLLEGE,SHERIFF,,REP,"THOMAS ""W.B."" HICKOX",68,14,0,0,54,0
Garland,MOUNTAIN PINE SCHOOL,SHERIFF,,REP,"THOMAS ""W.B."" HICKOX",26,12,0,0,14,0
