county,precinct,office,district,party,candidate,votes,absentee,election_day,provisional,early_vote
White,SEARCY WARD 2 C,U.S. President,,REP,Newt Gingrich,12,0,10,0,2
White,SEARCY WARD 2 D,U.S. President,,REP,Newt Gingrich,6,0,4,0,2
White,SEARCY WARD 3 A,U.S. President,,REP,Newt Gingrich,1,0,1,0,0
White,SEARCY WARD 3 B,U.S. President,,REP,Newt Gingrich,4,0,2,0,2
White,SEARCY WARD 3 C,U.S. President,,REP,Newt Gingrich,4,0,1,0,3
White,SEARCY WARD 3 D,U.S. President,,REP,Newt Gingrich,0,0,0,0,0
White,SEARCY WARD 4 A,U.S. President,,REP,Newt Gingrich,4,0,1,0,3
White,SEARCY WARD 4 B,U.S. President,,REP,Newt Gingrich,3,0,1,0,2
White,SEARCY WARD 4 C,U.S. President,,REP,Newt Gingrich,4,0,4,0,0
White,SEARCY WARD 2 E,U.S. President,,REP,Newt Gingrich,12,0,1,0,11
White,UNION,U.S. President,,REP,Newt Gingrich,3,0,3,0,0
White,VELVET RIDGE,U.S. President,,REP,Newt Gingrich,10,0,9,0,1
White,WALKER,U.S. President,,REP,Newt Gingrich,2,0,2,0,0
White,WEST POINT,U.S. President,,REP,Newt Gingrich,0,0,0,0,0
White,GEORGETOWN,U.S. President,,REP,Newt Gingrich,0,0,0,0,0
White,BALD KNOB TWP NORTH,U.S. President,,REP,Newt Gingrich,1,0,1,0,0
White,BEEBE WARD 3 C,U.S. President,,REP,Newt Gingrich,3,0,2,0,1
White,HARRISON EAST,U.S. President,,REP,Newt Gingrich,2,0,2,0,0
White,SEARCY WARD 1 E,U.S. President,,REP,Newt Gingrich,5,0,3,0,2
White,SEARCY WARD 3 E,U.S. President,,REP,Newt Gingrich,7,0,4,0,3
White,PANGBURN WARD 3,U.S. President,,REP,Newt Gingrich,0,0,0,0,0
White,ALBION,U.S. President,,REP,Rick Santorum,11,4,3,0,4
White,ANTIOCH,U.S. President,,REP,Rick Santorum,12,3,7,0,2
White,BALD KNOB WARD 1,U.S. President,,REP,Rick Santorum,5,0,5,0,0
White,BALD KNOB WARD 2,U.S. President,,REP,Rick Santorum,1,0,1,0,0
White,BALD KNOB WARD 3,U.S. President,,REP,Rick Santorum,7,0,7,0,0
White,BALD KNOB TWP,U.S. President,,REP,Rick Santorum,8,0,7,0,1
White,BEEBE WARD 1,U.S. President,,REP,Rick Santorum,6,0,6,0,0
White,BEEBE WARD 2,U.S. President,,REP,Rick Santorum,8,0,6,0,2
White,BEEBE WARD 3,U.S. President,,REP,Rick Santorum,6,0,5,0,1
White,BIG CREEK,U.S. President,,REP,Rick Santorum,8,0,4,0,4
White,BRADFORD WARD 1,U.S. President,,REP,Rick Santorum,2,0,2,0,0
White,BRADFORD WARD 2,U.S. President,,REP,Rick Santorum,2,1,1,0,0
White,BRADFORD WARD 3,U.S. President,,REP,Rick Santorum,4,0,4,0,0
White,CADRON,U.S. President,,REP,Rick Santorum,10,0,7,0,3
White,CANE,U.S. President,,REP,Rick Santorum,22,0,17,0,5
White,CHRISP,U.S. President,,REP,Rick Santorum,14,0,14,0,0
White,CLAY,U.S. President,,REP,Rick Santorum,18,0,14,0,4
White,CLEVELAND,U.S. President,,REP,Rick Santorum,2,0,2,0,0
White,COFFEY,U.S. President,,REP,Rick Santorum,18,0,15,0,3
White,COLDWELL,U.S. President,,REP,Rick Santorum,5,0,4,0,1
White,CROSBY,U.S. President,,REP,Rick Santorum,10,0,8,0,2
White,CYPERT,U.S. President,,REP,Rick Santorum,6,0,4,0,2
White,DENMARK,U.S. President,,REP,Rick Santorum,0,0,0,0,0
White,DES ARC,U.S. President,,REP,Rick Santorum,24,0,16,0,8
White,DOGWOOD TWP,U.S. President,,REP,Rick Santorum,1,0,1,0,0
White,EL PASO,U.S. President,,REP,Rick Santorum,4,0,4,0,0
White,FRANCURE,U.S. President,,REP,Rick Santorum,2,0,1,0,1
White,GARNER TWP,U.S. President,,REP,Rick Santorum,13,0,10,0,3
White,GARNER CITY,U.S. President,,REP,Rick Santorum,6,2,4,0,0
White,GRAVEL HILL,U.S. President,,REP,Rick Santorum,10,0,8,0,2
White,GRAY A,U.S. President,,REP,Rick Santorum,33,1,27,0,5
White,GRAY B,U.S. President,,REP,Rick Santorum,56,0,37,0,19
White,GRIFFITHVILLE,U.S. President,,REP,Rick Santorum,2,0,1,0,1
White,GUM SPRINGS,U.S. President,,REP,Rick Santorum,36,0,28,0,8
White,GUTHRIE,U.S. President,,REP,Rick Santorum,8,0,6,0,2
White,HARRISON,U.S. President,,REP,Rick Santorum,57,0,36,0,21
White,HARTSELL,U.S. President,,REP,Rick Santorum,4,0,2,0,2
White,HIGGINSON TWP,U.S. President,,REP,Rick Santorum,3,0,2,0,1
White,HIGGINSON CITY,U.S. President,,REP,Rick Santorum,12,0,12,0,0
White,JACKSON,U.S. President,,REP,Rick Santorum,4,0,2,0,2
White,JEFFERSON,U.S. President,,REP,Rick Santorum,1,0,1,0,0
White,JOY,U.S. President,,REP,Rick Santorum,8,0,6,0,2
White,JUDSONIA WARD 1,U.S. President,,REP,Rick Santorum,11,0,6,0,5
White,JUDSONIA WARD 2,U.S. President,,REP,Rick Santorum,16,0,12,0,4
White,JUDSONIA WARD 3,U.S. President,,REP,Rick Santorum,8,0,8,0,0
White,KENSETT WARD 1,U.S. President,,REP,Rick Santorum,3,0,1,0,2
White,KENSETT WARD 2,U.S. President,,REP,Rick Santorum,3,0,1,0,2
White,KENSETT WARD 3,U.S. President,,REP,Rick Santorum,4,0,4,0,0
White,KENSETT TWP,U.S. President,,REP,Rick Santorum,1,0,1,0,0
White,KENTUCKY,U.S. President,,REP,Rick Santorum,13,0,9,0,4
White,LETONIA,U.S. President,,REP,Rick Santorum,5,0,5,0,0
White,LIBERTY,U.S. President,,REP,Rick Santorum,8,0,8,0,0
White,MARION,U.S. President,,REP,Rick Santorum,4,0,3,0,1
White,MARSHALL,U.S. President,,REP,Rick Santorum,11,0,9,0,2
White,MCRAE WARD 1,U.S. President,,REP,Rick Santorum,2,0,2,0,0
White,MCRAE WARD 2,U.S. President,,REP,Rick Santorum,3,0,2,0,1
White,MCRAE TWP,U.S. President,,REP,Rick Santorum,9,0,9,0,0
White,MT PISGAH,U.S. President,,REP,Rick Santorum,3,0,2,0,1
White,PANGBURN WARD 1,U.S. President,,REP,Rick Santorum,4,0,4,0,0
White,PANGBURN WARD 2,U.S. President,,REP,Rick Santorum,2,0,2,0,0
White,RED RIVER,U.S. President,,REP,Rick Santorum,2,0,2,0,0
White,ROSE BUD,U.S. President,,REP,Rick Santorum,2,0,2,0,0
White,ROYAL,U.S. President,,REP,Rick Santorum,3,0,3,0,0
White,RUSSELL CITY,U.S. President,,REP,Rick Santorum,1,0,1,0,0
White,RUSSELL TWP,U.S. President,,REP,Rick Santorum,5,0,5,0,0
White,SEARCY WARD 1 A,U.S. President,,REP,Rick Santorum,11,0,9,0,2
White,SEARCY WARD 1 C,U.S. President,,REP,Rick Santorum,16,0,10,0,6
White,SEARCY WARD 1 D,U.S. President,,REP,Rick Santorum,35,0,14,0,21
White,SEARCY WARD 2 B,U.S. President,,REP,Rick Santorum,6,0,4,0,2
White,SEARCY WARD 2 C,U.S. President,,REP,Rick Santorum,48,0,28,0,20
White,SEARCY WARD 2 D,U.S. President,,REP,Rick Santorum,21,0,13,0,8
White,SEARCY WARD 3 A,U.S. President,,REP,Rick Santorum,9,0,4,0,5
White,SEARCY WARD 3 B,U.S. President,,REP,Rick Santorum,13,0,10,0,3
White,SEARCY WARD 3 C,U.S. President,,REP,Rick Santorum,11,0,8,0,3
White,SEARCY WARD 3 D,U.S. President,,REP,Rick Santorum,3,0,2,0,1
White,SEARCY WARD 4 A,U.S. President,,REP,Rick Santorum,7,0,5,0,2
White,SEARCY WARD 4 B,U.S. President,,REP,Rick Santorum,10,0,7,0,3
White,SEARCY WARD 4 C,U.S. President,,REP,Rick Santorum,22,0,14,0,8
White,SEARCY WARD 2 E,U.S. President,,REP,Rick Santorum,19,0,5,0,14
White,UNION,U.S. President,,REP,Rick Santorum,15,0,13,0,2
White,VELVET RIDGE,U.S. President,,REP,Rick Santorum,17,0,17,0,0
White,WALKER,U.S. President,,REP,Rick Santorum,1,0,1,0,0
White,WEST POINT,U.S. President,,REP,Rick Santorum,1,0,1,0,0
White,GEORGETOWN,U.S. President,,REP,Rick Santorum,3,0,3,0,0
White,BALD KNOB TWP NORTH,U.S. President,,REP,Rick Santorum,6,0,6,0,0
White,BEEBE WARD 3 C,U.S. President,,REP,Rick Santorum,13,0,11,0,2
White,HARRISON EAST,U.S. President,,REP,Rick Santorum,13,0,13,0,0
White,SEARCY WARD 1 E,U.S. President,,REP,Rick Santorum,9,0,6,0,3
White,SEARCY WARD 3 E,U.S. President,,REP,Rick Santorum,17,0,12,0,5
White,PANGBURN WARD 3,U.S. President,,REP,Rick Santorum,6,0,6,0,0
White,ALBION,U.S. President,,REP,Mitt Romney,35,12,18,0,5
White,ANTIOCH,U.S. President,,REP,Mitt Romney,40,4,33,0,3
White,BALD KNOB WARD 1,U.S. President,,REP,Mitt Romney,29,3,22,0,4
White,BALD KNOB WARD 2,U.S. President,,REP,Mitt Romney,21,0,17,0,4
White,BALD KNOB WARD 3,U.S. President,,REP,Mitt Romney,35,0,31,0,4
White,BALD KNOB TWP,U.S. President,,REP,Mitt Romney,26,0,24,0,2
White,BEEBE WARD 1,U.S. President,,REP,Mitt Romney,37,0,36,0,1
White,BEEBE WARD 2,U.S. President,,REP,Mitt Romney,38,0,34,0,4
White,BEEBE WARD 3,U.S. President,,REP,Mitt Romney,40,0,30,0,10
White,BIG CREEK,U.S. President,,REP,Mitt Romney,42,0,35,0,7
White,BRADFORD WARD 1,U.S. President,,REP,Mitt Romney,5,0,4,0,1
White,BRADFORD WARD 2,U.S. President,,REP,Mitt Romney,12,5,7,0,0
White,BRADFORD WARD 3,U.S. President,,REP,Mitt Romney,10,0,10,0,0
White,CADRON,U.S. President,,REP,Mitt Romney,19,0,13,0,6
White,CANE,U.S. President,,REP,Mitt Romney,47,0,25,0,22
White,CHRISP,U.S. President,,REP,Mitt Romney,50,0,41,0,9
White,CLAY,U.S. President,,REP,Mitt Romney,41,0,31,0,10
White,CLEVELAND,U.S. President,,REP,Mitt Romney,3,0,1,0,2
White,COFFEY,U.S. President,,REP,Mitt Romney,60,0,54,0,6
White,COLDWELL,U.S. President,,REP,Mitt Romney,22,0,16,0,6
White,CROSBY,U.S. President,,REP,Mitt Romney,39,0,22,0,17
White,CYPERT,U.S. President,,REP,Mitt Romney,5,0,4,0,1
White,DENMARK,U.S. President,,REP,Mitt Romney,2,0,0,0,2
White,DES ARC,U.S. President,,REP,Mitt Romney,101,0,77,0,24
White,DOGWOOD TWP,U.S. President,,REP,Mitt Romney,6,0,6,0,0
White,EL PASO,U.S. President,,REP,Mitt Romney,28,0,28,0,0
White,FRANCURE,U.S. President,,REP,Mitt Romney,1,0,1,0,0
White,GARNER TWP,U.S. President,,REP,Mitt Romney,24,0,15,0,9
White,GARNER CITY,U.S. President,,REP,Mitt Romney,7,1,6,0,0
White,GRAVEL HILL,U.S. President,,REP,Mitt Romney,19,0,18,0,1
White,GRAY A,U.S. President,,REP,Mitt Romney,102,13,67,0,22
White,GRAY B,U.S. President,,REP,Mitt Romney,257,0,166,0,91
White,GRIFFITHVILLE,U.S. President,,REP,Mitt Romney,5,0,5,0,0
White,GUM SPRINGS,U.S. President,,REP,Mitt Romney,133,0,99,0,34
White,GUTHRIE,U.S. President,,REP,Mitt Romney,64,0,51,0,13
White,HARRISON,U.S. President,,REP,Mitt Romney,150,5,113,0,32
White,HARTSELL,U.S. President,,REP,Mitt Romney,16,0,9,0,7
White,HIGGINSON TWP,U.S. President,,REP,Mitt Romney,19,0,15,0,4
White,HIGGINSON CITY,U.S. President,,REP,Mitt Romney,25,0,24,0,1
White,JACKSON,U.S. President,,REP,Mitt Romney,27,0,16,0,11
White,JEFFERSON,U.S. President,,REP,Mitt Romney,13,0,13,0,0
White,JOY,U.S. President,,REP,Mitt Romney,22,0,22,0,0
White,JUDSONIA WARD 1,U.S. President,,REP,Mitt Romney,51,0,37,0,14
White,JUDSONIA WARD 2,U.S. President,,REP,Mitt Romney,28,0,24,0,4
White,JUDSONIA WARD 3,U.S. President,,REP,Mitt Romney,23,0,14,0,9
White,KENSETT WARD 1,U.S. President,,REP,Mitt Romney,4,0,3,0,1
White,KENSETT WARD 2,U.S. President,,REP,Mitt Romney,12,0,9,0,3
White,KENSETT WARD 3,U.S. President,,REP,Mitt Romney,8,0,6,0,2
White,KENSETT TWP,U.S. President,,REP,Mitt Romney,21,0,15,0,6
White,KENTUCKY,U.S. President,,REP,Mitt Romney,37,0,32,0,5
White,LETONIA,U.S. President,,REP,Mitt Romney,14,0,14,0,0
White,LIBERTY,U.S. President,,REP,Mitt Romney,20,0,19,0,1
White,MARION,U.S. President,,REP,Mitt Romney,20,0,18,0,2
White,MARSHALL,U.S. President,,REP,Mitt Romney,42,0,33,0,9
White,MCRAE WARD 1,U.S. President,,REP,Mitt Romney,9,0,8,0,1
White,MCRAE WARD 2,U.S. President,,REP,Mitt Romney,14,0,13,0,1
White,MCRAE TWP,U.S. President,,REP,Mitt Romney,15,0,13,0,2
White,MT PISGAH,U.S. President,,REP,Mitt Romney,6,0,3,0,3
White,PANGBURN WARD 1,U.S. President,,REP,Mitt Romney,8,0,7,0,1
White,PANGBURN WARD 2,U.S. President,,REP,Mitt Romney,6,0,4,0,2
White,RED RIVER,U.S. President,,REP,Mitt Romney,7,0,5,0,2
White,ROSE BUD,U.S. President,,REP,Mitt Romney,11,0,8,0,3
White,ROYAL,U.S. President,,REP,Mitt Romney,21,0,19,0,2
White,RUSSELL CITY,U.S. President,,REP,Mitt Romney,6,0,6,0,0
White,RUSSELL TWP,U.S. President,,REP,Mitt Romney,5,0,5,0,0
White,SEARCY WARD 1 A,U.S. President,,REP,Mitt Romney,39,0,28,0,11
White,SEARCY WARD 1 C,U.S. President,,REP,Mitt Romney,74,0,47,0,27
White,SEARCY WARD 1 D,U.S. President,,REP,Mitt Romney,228,0,92,0,136
White,SEARCY WARD 2 B,U.S. President,,REP,Mitt Romney,33,0,16,0,17
White,SEARCY WARD 2 C,U.S. President,,REP,Mitt Romney,233,25,94,0,114
White,SEARCY WARD 2 D,U.S. President,,REP,Mitt Romney,101,0,46,0,55
White,SEARCY WARD 3 A,U.S. President,,REP,Mitt Romney,44,0,20,0,24
White,SEARCY WARD 3 B,U.S. President,,REP,Mitt Romney,57,0,30,0,27
White,SEARCY WARD 3 C,U.S. President,,REP,Mitt Romney,59,0,21,0,38
White,SEARCY WARD 3 D,U.S. President,,REP,Mitt Romney,4,0,0,0,4
White,SEARCY WARD 4 A,U.S. President,,REP,Mitt Romney,26,0,14,0,12
White,SEARCY WARD 4 B,U.S. President,,REP,Mitt Romney,36,0,21,0,15
White,SEARCY WARD 4 C,U.S. President,,REP,Mitt Romney,89,0,55,0,34
White,SEARCY WARD 2 E,U.S. President,,REP,Mitt Romney,142,0,60,0,82
White,UNION,U.S. President,,REP,Mitt Romney,63,0,56,0,7
White,VELVET RIDGE,U.S. President,,REP,Mitt Romney,61,0,55,0,6
White,WALKER,U.S. President,,REP,Mitt Romney,7,0,7,0,0
White,WEST POINT,U.S. President,,REP,Mitt Romney,3,0,2,0,1
White,GEORGETOWN,U.S. President,,REP,Mitt Romney,2,0,2,0,0
White,BALD KNOB TWP NORTH,U.S. President,,REP,Mitt Romney,7,0,4,0,3
White,BEEBE WARD 3 C,U.S. President,,REP,Mitt Romney,46,0,41,0,5
White,HARRISON EAST,U.S. President,,REP,Mitt Romney,38,0,31,0,7
White,SEARCY WARD 1 E,U.S. President,,REP,Mitt Romney,64,0,38,0,26
White,SEARCY WARD 3 E,U.S. President,,REP,Mitt Romney,113,0,55,0,58
White,PANGBURN WARD 3,U.S. President,,REP,Mitt Romney,4,0,3,0,1
White,ALBION,U.S. President,,REP,Ron Paul,5,0,4,0,1
White,ANTIOCH,U.S. President,,REP,Ron Paul,4,1,3,0,0
White,BALD KNOB WARD 1,U.S. President,,REP,Ron Paul,13,0,10,0,3
White,BALD KNOB WARD 2,U.S. President,,REP,Ron Paul,3,0,3,0,0
White,BALD KNOB WARD 3,U.S. President,,REP,Ron Paul,4,0,4,0,0
White,BALD KNOB TWP,U.S. President,,REP,Ron Paul,2,0,2,0,0
White,BEEBE WARD 1,U.S. President,,REP,Ron Paul,6,0,6,0,0
White,BEEBE WARD 2,U.S. President,,REP,Ron Paul,10,0,8,0,2
White,BEEBE WARD 3,U.S. President,,REP,Ron Paul,19,0,16,0,3
White,BIG CREEK,U.S. President,,REP,Ron Paul,7,0,4,0,3
White,BRADFORD WARD 1,U.S. President,,REP,Ron Paul,0,0,0,0,0
White,BRADFORD WARD 2,U.S. President,,REP,Ron Paul,0,0,0,0,0
White,BRADFORD WARD 3,U.S. President,,REP,Ron Paul,4,0,4,0,0
White,CADRON,U.S. President,,REP,Ron Paul,1,0,1,0,0
White,CANE,U.S. President,,REP,Ron Paul,10,0,9,0,1
White,CHRISP,U.S. President,,REP,Ron Paul,4,0,4,0,0
White,CLAY,U.S. President,,REP,Ron Paul,9,0,9,0,0
White,CLEVELAND,U.S. President,,REP,Ron Paul,2,0,2,0,0
White,COFFEY,U.S. President,,REP,Ron Paul,11,0,11,0,0
White,COLDWELL,U.S. President,,REP,Ron Paul,3,0,2,0,1
White,CROSBY,U.S. President,,REP,Ron Paul,8,0,5,0,3
White,CYPERT,U.S. President,,REP,Ron Paul,1,0,0,0,1
White,DENMARK,U.S. President,,REP,Ron Paul,0,0,0,0,0
White,DES ARC,U.S. President,,REP,Ron Paul,21,0,17,0,4
White,DOGWOOD TWP,U.S. President,,REP,Ron Paul,3,0,2,0,1
White,EL PASO,U.S. President,,REP,Ron Paul,3,0,3,0,0
White,FRANCURE,U.S. President,,REP,Ron Paul,0,0,0,0,0
White,GARNER TWP,U.S. President,,REP,Ron Paul,3,0,3,0,0
White,GARNER CITY,U.S. President,,REP,Ron Paul,7,0,7,0,0
White,GRAVEL HILL,U.S. President,,REP,Ron Paul,5,0,5,0,0
White,GRAY A,U.S. President,,REP,Ron Paul,25,2,17,0,6
White,GRAY B,U.S. President,,REP,Ron Paul,34,0,25,0,9
White,GRIFFITHVILLE,U.S. President,,REP,Ron Paul,2,0,2,0,0
White,GUM SPRINGS,U.S. President,,REP,Ron Paul,20,0,17,0,3
White,GUTHRIE,U.S. President,,REP,Ron Paul,19,0,18,0,1
White,HARRISON,U.S. President,,REP,Ron Paul,33,0,27,0,6
White,HARTSELL,U.S. President,,REP,Ron Paul,12,0,10,0,2
White,HIGGINSON TWP,U.S. President,,REP,Ron Paul,8,0,8,0,0
White,HIGGINSON CITY,U.S. President,,REP,Ron Paul,7,0,6,0,1
White,JACKSON,U.S. President,,REP,Ron Paul,4,0,4,0,0
White,JEFFERSON,U.S. President,,REP,Ron Paul,3,0,3,0,0
White,JOY,U.S. President,,REP,Ron Paul,3,0,3,0,0
White,JUDSONIA WARD 1,U.S. President,,REP,Ron Paul,9,0,7,0,2
White,JUDSONIA WARD 2,U.S. President,,REP,Ron Paul,8,0,5,0,3
White,JUDSONIA WARD 3,U.S. President,,REP,Ron Paul,4,0,4,0,0
White,KENSETT WARD 1,U.S. President,,REP,Ron Paul,2,0,1,0,1
White,KENSETT WARD 2,U.S. President,,REP,Ron Paul,5,0,3,0,2
White,KENSETT WARD 3,U.S. President,,REP,Ron Paul,2,0,1,0,1
White,KENSETT TWP,U.S. President,,REP,Ron Paul,3,0,2,0,1
White,KENTUCKY,U.S. President,,REP,Ron Paul,4,0,3,0,1
White,LETONIA,U.S. President,,REP,Ron Paul,1,0,1,0,0
White,LIBERTY,U.S. President,,REP,Ron Paul,3,0,3,0,0
White,MARION,U.S. President,,REP,Ron Paul,0,0,0,0,0
White,MARSHALL,U.S. President,,REP,Ron Paul,4,0,4,0,0
White,MCRAE WARD 1,U.S. President,,REP,Ron Paul,2,0,2,0,0
White,MCRAE WARD 2,U.S. President,,REP,Ron Paul,4,0,4,0,0
White,MCRAE TWP,U.S. President,,REP,Ron Paul,12,0,12,0,0
White,MT PISGAH,U.S. President,,REP,Ron Paul,8,0,3,0,5
White,PANGBURN WARD 1,U.S. President,,REP,Ron Paul,1,0,1,0,0
White,PANGBURN WARD 2,U.S. President,,REP,Ron Paul,0,0,0,0,0
White,RED RIVER,U.S. President,,REP,Ron Paul,1,0,0,0,1
White,ROSE BUD,U.S. President,,REP,Ron Paul,2,0,2,0,0
White,ROYAL,U.S. President,,REP,Ron Paul,3,0,2,0,1
White,RUSSELL CITY,U.S. President,,REP,Ron Paul,3,0,3,0,0
White,RUSSELL TWP,U.S. President,,REP,Ron Paul,1,0,1,0,0
White,SEARCY WARD 1 A,U.S. President,,REP,Ron Paul,13,0,9,0,4
White,SEARCY WARD 1 C,U.S. President,,REP,Ron Paul,9,0,6,0,3
White,SEARCY WARD 1 D,U.S. President,,REP,Ron Paul,22,0,15,0,7
White,SEARCY WARD 2 B,U.S. President,,REP,Ron Paul,5,0,2,0,3
White,SEARCY WARD 2 C,U.S. President,,REP,Ron Paul,50,0,26,0,24
White,SEARCY WARD 2 D,U.S. President,,REP,Ron Paul,17,0,6,0,11
White,SEARCY WARD 3 A,U.S. President,,REP,Ron Paul,12,0,7,0,5
White,SEARCY WARD 3 B,U.S. President,,REP,Ron Paul,5,0,2,0,3
White,SEARCY WARD 3 C,U.S. President,,REP,Ron Paul,8,0,5,0,3
White,SEARCY WARD 3 D,U.S. President,,REP,Ron Paul,1,0,1,0,0
White,SEARCY WARD 4 A,U.S. President,,REP,Ron Paul,5,0,5,0,0
White,SEARCY WARD 4 B,U.S. President,,REP,Ron Paul,4,0,2,0,2
White,SEARCY WARD 4 C,U.S. President,,REP,Ron Paul,17,0,14,0,3
White,SEARCY WARD 2 E,U.S. President,,REP,Ron Paul,17,0,10,0,7
White,UNION,U.S. President,,REP,Ron Paul,5,0,5,0,0
White,VELVET RIDGE,U.S. President,,REP,Ron Paul,16,0,16,0,0
White,WALKER,U.S. President,,REP,Ron Paul,0,0,0,0,0
