county,precinct,office,district,party,candidate,votes,absentee,election_day,provisional,early_vote
White,GRAVEL HILL,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,9,0,9,0,0
White,GRAY A,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,65,6,41,0,18
White,GRAY B,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,146,0,99,0,47
White,GRIFFITHVILLE,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,4,0,4,0,0
White,GUM SPRINGS,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,63,0,48,0,15
White,GUTHRIE,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,38,0,30,0,8
White,HARRISON,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,105,0,78,0,27
White,HARTSELL,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,22,0,14,0,8
White,HIGGINSON TWP,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,8,0,8,0,0
White,HIGGINSON CITY,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,16,0,15,0,1
White,JACKSON,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,15,0,9,0,6
White,JEFFERSON,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,6,0,6,0,0
White,JOY,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,8,0,7,0,1
White,JUDSONIA WARD 1,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,35,0,26,0,9
White,JUDSONIA WARD 2,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,31,0,23,0,8
White,JUDSONIA WARD 3,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,23,0,16,0,7
White,KENSETT WARD 1,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,2,0,0,0,2
White,KENSETT WARD 2,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,12,0,10,0,2
White,KENSETT WARD 3,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,3,0,2,0,1
White,KENSETT TWP,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,10,0,7,0,3
White,KENTUCKY,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,14,0,11,0,3
White,LETONIA,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,10,0,10,0,0
White,LIBERTY,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,12,0,11,0,1
White,MARION,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,12,0,10,0,2
White,MARSHALL,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,12,0,12,0,0
White,MCRAE WARD 1,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,7,0,6,0,1
White,MCRAE WARD 2,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,11,0,9,0,2
White,MCRAE TWP,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,14,0,14,0,0
White,MT PISGAH,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,11,0,7,0,4
White,PANGBURN WARD 1,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,6,0,5,0,1
White,PANGBURN WARD 2,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,5,0,5,0,0
White,RED RIVER,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,4,0,3,0,1
White,ROSE BUD,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,4,0,4,0,0
White,ROYAL,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,7,0,7,0,0
White,RUSSELL CITY,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,1,0,1,0,0
White,RUSSELL TWP,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,3,0,3,0,0
White,SEARCY WARD 1 A,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,25,0,18,0,7
White,SEARCY WARD 1 C,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,37,0,23,0,14
White,SEARCY WARD 1 D,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,110,0,49,0,61
White,SEARCY WARD 2 B,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,22,0,12,0,10
White,SEARCY WARD 2 C,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,121,4,62,0,55
White,SEARCY WARD 2 D,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,63,0,36,0,27
White,SEARCY WARD 3 A,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,33,0,16,0,17
White,SEARCY WARD 3 B,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,36,0,24,0,12
White,SEARCY WARD 3 C,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,31,0,15,0,16
White,SEARCY WARD 3 D,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,1,0,0,0,1
White,SEARCY WARD 4 A,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,9,0,8,0,1
White,SEARCY WARD 4 B,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,18,0,11,0,7
White,SEARCY WARD 4 C,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,49,0,33,0,16
White,SEARCY WARD 2 E,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,67,0,33,0,34
White,UNION,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,17,0,15,0,2
White,VELVET RIDGE,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,23,0,20,0,3
White,WALKER,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,3,0,3,0,0
White,WEST POINT,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,1,0,1,0,0
White,GEORGETOWN,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,3,0,3,0,0
White,BALD KNOB TWP NORTH,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,3,0,3,0,0
White,BEEBE WARD 3 C,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,8,0,6,0,2
White,HARRISON EAST,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,26,0,23,0,3
White,SEARCY WARD 1 E,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,41,0,28,0,13
White,SEARCY WARD 3 E,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,54,0,24,0,30
White,PANGBURN WARD 3,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,3,0,3,0,0
White,ALBION,White County Clerk,,REP,CHERYL EVANS,27,5,15,0,7
White,ANTIOCH,White County Clerk,,REP,CHERYL EVANS,24,6,14,0,4
White,BALD KNOB WARD 1,White County Clerk,,REP,CHERYL EVANS,17,0,14,0,3
White,BALD KNOB WARD 2,White County Clerk,,REP,CHERYL EVANS,9,0,8,0,1
White,BALD KNOB WARD 3,White County Clerk,,REP,CHERYL EVANS,25,0,23,0,2
White,BALD KNOB TWP,White County Clerk,,REP,CHERYL EVANS,25,0,23,0,2
White,BEEBE WARD 1,White County Clerk,,REP,CHERYL EVANS,22,0,21,0,1
White,BEEBE WARD 2,White County Clerk,,REP,CHERYL EVANS,21,0,17,0,4
White,BEEBE WARD 3,White County Clerk,,REP,CHERYL EVANS,27,0,21,0,6
White,BIG CREEK,White County Clerk,,REP,CHERYL EVANS,24,0,16,0,8
White,BRADFORD WARD 1,White County Clerk,,REP,CHERYL EVANS,3,0,2,0,1
White,BRADFORD WARD 2,White County Clerk,,REP,CHERYL EVANS,11,6,5,0,0
White,BRADFORD WARD 3,White County Clerk,,REP,CHERYL EVANS,8,0,8,0,0
White,CADRON,White County Clerk,,REP,CHERYL EVANS,17,0,12,0,5
White,CANE,White County Clerk,,REP,CHERYL EVANS,31,0,23,0,8
White,CHRISP,White County Clerk,,REP,CHERYL EVANS,30,0,27,0,3
White,CLAY,White County Clerk,,REP,CHERYL EVANS,31,0,25,0,6
White,CLEVELAND,White County Clerk,,REP,CHERYL EVANS,2,0,1,0,1
White,COFFEY,White County Clerk,,REP,CHERYL EVANS,33,0,31,0,2
White,COLDWELL,White County Clerk,,REP,CHERYL EVANS,25,0,19,0,6
White,CROSBY,White County Clerk,,REP,CHERYL EVANS,23,0,12,0,11
White,CYPERT,White County Clerk,,REP,CHERYL EVANS,8,0,5,0,3
White,DENMARK,White County Clerk,,REP,CHERYL EVANS,2,0,0,0,2
White,DES ARC,White County Clerk,,REP,CHERYL EVANS,60,0,44,0,16
White,DOGWOOD TWP,White County Clerk,,REP,CHERYL EVANS,1,0,1,0,0
White,EL PASO,White County Clerk,,REP,CHERYL EVANS,20,0,20,0,0
White,FRANCURE,White County Clerk,,REP,CHERYL EVANS,3,0,3,0,0
White,GARNER TWP,White County Clerk,,REP,CHERYL EVANS,20,0,15,0,5
White,GARNER CITY,White County Clerk,,REP,CHERYL EVANS,5,0,5,0,0
White,GRAVEL HILL,White County Clerk,,REP,CHERYL EVANS,19,0,15,0,4
White,GRAY A,White County Clerk,,REP,CHERYL EVANS,73,8,51,0,14
White,GRAY B,White County Clerk,,REP,CHERYL EVANS,130,0,82,0,48
White,GRIFFITHVILLE,White County Clerk,,REP,CHERYL EVANS,3,0,2,0,1
White,GUM SPRINGS,White County Clerk,,REP,CHERYL EVANS,92,0,75,0,17
White,GUTHRIE,White County Clerk,,REP,CHERYL EVANS,52,0,45,0,7
White,HARRISON,White County Clerk,,REP,CHERYL EVANS,144,5,106,0,33
White,HARTSELL,White County Clerk,,REP,CHERYL EVANS,13,0,11,0,2
White,HIGGINSON TWP,White County Clerk,,REP,CHERYL EVANS,10,0,8,0,2
White,HIGGINSON CITY,White County Clerk,,REP,CHERYL EVANS,22,0,20,0,2
White,JACKSON,White County Clerk,,REP,CHERYL EVANS,15,0,11,0,4
White,JEFFERSON,White County Clerk,,REP,CHERYL EVANS,8,0,8,0,0
White,JOY,White County Clerk,,REP,CHERYL EVANS,19,0,17,0,2
White,JUDSONIA WARD 1,White County Clerk,,REP,CHERYL EVANS,35,0,26,0,9
White,JUDSONIA WARD 2,White County Clerk,,REP,CHERYL EVANS,22,0,18,0,4
White,JUDSONIA WARD 3,White County Clerk,,REP,CHERYL EVANS,12,0,11,0,1
White,KENSETT WARD 1,White County Clerk,,REP,CHERYL EVANS,1,0,1,0,0
White,KENSETT WARD 2,White County Clerk,,REP,CHERYL EVANS,7,0,4,0,3
White,KENSETT WARD 3,White County Clerk,,REP,CHERYL EVANS,8,0,8,0,0
White,KENSETT TWP,White County Clerk,,REP,CHERYL EVANS,13,0,10,0,3
White,KENTUCKY,White County Clerk,,REP,CHERYL EVANS,23,0,20,0,3
White,LETONIA,White County Clerk,,REP,CHERYL EVANS,8,0,8,0,0
White,LIBERTY,White County Clerk,,REP,CHERYL EVANS,19,0,18,0,1
White,MARION,White County Clerk,,REP,CHERYL EVANS,12,0,11,0,1
White,MARSHALL,White County Clerk,,REP,CHERYL EVANS,26,0,17,0,9
White,MCRAE WARD 1,White County Clerk,,REP,CHERYL EVANS,5,0,5,0,0
White,MCRAE WARD 2,White County Clerk,,REP,CHERYL EVANS,9,0,9,0,0
White,MCRAE TWP,White County Clerk,,REP,CHERYL EVANS,15,0,15,0,0
White,MT PISGAH,White County Clerk,,REP,CHERYL EVANS,5,0,3,0,2
White,PANGBURN WARD 1,White County Clerk,,REP,CHERYL EVANS,3,0,3,0,0
White,PANGBURN WARD 2,White County Clerk,,REP,CHERYL EVANS,3,0,1,0,2
White,RED RIVER,White County Clerk,,REP,CHERYL EVANS,5,0,3,0,2
White,ROSE BUD,White County Clerk,,REP,CHERYL EVANS,8,0,6,0,2
White,ROYAL,White County Clerk,,REP,CHERYL EVANS,14,0,12,0,2
White,RUSSELL CITY,White County Clerk,,REP,CHERYL EVANS,11,0,11,0,0
White,RUSSELL TWP,White County Clerk,,REP,CHERYL EVANS,10,0,10,0,0
White,SEARCY WARD 1 A,White County Clerk,,REP,CHERYL EVANS,18,0,13,0,5
White,SEARCY WARD 1 C,White County Clerk,,REP,CHERYL EVANS,33,0,22,0,11
White,SEARCY WARD 1 D,White County Clerk,,REP,CHERYL EVANS,118,0,44,0,74
White,SEARCY WARD 2 B,White County Clerk,,REP,CHERYL EVANS,14,0,6,0,8
White,SEARCY WARD 2 C,White County Clerk,,REP,CHERYL EVANS,116,9,53,0,54
White,SEARCY WARD 2 D,White County Clerk,,REP,CHERYL EVANS,54,0,22,0,32
White,SEARCY WARD 3 A,White County Clerk,,REP,CHERYL EVANS,24,0,10,0,14
White,SEARCY WARD 3 B,White County Clerk,,REP,CHERYL EVANS,22,0,11,0,11
White,SEARCY WARD 3 C,White County Clerk,,REP,CHERYL EVANS,29,0,12,0,17
White,SEARCY WARD 3 D,White County Clerk,,REP,CHERYL EVANS,6,0,3,0,3
White,SEARCY WARD 4 A,White County Clerk,,REP,CHERYL EVANS,14,0,10,0,4
White,SEARCY WARD 4 B,White County Clerk,,REP,CHERYL EVANS,15,0,6,0,9
White,SEARCY WARD 4 C,White County Clerk,,REP,CHERYL EVANS,36,0,20,0,16
White,SEARCY WARD 2 E,White County Clerk,,REP,CHERYL EVANS,76,0,27,0,49
White,UNION,White County Clerk,,REP,CHERYL EVANS,35,0,30,0,5
White,VELVET RIDGE,White County Clerk,,REP,CHERYL EVANS,67,0,63,0,4
White,WALKER,White County Clerk,,REP,CHERYL EVANS,4,0,4,0,0
White,WEST POINT,White County Clerk,,REP,CHERYL EVANS,4,0,3,0,1
White,GEORGETOWN,White County Clerk,,REP,CHERYL EVANS,3,0,3,0,0
White,BALD KNOB TWP NORTH,White County Clerk,,REP,CHERYL EVANS,13,0,10,0,3
White,BEEBE WARD 3 C,White County Clerk,,REP,CHERYL EVANS,30,0,26,0,4
White,HARRISON EAST,White County Clerk,,REP,CHERYL EVANS,38,0,35,0,3
White,SEARCY WARD 1 E,White County Clerk,,REP,CHERYL EVANS,39,0,23,0,16
White,SEARCY WARD 3 E,White County Clerk,,REP,CHERYL EVANS,50,0,26,0,24
White,PANGBURN WARD 3,White County Clerk,,REP,CHERYL EVANS,4,0,3,0,1
White,GRAY A,Justice of the Peace District 11,,REP,ED LAND,93,10,64,0,19
White,SEARCY WARD 1 A,Justice of the Peace District 11,,REP,ED LAND,41,0,29,0,12
White,SEARCY WARD 1 C,Justice of the Peace District 11,,REP,ED LAND,45,0,25,0,20
White,SEARCY WARD 1 D,Justice of the Peace District 11,,REP,ED LAND,236,0,92,0,144
White,SEARCY WARD 3 B,Justice of the Peace District 11,,REP,ED LAND,0,0,0,0,0
White,SEARCY WARD 4 A,Justice of the Peace District 11,,REP,ED LAND,16,0,12,0,4
White,SEARCY WARD 1 E,Justice of the Peace District 11,,REP,ED LAND,43,0,24,0,19
White,GRAY A,Justice of the Peace District 11,,REP,DAVID C. SCHOENBERGER,28,5,18,0,5
White,SEARCY WARD 1 A,Justice of the Peace District 11,,REP,DAVID C. SCHOENBERGER,23,0,18,0,5
White,SEARCY WARD 1 C,Justice of the Peace District 11,,REP,DAVID C. SCHOENBERGER,21,0,14,0,7
White,SEARCY WARD 1 D,Justice of the Peace District 11,,REP,DAVID C. SCHOENBERGER,45,0,25,0,20
White,SEARCY WARD 3 B,Justice of the Peace District 11,,REP,DAVID C. SCHOENBERGER,0,0,0,0,0
White,SEARCY WARD 4 A,Justice of the Peace District 11,,REP,DAVID C. SCHOENBERGER,7,0,6,0,1
White,SEARCY WARD 1 E,Justice of the Peace District 11,,REP,DAVID C. SCHOENBERGER,27,0,16,0,11
White,CADRON,Cadron Township Constable,,REP,RANDY REED,20,0,13,0,7
White,CLEVELAND,Cadron Township Constable,,REP,RANDY REED,4,0,4,0,0
White,COFFEY,Cadron Township Constable,,REP,RANDY REED,71,0,65,0,6
White,EL PASO,Cadron Township Constable,,REP,RANDY REED,20,0,20,0,0
White,GRAVEL HILL,Cadron Township Constable,,REP,RANDY REED,17,0,17,0,0
White,JEFFERSON,Cadron Township Constable,,REP,RANDY REED,9,0,9,0,0
White,JOY,Cadron Township Constable,,REP,RANDY REED,24,0,21,0,3
White,KENTUCKY,Cadron Township Constable,,REP,RANDY REED,30,0,27,0,3
White,MARSHALL,Cadron Township Constable,,REP,RANDY REED,21,0,16,0,5
White,ROSE BUD,Cadron Township Constable,,REP,RANDY REED,9,1,7,0,1
White,CADRON,Cadron Township Constable,,REP,CURTIS ELLIOTT,9,0,8,0,1
White,CLEVELAND,Cadron Township Constable,,REP,CURTIS ELLIOTT,1,0,0,0,1
White,COFFEY,Cadron Township Constable,,REP,CURTIS ELLIOTT,18,0,17,0,1
White,EL PASO,Cadron Township Constable,,REP,CURTIS ELLIOTT,15,0,15,0,0
White,GRAVEL HILL,Cadron Township Constable,,REP,CURTIS ELLIOTT,14,0,12,0,2
White,JEFFERSON,Cadron Township Constable,,REP,CURTIS ELLIOTT,8,0,8,0,0
White,JOY,Cadron Township Constable,,REP,CURTIS ELLIOTT,13,0,13,0,0
White,KENTUCKY,Cadron Township Constable,,REP,CURTIS ELLIOTT,16,0,12,0,4
White,MARSHALL,Cadron Township Constable,,REP,CURTIS ELLIOTT,33,0,27,0,6
White,ROSE BUD,Cadron Township Constable,,REP,CURTIS ELLIOTT,11,4,5,0,2
White,BALD KNOB WARD 1,Cypert Township Constable,,REP,"WILLIAM GILBERT, JR.",24,0,20,0,4
White,BALD KNOB WARD 2,Cypert Township Constable,,REP,"WILLIAM GILBERT, JR.",14,0,12,0,2
White,BALD KNOB WARD 3,Cypert Township Constable,,REP,"WILLIAM GILBERT, JR.",19,0,17,0,2
White,BALD KNOB TWP,Cypert Township Constable,,REP,"WILLIAM GILBERT, JR.",15,0,15,0,0
White,CYPERT,Cypert Township Constable,,REP,"WILLIAM GILBERT, JR.",2,0,2,0,0
White,BALD KNOB TWP NORTH,Cypert Township Constable,,REP,"WILLIAM GILBERT, JR.",5,0,5,0,0
White,HARRISON EAST,Cypert Township Constable,,REP,"WILLIAM GILBERT, JR.",36,0,31,0,5
White,BALD KNOB WARD 1,Cypert Township Constable,,REP,EREK L. BALENTINE,20,3,14,0,3
White,BALD KNOB WARD 2,Cypert Township Constable,,REP,EREK L. BALENTINE,9,0,6,0,3
White,BALD KNOB WARD 3,Cypert Township Constable,,REP,EREK L. BALENTINE,26,0,24,0,2
White,BALD KNOB TWP,Cypert Township Constable,,REP,EREK L. BALENTINE,18,0,15,0,3
White,CYPERT,Cypert Township Constable,,REP,EREK L. BALENTINE,10,0,7,0,3
White,BALD KNOB TWP NORTH,Cypert Township Constable,,REP,EREK L. BALENTINE,7,0,4,0,3
White,HARRISON EAST,Cypert Township Constable,,REP,EREK L. BALENTINE,21,0,19,0,2
White,GARNER TWP,Gum Springs Township Constable,,REP,STEPHEN L. WILLIAMS,25,0,18,0,7
White,GARNER CITY,Gum Springs Township Constable,,REP,STEPHEN L. WILLIAMS,11,1,10,0,0
White,GUM SPRINGS,Gum Springs Township Constable,,REP,STEPHEN L. WILLIAMS,121,0,90,0,31
White,MCRAE WARD 1,Gum Springs Township Constable,,REP,STEPHEN L. WILLIAMS,8,0,7,0,1
White,MCRAE WARD 2,Gum Springs Township Constable,,REP,STEPHEN L. WILLIAMS,18,0,16,0,2
White,MCRAE TWP,Gum Springs Township Constable,,REP,STEPHEN L. WILLIAMS,19,0,19,0,0
White,SEARCY WARD 2 D,Gum Springs Township Constable,,REP,STEPHEN L. WILLIAMS,70,0,31,0,39
White,SEARCY WARD 3 E,Gum Springs Township Constable,,REP,STEPHEN L. WILLIAMS,61,0,30,0,31
White,GARNER TWP,Gum Springs Township Constable,,REP,BRANDON GRIMES,14,0,11,0,3
White,GARNER CITY,Gum Springs Township Constable,,REP,BRANDON GRIMES,6,2,4,0,0
White,GUM SPRINGS,Gum Springs Township Constable,,REP,BRANDON GRIMES,60,0,48,0,12
White,MCRAE WARD 1,Gum Springs Township Constable,,REP,BRANDON GRIMES,5,0,5,0,0
White,MCRAE WARD 2,Gum Springs Township Constable,,REP,BRANDON GRIMES,3,0,3,0,0
White,MCRAE TWP,Gum Springs Township Constable,,REP,BRANDON GRIMES,15,0,15,0,0
White,SEARCY WARD 2 D,Gum Springs Township Constable,,REP,BRANDON GRIMES,52,0,27,0,25
White,SEARCY WARD 3 E,Gum Springs Township Constable,,REP,BRANDON GRIMES,48,0,22,0,26
White,HARRISON,Harrison Township Constable,,REP,MIKE (COWBOY) WOMAK,43,1,31,0,11
White,JUDSONIA WARD 1,Harrison Township Constable,,REP,MIKE (COWBOY) WOMAK,8,0,7,0,1
White,JUDSONIA WARD 2,Harrison Township Constable,,REP,MIKE (COWBOY) WOMAK,10,0,9,0,1
White,JUDSONIA WARD 3,Harrison Township Constable,,REP,MIKE (COWBOY) WOMAK,3,0,3,0,0
White,HARRISON,Harrison Township Constable,,REP,ROGER GRAY,100,4,67,0,29
White,JUDSONIA WARD 1,Harrison Township Constable,,REP,ROGER GRAY,22,0,16,0,6
White,JUDSONIA WARD 2,Harrison Township Constable,,REP,ROGER GRAY,21,0,16,0,5
White,JUDSONIA WARD 3,Harrison Township Constable,,REP,ROGER GRAY,11,0,10,0,1
White,HARRISON,Harrison Township Constable,,REP,GREG MEHARG,120,0,97,0,23
White,JUDSONIA WARD 1,Harrison Township Constable,,REP,GREG MEHARG,43,0,30,0,13
White,JUDSONIA WARD 2,Harrison Township Constable,,REP,GREG MEHARG,28,0,22,0,6
White,JUDSONIA WARD 3,Harrison Township Constable,,REP,GREG MEHARG,22,0,14,0,8
White,BRADFORD WARD 1,Liberty Township Constable LIBERTY  TOWNSHIP,,REP,EDWARD J. STANHOPE,3,0,3,0,0
White,BRADFORD WARD 2,Liberty Township Constable LIBERTY  TOWNSHIP,,REP,EDWARD J. STANHOPE,6,0,6,0,0
White,BRADFORD WARD 3,Liberty Township Constable LIBERTY  TOWNSHIP,,REP,EDWARD J. STANHOPE,13,0,13,0,0
White,COLDWELL,Liberty Township Constable LIBERTY  TOWNSHIP,,REP,EDWARD J. STANHOPE,4,0,4,0,0
White,DENMARK,Liberty Township Constable LIBERTY  TOWNSHIP,,REP,EDWARD J. STANHOPE,0,0,0,0,0
White,GUTHRIE,Liberty Township Constable LIBERTY  TOWNSHIP,,REP,EDWARD J. STANHOPE,5,0,5,0,0
White,LIBERTY,Liberty Township Constable LIBERTY  TOWNSHIP,,REP,EDWARD J. STANHOPE,13,0,13,0,0
White,RUSSELL CITY,Liberty Township Constable LIBERTY  TOWNSHIP,,REP,EDWARD J. STANHOPE,0,0,0,0,0
White,RUSSELL TWP,Liberty Township Constable LIBERTY  TOWNSHIP,,REP,EDWARD J. STANHOPE,4,0,4,0,0
White,VELVET RIDGE,Liberty Township Constable LIBERTY  TOWNSHIP,,REP,EDWARD J. STANHOPE,23,0,20,0,3
White,BRADFORD WARD 1,Liberty Township Constable LIBERTY  TOWNSHIP,,REP,PHILLIP SIMPSON,4,0,3,0,1
White,BRADFORD WARD 2,Liberty Township Constable LIBERTY  TOWNSHIP,,REP,PHILLIP SIMPSON,5,3,2,0,0
White,BRADFORD WARD 3,Liberty Township Constable LIBERTY  TOWNSHIP,,REP,PHILLIP SIMPSON,3,0,3,0,0
White,COLDWELL,Liberty Township Constable LIBERTY  TOWNSHIP,,REP,PHILLIP SIMPSON,28,0,19,0,9
White,DENMARK,Liberty Township Constable LIBERTY  TOWNSHIP,,REP,PHILLIP SIMPSON,2,0,0,0,2
White,GUTHRIE,Liberty Township Constable LIBERTY  TOWNSHIP,,REP,PHILLIP SIMPSON,84,0,71,0,13
White,LIBERTY,Liberty Township Constable LIBERTY  TOWNSHIP,,REP,PHILLIP SIMPSON,20,0,18,0,2
White,RUSSELL CITY,Liberty Township Constable LIBERTY  TOWNSHIP,,REP,PHILLIP SIMPSON,7,0,7,0,0
White,RUSSELL TWP,Liberty Township Constable LIBERTY  TOWNSHIP,,REP,PHILLIP SIMPSON,5,0,5,0,0
White,VELVET RIDGE,Liberty Township Constable LIBERTY  TOWNSHIP,,REP,PHILLIP SIMPSON,47,0,44,0,3
White,BRADFORD WARD 1,Liberty Township Constable LIBERTY  TOWNSHIP,,REP,WILLIAM A. CHESTNUT,2,0,2,0,0
White,BRADFORD WARD 2,Liberty Township Constable LIBERTY  TOWNSHIP,,REP,WILLIAM A. CHESTNUT,2,0,2,0,0
White,BRADFORD WARD 3,Liberty Township Constable LIBERTY  TOWNSHIP,,REP,WILLIAM A. CHESTNUT,4,0,4,0,0
White,COLDWELL,Liberty Township Constable LIBERTY  TOWNSHIP,,REP,WILLIAM A. CHESTNUT,4,0,2,0,2
White,DENMARK,Liberty Township Constable LIBERTY  TOWNSHIP,,REP,WILLIAM A. CHESTNUT,0,0,0,0,0
White,GUTHRIE,Liberty Township Constable LIBERTY  TOWNSHIP,,REP,WILLIAM A. CHESTNUT,8,0,5,0,3
White,LIBERTY,Liberty Township Constable LIBERTY  TOWNSHIP,,REP,WILLIAM A. CHESTNUT,6,0,6,0,0
White,RUSSELL CITY,Liberty Township Constable LIBERTY  TOWNSHIP,,REP,WILLIAM A. CHESTNUT,5,0,5,0,0
White,RUSSELL TWP,Liberty Township Constable LIBERTY  TOWNSHIP,,REP,WILLIAM A. CHESTNUT,3,0,3,0,0
White,VELVET RIDGE,Liberty Township Constable LIBERTY  TOWNSHIP,,REP,WILLIAM A. CHESTNUT,28,0,28,0,0
White,ANTIOCH,Union Township Constable,,REP,"WILLIAM ""BUDDY"" SIMS",16,4,12,0,0
White,BEEBE WARD 1,Union Township Constable,,REP,"WILLIAM ""BUDDY"" SIMS",17,0,17,0,0
White,BEEBE WARD 2,Union Township Constable,,REP,"WILLIAM ""BUDDY"" SIMS",23,0,22,0,1
White,BEEBE WARD 3,Union Township Constable,,REP,"WILLIAM ""BUDDY"" SIMS",27,0,21,0,6
White,CANE,Union Township Constable,,REP,"WILLIAM ""BUDDY"" SIMS",37,0,25,0,12
White,CHRISP,Union Township Constable,,REP,"WILLIAM ""BUDDY"" SIMS",22,0,16,0,6
White,ROYAL,Union Township Constable,,REP,"WILLIAM ""BUDDY"" SIMS",9,0,9,0,0
White,UNION,Union Township Constable,,REP,"WILLIAM ""BUDDY"" SIMS",33,0,28,0,5
White,BEEBE WARD 3 C,Union Township Constable,,REP,"WILLIAM ""BUDDY"" SIMS",20,0,19,0,1
White,ANTIOCH,Union Township Constable,,REP,STANLEY C. RENNEKER,12,2,8,0,2
White,BEEBE WARD 1,Union Township Constable,,REP,STANLEY C. RENNEKER,17,0,16,0,1
White,BEEBE WARD 2,Union Township Constable,,REP,STANLEY C. RENNEKER,18,0,16,0,2
White,BEEBE WARD 3,Union Township Constable,,REP,STANLEY C. RENNEKER,19,0,14,0,5
White,CANE,Union Township Constable,,REP,STANLEY C. RENNEKER,13,0,9,0,4
White,CHRISP,Union Township Constable,,REP,STANLEY C. RENNEKER,9,0,9,0,0
White,ROYAL,Union Township Constable,,REP,STANLEY C. RENNEKER,5,0,5,0,0
White,UNION,Union Township Constable,,REP,STANLEY C. RENNEKER,22,0,19,0,3
White,BEEBE WARD 3 C,Union Township Constable,,REP,STANLEY C. RENNEKER,19,0,17,0,2
White,ANTIOCH,Union Township Constable,,REP,WILL MENDENHALL,34,6,24,0,4
White,BEEBE WARD 1,Union Township Constable,,REP,WILL MENDENHALL,16,0,16,0,0
White,BEEBE WARD 2,Union Township Constable,,REP,WILL MENDENHALL,14,0,10,0,4
White,BEEBE WARD 3,Union Township Constable,,REP,WILL MENDENHALL,21,0,19,0,2
White,CANE,Union Township Constable,,REP,WILL MENDENHALL,27,0,14,0,13
White,CHRISP,Union Township Constable,,REP,WILL MENDENHALL,38,0,33,0,5
White,ROYAL,Union Township Constable,,REP,WILL MENDENHALL,14,0,11,0,3
White,UNION,Union Township Constable,,REP,WILL MENDENHALL,27,0,26,0,1
