county,precinct,office,district,party,candidate,votes,election_day
Crittenden,Richland,U.S. President,,DEM,John Wolfe,277,277
Crittenden,WM High School,U.S. President,,DEM,John Wolfe,490,490
Crittenden,Civic Center,U.S. President,,DEM,John Wolfe,33,33
Crittenden,Neighborhood Center,U.S. President,,DEM,John Wolfe,5,5
Crittenden,National Guard Armory,U.S. President,,DEM,John Wolfe,46,46
Crittenden,Weaver,U.S. President,,DEM,John Wolfe,21,21
Crittenden,Wonder Jr High School,U.S. President,,DEM,John Wolfe,2,2
Crittenden,Wonder Boys Club,U.S. President,,DEM,John Wolfe,5,5
Crittenden,Heafer,U.S. President,,DEM,John Wolfe,20,20
Crittenden,Edmondson,U.S. President,,DEM,John Wolfe,20,20
Crittenden,Gilmore,U.S. President,,DEM,John Wolfe,12,12
Crittenden,WR Golden Community Center,U.S. President,,DEM,John Wolfe,12,12
Crittenden,Earle City Hall,U.S. President,,DEM,John Wolfe,57,57
Crittenden,St Luke - Earle,U.S. President,,DEM,John Wolfe,1,1
Crittenden,Crawfordsville - City,U.S. President,,DEM,John Wolfe,99,99
Crittenden,Mt Pisgah Chruch,U.S. President,,DEM,John Wolfe,8,8
Crittenden,County Office Building,U.S. President,,DEM,John Wolfe,422,422
Crittenden,Marion Fire Station,U.S. President,,DEM,John Wolfe,387,387
Crittenden,Bonds Marine,U.S. President,,DEM,John Wolfe,61,61
Crittenden,Sunset,U.S. President,,DEM,John Wolfe,1,1
Crittenden,Jericho,U.S. President,,DEM,John Wolfe,44,44
Crittenden,Horseshoe Fire Station,U.S. President,,DEM,John Wolfe,23,23
Crittenden,Anthonyville,U.S. President,,DEM,John Wolfe,2,2
Crittenden,Jennette,U.S. President,,DEM,John Wolfe,1,1
Crittenden,Richland,U.S. President,,DEM,Barack Obama,126,126
Crittenden,WM High School,U.S. President,,DEM,Barack Obama,328,328
Crittenden,Civic Center,U.S. President,,DEM,Barack Obama,182,182
Crittenden,Neighborhood Center,U.S. President,,DEM,Barack Obama,146,146
Crittenden,National Guard Armory,U.S. President,,DEM,Barack Obama,23,23
Crittenden,Weaver,U.S. President,,DEM,Barack Obama,216,216
Crittenden,Wonder Jr High School,U.S. President,,DEM,Barack Obama,111,111
Crittenden,Wonder Boys Club,U.S. President,,DEM,Barack Obama,70,70
Crittenden,Heafer,U.S. President,,DEM,Barack Obama,3,3
Crittenden,Edmondson,U.S. President,,DEM,Barack Obama,44,44
Crittenden,Gilmore,U.S. President,,DEM,Barack Obama,30,30
