county,precinct,office,district,party,candidate,votes,election_day,early_vote,absentee,provisional,hand_count
Franklin,2-D Wallace/Ivy,County Judge,,DEM,Rickey Bowman,15,8,7,0,0,0
Franklin,2-D Wallace/Ivy,County Judge,,REP,Fred W. Nichols,4,2,2,0,0,0
Franklin,2-D Wallace/Ivy,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",2,2,0,0,0,0
Franklin,2-D Wallace/Ivy,Governor - DEM,,DEM,Mike Ross,14,6,8,0,0,0
Franklin,2-D Wallace/Ivy,Governor - REP,,REP,Asa Hutchinson,6,4,2,0,0,0
Franklin,2-D Wallace/Ivy,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,5,4,1,0,0,0
Franklin,2-D Wallace/Ivy,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,1,1,0,0,0,0
Franklin,2-D Wallace/Ivy,State Treasurer - REP,,REP,Representative Duncan Baird,3,2,1,0,0,0
Franklin,2-D Wallace/Ivy,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,4,2,2,0,0,0
Franklin,2-D Wallace/Ivy,U.S. Congress District 4 - REP,,REP,Tommy Moll,2,2,0,0,0,0
Franklin,2-D Wallace/Ivy,Unopposed Democrat Candidate,,DEM,FOR,13,7,6,0,0,0
Franklin,2-D Wallace/Ivy,Unopposed Republican Candidate,,REP,FOR,4,4,0,0,0,0
Franklin,2-E Oz. Wd. 3,Attorney General - REP,,REP,David Sterling,11,9,1,1,0,0
Franklin,2-E Oz. Wd. 3,Attorney General - REP,,REP,Leslie Rutledge,10,5,3,2,0,0
Franklin,2-E Oz. Wd. 3,Attorney General - REP,,REP,Patricia Nation,2,0,0,2,0,0
Franklin,2-E Oz. Wd. 3,Auditor of State - REP,,REP,Ken Yang,10,7,1,2,0,0
Franklin,2-E Oz. Wd. 3,Auditor of State - REP,,REP,Representative Andrea Lea,12,6,3,3,0,0
Franklin,2-E Oz. Wd. 3,Circuit Clerk,,DEM,Wilma Gragg-Brushwood,46,20,26,0,0,0
Franklin,2-E Oz. Wd. 3,County Clerk,,DEM,De Anna Schmalz,42,14,18,10,0,0
Franklin,2-E Oz. Wd. 3,County Clerk,,DEM,Rita Fisher-Wigington,18,8,10,0,0,0
Franklin,2-E Oz. Wd. 3,County Judge,,DEM,Dewayne Freeman,21,11,7,3,0,0
Franklin,2-E Oz. Wd. 3,County Judge,,DEM,Larry Stacy,3,1,0,2,0,0
Franklin,2-E Oz. Wd. 3,County Judge,,DEM,Loren Maier,8,0,7,1,0,0
Franklin,2-E Oz. Wd. 3,County Judge,,DEM,Rickey Bowman,28,10,14,4,0,0
Franklin,2-E Oz. Wd. 3,County Judge,,REP,Cody B. Sosebee,8,6,1,1,0,0
Franklin,2-E Oz. Wd. 3,County Judge,,REP,Fred W. Nichols,14,7,3,4,0,0
Franklin,2-E Oz. Wd. 3,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",9,3,5,1,0,0
Franklin,2-E Oz. Wd. 3,Governor - DEM,,DEM,Mike Ross,47,17,21,9,0,0
Franklin,2-E Oz. Wd. 3,Governor - REP,,REP,Asa Hutchinson,17,10,2,5,0,0
Franklin,2-E Oz. Wd. 3,Governor - REP,,REP,Curtis Coleman,6,4,2,0,0,0
Franklin,2-E Oz. Wd. 3,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,12,10,1,1,0,0
Franklin,2-E Oz. Wd. 3,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,5,3,1,1,0,0
Franklin,2-E Oz. Wd. 3,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,6,1,2,3,0,0
Franklin,2-E Oz. Wd. 3,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,8,5,1,2,0,0
Franklin,2-E Oz. Wd. 3,State Treasurer - REP,,REP,Representative Duncan Baird,15,9,3,3,0,0
Franklin,2-E Oz. Wd. 3,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,5,4,0,1,0,0
Franklin,2-E Oz. Wd. 3,U.S. Congress District 4 - REP,,REP,Tommy Moll,18,10,4,4,0,0
Franklin,2-E Oz. Wd. 3,Unopposed Democrat Candidate,,DEM,FOR,43,17,26,0,0,0
Franklin,2-E Oz. Wd. 3,Unopposed Republican Candidate,,REP,FOR,18,14,4,0,0,0
Franklin,3-A Lonelm/Cravens,Attorney General - REP,,REP,David Sterling,20,15,5,0,0,0
Franklin,3-A Lonelm/Cravens,Attorney General - REP,,REP,Leslie Rutledge,17,15,2,0,0,0
Franklin,3-A Lonelm/Cravens,Attorney General - REP,,REP,Patricia Nation,5,3,2,0,0,0
Franklin,3-A Lonelm/Cravens,Auditor of State - REP,,REP,Ken Yang,9,7,2,0,0,0
Franklin,3-A Lonelm/Cravens,Auditor of State - REP,,REP,Representative Andrea Lea,31,24,7,0,0,0
Franklin,3-A Lonelm/Cravens,Circuit Clerk,,DEM,Wilma Gragg-Brushwood,89,72,17,0,0,0
Franklin,3-A Lonelm/Cravens,County Clerk,,DEM,De Anna Schmalz,55,41,11,3,0,0
Franklin,3-A Lonelm/Cravens,County Clerk,,DEM,Rita Fisher-Wigington,49,40,8,1,0,0
Franklin,3-A Lonelm/Cravens,County Judge,,DEM,Dewayne Freeman,21,17,4,0,0,0
Franklin,3-A Lonelm/Cravens,County Judge,,DEM,Larry Stacy,3,1,1,1,0,0
Franklin,3-A Lonelm/Cravens,County Judge,,DEM,Loren Maier,4,3,1,0,0,0
Franklin,3-A Lonelm/Cravens,County Judge,,DEM,Rickey Bowman,76,60,13,3,0,0
Franklin,3-A Lonelm/Cravens,County Judge,,REP,Cody B. Sosebee,10,7,3,0,0,0
Franklin,3-A Lonelm/Cravens,County Judge,,REP,Fred W. Nichols,31,25,6,0,0,0
Franklin,3-A Lonelm/Cravens,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",26,19,7,0,0,0
Franklin,3-A Lonelm/Cravens,Governor - DEM,,DEM,Mike Ross,74,58,12,4,0,0
Franklin,3-A Lonelm/Cravens,Governor - REP,,REP,Asa Hutchinson,40,31,9,0,0,0
Franklin,3-A Lonelm/Cravens,Governor - REP,,REP,Curtis Coleman,3,3,0,0,0,0
Franklin,3-A Lonelm/Cravens,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,26,22,4,0,0,0
Franklin,3-A Lonelm/Cravens,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,10,6,4,0,0,0
Franklin,3-A Lonelm/Cravens,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,5,4,1,0,0,0
Franklin,3-A Lonelm/Cravens,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,23,17,6,0,0,0
Franklin,3-A Lonelm/Cravens,State Treasurer - REP,,REP,Representative Duncan Baird,17,14,3,0,0,0
Franklin,3-A Lonelm/Cravens,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,14,9,5,0,0,0
Franklin,3-A Lonelm/Cravens,U.S. Congress District 4 - REP,,REP,Tommy Moll,29,25,4,0,0,0
Franklin,3-A Lonelm/Cravens,Unopposed Democrat Candidate,,DEM,FOR,88,70,18,0,0,0
Franklin,3-A Lonelm/Cravens,Unopposed Republican Candidate,,REP,FOR,36,28,8,0,0,0
Franklin,3-B Fern,Attorney General - REP,,REP,David Sterling,11,11,0,0,0,0
Franklin,3-B Fern,Attorney General - REP,,REP,Leslie Rutledge,10,10,0,0,0,0
Franklin,3-B Fern,Attorney General - REP,,REP,Patricia Nation,4,4,0,0,0,0
Franklin,3-B Fern,Auditor of State - REP,,REP,Ken Yang,6,6,0,0,0,0
Franklin,3-B Fern,Auditor of State - REP,,REP,Representative Andrea Lea,17,17,0,0,0,0
Franklin,3-B Fern,Circuit Clerk,,DEM,Wilma Gragg-Brushwood,5,5,0,0,0,0
Franklin,3-B Fern,County Clerk,,DEM,De Anna Schmalz,6,6,0,0,0,0
Franklin,3-B Fern,County Judge,,DEM,Rickey Bowman,6,6,0,0,0,0
Franklin,3-B Fern,County Judge,,REP,Cody B. Sosebee,1,1,0,0,0,0
Franklin,3-B Fern,County Judge,,REP,Fred W. Nichols,22,22,0,0,0,0
Franklin,3-B Fern,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",1,1,0,0,0,0
Franklin,3-B Fern,Governor - DEM,,DEM,Mike Ross,4,4,0,0,0,0
Franklin,3-B Fern,Governor - REP,,REP,Asa Hutchinson,20,20,0,0,0,0
Franklin,3-B Fern,Governor - REP,,REP,Curtis Coleman,5,5,0,0,0,0
Franklin,3-B Fern,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,13,13,0,0,0,0
Franklin,3-B Fern,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,7,7,0,0,0,0
Franklin,3-B Fern,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,3,3,0,0,0,0
Franklin,3-B Fern,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,14,14,0,0,0,0
Franklin,3-B Fern,State Treasurer - REP,,REP,Representative Duncan Baird,9,9,0,0,0,0
Franklin,3-B Fern,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,9,9,0,0,0,0
Franklin,3-B Fern,U.S. Congress District 4 - REP,,REP,Tommy Moll,13,13,0,0,0,0
Franklin,3-B Fern,Unopposed Democrat Candidate,,DEM,FOR,5,5,0,0,0,0
Franklin,3-B Fern,Unopposed Republican Candidate,,REP,FOR,18,18,0,0,0,0
Franklin,3-C Boston,Attorney General - REP,,REP,David Sterling,7,3,4,0,0,0
Franklin,3-C Boston,Attorney General - REP,,REP,Leslie Rutledge,8,7,1,0,0,0
Franklin,3-C Boston,Attorney General - REP,,REP,Patricia Nation,2,0,2,0,0,0
Franklin,3-C Boston,Auditor of State - REP,,REP,Ken Yang,2,2,0,0,0,0
Franklin,3-C Boston,Auditor of State - REP,,REP,Representative Andrea Lea,15,8,7,0,0,0
Franklin,3-C Boston,Circuit Clerk,,DEM,Wilma Gragg-Brushwood,38,37,1,0,0,0
Franklin,3-C Boston,County Clerk,,DEM,De Anna Schmalz,26,25,1,0,0,0
Franklin,3-C Boston,County Clerk,,DEM,Rita Fisher-Wigington,16,16,0,0,0,0
Franklin,3-C Boston,County Judge,,DEM,Dewayne Freeman,19,18,1,0,0,0
Franklin,3-C Boston,County Judge,,DEM,Larry Stacy,1,1,0,0,0,0
Franklin,3-C Boston,County Judge,,DEM,Rickey Bowman,23,23,0,0,0,0
Franklin,3-C Boston,County Judge,,REP,Cody B. Sosebee,7,5,2,0,0,0
Franklin,3-C Boston,County Judge,,REP,Fred W. Nichols,8,3,5,0,0,0
Franklin,3-C Boston,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",11,11,0,0,0,0
Franklin,3-C Boston,Governor - DEM,,DEM,Mike Ross,31,30,1,0,0,0
Franklin,3-C Boston,Governor - REP,,REP,Asa Hutchinson,16,11,5,0,0,0
Franklin,3-C Boston,Governor - REP,,REP,Curtis Coleman,2,0,2,0,0,0
Franklin,3-C Boston,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,12,8,4,0,0,0
Franklin,3-C Boston,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,3,2,1,0,0,0
Franklin,3-C Boston,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,4,2,2,0,0,0
Franklin,3-C Boston,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,6,4,2,0,0,0
Franklin,3-C Boston,State Treasurer - REP,,REP,Representative Duncan Baird,11,6,5,0,0,0
Franklin,3-C Boston,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,8,5,3,0,0,0
Franklin,3-C Boston,U.S. Congress District 4 - REP,,REP,Tommy Moll,9,5,4,0,0,0
Franklin,3-C Boston,Unopposed Democrat Candidate,,DEM,FOR,34,33,1,0,0,0
Franklin,3-C Boston,Unopposed Republican Candidate,,REP,FOR,16,9,7,0,0,0
Franklin,3-D Jethro,Attorney General - REP,,REP,David Sterling,11,8,1,2,0,0
Franklin,3-D Jethro,Attorney General - REP,,REP,Leslie Rutledge,5,4,1,0,0,0
Franklin,3-D Jethro,Attorney General - REP,,REP,Patricia Nation,2,1,1,0,0,0
Franklin,3-D Jethro,Auditor of State - REP,,REP,Ken Yang,8,5,3,0,0,0
Franklin,3-D Jethro,Auditor of State - REP,,REP,Representative Andrea Lea,12,10,0,2,0,0
Franklin,3-D Jethro,Circuit Clerk,,DEM,Wilma Gragg-Brushwood,78,50,28,0,0,0
Franklin,3-D Jethro,County Clerk,,DEM,De Anna Schmalz,66,34,29,2,0,1
Franklin,3-D Jethro,County Clerk,,DEM,Rita Fisher-Wigington,29,24,5,0,0,0
Franklin,3-D Jethro,County Judge,,DEM,Dewayne Freeman,34,19,15,0,0,0
Franklin,3-D Jethro,County Judge,,DEM,Larry Stacy,3,2,1,0,0,0
Franklin,3-D Jethro,County Judge,,DEM,Loren Maier,2,0,2,0,0,0
Franklin,3-D Jethro,County Judge,,DEM,Rickey Bowman,56,37,16,2,0,1
Franklin,3-D Jethro,County Judge,,REP,Cody B. Sosebee,8,8,0,0,0,0
Franklin,3-D Jethro,County Judge,,REP,Fred W. Nichols,10,5,3,2,0,0
Franklin,3-D Jethro,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",22,16,6,0,0,0
Franklin,3-D Jethro,Governor - DEM,,DEM,Mike Ross,65,38,25,2,0,0
Franklin,3-D Jethro,Governor - REP,,REP,Asa Hutchinson,20,15,3,2,0,0
Franklin,3-D Jethro,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,13,9,2,2,0,0
Franklin,3-D Jethro,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,4,3,1,0,0,0
Franklin,3-D Jethro,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,1,1,0,0,0,0
Franklin,3-D Jethro,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,8,7,1,0,0,0
Franklin,3-D Jethro,State Treasurer - REP,,REP,Representative Duncan Baird,11,7,2,2,0,0
Franklin,3-D Jethro,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,9,5,2,2,0,0
Franklin,3-D Jethro,U.S. Congress District 4 - REP,,REP,Tommy Moll,10,9,1,0,0,0
Franklin,3-D Jethro,Unopposed Democrat Candidate,,DEM,FOR,77,50,27,0,0,0
Franklin,3-D Jethro,Unopposed Republican Candidate,,REP,FOR,15,12,3,0,0,0
Franklin,3-E Watalula,Circuit Clerk,,DEM,Wilma Gragg-Brushwood,12,9,3,0,0,0
Franklin,3-E Watalula,County Clerk,,DEM,De Anna Schmalz,7,5,2,0,0,0
Franklin,3-E Watalula,County Clerk,,DEM,Rita Fisher-Wigington,5,4,1,0,0,0
Franklin,3-E Watalula,County Judge,,DEM,Dewayne Freeman,3,1,2,0,0,0
Franklin,3-E Watalula,County Judge,,DEM,Loren Maier,1,1,0,0,0,0
Franklin,3-E Watalula,County Judge,,DEM,Rickey Bowman,8,7,1,0,0,0
Franklin,3-E Watalula,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",4,3,1,0,0,0
Franklin,3-E Watalula,Governor - DEM,,DEM,Mike Ross,8,6,2,0,0,0
Franklin,3-E Watalula,Unopposed Democrat Candidate,,DEM,FOR,11,9,2,0,0,0
Franklin,3-F Mountain,Attorney General - REP,,REP,David Sterling,16,13,3,0,0,0
Franklin,3-F Mountain,Attorney General - REP,,REP,Leslie Rutledge,3,3,0,0,0,0
Franklin,3-F Mountain,Auditor of State - REP,,REP,Ken Yang,9,8,1,0,0,0
Franklin,3-F Mountain,Auditor of State - REP,,REP,Representative Andrea Lea,9,7,2,0,0,0
Franklin,3-F Mountain,Circuit Clerk,,DEM,Wilma Gragg-Brushwood,32,30,2,0,0,0
Franklin,3-F Mountain,County Clerk,,DEM,De Anna Schmalz,26,23,3,0,0,0
Franklin,3-F Mountain,County Clerk,,DEM,Rita Fisher-Wigington,10,10,0,0,0,0
Franklin,3-F Mountain,County Judge,,DEM,Dewayne Freeman,12,10,2,0,0,0
Franklin,3-F Mountain,County Judge,,DEM,Larry Stacy,2,2,0,0,0,0
Franklin,3-F Mountain,County Judge,,DEM,Loren Maier,1,1,0,0,0,0
Franklin,3-F Mountain,County Judge,,DEM,Rickey Bowman,22,21,1,0,0,0
Franklin,3-F Mountain,County Judge,,REP,Cody B. Sosebee,5,4,1,0,0,0
Franklin,3-F Mountain,County Judge,,REP,Fred W. Nichols,16,13,3,0,0,0
Franklin,3-F Mountain,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",4,4,0,0,0,0
Franklin,3-F Mountain,Governor - DEM,,DEM,Mike Ross,30,27,3,0,0,0
Franklin,3-F Mountain,Governor - REP,,REP,Asa Hutchinson,22,18,4,0,0,0
Franklin,3-F Mountain,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,19,16,3,0,0,0
Franklin,3-F Mountain,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,2,2,0,0,0,0
Franklin,3-F Mountain,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,6,6,0,0,0,0
Franklin,3-F Mountain,State Treasurer - REP,,REP,Representative Duncan Baird,13,10,3,0,0,0
Franklin,3-F Mountain,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,8,7,1,0,0,0
Franklin,3-F Mountain,U.S. Congress District 4 - REP,,REP,Tommy Moll,11,9,2,0,0,0
Franklin,3-F Mountain,Unopposed Democrat Candidate,,DEM,FOR,31,28,3,0,0,0
Franklin,3-F Mountain,Unopposed Republican Candidate,,REP,FOR,16,12,4,0,0,0
Franklin,4-A Philpot,Attorney General - REP,,REP,David Sterling,8,7,1,0,0,0
Franklin,4-A Philpot,Attorney General - REP,,REP,Leslie Rutledge,14,10,4,0,0,0
Franklin,4-A Philpot,Attorney General - REP,,REP,Patricia Nation,1,0,1,0,0,0
Franklin,4-A Philpot,Auditor of State - REP,,REP,Ken Yang,7,5,2,0,0,0
Franklin,4-A Philpot,Auditor of State - REP,,REP,Representative Andrea Lea,17,13,4,0,0,0
Franklin,4-A Philpot,Circuit Clerk,,DEM,Wilma Gragg-Brushwood,102,67,35,0,0,0
Franklin,4-A Philpot,Constable White Oak Township,,DEM,Danny Harrington,67,47,19,1,0,0
Franklin,4-A Philpot,Constable White Oak Township,,DEM,"Doyle E. ""Spider"" Bowman",47,29,18,0,0,0
Franklin,4-A Philpot,County Clerk,,DEM,De Anna Schmalz,72,48,23,1,0,0
Franklin,4-A Philpot,County Clerk,,DEM,Rita Fisher-Wigington,41,28,13,0,0,0
Franklin,4-A Philpot,County Judge,,DEM,Dewayne Freeman,51,39,12,0,0,0
Franklin,4-A Philpot,County Judge,,DEM,Larry Stacy,2,1,1,0,0,0
Franklin,4-A Philpot,County Judge,,DEM,Loren Maier,1,0,1,0,0,0
Franklin,4-A Philpot,County Judge,,DEM,Rickey Bowman,62,38,23,1,0,0
Franklin,4-A Philpot,County Judge,,REP,Cody B. Sosebee,11,8,3,0,0,0
Franklin,4-A Philpot,County Judge,,REP,Fred W. Nichols,13,10,3,0,0,0
Franklin,4-A Philpot,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",21,11,10,0,0,0
Franklin,4-A Philpot,Governor - DEM,,DEM,Mike Ross,92,64,27,1,0,0
Franklin,4-A Philpot,Governor - REP,,REP,Asa Hutchinson,19,15,4,0,0,0
Franklin,4-A Philpot,Governor - REP,,REP,Curtis Coleman,5,3,2,0,0,0
Franklin,4-A Philpot,Justice of the Peace Dist. 4,,DEM,Paul W. Williams,52,35,17,0,0,0
Franklin,4-A Philpot,Justice of the Peace Dist. 4,,DEM,"Russell ""Rusty"" Cagle",64,43,20,1,0,0
Franklin,4-A Philpot,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,14,12,2,0,0,0
Franklin,4-A Philpot,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,4,3,1,0,0,0
Franklin,4-A Philpot,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,5,2,3,0,0,0
Franklin,4-A Philpot,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,12,10,2,0,0,0
Franklin,4-A Philpot,State Treasurer - REP,,REP,Representative Duncan Baird,11,7,4,0,0,0
Franklin,4-A Philpot,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,8,5,3,0,0,0
Franklin,4-A Philpot,U.S. Congress District 4 - REP,,REP,Tommy Moll,16,13,3,0,0,0
Franklin,4-A Philpot,Unopposed Democrat Candidate,,DEM,FOR,90,60,30,0,0,0
Franklin,4-A Philpot,Unopposed Republican Candidate,,REP,FOR,21,15,6,0,0,0
Franklin,4-B Watalula,Attorney General - REP,,REP,David Sterling,5,2,3,0,0,0
Franklin,4-B Watalula,Attorney General - REP,,REP,Leslie Rutledge,4,2,2,0,0,0
Franklin,4-B Watalula,Attorney General - REP,,REP,Patricia Nation,1,1,0,0,0,0
Franklin,4-B Watalula,Auditor of State - REP,,REP,Ken Yang,1,1,0,0,0,0
Franklin,4-B Watalula,Auditor of State - REP,,REP,Representative Andrea Lea,8,3,5,0,0,0
Franklin,4-B Watalula,Circuit Clerk,,DEM,Wilma Gragg-Brushwood,79,52,27,0,0,0
Franklin,4-B Watalula,County Clerk,,DEM,De Anna Schmalz,53,30,21,2,0,0
Franklin,4-B Watalula,County Clerk,,DEM,Rita Fisher-Wigington,39,28,11,0,0,0
Franklin,4-B Watalula,County Judge,,DEM,Dewayne Freeman,20,18,2,0,0,0
Franklin,4-B Watalula,County Judge,,DEM,Larry Stacy,1,0,1,0,0,0
Franklin,4-B Watalula,County Judge,,DEM,Loren Maier,6,2,4,0,0,0
Franklin,4-B Watalula,County Judge,,DEM,Rickey Bowman,68,40,26,2,0,0
Franklin,4-B Watalula,County Judge,,REP,Cody B. Sosebee,5,2,3,0,0,0
Franklin,4-B Watalula,County Judge,,REP,Fred W. Nichols,3,2,1,0,0,0
Franklin,4-B Watalula,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",19,14,5,0,0,0
Franklin,4-B Watalula,Governor - DEM,,DEM,Mike Ross,71,42,27,2,0,0
Franklin,4-B Watalula,Governor - REP,,REP,Asa Hutchinson,5,4,1,0,0,0
Franklin,4-B Watalula,Governor - REP,,REP,Curtis Coleman,5,1,4,0,0,0
Franklin,4-B Watalula,Justice of the Peace Dist. 4,,DEM,Paul W. Williams,35,22,11,2,0,0
Franklin,4-B Watalula,Justice of the Peace Dist. 4,,DEM,"Russell ""Rusty"" Cagle",57,36,21,0,0,0
Franklin,4-B Watalula,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,7,4,3,0,0,0
Franklin,4-B Watalula,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,2,1,1,0,0,0
Franklin,4-B Watalula,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,1,0,1,0,0,0
Franklin,4-B Watalula,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,3,2,1,0,0,0
Franklin,4-B Watalula,State Treasurer - REP,,REP,Representative Duncan Baird,6,2,4,0,0,0
Franklin,4-B Watalula,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,5,2,3,0,0,0
Franklin,4-B Watalula,U.S. Congress District 4 - REP,,REP,Tommy Moll,5,3,2,0,0,0
Franklin,4-B Watalula,Unopposed Democrat Candidate,,DEM,FOR,72,45,27,0,0,0
Franklin,4-B Watalula,Unopposed Republican Candidate,,REP,FOR,7,3,4,0,0,0
Franklin,4-C W.V. Rural,Attorney General - REP,,REP,Leslie Rutledge,1,0,1,0,0,0
Franklin,4-C W.V. Rural,Attorney General - REP,,REP,Patricia Nation,1,0,1,0,0,0
Franklin,4-C W.V. Rural,Auditor of State - REP,,REP,Ken Yang,1,0,1,0,0,0
Franklin,4-C W.V. Rural,Auditor of State - REP,,REP,Representative Andrea Lea,1,0,1,0,0,0
Franklin,4-C W.V. Rural,Circuit Clerk,,DEM,Wilma Gragg-Brushwood,12,3,9,0,0,0
Franklin,4-C W.V. Rural,Constable White Oak Township,,DEM,Danny Harrington,10,3,7,0,0,0
Franklin,4-C W.V. Rural,Constable White Oak Township,,DEM,"Doyle E. ""Spider"" Bowman",5,0,5,0,0,0
Franklin,4-C W.V. Rural,County Clerk,,DEM,De Anna Schmalz,11,2,9,0,0,0
Franklin,4-C W.V. Rural,County Clerk,,DEM,Rita Fisher-Wigington,4,1,3,0,0,0
Franklin,4-C W.V. Rural,County Judge,,DEM,Dewayne Freeman,7,1,6,0,0,0
Franklin,4-C W.V. Rural,County Judge,,DEM,Rickey Bowman,8,2,6,0,0,0
Franklin,4-C W.V. Rural,County Judge,,REP,Fred W. Nichols,2,0,2,0,0,0
Franklin,4-C W.V. Rural,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",3,1,2,0,0,0
Franklin,4-C W.V. Rural,Governor - DEM,,DEM,Mike Ross,11,2,9,0,0,0
Franklin,4-C W.V. Rural,Governor - REP,,REP,Asa Hutchinson,2,0,2,0,0,0
Franklin,4-C W.V. Rural,Justice of the Peace Dist. 4,,DEM,Paul W. Williams,6,2,4,0,0,0
Franklin,4-C W.V. Rural,Justice of the Peace Dist. 4,,DEM,"Russell ""Rusty"" Cagle",9,1,8,0,0,0
Franklin,4-C W.V. Rural,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,1,0,1,0,0,0
Franklin,4-C W.V. Rural,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,1,0,1,0,0,0
Franklin,4-C W.V. Rural,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,1,0,1,0,0,0
Franklin,4-C W.V. Rural,State Treasurer - REP,,REP,Representative Duncan Baird,1,0,1,0,0,0
Franklin,4-C W.V. Rural,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,1,0,1,0,0,0
Franklin,4-C W.V. Rural,U.S. Congress District 4 - REP,,REP,Tommy Moll,1,0,1,0,0,0
Franklin,4-C W.V. Rural,Unopposed Democrat Candidate,,DEM,FOR,13,3,10,0,0,0
Franklin,4-C W.V. Rural,Unopposed Republican Candidate,,REP,FOR,2,0,2,0,0,0
Franklin,4-D Ozark Rural,Attorney General - REP,,REP,David Sterling,22,10,12,0,0,0
Franklin,4-D Ozark Rural,Attorney General - REP,,REP,Leslie Rutledge,34,18,16,0,0,0
Franklin,4-D Ozark Rural,Attorney General - REP,,REP,Patricia Nation,1,1,0,0,0,0
Franklin,4-D Ozark Rural,Auditor of State - REP,,REP,Ken Yang,18,13,5,0,0,0
Franklin,4-D Ozark Rural,Auditor of State - REP,,REP,Representative Andrea Lea,37,15,22,0,0,0
Franklin,4-D Ozark Rural,Circuit Clerk,,DEM,Wilma Gragg-Brushwood,118,65,53,0,0,0
Franklin,4-D Ozark Rural,Constable White Oak Township,,DEM,Danny Harrington,80,44,35,1,0,0
Franklin,4-D Ozark Rural,Constable White Oak Township,,DEM,"Doyle E. ""Spider"" Bowman",44,23,21,0,0,0
Franklin,4-D Ozark Rural,County Clerk,,DEM,De Anna Schmalz,75,35,40,0,0,0
Franklin,4-D Ozark Rural,County Clerk,,DEM,Rita Fisher-Wigington,56,35,20,1,0,0
Franklin,4-D Ozark Rural,County Judge,,DEM,Dewayne Freeman,29,15,14,0,0,0
Franklin,4-D Ozark Rural,County Judge,,DEM,Larry Stacy,8,3,5,0,0,0
Franklin,4-D Ozark Rural,County Judge,,DEM,Loren Maier,16,10,6,0,0,0
Franklin,4-D Ozark Rural,County Judge,,DEM,Rickey Bowman,79,42,36,1,0,0
Franklin,4-D Ozark Rural,County Judge,,REP,Cody B. Sosebee,20,12,8,0,0,0
Franklin,4-D Ozark Rural,County Judge,,REP,Fred W. Nichols,35,17,18,0,0,0
Franklin,4-D Ozark Rural,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",28,14,14,0,0,0
