county,precinct,office,district,party,candidate,votes,absentee,provisional,early_voting,election_day
Cleveland,Lee,Governor,,Rep,Governor Asa Hutchinson,85,0,2,14,69
Cleveland,Miller,Governor,,Rep,Governor Asa Hutchinson,179,0,0,29,150
Cleveland,Niven,Governor,,Rep,Governor Asa Hutchinson,81,1,1,30,49
Cleveland,Redland,Governor,,Rep,Governor Asa Hutchinson,163,2,2,35,124
Cleveland,Rowell,Governor,,Rep,Governor Asa Hutchinson,83,1,4,21,57
Cleveland,Saline,Governor,,Rep,Governor Asa Hutchinson,14,0,4,4,6
Cleveland,Smith,Governor,,Rep,Governor Asa Hutchinson,121,1,3,43,74
Cleveland,Whiteoak,Governor,,Rep,Governor Asa Hutchinson,180,0,0,103,77
Cleveland,Whiteville,Governor,,Rep,Governor Asa Hutchinson,191,0,3,10,178
Cleveland,Rison Inside,Governor,,Lib,Mark West,2,0,0,2,0
Cleveland,Rison Outside,Governor,,Lib,Mark West,2,0,0,1,1
Cleveland,Kingsland Inside,Governor,,Lib,Mark West,4,0,0,2,2
Cleveland,Kingsland Outside,Governor,,Lib,Mark West,9,0,0,1,8
Cleveland,Bowman,Governor,,Lib,Mark West,2,0,0,0,2
Cleveland,Harper,Governor,,Lib,Mark West,3,0,0,0,3
Cleveland,Hudgin,Governor,,Lib,Mark West,1,0,0,0,1
Cleveland,Hurricane,Governor,,Lib,Mark West,6,0,0,0,6
Cleveland,Lee,Governor,,Lib,Mark West,1,0,0,0,1
Cleveland,Miller,Governor,,Lib,Mark West,8,0,0,0,8
Cleveland,Niven,Governor,,Lib,Mark West,2,1,0,1,0
Cleveland,Redland,Governor,,Lib,Mark West,3,0,0,0,3
Cleveland,Rowell,Governor,,Lib,Mark West,2,0,0,0,2
Cleveland,Saline,Governor,,Lib,Mark West,1,0,0,1,0
Cleveland,Smith,Governor,,Lib,Mark West,2,0,0,1,1
Cleveland,Whiteoak,Governor,,Lib,Mark West,4,0,0,3,1
Cleveland,Whiteville,Governor,,Lib,Mark West,4,0,0,2,2
Cleveland,Rison Inside,Lieutenant Governor,,Dem,Anthony Bland,121,1,2,65,53
Cleveland,Rison Outside,Lieutenant Governor,,Dem,Anthony Bland,17,0,0,9,8
Cleveland,Kingsland Inside,Lieutenant Governor,,Dem,Anthony Bland,40,0,1,14,25
Cleveland,Kingsland Outside,Lieutenant Governor,,Dem,Anthony Bland,17,0,0,9,8
Cleveland,Bowman,Lieutenant Governor,,Dem,Anthony Bland,48,0,0,20,28
Cleveland,Harper,Lieutenant Governor,,Dem,Anthony Bland,23,1,0,4,18
Cleveland,Hudgin,Lieutenant Governor,,Dem,Anthony Bland,10,0,0,0,10
Cleveland,Hurricane,Lieutenant Governor,,Dem,Anthony Bland,9,0,0,1,8
Cleveland,Lee,Lieutenant Governor,,Dem,Anthony Bland,21,0,0,3,18
Cleveland,Miller,Lieutenant Governor,,Dem,Anthony Bland,24,0,0,10,14
Cleveland,Niven,Lieutenant Governor,,Dem,Anthony Bland,28,1,0,20,7
Cleveland,Redland,Lieutenant Governor,,Dem,Anthony Bland,47,1,0,8,38
Cleveland,Rowell,Lieutenant Governor,,Dem,Anthony Bland,15,0,1,3,11
Cleveland,Saline,Lieutenant Governor,,Dem,Anthony Bland,3,0,0,2,1
Cleveland,Smith,Lieutenant Governor,,Dem,Anthony Bland,19,0,1,7,11
Cleveland,Whiteoak,Lieutenant Governor,,Dem,Anthony Bland,24,0,0,20,4
Cleveland,Whiteville,Lieutenant Governor,,Dem,Anthony Bland,29,2,1,2,24
Cleveland,Rison Inside,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,191,0,1,129,61
Cleveland,Rison Outside,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,93,1,1,57,34
Cleveland,Kingsland Inside,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,87,2,0,29,56
Cleveland,Kingsland Outside,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,161,1,1,57,102
Cleveland,Bowman,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,77,0,1,26,50
Cleveland,Harper,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,117,3,3,25,86
Cleveland,Hudgin,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,82,0,1,21,60
Cleveland,Hurricane,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,134,0,3,16,115
Cleveland,Lee,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,88,2,2,15,69
Cleveland,Miller,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,187,0,0,29,158
Cleveland,Niven,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,79,2,1,27,49
Cleveland,Redland,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,169,2,2,37,128
Cleveland,Rowell,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,85,1,4,22,58
Cleveland,Saline,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,14,0,4,4,6
Cleveland,Smith,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,122,1,3,43,75
Cleveland,Whiteoak,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,182,0,0,106,76
Cleveland,Whiteville,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,192,0,3,11,178
Cleveland,Rison Inside,Lieutenant Governor,,Lib,Frank Gilbert,1,0,0,1,0
Cleveland,Rison Outside,Lieutenant Governor,,Lib,Frank Gilbert,0,0,0,0,0
Cleveland,Kingsland Inside,Lieutenant Governor,,Lib,Frank Gilbert,1,0,0,0,1
Cleveland,Kingsland Outside,Lieutenant Governor,,Lib,Frank Gilbert,3,0,0,1,2
Cleveland,Bowman,Lieutenant Governor,,Lib,Frank Gilbert,2,0,0,0,2
Cleveland,Harper,Lieutenant Governor,,Lib,Frank Gilbert,4,0,0,0,4
Cleveland,Hudgin,Lieutenant Governor,,Lib,Frank Gilbert,1,0,0,0,1
Cleveland,Hurricane,Lieutenant Governor,,Lib,Frank Gilbert,4,0,0,0,4
Cleveland,Lee,Lieutenant Governor,,Lib,Frank Gilbert,1,0,0,0,1
Cleveland,Miller,Lieutenant Governor,,Lib,Frank Gilbert,6,0,0,0,6
Cleveland,Niven,Lieutenant Governor,,Lib,Frank Gilbert,1,0,0,1,0
Cleveland,Redland,Lieutenant Governor,,Lib,Frank Gilbert,3,0,0,0,3
Cleveland,Rowell,Lieutenant Governor,,Lib,Frank Gilbert,0,0,0,0,0
Cleveland,Saline,Lieutenant Governor,,Lib,Frank Gilbert,1,0,0,1,0
Cleveland,Smith,Lieutenant Governor,,Lib,Frank Gilbert,0,0,0,0,0
Cleveland,Whiteoak,Lieutenant Governor,,Lib,Frank Gilbert,4,0,0,2,2
Cleveland,Whiteville,Lieutenant Governor,,Lib,Frank Gilbert,2,0,0,0,2
Cleveland,Rison Inside,Attorney General,,Lib,Kerry Hicks,2,0,0,1,1
Cleveland,Rison Outside,Attorney General,,Lib,Kerry Hicks,0,0,0,0,0
Cleveland,Kingsland Inside,Attorney General,,Lib,Kerry Hicks,5,0,0,1,4
Cleveland,Kingsland Outside,Attorney General,,Lib,Kerry Hicks,4,0,0,2,2
Cleveland,Bowman,Attorney General,,Lib,Kerry Hicks,4,0,0,0,4
Cleveland,Harper,Attorney General,,Lib,Kerry Hicks,5,0,0,1,4
Cleveland,Hudgin,Attorney General,,Lib,Kerry Hicks,4,0,0,1,3
Cleveland,Hurricane,Attorney General,,Lib,Kerry Hicks,2,0,0,0,2
Cleveland,Lee,Attorney General,,Lib,Kerry Hicks,0,0,0,0,0
Cleveland,Miller,Attorney General,,Lib,Kerry Hicks,6,0,0,1,5
Cleveland,Niven,Attorney General,,Lib,Kerry Hicks,2,0,0,1,1
Cleveland,Redland,Attorney General,,Lib,Kerry Hicks,2,0,0,0,2
Cleveland,Rowell,Attorney General,,Lib,Kerry Hicks,1,0,0,1,0
Cleveland,Saline,Attorney General,,Lib,Kerry Hicks,0,0,0,0,0
Cleveland,Smith,Attorney General,,Lib,Kerry Hicks,1,0,0,1,0
Cleveland,Whiteoak,Attorney General,,Lib,Kerry Hicks,6,0,0,4,2
Cleveland,Whiteville,Attorney General,,Lib,Kerry Hicks,4,0,0,1,3
Cleveland,Rison Inside,Attorney General,,Dem,Mike Lee,123,1,1,67,54
Cleveland,Rison Outside,Attorney General,,Dem,Mike Lee,20,0,0,9,11
Cleveland,Kingsland Inside,Attorney General,,Dem,Mike Lee,41,0,0,15,26
Cleveland,Kingsland Outside,Attorney General,,Dem,Mike Lee,19,0,0,9,10
Cleveland,Bowman,Attorney General,,Dem,Mike Lee,48,0,0,20,28
Cleveland,Harper,Attorney General,,Dem,Mike Lee,26,1,0,4,21
Cleveland,Hudgin,Attorney General,,Dem,Mike Lee,15,0,0,1,14
Cleveland,Hurricane,Attorney General,,Dem,Mike Lee,14,0,0,1,13
Cleveland,Lee,Attorney General,,Dem,Mike Lee,26,2,0,3,21
Cleveland,Miller,Attorney General,,Dem,Mike Lee,36,0,0,11,25
Cleveland,Niven,Attorney General,,Dem,Mike Lee,29,1,0,20,8
Cleveland,Redland,Attorney General,,Dem,Mike Lee,54,1,0,9,44
Cleveland,Rowell,Attorney General,,Dem,Mike Lee,15,0,2,4,9
Cleveland,Saline,Attorney General,,Dem,Mike Lee,3,0,0,2,1
Cleveland,Smith,Attorney General,,Dem,Mike Lee,19,0,1,8,10
Cleveland,Whiteoak,Attorney General,,Dem,Mike Lee,30,0,0,23,7
Cleveland,Whiteville,Attorney General,,Dem,Mike Lee,31,2,1,1,27
Cleveland,Rison Inside,Attorney General,,Rep,Attorney General Leslie Rutledge,189,0,2,128,59
Cleveland,Rison Outside,Attorney General,,Rep,Attorney General Leslie Rutledge,89,1,1,56,31
Cleveland,Kingsland Inside,Attorney General,,Rep,Attorney General Leslie Rutledge,83,2,1,27,53
Cleveland,Kingsland Outside,Attorney General,,Rep,Attorney General Leslie Rutledge,157,1,1,56,99
Cleveland,Bowman,Attorney General,,Rep,Attorney General Leslie Rutledge,75,0,1,26,48
Cleveland,Harper,Attorney General,,Rep,Attorney General Leslie Rutledge,112,3,3,24,82
Cleveland,Hudgin,Attorney General,,Rep,Attorney General Leslie Rutledge,75,0,1,19,55
Cleveland,Hurricane,Attorney General,,Rep,Attorney General Leslie Rutledge,132,0,3,16,113
Cleveland,Lee,Attorney General,,Rep,Attorney General Leslie Rutledge,84,0,2,15,67
Cleveland,Miller,Attorney General,,Rep,Attorney General Leslie Rutledge,175,0,0,27,148
Cleveland,Niven,Attorney General,,Rep,Attorney General Leslie Rutledge,77,2,1,27,47
Cleveland,Redland,Attorney General,,Rep,Attorney General Leslie Rutledge,163,2,2,37,122
Cleveland,Rowell,Attorney General,,Rep,Attorney General Leslie Rutledge,83,1,3,20,59
Cleveland,Saline,Attorney General,,Rep,Attorney General Leslie Rutledge,15,0,4,5,6
Cleveland,Smith,Attorney General,,Rep,Attorney General Leslie Rutledge,121,1,3,41,76
Cleveland,Whiteoak,Attorney General,,Rep,Attorney General Leslie Rutledge,175,0,0,102,73
Cleveland,Whiteville,Attorney General,,Rep,Attorney General Leslie Rutledge,188,0,3,11,174
Cleveland,Rison Inside,Secretary of State,,Lib,Christopher Olson,1,0,0,0,1
Cleveland,Rison Outside,Secretary of State,,Lib,Christopher Olson,0,0,0,0,0
Cleveland,Kingsland Inside,Secretary of State,,Lib,Christopher Olson,4,0,1,1,2
Cleveland,Kingsland Outside,Secretary of State,,Lib,Christopher Olson,2,0,0,1,1
Cleveland,Bowman,Secretary of State,,Lib,Christopher Olson,2,0,0,0,2
Cleveland,Harper,Secretary of State,,Lib,Christopher Olson,4,0,0,1,3
Cleveland,Hudgin,Secretary of State,,Lib,Christopher Olson,2,0,0,1,1
Cleveland,Hurricane,Secretary of State,,Lib,Christopher Olson,3,0,0,0,3
Cleveland,Lee,Secretary of State,,Lib,Christopher Olson,0,0,0,0,0
Cleveland,Miller,Secretary of State,,Lib,Christopher Olson,6,0,0,0,6
Cleveland,Niven,Secretary of State,,Lib,Christopher Olson,0,0,0,0,0
Cleveland,Redland,Secretary of State,,Lib,Christopher Olson,4,0,0,0,4
Cleveland,Rowell,Secretary of State,,Lib,Christopher Olson,0,0,0,0,0
Cleveland,Saline,Secretary of State,,Lib,Christopher Olson,1,0,0,1,0
Cleveland,Smith,Secretary of State,,Lib,Christopher Olson,0,0,0,0,0
Cleveland,Whiteoak,Secretary of State,,Lib,Christopher Olson,5,0,0,5,0
Cleveland,Whiteville,Secretary of State,,Lib,Christopher Olson,4,0,0,1,3
Cleveland,Rison Inside,Secretary of State,,Dem,Susan Inman,140,1,2,79,58
Cleveland,Rison Outside,Secretary of State,,Dem,Susan Inman,25,0,0,14,11
Cleveland,Kingsland Inside,Secretary of State,,Dem,Susan Inman,42,0,0,15,27
Cleveland,Kingsland Outside,Secretary of State,,Dem,Susan Inman,26,0,0,10,16
Cleveland,Bowman,Secretary of State,,Dem,Susan Inman,54,0,0,21,33
Cleveland,Harper,Secretary of State,,Dem,Susan Inman,28,1,0,5,22
Cleveland,Hudgin,Secretary of State,,Dem,Susan Inman,16,0,0,1,15
Cleveland,Hurricane,Secretary of State,,Dem,Susan Inman,15,0,0,1,14
Cleveland,Lee,Secretary of State,,Dem,Susan Inman,27,2,0,3,22
Cleveland,Miller,Secretary of State,,Dem,Susan Inman,32,0,0,11,21
Cleveland,Niven,Secretary of State,,Dem,Susan Inman,27,1,0,17,9
Cleveland,Redland,Secretary of State,,Dem,Susan Inman,54,1,0,10,43
Cleveland,Rowell,Secretary of State,,Dem,Susan Inman,19,0,3,5,11
Cleveland,Saline,Secretary of State,,Dem,Susan Inman,3,0,0,2,1
Cleveland,Smith,Secretary of State,,Dem,Susan Inman,23,0,2,10,11
Cleveland,Whiteoak,Secretary of State,,Dem,Susan Inman,32,0,0,25,7
Cleveland,Whiteville,Secretary of State,,Dem,Susan Inman,42,2,1,1,38
Cleveland,Rison Inside,Secretary of State,,Rep,John Thurston Commissioner of State Lands,172,0,1,117,54
Cleveland,Rison Outside,Secretary of State,,Rep,John Thurston Commissioner of State Lands,84,1,1,52,30
Cleveland,Kingsland Inside,Secretary of State,,Rep,John Thurston Commissioner of State Lands,82,2,0,27,53
Cleveland,Kingsland Outside,Secretary of State,,Rep,John Thurston Commissioner of State Lands,150,1,1,54,94
Cleveland,Bowman,Secretary of State,,Rep,John Thurston Commissioner of State Lands,71,0,1,25,45
Cleveland,Harper,Secretary of State,,Rep,John Thurston Commissioner of State Lands,111,3,3,22,83
Cleveland,Hudgin,Secretary of State,,Rep,John Thurston Commissioner of State Lands,76,0,1,19,56
Cleveland,Hurricane,Secretary of State,,Rep,John Thurston Commissioner of State Lands,132,0,3,16,113
Cleveland,Lee,Secretary of State,,Rep,John Thurston Commissioner of State Lands,82,0,2,15,65
Cleveland,Miller,Secretary of State,,Rep,John Thurston Commissioner of State Lands,178,0,0,27,151
Cleveland,Niven,Secretary of State,,Rep,John Thurston Commissioner of State Lands,80,2,1,30,47
Cleveland,Redland,Secretary of State,,Rep,John Thurston Commissioner of State Lands,162,2,2,36,122
Cleveland,Rowell,Secretary of State,,Rep,John Thurston Commissioner of State Lands,81,1,2,20,58
Cleveland,Saline,Secretary of State,,Rep,John Thurston Commissioner of State Lands,14,0,4,4,6
Cleveland,Smith,Secretary of State,,Rep,John Thurston Commissioner of State Lands,119,1,2,41,75
Cleveland,Whiteoak,Secretary of State,,Rep,John Thurston Commissioner of State Lands,172,0,0,98,74
Cleveland,Whiteville,Secretary of State,,Rep,John Thurston Commissioner of State Lands,176,0,3,11,162
Cleveland,Rison Inside,State Treasurer,,Lib,Ashley Ewald,95,0,2,51,42
Cleveland,Rison Outside,State Treasurer,,Lib,Ashley Ewald,16,0,0,10,6
Cleveland,Kingsland Inside,State Treasurer,,Lib,Ashley Ewald,35,0,1,13,21
Cleveland,Kingsland Outside,State Treasurer,,Lib,Ashley Ewald,17,0,0,8,9
Cleveland,Bowman,State Treasurer,,Lib,Ashley Ewald,44,0,0,16,28
Cleveland,Harper,State Treasurer,,Lib,Ashley Ewald,21,1,0,4,16
Cleveland,Hudgin,State Treasurer,,Lib,Ashley Ewald,9,0,0,1,8
Cleveland,Hurricane,State Treasurer,,Lib,Ashley Ewald,8,0,0,0,8
Cleveland,Lee,State Treasurer,,Lib,Ashley Ewald,20,0,0,4,16
Cleveland,Miller,State Treasurer,,Lib,Ashley Ewald,24,0,0,8,16
Cleveland,Niven,State Treasurer,,Lib,Ashley Ewald,23,1,0,16,6
Cleveland,Redland,State Treasurer,,Lib,Ashley Ewald,44,1,0,7,36
Cleveland,Rowell,State Treasurer,,Lib,Ashley Ewald,14,0,1,4,9
Cleveland,Saline,State Treasurer,,Lib,Ashley Ewald,4,0,0,3,1
Cleveland,Smith,State Treasurer,,Lib,Ashley Ewald,12,0,0,4,8
Cleveland,Whiteoak,State Treasurer,,Lib,Ashley Ewald,32,0,0,22,10
Cleveland,Whiteville,State Treasurer,,Lib,Ashley Ewald,31,2,1,2,26
Cleveland,Rison Inside,State Treasurer,,Rep,Treasurer of State Dennis Milligan,213,0,1,142,70
Cleveland,Rison Outside,State Treasurer,,Rep,Treasurer of State Dennis Milligan,94,1,1,56,36
Cleveland,Kingsland Inside,State Treasurer,,Rep,Treasurer of State Dennis Milligan,92,2,0,29,61
Cleveland,Kingsland Outside,State Treasurer,,Rep,Treasurer of State Dennis Milligan,160,1,1,57,101
Cleveland,Bowman,State Treasurer,,Rep,Treasurer of State Dennis Milligan,81,0,1,28,52
Cleveland,Harper,State Treasurer,,Rep,Treasurer of State Dennis Milligan,123,3,3,25,92
Cleveland,Hudgin,State Treasurer,,Rep,Treasurer of State Dennis Milligan,85,0,1,20,64
Cleveland,Hurricane,State Treasurer,,Rep,Treasurer of State Dennis Milligan,141,0,3,17,121
Cleveland,Lee,State Treasurer,,Rep,Treasurer of State Dennis Milligan,88,2,2,14,70
Cleveland,Miller,State Treasurer,,Rep,Treasurer of State Dennis Milligan,191,0,0,31,160
Cleveland,Niven,State Treasurer,,Rep,Treasurer of State Dennis Milligan,84,2,1,31,50
Cleveland,Redland,State Treasurer,,Rep,Treasurer of State Dennis Milligan,171,2,2,38,129
Cleveland,Rowell,State Treasurer,,Rep,Treasurer of State Dennis Milligan,86,1,4,21,60
Cleveland,Saline,State Treasurer,,Rep,Treasurer of State Dennis Milligan,14,0,4,4,6
Cleveland,Smith,State Treasurer,,Rep,Treasurer of State Dennis Milligan,130,1,4,47,78
Cleveland,Whiteoak,State Treasurer,,Rep,Treasurer of State Dennis Milligan,179,0,0,107,72
Cleveland,Whiteville,State Treasurer,,Rep,Treasurer of State Dennis Milligan,192,0,3,11,178
Cleveland,Rison Inside,Auditor of State,,Lib,David E. Dinwiddie,82,0,1,45,36
Cleveland,Rison Outside,Auditor of State,,Lib,David E. Dinwiddie,17,0,0,11,6
Cleveland,Kingsland Inside,Auditor of State,,Lib,David E. Dinwiddie,32,0,0,13,19
Cleveland,Kingsland Outside,Auditor of State,,Lib,David E. Dinwiddie,15,0,0,7,8
Cleveland,Bowman,Auditor of State,,Lib,David E. Dinwiddie,46,0,0,18,28
Cleveland,Harper,Auditor of State,,Lib,David E. Dinwiddie,19,1,0,2,16
Cleveland,Hudgin,Auditor of State,,Lib,David E. Dinwiddie,9,0,0,0,9
Cleveland,Hurricane,Auditor of State,,Lib,David E. Dinwiddie,9,0,0,0,9
Cleveland,Lee,Auditor of State,,Lib,David E. Dinwiddie,21,0,0,3,18
Cleveland,Miller,Auditor of State,,Lib,David E. Dinwiddie,23,0,0,6,17
Cleveland,Niven,Auditor of State,,Lib,David E. Dinwiddie,19,0,0,15,4
Cleveland,Redland,Auditor of State,,Lib,David E. Dinwiddie,42,1,0,7,34
Cleveland,Rowell,Auditor of State,,Lib,David E. Dinwiddie,12,0,1,5,6
