county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee
Washington,020 Boston,U.S. House,3,DEM,Josh Mahony,33,18,14,1
Washington,040 Brush Creek,U.S. House,3,DEM,Josh Mahony,254,118,132,4
Washington,060 Cane Hill,U.S. House,3,DEM,Josh Mahony,117,71,42,4
Washington,080 Center,U.S. House,3,DEM,Josh Mahony,135,48,85,2
Washington,082 Center-2,U.S. House,3,DEM,Josh Mahony,28,13,15,0
Washington,085 Center House,U.S. House,3,DEM,Josh Mahony,23,8,15,0
Washington,100 Cove Creek,U.S. House,3,DEM,Josh Mahony,81,50,31,0
Washington,110 Cove Creek-S,U.S. House,3,DEM,Josh Mahony,5,3,2,0
Washington,120 Crawford,U.S. House,3,DEM,Josh Mahony,107,62,45,0
Washington,140 Durham,U.S. House,3,DEM,Josh Mahony,74,36,38,0
Washington,160 Dutch Mills,U.S. House,3,DEM,Josh Mahony,19,12,7,0
Washington,180 Elkins,U.S. House,3,DEM,Josh Mahony,276,101,171,4
Washington,181 Elkins-H,U.S. House,3,DEM,Josh Mahony,48,18,30,0
Washington,200 Elm Springs Twp,U.S. House,3,DEM,Josh Mahony,19,11,8,0
Washington,210 Elm Springs City,U.S. House,3,DEM,Josh Mahony,145,82,59,4
Washington,220 Farmington-1,U.S. House,3,DEM,Josh Mahony,281,113,164,4
Washington,221 Farmington-S,U.S. House,3,DEM,Josh Mahony,29,8,20,1
Washington,222 Farmington-2,U.S. House,3,DEM,Josh Mahony,448,180,257,11
Washington,240 Fay 01,U.S. House,3,DEM,Josh Mahony,220,114,103,3
Washington,250 Fay 02,U.S. House,3,DEM,Josh Mahony,292,132,157,3
Washington,260 Fay 03,U.S. House,3,DEM,Josh Mahony,647,284,355,8
Washington,270 Fay 04,U.S. House,3,DEM,Josh Mahony,362,158,194,10
Washington,280 Fay 05,U.S. House,3,DEM,Josh Mahony,935,382,532,21
Washington,290 Fay 06,U.S. House,3,DEM,Josh Mahony,793,327,444,22
Washington,300 Fay 07,U.S. House,3,DEM,Josh Mahony,503,154,341,8
Washington,310 Fay 08,U.S. House,3,DEM,Josh Mahony,682,230,435,17
Washington,320 Fay 09,U.S. House,3,DEM,Josh Mahony,681,270,396,15
Washington,330 Fay 10,U.S. House,3,DEM,Josh Mahony,264,82,182,0
Washington,331 Fay 11,U.S. House,3,DEM,Josh Mahony,519,177,337,5
Washington,332 Fay 12,U.S. House,3,DEM,Josh Mahony,708,233,467,8
Washington,333 Fay 13,U.S. House,3,DEM,Josh Mahony,401,222,174,5
Washington,334 Fay 14,U.S. House,3,DEM,Josh Mahony,169,65,101,3
Washington,335 Fay 15,U.S. House,3,DEM,Josh Mahony,201,107,91,3
Washington,336 Fay 16,U.S. House,3,DEM,Josh Mahony,27,8,13,6
Washington,337 Fay 17,U.S. House,3,DEM,Josh Mahony,577,223,341,13
Washington,338 Fay 18,U.S. House,3,DEM,Josh Mahony,491,196,282,13
Washington,339 Fay 19,U.S. House,3,DEM,Josh Mahony,710,238,457,15
Washington,340 Fay 20,U.S. House,3,DEM,Josh Mahony,589,256,323,10
Washington,341 Fay 21,U.S. House,3,DEM,Josh Mahony,284,83,198,3
Washington,342 Fay 22,U.S. House,3,DEM,Josh Mahony,615,240,366,9
Washington,343 Fay 23,U.S. House,3,DEM,Josh Mahony,481,195,280,6
Washington,344 Fay 24,U.S. House,3,DEM,Josh Mahony,226,89,134,3
Washington,345 Fay 25,U.S. House,3,DEM,Josh Mahony,542,140,390,12
Washington,346 Fay 26,U.S. House,3,DEM,Josh Mahony,319,125,186,8
Washington,347 Fay 27,U.S. House,3,DEM,Josh Mahony,538,186,350,2
Washington,348 Fay 28,U.S. House,3,DEM,Josh Mahony,372,102,258,12
Washington,349 Fay 29,U.S. House,3,DEM,Josh Mahony,304,98,194,12
Washington,350 Fay 30,U.S. House,3,DEM,Josh Mahony,444,137,298,9
Washington,351 Fay 31,U.S. House,3,DEM,Josh Mahony,631,209,412,10
Washington,352 Fay 32,U.S. House,3,DEM,Josh Mahony,250,83,166,1
Washington,353 Fay 33,U.S. House,3,DEM,Josh Mahony,20,15,5,0
Washington,354 Fay 34,U.S. House,3,DEM,Josh Mahony,54,1,51,2
Washington,355 Fay 35,U.S. House,3,DEM,Josh Mahony,244,84,140,20
Washington,356 Fay 36,U.S. House,3,DEM,Josh Mahony,256,84,165,7
Washington,357 Fay 37,U.S. House,3,DEM,Josh Mahony,62,25,37,0
Washington,358 Fay 38,U.S. House,3,DEM,Josh Mahony,123,51,70,2
Washington,359 Fay 39,U.S. House,3,DEM,Josh Mahony,87,19,67,1
Washington,360 Fay 40,U.S. House,3,DEM,Josh Mahony,572,257,314,1
Washington,361 Fay 41,U.S. House,3,DEM,Josh Mahony,40,16,24,0
Washington,362 Fay 42,U.S. House,3,DEM,Josh Mahony,228,79,143,6
Washington,363 Fay 43,U.S. House,3,DEM,Josh Mahony,24,4,20,0
Washington,364 Fay 44,U.S. House,3,DEM,Josh Mahony,151,56,91,4
Washington,365 Fay 45,U.S. House,3,DEM,Josh Mahony,14,2,11,1
Washington,366 Fay 46,U.S. House,3,DEM,Josh Mahony,76,35,40,1
Washington,367 Fay 47,U.S. House,3,DEM,Josh Mahony,0,0,0,0
Washington,368 Fay 48,U.S. House,3,DEM,Josh Mahony,0,0,0,0
Washington,369 Greenland City,U.S. House,3,DEM,Josh Mahony,200,103,92,5
Washington,370 Greenland Twp,U.S. House,3,DEM,Josh Mahony,180,77,100,3
Washington,373 Goshen City,U.S. House,3,DEM,Josh Mahony,233,118,107,8
Washington,375 Goshen Twp,U.S. House,3,DEM,Josh Mahony,129,70,56,3
Washington,380 Harmon,U.S. House,3,DEM,Josh Mahony,104,49,52,3
Washington,381 Harmon-S,U.S. House,3,DEM,Josh Mahony,14,6,8,0
Washington,400 Illinois,U.S. House,3,DEM,Josh Mahony,27,25,2,0
Washington,419 Johnson Twp-H,U.S. House,3,DEM,Josh Mahony,0,0,0,0
Washington,420 Johnson Twp,U.S. House,3,DEM,Josh Mahony,56,22,34,0
Washington,421 Johnson City,U.S. House,3,DEM,Josh Mahony,482,220,259,3
Washington,422 Johnson City-S,U.S. House,3,DEM,Josh Mahony,2,1,1,0
Washington,440 Lees Creek,U.S. House,3,DEM,Josh Mahony,98,59,36,3
Washington,460 Lincoln,U.S. House,3,DEM,Josh Mahony,148,92,56,0
Washington,480 Litteral,U.S. House,3,DEM,Josh Mahony,263,126,130,7
Washington,500 Marrs Hill,U.S. House,3,DEM,Josh Mahony,107,36,71,0
Washington,520 Morrow,U.S. House,3,DEM,Josh Mahony,20,14,6,0
Washington,541 Prairie Twp 1,U.S. House,3,DEM,Josh Mahony,510,180,323,7
Washington,542 Prairie Twp 2,U.S. House,3,DEM,Josh Mahony,163,66,95,2
Washington,543 Prairie Twp 3,U.S. House,3,DEM,Josh Mahony,7,2,5,0
Washington,544 Prairie Twp 4,U.S. House,3,DEM,Josh Mahony,47,11,34,2
Washington,545 Prairie Twp 5,U.S. House,3,DEM,Josh Mahony,147,40,102,5
Washington,560 Prairie Gr City,U.S. House,3,DEM,Josh Mahony,477,151,310,16
Washington,561 Prairie Gr City-Senate,U.S. House,3,DEM,Josh Mahony,15,5,10,0
Washington,562 Prairie Gr City-House,U.S. House,3,DEM,Josh Mahony,47,18,28,1
Washington,580 Prairie Gr Twp,U.S. House,3,DEM,Josh Mahony,84,30,54,0
Washington,581 Prairie Gr Twp-Senate,U.S. House,3,DEM,Josh Mahony,52,8,38,6
Washington,620 Reed,U.S. House,3,DEM,Josh Mahony,31,17,14,0
Washington,640 Rheas Mill,U.S. House,3,DEM,Josh Mahony,32,31,1,0
Washington,660 Richland,U.S. House,3,DEM,Josh Mahony,18,5,13,0
Washington,661 Richland-Senate,U.S. House,3,DEM,Josh Mahony,80,24,55,1
Washington,680 Spg 01,U.S. House,3,DEM,Josh Mahony,157,87,67,3
Washington,690 Spg 02,U.S. House,3,DEM,Josh Mahony,229,115,112,2
Washington,700 Spg 03,U.S. House,3,DEM,Josh Mahony,431,208,215,8
Washington,710 Spg 04,U.S. House,3,DEM,Josh Mahony,252,121,122,9
Washington,720 Spg 05,U.S. House,3,DEM,Josh Mahony,324,173,148,3
Washington,730 Spg 06,U.S. House,3,DEM,Josh Mahony,241,160,80,1
Washington,740 Spg 07,U.S. House,3,DEM,Josh Mahony,100,54,46,0
Washington,741 Spg 08,U.S. House,3,DEM,Josh Mahony,119,69,49,1
Washington,742 Spg 09,U.S. House,3,DEM,Josh Mahony,199,95,102,2
Washington,743 Spg 10,U.S. House,3,DEM,Josh Mahony,107,35,70,2
Washington,744 Spg 11,U.S. House,3,DEM,Josh Mahony,361,133,224,4
Washington,745 Spg 12,U.S. House,3,DEM,Josh Mahony,278,148,126,4
Washington,746 Spg 13,U.S. House,3,DEM,Josh Mahony,129,82,47,0
Washington,747 Spg 14,U.S. House,3,DEM,Josh Mahony,304,158,141,5
Washington,748 Spg 15,U.S. House,3,DEM,Josh Mahony,322,154,166,2
Washington,749 Spg 16,U.S. House,3,DEM,Josh Mahony,196,123,71,2
Washington,752 Spg 17,U.S. House,3,DEM,Josh Mahony,544,264,270,10
Washington,753 Spg 18,U.S. House,3,DEM,Josh Mahony,248,112,135,1
Washington,754 Spg 19,U.S. House,3,DEM,Josh Mahony,177,83,90,4
Washington,755 Spg 20,U.S. House,3,DEM,Josh Mahony,27,17,10,0
Washington,756 Spg 21,U.S. House,3,DEM,Josh Mahony,74,40,34,0
Washington,757 Spg 22,U.S. House,3,DEM,Josh Mahony,23,4,16,3
Washington,758 Spg 23,U.S. House,3,DEM,Josh Mahony,173,72,99,2
Washington,759 Spg 24,U.S. House,3,DEM,Josh Mahony,69,43,26,0
Washington,760 Spg 25,U.S. House,3,DEM,Josh Mahony,11,5,6,0
Washington,761 Spg 26,U.S. House,3,DEM,Josh Mahony,48,18,29,1
Washington,762 Spg 27,U.S. House,3,DEM,Josh Mahony,61,20,37,4
Washington,779 Spg Twp,U.S. House,3,DEM,Josh Mahony,238,120,117,1
Washington,780 Starr Hill,U.S. House,3,DEM,Josh Mahony,102,67,34,1
Washington,800 Tontitown City-1,U.S. House,3,DEM,Josh Mahony,198,92,104,2
Washington,801 Tontitown City-2,U.S. House,3,DEM,Josh Mahony,130,44,81,5
Washington,802 Tontitown City-3,U.S. House,3,DEM,Josh Mahony,5,2,3,0
Washington,803 Tontitown City-4,U.S. House,3,DEM,Josh Mahony,5,0,5,0
Washington,804 Tontitown City-5,U.S. House,3,DEM,Josh Mahony,0,0,0,0
Washington,807 Tontitown Twp,U.S. House,3,DEM,Josh Mahony,2,0,2,0
Washington,810 Valley,U.S. House,3,DEM,Josh Mahony,98,36,61,1
Washington,811 Valley-S,U.S. House,3,DEM,Josh Mahony,2,0,2,0
Washington,812 Valley-H,U.S. House,3,DEM,Josh Mahony,37,15,20,2
Washington,820 Vineyard,U.S. House,3,DEM,Josh Mahony,20,18,2,0
Washington,830 War Eagle,U.S. House,3,DEM,Josh Mahony,19,8,11,0
Washington,840 Wedington,U.S. House,3,DEM,Josh Mahony,26,16,10,0
Washington,860 West Fork City-1,U.S. House,3,DEM,Josh Mahony,248,81,163,4
Washington,861 West Fork City-2,U.S. House,3,DEM,Josh Mahony,30,10,19,1
Washington,862 West Fork City-3,U.S. House,3,DEM,Josh Mahony,4,0,4,0
Washington,880 West Fork Twp,U.S. House,3,DEM,Josh Mahony,107,41,63,3
Washington,881 West Fork Twp-H,U.S. House,3,DEM,Josh Mahony,72,23,46,3
Washington,900 Wheeler,U.S. House,3,DEM,Josh Mahony,138,74,60,4
Washington,901 Wheeler-S,U.S. House,3,DEM,Josh Mahony,0,0,0,0
Washington,902 Wheeler-H,U.S. House,3,DEM,Josh Mahony,102,47,55,0
Washington,920 White River,U.S. House,3,DEM,Josh Mahony,63,22,40,1
Washington,930 White River-H,U.S. House,3,DEM,Josh Mahony,18,4,14,0
Washington,931 White River-S,U.S. House,3,DEM,Josh Mahony,20,8,12,0
Washington,940 Winslow Twp,U.S. House,3,DEM,Josh Mahony,99,59,38,2
Washington,950 Winslow City,U.S. House,3,DEM,Josh Mahony,63,41,21,1
Washington,960 Wyman,U.S. House,3,DEM,Josh Mahony,102,39,62,1
Washington,020 Boston,U.S. House,3,REP,Congressman Steve Womack,95,80,14,1
Washington,040 Brush Creek,U.S. House,3,REP,Congressman Steve Womack,580,369,209,2
Washington,060 Cane Hill,U.S. House,3,REP,Congressman Steve Womack,343,203,134,6
Washington,080 Center,U.S. House,3,REP,Congressman Steve Womack,313,138,175,0
Washington,082 Center-2,U.S. House,3,REP,Congressman Steve Womack,36,15,21,0
Washington,085 Center House,U.S. House,3,REP,Congressman Steve Womack,26,11,15,0
Washington,100 Cove Creek,U.S. House,3,REP,Congressman Steve Womack,179,125,53,1
Washington,110 Cove Creek-S,U.S. House,3,REP,Congressman Steve Womack,14,7,7,0
Washington,120 Crawford,U.S. House,3,REP,Congressman Steve Womack,225,156,67,2
Washington,140 Durham,U.S. House,3,REP,Congressman Steve Womack,190,115,71,4
Washington,160 Dutch Mills,U.S. House,3,REP,Congressman Steve Womack,78,61,16,1
Washington,180 Elkins,U.S. House,3,REP,Congressman Steve Womack,508,235,266,7
Washington,181 Elkins-H,U.S. House,3,REP,Congressman Steve Womack,72,33,39,0
Washington,200 Elm Springs Twp,U.S. House,3,REP,Congressman Steve Womack,137,84,53,0
Washington,210 Elm Springs City,U.S. House,3,REP,Congressman Steve Womack,564,356,208,0
Washington,220 Farmington-1,U.S. House,3,REP,Congressman Steve Womack,395,209,177,9
Washington,221 Farmington-S,U.S. House,3,REP,Congressman Steve Womack,60,24,34,2
Washington,222 Farmington-2,U.S. House,3,REP,Congressman Steve Womack,979,450,511,18
Washington,240 Fay 01,U.S. House,3,REP,Congressman Steve Womack,78,37,41,0
Washington,250 Fay 02,U.S. House,3,REP,Congressman Steve Womack,115,60,55,0
Washington,260 Fay 03,U.S. House,3,REP,Congressman Steve Womack,237,156,81,0
Washington,270 Fay 04,U.S. House,3,REP,Congressman Steve Womack,84,43,40,1
Washington,280 Fay 05,U.S. House,3,REP,Congressman Steve Womack,231,121,103,7
Washington,290 Fay 06,U.S. House,3,REP,Congressman Steve Womack,508,287,203,18
Washington,300 Fay 07,U.S. House,3,REP,Congressman Steve Womack,195,80,111,4
Washington,310 Fay 08,U.S. House,3,REP,Congressman Steve Womack,204,83,118,3
Washington,320 Fay 09,U.S. House,3,REP,Congressman Steve Womack,190,91,91,8
Washington,330 Fay 10,U.S. House,3,REP,Congressman Steve Womack,139,72,64,3
Washington,331 Fay 11,U.S. House,3,REP,Congressman Steve Womack,459,232,224,3
Washington,332 Fay 12,U.S. House,3,REP,Congressman Steve Womack,648,286,355,7
