county,precinct,office,district,party,candidate,votes,absentee,election_day,provisional,early_vote
Newton,Big Creek,State Representative District 83,,NON,J. Donald Ragland,5,0,5,0,0
Newton,Boston,State Representative District 83,,NON,J. Donald Ragland,6,0,6,0,0
Newton,Dogpatch,State Representative District 83,,NON,J. Donald Ragland,14,0,14,0,0
Newton,Grove,State Representative District 83,,NON,J. Donald Ragland,33,0,33,0,0
Newton,Hasty,State Representative District 83,,NON,J. Donald Ragland,7,0,7,0,0
Newton,Hickory Grove,State Representative District 83,,NON,J. Donald Ragland,10,0,10,0,0
Newton,Hudson,State Representative District 83,,NON,J. Donald Ragland,9,0,9,0,0
Newton,Jackson,State Representative District 83,,NON,J. Donald Ragland,111,89,17,3,2
Newton,Jefferson,State Representative District 83,,NON,J. Donald Ragland,29,0,29,0,0
Newton,Low Gap,State Representative District 83,,NON,J. Donald Ragland,19,0,19,0,0
Newton,Mt. Sherman,State Representative District 83,,NON,J. Donald Ragland,9,0,9,0,0
Newton,Murray,State Representative District 83,,NON,J. Donald Ragland,2,0,2,0,0
Newton,Polk,State Representative District 83,,NON,J. Donald Ragland,7,0,7,0,0
Newton,Ponca,State Representative District 83,,NON,J. Donald Ragland,14,0,14,0,0
Newton,Pleasant Hill,State Representative District 83,,NON,J. Donald Ragland,33,0,33,0,0
Newton,Lincoln,State Representative District 83,,NON,J. Donald Ragland,7,0,7,0,0
Newton,Richland,State Representative District 83,,NON,J. Donald Ragland,40,0,40,0,0
Newton,Van Buren,State Representative District 83,,NON,J. Donald Ragland,7,0,7,0,0
Newton,White,State Representative District 83,,NON,J. Donald Ragland,9,0,9,0,0
Newton,Big Creek,State Representative District 83,,NON,Timmy Reid,24,0,24,0,0
Newton,Boston,State Representative District 83,,NON,Timmy Reid,7,0,7,0,0
Newton,Dogpatch,State Representative District 83,,NON,Timmy Reid,22,0,22,0,0
Newton,Grove,State Representative District 83,,NON,Timmy Reid,30,0,30,0,0
Newton,Hasty,State Representative District 83,,NON,Timmy Reid,16,0,16,0,0
Newton,Hickory Grove,State Representative District 83,,NON,Timmy Reid,7,0,7,0,0
Newton,Hudson,State Representative District 83,,NON,Timmy Reid,27,0,27,0,0
Newton,Jackson,State Representative District 83,,NON,Timmy Reid,107,76,26,1,4
Newton,Jefferson,State Representative District 83,,NON,Timmy Reid,6,0,6,0,0
Newton,Low Gap,State Representative District 83,,NON,Timmy Reid,5,0,5,0,0
Newton,Mt. Sherman,State Representative District 83,,NON,Timmy Reid,17,0,17,0,0
Newton,Murray,State Representative District 83,,NON,Timmy Reid,11,0,11,0,0
Newton,Polk,State Representative District 83,,NON,Timmy Reid,27,0,27,0,0
Newton,Ponca,State Representative District 83,,NON,Timmy Reid,5,0,5,0,0
Newton,Pleasant Hill,State Representative District 83,,NON,Timmy Reid,27,0,27,0,0
Newton,Lincoln,State Representative District 83,,NON,Timmy Reid,12,0,12,0,0
Newton,Richland,State Representative District 83,,NON,Timmy Reid,5,0,5,0,0
