county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee,provisional
Perry,1-Aplin,U.S. House,2,REP,Congressman French Hill,88,57,31,0,0
Perry,2-Casa,U.S. House,2,REP,Congressman French Hill,116,73,42,1,0
Perry,3-Cherry Hill,U.S. House,2,REP,Congressman French Hill,69,21,47,1,0
Perry,4-Fourche,U.S. House,2,REP,Congressman French Hill,386,104,280,2,0
Perry,5-Houston,U.S. House,2,REP,Congressman French Hill,218,105,113,0,0
Perry,6-Kenney,U.S. House,2,REP,Congressman French Hill,47,27,20,0,0
Perry,7-Lake,U.S. House,2,REP,Congressman French Hill,143,48,95,0,0
Perry,8-Maumelle,U.S. House,2,REP,Congressman French Hill,165,54,108,2,1
Perry,9-New Tennessee,U.S. House,2,REP,Congressman French Hill,58,36,21,1,0
Perry,10-Perry,U.S. House,2,REP,Congressman French Hill,238,157,78,3,0
Perry,11-Petit Jean,U.S. House,2,REP,Congressman French Hill,99,52,47,0,0
Perry,12-Rankin,U.S. House,2,REP,Congressman French Hill,278,95,183,0,0
Perry,13-Rose Creek,U.S. House,2,REP,Congressman French Hill,54,28,24,2,0
Perry,14-Tyler,U.S. House,2,REP,Congressman French Hill,60,56,4,0,0
Perry,15-Union,U.S. House,2,REP,Congressman French Hill,226,149,77,0,0
Perry,16-Union Valley,U.S. House,2,REP,Congressman French Hill,100,35,62,2,1
Perry,17-Wye,U.S. House,2,REP,Congressman French Hill,223,151,70,2,0
Perry,1-Aplin,Governor,,LIB,Mark West,3,2,1,0,0
Perry,2-Casa,Governor,,LIB,Mark West,9,9,0,0,0
Perry,3-Cherry Hill,Governor,,LIB,Mark West,2,0,2,0,0
Perry,4-Fourche,Governor,,LIB,Mark West,12,3,9,0,0
Perry,5-Houston,Governor,,LIB,Mark West,11,6,5,0,0
Perry,6-Kenney,Governor,,LIB,Mark West,5,2,3,0,0
Perry,7-Lake,Governor,,LIB,Mark West,6,2,4,0,0
Perry,8-Maumelle,Governor,,LIB,Mark West,5,1,4,0,0
Perry,9-New Tennessee,Governor,,LIB,Mark West,1,0,1,0,0
Perry,10-Perry,Governor,,LIB,Mark West,11,6,5,0,0
Perry,11-Petit Jean,Governor,,LIB,Mark West,10,5,5,0,0
Perry,12-Rankin,Governor,,LIB,Mark West,20,8,12,0,0
Perry,13-Rose Creek,Governor,,LIB,Mark West,5,0,5,0,0
Perry,14-Tyler,Governor,,LIB,Mark West,0,0,0,0,0
Perry,15-Union,Governor,,LIB,Mark West,13,8,5,0,0
Perry,16-Union Valley,Governor,,LIB,Mark West,1,1,0,0,0
Perry,17-Wye,Governor,,LIB,Mark West,18,17,1,0,0
Perry,1-Aplin,Governor,,REP,Governor Asa Hutchinson,94,59,35,0,0
Perry,2-Casa,Governor,,REP,Governor Asa Hutchinson,121,73,47,1,0
Perry,3-Cherry Hill,Governor,,REP,Governor Asa Hutchinson,77,25,51,1,0
Perry,4-Fourche,Governor,,REP,Governor Asa Hutchinson,429,116,310,2,1
Perry,5-Houston,Governor,,REP,Governor Asa Hutchinson,225,114,110,1,0
Perry,6-Kenney,Governor,,REP,Governor Asa Hutchinson,46,27,19,0,0
Perry,7-Lake,Governor,,REP,Governor Asa Hutchinson,152,50,102,0,0
Perry,8-Maumelle,Governor,,REP,Governor Asa Hutchinson,193,58,132,2,1
Perry,9-New Tennessee,Governor,,REP,Governor Asa Hutchinson,61,39,21,1,0
Perry,10-Perry,Governor,,REP,Governor Asa Hutchinson,259,175,81,3,0
Perry,11-Petit Jean,Governor,,REP,Governor Asa Hutchinson,102,54,48,0,0
Perry,12-Rankin,Governor,,REP,Governor Asa Hutchinson,292,96,196,0,0
Perry,13-Rose Creek,Governor,,REP,Governor Asa Hutchinson,52,30,20,2,0
Perry,14-Tyler,Governor,,REP,Governor Asa Hutchinson,65,61,4,0,0
Perry,15-Union,Governor,,REP,Governor Asa Hutchinson,229,151,78,0,0
Perry,16-Union Valley,Governor,,REP,Governor Asa Hutchinson,105,35,67,2,1
Perry,17-Wye,Governor,,REP,Governor Asa Hutchinson,229,154,73,2,0
Perry,1-Aplin,Governor,,DEM,Jared K. Henderson,21,9,11,1,0
Perry,2-Casa,Governor,,DEM,Jared K. Henderson,37,17,20,0,0
Perry,3-Cherry Hill,Governor,,DEM,Jared K. Henderson,18,4,14,0,0
Perry,4-Fourche,Governor,,DEM,Jared K. Henderson,138,49,87,2,0
Perry,5-Houston,Governor,,DEM,Jared K. Henderson,50,28,21,1,0
Perry,6-Kenney,Governor,,DEM,Jared K. Henderson,4,0,3,1,0
Perry,7-Lake,Governor,,DEM,Jared K. Henderson,33,9,23,1,0
Perry,8-Maumelle,Governor,,DEM,Jared K. Henderson,40,11,28,1,0
Perry,9-New Tennessee,Governor,,DEM,Jared K. Henderson,9,6,3,0,0
Perry,10-Perry,Governor,,DEM,Jared K. Henderson,73,48,21,4,0
Perry,11-Petit Jean,Governor,,DEM,Jared K. Henderson,23,15,8,0,0
Perry,12-Rankin,Governor,,DEM,Jared K. Henderson,110,33,77,0,0
Perry,13-Rose Creek,Governor,,DEM,Jared K. Henderson,16,12,4,0,0
Perry,14-Tyler,Governor,,DEM,Jared K. Henderson,20,18,2,0,0
Perry,15-Union,Governor,,DEM,Jared K. Henderson,101,68,28,5,0
Perry,16-Union Valley,Governor,,DEM,Jared K. Henderson,40,14,23,3,0
Perry,17-Wye,Governor,,DEM,Jared K. Henderson,105,72,29,4,0
Perry,1-Aplin,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,93,57,36,0,0
Perry,2-Casa,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,132,82,49,1,0
Perry,3-Cherry Hill,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,75,22,52,1,0
Perry,4-Fourche,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,436,116,317,2,1
Perry,5-Houston,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,225,110,115,0,0
Perry,6-Kenney,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,48,27,21,0,0
Perry,7-Lake,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,152,48,104,0,0
Perry,8-Maumelle,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,188,57,128,2,1
Perry,9-New Tennessee,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,59,37,21,1,0
Perry,10-Perry,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,258,174,81,3,0
Perry,11-Petit Jean,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,107,56,51,0,0
Perry,12-Rankin,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,301,102,199,0,0
Perry,13-Rose Creek,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,54,29,23,2,0
Perry,14-Tyler,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,62,58,4,0,0
Perry,15-Union,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,234,155,79,0,0
Perry,16-Union Valley,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,98,33,62,2,1
Perry,17-Wye,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,232,160,70,2,0
Perry,1-Aplin,Lieutenant Governor,,LIB,Frank Gilbert,5,4,1,0,0
Perry,2-Casa,Lieutenant Governor,,LIB,Frank Gilbert,4,3,1,0,0
Perry,3-Cherry Hill,Lieutenant Governor,,LIB,Frank Gilbert,2,2,0,0,0
Perry,4-Fourche,Lieutenant Governor,,LIB,Frank Gilbert,13,4,9,0,0
Perry,5-Houston,Lieutenant Governor,,LIB,Frank Gilbert,4,2,2,0,0
Perry,6-Kenney,Lieutenant Governor,,LIB,Frank Gilbert,2,1,1,0,0
Perry,7-Lake,Lieutenant Governor,,LIB,Frank Gilbert,9,3,6,0,0
Perry,8-Maumelle,Lieutenant Governor,,LIB,Frank Gilbert,6,2,4,0,0
Perry,9-New Tennessee,Lieutenant Governor,,LIB,Frank Gilbert,2,1,1,0,0
Perry,10-Perry,Lieutenant Governor,,LIB,Frank Gilbert,16,10,6,0,0
Perry,11-Petit Jean,Lieutenant Governor,,LIB,Frank Gilbert,6,4,2,0,0
Perry,12-Rankin,Lieutenant Governor,,LIB,Frank Gilbert,13,7,6,0,0
Perry,13-Rose Creek,Lieutenant Governor,,LIB,Frank Gilbert,2,0,2,0,0
Perry,14-Tyler,Lieutenant Governor,,LIB,Frank Gilbert,1,0,1,0,0
Perry,15-Union,Lieutenant Governor,,LIB,Frank Gilbert,11,8,3,0,0
Perry,16-Union Valley,Lieutenant Governor,,LIB,Frank Gilbert,2,1,1,0,0
Perry,17-Wye,Lieutenant Governor,,LIB,Frank Gilbert,10,10,0,0,0
Perry,1-Aplin,Lieutenant Governor,,DEM,Anthony Bland,19,8,10,1,0
Perry,2-Casa,Lieutenant Governor,,DEM,Anthony Bland,33,16,17,0,0
Perry,3-Cherry Hill,Lieutenant Governor,,DEM,Anthony Bland,19,5,14,0,0
Perry,4-Fourche,Lieutenant Governor,,DEM,Anthony Bland,129,47,80,2,0
Perry,5-Houston,Lieutenant Governor,,DEM,Anthony Bland,54,35,18,1,0
Perry,6-Kenney,Lieutenant Governor,,DEM,Anthony Bland,5,1,3,1,0
Perry,7-Lake,Lieutenant Governor,,DEM,Anthony Bland,29,11,17,1,0
Perry,8-Maumelle,Lieutenant Governor,,DEM,Anthony Bland,44,13,30,1,0
Perry,9-New Tennessee,Lieutenant Governor,,DEM,Anthony Bland,12,9,3,0,0
Perry,10-Perry,Lieutenant Governor,,DEM,Anthony Bland,70,47,19,4,0
Perry,11-Petit Jean,Lieutenant Governor,,DEM,Anthony Bland,21,13,8,0,0
Perry,12-Rankin,Lieutenant Governor,,DEM,Anthony Bland,109,29,80,0,0
Perry,13-Rose Creek,Lieutenant Governor,,DEM,Anthony Bland,17,13,4,0,0
Perry,14-Tyler,Lieutenant Governor,,DEM,Anthony Bland,22,21,1,0,0
Perry,15-Union,Lieutenant Governor,,DEM,Anthony Bland,94,61,29,4,0
Perry,16-Union Valley,Lieutenant Governor,,DEM,Anthony Bland,43,14,26,3,0
Perry,17-Wye,Lieutenant Governor,,DEM,Anthony Bland,109,72,33,4,0
Perry,1-Aplin,Attorney General,,REP,Attorney General Leslie Rutledge,98,62,36,0,0
Perry,2-Casa,Attorney General,,REP,Attorney General Leslie Rutledge,124,77,46,1,0
Perry,3-Cherry Hill,Attorney General,,REP,Attorney General Leslie Rutledge,71,21,49,1,0
Perry,4-Fourche,Attorney General,,REP,Attorney General Leslie Rutledge,408,110,296,2,0
Perry,5-Houston,Attorney General,,REP,Attorney General Leslie Rutledge,219,111,108,0,0
Perry,6-Kenney,Attorney General,,REP,Attorney General Leslie Rutledge,48,26,22,0,0
Perry,7-Lake,Attorney General,,REP,Attorney General Leslie Rutledge,145,47,98,0,0
Perry,8-Maumelle,Attorney General,,REP,Attorney General Leslie Rutledge,179,56,120,2,1
Perry,9-New Tennessee,Attorney General,,REP,Attorney General Leslie Rutledge,57,36,20,1,0
Perry,10-Perry,Attorney General,,REP,Attorney General Leslie Rutledge,237,159,76,2,0
Perry,11-Petit Jean,Attorney General,,REP,Attorney General Leslie Rutledge,96,49,47,0,0
Perry,12-Rankin,Attorney General,,REP,Attorney General Leslie Rutledge,273,89,184,0,0
Perry,13-Rose Creek,Attorney General,,REP,Attorney General Leslie Rutledge,50,27,21,2,0
Perry,14-Tyler,Attorney General,,REP,Attorney General Leslie Rutledge,61,57,4,0,0
Perry,15-Union,Attorney General,,REP,Attorney General Leslie Rutledge,218,140,78,0,0
Perry,16-Union Valley,Attorney General,,REP,Attorney General Leslie Rutledge,104,35,67,2,0
Perry,17-Wye,Attorney General,,REP,Attorney General Leslie Rutledge,229,156,71,2,0
Perry,1-Aplin,Attorney General,,DEM,Mike Lee,19,7,11,1,0
Perry,2-Casa,Attorney General,,DEM,Mike Lee,35,17,18,0,0
Perry,3-Cherry Hill,Attorney General,,DEM,Mike Lee,25,7,18,0,0
Perry,4-Fourche,Attorney General,,DEM,Mike Lee,158,53,102,2,1
Perry,5-Houston,Attorney General,,DEM,Mike Lee,60,36,22,2,0
Perry,6-Kenney,Attorney General,,DEM,Mike Lee,6,2,3,1,0
Perry,7-Lake,Attorney General,,DEM,Mike Lee,38,12,25,1,0
Perry,8-Maumelle,Attorney General,,DEM,Mike Lee,51,14,36,1,0
Perry,9-New Tennessee,Attorney General,,DEM,Mike Lee,13,10,3,0,0
Perry,10-Perry,Attorney General,,DEM,Mike Lee,86,58,23,5,0
Perry,11-Petit Jean,Attorney General,,DEM,Mike Lee,33,21,12,0,0
Perry,12-Rankin,Attorney General,,DEM,Mike Lee,129,40,89,0,0
Perry,13-Rose Creek,Attorney General,,DEM,Mike Lee,20,16,4,0,0
Perry,14-Tyler,Attorney General,,DEM,Mike Lee,22,21,1,0,0
Perry,15-Union,Attorney General,,DEM,Mike Lee,113,77,31,5,0
Perry,16-Union Valley,Attorney General,,DEM,Mike Lee,41,15,23,3,0
Perry,17-Wye,Attorney General,,DEM,Mike Lee,108,72,32,4,0
Perry,1-Aplin,Attorney General,,LIB,Kerry Hicks,2,2,0,0,0
Perry,2-Casa,Attorney General,,LIB,Kerry Hicks,8,5,3,0,0
Perry,3-Cherry Hill,Attorney General,,LIB,Kerry Hicks,1,1,0,0,0
Perry,4-Fourche,Attorney General,,LIB,Kerry Hicks,11,4,7,0,0
Perry,5-Houston,Attorney General,,LIB,Kerry Hicks,5,0,5,0,0
Perry,6-Kenney,Attorney General,,LIB,Kerry Hicks,1,1,0,0,0
Perry,7-Lake,Attorney General,,LIB,Kerry Hicks,8,3,5,0,0
Perry,8-Maumelle,Attorney General,,LIB,Kerry Hicks,5,2,3,0,0
Perry,9-New Tennessee,Attorney General,,LIB,Kerry Hicks,3,1,2,0,0
Perry,10-Perry,Attorney General,,LIB,Kerry Hicks,20,13,7,0,0
Perry,11-Petit Jean,Attorney General,,LIB,Kerry Hicks,7,5,2,0,0
Perry,12-Rankin,Attorney General,,LIB,Kerry Hicks,20,9,11,0,0
Perry,13-Rose Creek,Attorney General,,LIB,Kerry Hicks,4,0,4,0,0
Perry,14-Tyler,Attorney General,,LIB,Kerry Hicks,2,1,1,0,0
Perry,15-Union,Attorney General,,LIB,Kerry Hicks,11,8,3,0,0
Perry,16-Union Valley,Attorney General,,LIB,Kerry Hicks,0,0,0,0,0
Perry,17-Wye,Attorney General,,LIB,Kerry Hicks,13,13,0,0,0
Perry,1-Aplin,Secretary of State,,REP,John Thurston Commissioner of State Lands,89,56,33,0,0
Perry,2-Casa,Secretary of State,,REP,John Thurston Commissioner of State Lands,119,73,45,1,0
Perry,3-Cherry Hill,Secretary of State,,REP,John Thurston Commissioner of State Lands,71,21,49,1,0
Perry,4-Fourche,Secretary of State,,REP,John Thurston Commissioner of State Lands,399,105,291,2,1
Perry,5-Houston,Secretary of State,,REP,John Thurston Commissioner of State Lands,212,106,106,0,0
Perry,6-Kenney,Secretary of State,,REP,John Thurston Commissioner of State Lands,47,25,22,0,0
Perry,7-Lake,Secretary of State,,REP,John Thurston Commissioner of State Lands,134,43,91,0,0
Perry,8-Maumelle,Secretary of State,,REP,John Thurston Commissioner of State Lands,176,56,117,2,1
Perry,9-New Tennessee,Secretary of State,,REP,John Thurston Commissioner of State Lands,58,35,22,1,0
Perry,10-Perry,Secretary of State,,REP,John Thurston Commissioner of State Lands,234,159,73,2,0
Perry,11-Petit Jean,Secretary of State,,REP,John Thurston Commissioner of State Lands,96,47,49,0,0
Perry,12-Rankin,Secretary of State,,REP,John Thurston Commissioner of State Lands,273,94,179,0,0
Perry,13-Rose Creek,Secretary of State,,REP,John Thurston Commissioner of State Lands,50,25,23,2,0
Perry,14-Tyler,Secretary of State,,REP,John Thurston Commissioner of State Lands,59,55,4,0,0
Perry,15-Union,Secretary of State,,REP,John Thurston Commissioner of State Lands,231,152,79,0,0
Perry,16-Union Valley,Secretary of State,,REP,John Thurston Commissioner of State Lands,98,34,62,2,0
Perry,17-Wye,Secretary of State,,REP,John Thurston Commissioner of State Lands,219,147,70,2,0
Perry,1-Aplin,Secretary of State,,LIB,Christopher Olson,4,4,0,0,0
Perry,2-Casa,Secretary of State,,LIB,Christopher Olson,6,4,2,0,0
Perry,3-Cherry Hill,Secretary of State,,LIB,Christopher Olson,3,2,1,0,0
Perry,4-Fourche,Secretary of State,,LIB,Christopher Olson,12,6,6,0,0
Perry,5-Houston,Secretary of State,,LIB,Christopher Olson,3,0,3,0,0
Perry,6-Kenney,Secretary of State,,LIB,Christopher Olson,2,2,0,0,0
Perry,7-Lake,Secretary of State,,LIB,Christopher Olson,7,2,5,0,0
Perry,8-Maumelle,Secretary of State,,LIB,Christopher Olson,6,3,3,0,0
Perry,9-New Tennessee,Secretary of State,,LIB,Christopher Olson,1,1,0,0,0
Perry,10-Perry,Secretary of State,,LIB,Christopher Olson,25,14,11,0,0
Perry,11-Petit Jean,Secretary of State,,LIB,Christopher Olson,7,3,4,0,0
Perry,12-Rankin,Secretary of State,,LIB,Christopher Olson,14,7,7,0,0
Perry,13-Rose Creek,Secretary of State,,LIB,Christopher Olson,2,0,2,0,0
Perry,14-Tyler,Secretary of State,,LIB,Christopher Olson,0,0,0,0,0
Perry,15-Union,Secretary of State,,LIB,Christopher Olson,9,5,4,0,0
Perry,16-Union Valley,Secretary of State,,LIB,Christopher Olson,4,2,2,0,0
Perry,17-Wye,Secretary of State,,LIB,Christopher Olson,15,14,1,0,0
Perry,1-Aplin,Secretary of State,,DEM,Susan Inman,25,10,14,1,0
Perry,2-Casa,Secretary of State,,DEM,Susan Inman,42,22,20,0,0
Perry,3-Cherry Hill,Secretary of State,,DEM,Susan Inman,23,6,17,0,0
Perry,4-Fourche,Secretary of State,,DEM,Susan Inman,163,55,106,2,0
Perry,5-Houston,Secretary of State,,DEM,Susan Inman,65,40,24,1,0
Perry,6-Kenney,Secretary of State,,DEM,Susan Inman,6,2,3,1,0
Perry,7-Lake,Secretary of State,,DEM,Susan Inman,48,16,31,1,0
Perry,8-Maumelle,Secretary of State,,DEM,Susan Inman,57,13,43,1,0
Perry,9-New Tennessee,Secretary of State,,DEM,Susan Inman,13,10,3,0,0
Perry,10-Perry,Secretary of State,,DEM,Susan Inman,84,57,22,5,0
Perry,11-Petit Jean,Secretary of State,,DEM,Susan Inman,30,22,8,0,0
Perry,12-Rankin,Secretary of State,,DEM,Susan Inman,131,33,98,0,0
Perry,13-Rose Creek,Secretary of State,,DEM,Susan Inman,21,17,4,0,0
Perry,14-Tyler,Secretary of State,,DEM,Susan Inman,24,22,2,0,0
Perry,15-Union,Secretary of State,,DEM,Susan Inman,103,69,29,5,0
Perry,16-Union Valley,Secretary of State,,DEM,Susan Inman,42,14,25,3,0
Perry,17-Wye,Secretary of State,,DEM,Susan Inman,116,80,32,4,0
Perry,1-Aplin,State Treasurer,,REP,Treasurer of State Dennis Milligan,97,60,37,0,0
Perry,2-Casa,State Treasurer,,REP,Treasurer of State Dennis Milligan,130,80,49,1,0
Perry,3-Cherry Hill,State Treasurer,,REP,Treasurer of State Dennis Milligan,75,22,52,1,0
Perry,4-Fourche,State Treasurer,,REP,Treasurer of State Dennis Milligan,445,121,321,2,1
Perry,5-Houston,State Treasurer,,REP,Treasurer of State Dennis Milligan,237,121,116,0,0
Perry,6-Kenney,State Treasurer,,REP,Treasurer of State Dennis Milligan,49,26,23,0,0
Perry,7-Lake,State Treasurer,,REP,Treasurer of State Dennis Milligan,150,46,104,0,0
Perry,8-Maumelle,State Treasurer,,REP,Treasurer of State Dennis Milligan,197,59,135,2,1
Perry,9-New Tennessee,State Treasurer,,REP,Treasurer of State Dennis Milligan,59,37,22,0,0
Perry,10-Perry,State Treasurer,,REP,Treasurer of State Dennis Milligan,261,175,83,3,0
Perry,11-Petit Jean,State Treasurer,,REP,Treasurer of State Dennis Milligan,105,52,53,0,0
Perry,12-Rankin,State Treasurer,,REP,Treasurer of State Dennis Milligan,300,98,202,0,0
Perry,13-Rose Creek,State Treasurer,,REP,Treasurer of State Dennis Milligan,59,31,26,2,0
Perry,14-Tyler,State Treasurer,,REP,Treasurer of State Dennis Milligan,69,64,5,0,0
Perry,15-Union,State Treasurer,,REP,Treasurer of State Dennis Milligan,245,166,79,0,0
Perry,16-Union Valley,State Treasurer,,REP,Treasurer of State Dennis Milligan,113,40,69,4,0
Perry,17-Wye,State Treasurer,,REP,Treasurer of State Dennis Milligan,242,166,74,2,0
Perry,1-Aplin,State Treasurer,,LIB,Ashley Ewald,20,9,10,1,0
Perry,2-Casa,State Treasurer,,LIB,Ashley Ewald,34,18,16,0,0
Perry,3-Cherry Hill,State Treasurer,,LIB,Ashley Ewald,20,7,13,0,0
Perry,4-Fourche,State Treasurer,,LIB,Ashley Ewald,121,41,78,2,0
Perry,5-Houston,State Treasurer,,LIB,Ashley Ewald,42,25,16,1,0
Perry,6-Kenney,State Treasurer,,LIB,Ashley Ewald,6,3,2,1,0
Perry,7-Lake,State Treasurer,,LIB,Ashley Ewald,40,16,23,1,0
Perry,8-Maumelle,State Treasurer,,LIB,Ashley Ewald,40,12,27,1,0
Perry,9-New Tennessee,State Treasurer,,LIB,Ashley Ewald,11,7,3,1,0
Perry,10-Perry,State Treasurer,,LIB,Ashley Ewald,79,53,22,4,0
Perry,11-Petit Jean,State Treasurer,,LIB,Ashley Ewald,27,20,7,0,0
Perry,12-Rankin,State Treasurer,,LIB,Ashley Ewald,118,41,77,0,0
Perry,13-Rose Creek,State Treasurer,,LIB,Ashley Ewald,13,10,3,0,0
Perry,14-Tyler,State Treasurer,,LIB,Ashley Ewald,13,12,1,0,0
Perry,15-Union,State Treasurer,,LIB,Ashley Ewald,93,57,31,5,0
Perry,16-Union Valley,State Treasurer,,LIB,Ashley Ewald,28,9,19,0,0
Perry,17-Wye,State Treasurer,,LIB,Ashley Ewald,106,74,28,4,0
Perry,1-Aplin,Auditor of State,,REP,Auditor Andrea Lea,101,60,40,1,0
Perry,2-Casa,Auditor of State,,REP,Auditor Andrea Lea,129,78,50,1,0
Perry,3-Cherry Hill,Auditor of State,,REP,Auditor Andrea Lea,78,22,55,1,0
Perry,4-Fourche,Auditor of State,,REP,Auditor Andrea Lea,444,123,318,2,1
Perry,5-Houston,Auditor of State,,REP,Auditor Andrea Lea,235,120,115,0,0
Perry,6-Kenney,Auditor of State,,REP,Auditor Andrea Lea,49,27,22,0,0
Perry,7-Lake,Auditor of State,,REP,Auditor Andrea Lea,153,50,103,0,0
Perry,8-Maumelle,Auditor of State,,REP,Auditor Andrea Lea,203,59,141,2,1
Perry,9-New Tennessee,Auditor of State,,REP,Auditor Andrea Lea,62,39,22,1,0
Perry,10-Perry,Auditor of State,,REP,Auditor Andrea Lea,272,181,88,3,0
Perry,11-Petit Jean,Auditor of State,,REP,Auditor Andrea Lea,110,57,53,0,0
Perry,12-Rankin,Auditor of State,,REP,Auditor Andrea Lea,308,105,203,0,0
Perry,13-Rose Creek,Auditor of State,,REP,Auditor Andrea Lea,59,31,26,2,0
Perry,14-Tyler,Auditor of State,,REP,Auditor Andrea Lea,73,68,5,0,0
Perry,15-Union,Auditor of State,,REP,Auditor Andrea Lea,250,167,82,1,0
Perry,16-Union Valley,Auditor of State,,REP,Auditor Andrea Lea,117,42,71,4,0
Perry,17-Wye,Auditor of State,,REP,Auditor Andrea Lea,239,161,76,2,0
Perry,1-Aplin,Auditor of State,,LIB,David E. Dinwiddie,14,7,7,0,0
Perry,2-Casa,Auditor of State,,LIB,David E. Dinwiddie,37,21,16,0,0
Perry,3-Cherry Hill,Auditor of State,,LIB,David E. Dinwiddie,19,7,12,0,0
Perry,4-Fourche,Auditor of State,,LIB,David E. Dinwiddie,120,39,80,1,0
Perry,5-Houston,Auditor of State,,LIB,David E. Dinwiddie,43,26,17,0,0
Perry,6-Kenney,Auditor of State,,LIB,David E. Dinwiddie,6,2,3,1,0
Perry,7-Lake,Auditor of State,,LIB,David E. Dinwiddie,37,12,24,1,0
Perry,8-Maumelle,Auditor of State,,LIB,David E. Dinwiddie,33,11,21,1,0
Perry,9-New Tennessee,Auditor of State,,LIB,David E. Dinwiddie,7,4,3,0,0
Perry,10-Perry,Auditor of State,,LIB,David E. Dinwiddie,69,47,18,4,0
Perry,11-Petit Jean,Auditor of State,,LIB,David E. Dinwiddie,23,16,7,0,0
Perry,12-Rankin,Auditor of State,,LIB,David E. Dinwiddie,104,31,73,0,0
Perry,13-Rose Creek,Auditor of State,,LIB,David E. Dinwiddie,14,11,3,0,0
Perry,14-Tyler,Auditor of State,,LIB,David E. Dinwiddie,9,8,1,0,0
Perry,15-Union,Auditor of State,,LIB,David E. Dinwiddie,92,59,29,4,0
