county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee,provisional
Van Buren,02 Barnett,U.S. House,2,DEM,Representative Clarke Tucker,32,29,3,0,0
Van Buren,03 Bradley,U.S. House,2,DEM,Representative Clarke Tucker,104,56,46,2,0
Van Buren,04 Culpepper,U.S. House,2,DEM,Representative Clarke Tucker,31,13,17,1,0
Van Buren,05 Holly Mountain,U.S. House,2,DEM,Representative Clarke Tucker,48,21,25,2,0
Van Buren,06 Choctaw,U.S. House,2,DEM,Representative Clarke Tucker,78,29,43,6,0
Van Buren,07 West Griggs,U.S. House,2,DEM,Representative Clarke Tucker,139,50,86,3,0
Van Buren,08 Craig,U.S. House,2,DEM,Representative Clarke Tucker,62,41,20,1,0
Van Buren,09 Cargile,U.S. House,2,DEM,Representative Clarke Tucker,27,19,6,2,0
Van Buren,10 Davis,U.S. House,2,DEM,Representative Clarke Tucker,85,49,36,0,0
Van Buren,11 Formosa,U.S. House,2,DEM,Representative Clarke Tucker,47,19,28,0,0
Van Buren,12 East Griggs,U.S. House,2,DEM,Representative Clarke Tucker,100,34,64,2,0
Van Buren,15 Mountain,U.S. House,2,DEM,Representative Clarke Tucker,16,13,3,0,0
Van Buren,17 Linn Creek,U.S. House,2,DEM,Representative Clarke Tucker,66,33,27,6,0
Van Buren,19 Red River,U.S. House,2,DEM,Representative Clarke Tucker,79,43,33,3,0
Van Buren,20 Union,U.S. House,2,DEM,Representative Clarke Tucker,130,73,53,4,0
Van Buren,21 Washington,U.S. House,2,DEM,Representative Clarke Tucker,75,40,34,1,0
Van Buren,22 Wheeler,U.S. House,2,DEM,Representative Clarke Tucker,63,35,25,3,0
Van Buren,23 Mountain Ranch,U.S. House,2,DEM,Representative Clarke Tucker,111,60,47,4,0
Van Buren,24 South Griggs,U.S. House,2,DEM,Representative Clarke Tucker,169,45,118,6,0
Van Buren,25 Indian Hills,U.S. House,2,DEM,Representative Clarke Tucker,62,41,20,1,0
Van Buren,26 Lakewood,U.S. House,2,DEM,Representative Clarke Tucker,79,45,30,4,0
Van Buren,02 Barnett,U.S. House,2,REP,Congressman French Hill,212,162,49,1,0
Van Buren,03 Bradley,U.S. House,2,REP,Congressman French Hill,338,207,129,2,0
Van Buren,04 Culpepper,U.S. House,2,REP,Congressman French Hill,114,54,60,0,0
Van Buren,05 Holly Mountain,U.S. House,2,REP,Congressman French Hill,170,85,80,5,0
Van Buren,06 Choctaw,U.S. House,2,REP,Congressman French Hill,168,79,89,0,0
Van Buren,07 West Griggs,U.S. House,2,REP,Congressman French Hill,319,118,195,6,0
Van Buren,08 Craig,U.S. House,2,REP,Congressman French Hill,217,128,81,5,3
Van Buren,09 Cargile,U.S. House,2,REP,Congressman French Hill,109,84,23,2,0
Van Buren,10 Davis,U.S. House,2,REP,Congressman French Hill,270,175,94,1,0
Van Buren,11 Formosa,U.S. House,2,REP,Congressman French Hill,158,84,69,5,0
Van Buren,12 East Griggs,U.S. House,2,REP,Congressman French Hill,288,109,176,3,0
Van Buren,15 Mountain,U.S. House,2,REP,Congressman French Hill,96,46,47,3,0
Van Buren,17 Linn Creek,U.S. House,2,REP,Congressman French Hill,152,65,83,4,0
Van Buren,19 Red River,U.S. House,2,REP,Congressman French Hill,213,106,103,4,0
Van Buren,20 Union,U.S. House,2,REP,Congressman French Hill,374,165,202,6,1
Van Buren,21 Washington,U.S. House,2,REP,Congressman French Hill,243,119,122,1,1
Van Buren,22 Wheeler,U.S. House,2,REP,Congressman French Hill,89,58,31,0,0
Van Buren,23 Mountain Ranch,U.S. House,2,REP,Congressman French Hill,262,168,87,6,1
Van Buren,24 South Griggs,U.S. House,2,REP,Congressman French Hill,366,99,261,6,0
Van Buren,25 Indian Hills,U.S. House,2,REP,Congressman French Hill,210,126,67,17,0
Van Buren,26 Lakewood,U.S. House,2,REP,Congressman French Hill,157,113,40,4,0
Van Buren,02 Barnett,U.S. House,2,LIB,Joe Ryne Swafford,3,2,1,0,0
Van Buren,03 Bradley,U.S. House,2,LIB,Joe Ryne Swafford,11,7,4,0,0
