county,precinct,office,district,party,candidate,votes,absentee,election_day,provisional,early_vote
Van Buren,05 Holly Mountain,State Senate District 16,,REP,Robert (Bob) Bailey,8,1,6,0,1
Van Buren,08 Craig,State Senate District 16,,REP,Robert (Bob) Bailey,9,2,6,0,1
Van Buren,15 Mountain,State Senate District 16,,REP,Robert (Bob) Bailey,8,0,5,0,3
Van Buren,17 Linn Creek,State Senate District 16,,REP,Robert (Bob) Bailey,11,0,9,0,2
Van Buren,20 Union,State Senate District 16,,REP,Robert (Bob) Bailey,10,1,6,0,3
Van Buren,21 Washington,State Senate District 16,,REP,Robert (Bob) Bailey,5,0,5,0,0
Van Buren,22 Wheeler,State Senate District 16,,REP,Robert (Bob) Bailey,4,0,2,0,2
Van Buren,05 Holly Mountain,State Senate District 16,,REP,Breanne Davis,8,2,3,0,3
Van Buren,08 Craig,State Senate District 16,,REP,Breanne Davis,19,1,16,0,2
Van Buren,15 Mountain,State Senate District 16,,REP,Breanne Davis,11,0,10,0,1
Van Buren,17 Linn Creek,State Senate District 16,,REP,Breanne Davis,3,1,2,0,0
Van Buren,20 Union,State Senate District 16,,REP,Breanne Davis,19,1,16,0,2
Van Buren,21 Washington,State Senate District 16,,REP,Breanne Davis,17,0,13,0,4
Van Buren,22 Wheeler,State Senate District 16,,REP,Breanne Davis,12,1,11,0,0
Van Buren,05 Holly Mountain,State Senate District 16,,REP,Luke Heffley,0,0,0,0,0
Van Buren,08 Craig,State Senate District 16,,REP,Luke Heffley,2,0,2,0,0
Van Buren,15 Mountain,State Senate District 16,,REP,Luke Heffley,0,0,0,0,0
Van Buren,17 Linn Creek,State Senate District 16,,REP,Luke Heffley,0,0,0,0,0
Van Buren,20 Union,State Senate District 16,,REP,Luke Heffley,2,0,0,0,2
Van Buren,21 Washington,State Senate District 16,,REP,Luke Heffley,1,0,1,0,0
Van Buren,22 Wheeler,State Senate District 16,,REP,Luke Heffley,6,0,5,0,1
