county,precinct,office,district,party,candidate,votes,absentee,provisional,election_day,early_vote
Newton,Big Creek,State Senate District 16,,REP,Breanne Davis,4,0,0,4,0
Newton,Boston,State Senate District 16,,REP,Breanne Davis,13,0,0,13,0
Newton,Dogpatch,State Senate District 16,,REP,Breanne Davis,21,0,0,21,0
Newton,Grove,State Senate District 16,,REP,Breanne Davis,32,0,0,32,0
Newton,HASTY,State Senate District 16,,REP,Breanne Davis,8,0,0,8,0
Newton,HICKORY GROVE,State Senate District 16,,REP,Breanne Davis,13,0,0,13,0
Newton,HUDSON,State Senate District 16,,REP,Breanne Davis,11,0,0,11,0
Newton,JACKSON,State Senate District 16,,REP,Breanne Davis,100,2,0,19,79
Newton,JEFFERSON,State Senate District 16,,REP,Breanne Davis,16,0,0,16,0
Newton,LOW GAP,State Senate District 16,,REP,Breanne Davis,17,0,0,17,0
Newton,MT. SHERMAN,State Senate District 16,,REP,Breanne Davis,10,0,0,10,0
Newton,MURRAY,State Senate District 16,,REP,Breanne Davis,5,0,0,5,0
Newton,POLK,State Senate District 16,,REP,Breanne Davis,13,0,0,13,0
Newton,PONCA,State Senate District 16,,REP,Breanne Davis,17,0,0,17,0
Newton,PLEASANT HILL,State Senate District 16,,REP,Breanne Davis,38,0,0,38,0
Newton,LINCOLN,State Senate District 16,,REP,Breanne Davis,13,0,0,13,0
Newton,RICHLAND,State Senate District 16,,REP,Breanne Davis,24,0,0,24,0
Newton,VAN BUREN,State Senate District 16,,REP,Breanne Davis,4,0,0,4,0
Newton,WHITE,State Senate District 16,,REP,Breanne Davis,14,0,0,14,0
Newton,EARLY,State Senate District 16,,REP,Breanne Davis,0,0,0,0,0
Newton,ABSENTEE,State Senate District 16,,REP,Breanne Davis,0,0,0,0,0
Newton,Big Creek,State Senate District 16,,REP,Robert (Bob) Bailey,22,0,0,22,0
Newton,Boston,State Senate District 16,,REP,Robert (Bob) Bailey,0,0,0,0,0
Newton,Dogpatch,State Senate District 16,,REP,Robert (Bob) Bailey,15,0,0,15,0
Newton,Grove,State Senate District 16,,REP,Robert (Bob) Bailey,5,0,0,5,0
Newton,HASTY,State Senate District 16,,REP,Robert (Bob) Bailey,4,0,0,4,0
Newton,HICKORY GROVE,State Senate District 16,,REP,Robert (Bob) Bailey,2,0,0,2,0
Newton,HUDSON,State Senate District 16,,REP,Robert (Bob) Bailey,8,0,0,8,0
Newton,JACKSON,State Senate District 16,,REP,Robert (Bob) Bailey,76,6,0,19,51
Newton,JEFFERSON,State Senate District 16,,REP,Robert (Bob) Bailey,14,0,0,14,0
Newton,LOW GAP,State Senate District 16,,REP,Robert (Bob) Bailey,5,0,0,5,0
Newton,MT. SHERMAN,State Senate District 16,,REP,Robert (Bob) Bailey,12,0,0,12,0
Newton,MURRAY,State Senate District 16,,REP,Robert (Bob) Bailey,3,0,0,3,0
Newton,POLK,State Senate District 16,,REP,Robert (Bob) Bailey,16,0,0,16,0
Newton,PONCA,State Senate District 16,,REP,Robert (Bob) Bailey,1,0,0,1,0
Newton,PLEASANT HILL,State Senate District 16,,REP,Robert (Bob) Bailey,14,0,0,14,0
Newton,LINCOLN,State Senate District 16,,REP,Robert (Bob) Bailey,3,0,0,3,0
Newton,RICHLAND,State Senate District 16,,REP,Robert (Bob) Bailey,18,0,0,18,0
Newton,VAN BUREN,State Senate District 16,,REP,Robert (Bob) Bailey,2,0,0,2,0
Newton,WHITE,State Senate District 16,,REP,Robert (Bob) Bailey,48,0,0,48,0
Newton,EARLY,State Senate District 16,,REP,Robert (Bob) Bailey,0,0,0,0,0
Newton,ABSENTEE,State Senate District 16,,REP,Robert (Bob) Bailey,0,0,0,0,0
