county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee,provisional
Little River,ARDEN,U.S. House,4,REP,Representative Bruce Westerman,93,27,64,2,0
Little River,ARKINDA,U.S. House,4,REP,Representative Bruce Westerman,7,4,3,0,0
Little River,ASHDOWN WARD 1,U.S. House,4,REP,Representative Bruce Westerman,440,176,253,11,0
Little River,ASHDOWN WARD 2,U.S. House,4,REP,Representative Bruce Westerman,143,60,79,4,0
Little River,ASHDOWN WARD 3,U.S. House,4,REP,Representative Bruce Westerman,171,77,92,2,0
Little River,BURKE,U.S. House,4,REP,Representative Bruce Westerman,73,33,33,7,0
Little River,CANEY,U.S. House,4,REP,Representative Bruce Westerman,74,54,18,2,0
Little River,CLEVELAND,U.S. House,4,REP,Representative Bruce Westerman,201,97,100,4,0
Little River,FOREMAN WARD 1,U.S. House,4,REP,Representative Bruce Westerman,21,11,9,1,0
Little River,FOREMAN WARD 2,U.S. House,4,REP,Representative Bruce Westerman,89,71,16,2,0
Little River,FOREMAN WARD 3,U.S. House,4,REP,Representative Bruce Westerman,93,65,23,5,0
Little River,FRANKLIN,U.S. House,4,REP,Representative Bruce Westerman,274,170,98,4,2
Little River,JACKSON,U.S. House,4,REP,Representative Bruce Westerman,179,125,48,6,0
Little River,JEFFERSON,U.S. House,4,REP,Representative Bruce Westerman,185,71,111,3,0
Little River,JEWELL,U.S. House,4,REP,Representative Bruce Westerman,60,52,8,0,0
Little River,JOHNSON,U.S. House,4,REP,Representative Bruce Westerman,92,73,17,2,0
Little River,LICK CREEK,U.S. House,4,REP,Representative Bruce Westerman,125,56,66,3,0
Little River,LITTLE RIVER,U.S. House,4,REP,Representative Bruce Westerman,171,139,29,3,0
Little River,RED RIVER,U.S. House,4,REP,Representative Bruce Westerman,162,67,94,1,0
Little River,WALLACE/RICHLAND,U.S. House,4,REP,Representative Bruce Westerman,98,72,25,1,0
Little River,ARDEN,U.S. House,4,LIB,Tom Canada,2,1,1,0,0
Little River,ARKINDA,U.S. House,4,LIB,Tom Canada,0,0,0,0,0
Little River,ASHDOWN WARD 1,U.S. House,4,LIB,Tom Canada,4,0,4,0,0
Little River,ASHDOWN WARD 2,U.S. House,4,LIB,Tom Canada,13,9,4,0,0
Little River,ASHDOWN WARD 3,U.S. House,4,LIB,Tom Canada,5,1,4,0,0
Little River,BURKE,U.S. House,4,LIB,Tom Canada,0,0,0,0,0
Little River,CANEY,U.S. House,4,LIB,Tom Canada,2,1,1,0,0
Little River,CLEVELAND,U.S. House,4,LIB,Tom Canada,7,5,2,0,0
Little River,FOREMAN WARD 1,U.S. House,4,LIB,Tom Canada,0,0,0,0,0
Little River,FOREMAN WARD 2,U.S. House,4,LIB,Tom Canada,3,3,0,0,0
Little River,FOREMAN WARD 3,U.S. House,4,LIB,Tom Canada,2,2,0,0,0
Little River,FRANKLIN,U.S. House,4,LIB,Tom Canada,6,4,2,0,0
Little River,JACKSON,U.S. House,4,LIB,Tom Canada,2,2,0,0,0
Little River,JEFFERSON,U.S. House,4,LIB,Tom Canada,5,2,3,0,0
Little River,JEWELL,U.S. House,4,LIB,Tom Canada,2,0,2,0,0
Little River,JOHNSON,U.S. House,4,LIB,Tom Canada,3,3,0,0,0
Little River,LICK CREEK,U.S. House,4,LIB,Tom Canada,6,5,1,0,0
Little River,LITTLE RIVER,U.S. House,4,LIB,Tom Canada,3,1,1,1,0
Little River,RED RIVER,U.S. House,4,LIB,Tom Canada,3,3,0,0,0
Little River,WALLACE/RICHLAND,U.S. House,4,LIB,Tom Canada,2,1,1,0,0
Little River,ARDEN,U.S. House,4,DEM,Hayden Catherine Shamel,30,15,15,0,0
Little River,ARKINDA,U.S. House,4,DEM,Hayden Catherine Shamel,12,10,2,0,0
Little River,ASHDOWN WARD 1,U.S. House,4,DEM,Hayden Catherine Shamel,140,60,66,14,0
Little River,ASHDOWN WARD 2,U.S. House,4,DEM,Hayden Catherine Shamel,200,92,105,3,0
Little River,ASHDOWN WARD 3,U.S. House,4,DEM,Hayden Catherine Shamel,141,62,78,1,0
Little River,BURKE,U.S. House,4,DEM,Hayden Catherine Shamel,16,9,7,0,0
Little River,CANEY,U.S. House,4,DEM,Hayden Catherine Shamel,13,13,0,0,0
Little River,CLEVELAND,U.S. House,4,DEM,Hayden Catherine Shamel,104,66,37,1,0
Little River,FOREMAN WARD 1,U.S. House,4,DEM,Hayden Catherine Shamel,32,22,9,1,0
Little River,FOREMAN WARD 2,U.S. House,4,DEM,Hayden Catherine Shamel,34,26,8,0,0
Little River,FOREMAN WARD 3,U.S. House,4,DEM,Hayden Catherine Shamel,41,30,11,0,0
Little River,FRANKLIN,U.S. House,4,DEM,Hayden Catherine Shamel,43,27,16,0,0
Little River,JACKSON,U.S. House,4,DEM,Hayden Catherine Shamel,20,13,7,0,0
Little River,JEFFERSON,U.S. House,4,DEM,Hayden Catherine Shamel,42,17,23,2,0
Little River,JEWELL,U.S. House,4,DEM,Hayden Catherine Shamel,9,7,2,0,0
Little River,JOHNSON,U.S. House,4,DEM,Hayden Catherine Shamel,98,70,27,1,0
Little River,LICK CREEK,U.S. House,4,DEM,Hayden Catherine Shamel,17,7,10,0,0
Little River,LITTLE RIVER,U.S. House,4,DEM,Hayden Catherine Shamel,19,14,5,0,0
Little River,RED RIVER,U.S. House,4,DEM,Hayden Catherine Shamel,28,6,22,0,0
Little River,WALLACE/RICHLAND,U.S. House,4,DEM,Hayden Catherine Shamel,58,41,14,3,0
Little River,ARDEN,U.S. House,4,NON,Write-In,0,0,0,0,0
Little River,ARKINDA,U.S. House,4,NON,Write-In,0,0,0,0,0
Little River,ASHDOWN WARD 1,U.S. House,4,NON,Write-In,0,0,0,0,0
Little River,ASHDOWN WARD 2,U.S. House,4,NON,Write-In,0,0,0,0,0
Little River,ASHDOWN WARD 3,U.S. House,4,NON,Write-In,0,0,0,0,0
Little River,BURKE,U.S. House,4,NON,Write-In,0,0,0,0,0
Little River,CANEY,U.S. House,4,NON,Write-In,0,0,0,0,0
Little River,CLEVELAND,U.S. House,4,NON,Write-In,0,0,0,0,0
Little River,FOREMAN WARD 1,U.S. House,4,NON,Write-In,0,0,0,0,0
Little River,FOREMAN WARD 2,U.S. House,4,NON,Write-In,0,0,0,0,0
Little River,FOREMAN WARD 3,U.S. House,4,NON,Write-In,0,0,0,0,0
Little River,FRANKLIN,U.S. House,4,NON,Write-In,0,0,0,0,0
Little River,JACKSON,U.S. House,4,NON,Write-In,0,0,0,0,0
Little River,JEFFERSON,U.S. House,4,NON,Write-In,0,0,0,0,0
Little River,JEWELL,U.S. House,4,NON,Write-In,0,0,0,0,0
Little River,JOHNSON,U.S. House,4,NON,Write-In,0,0,0,0,0
Little River,LICK CREEK,U.S. House,4,NON,Write-In,0,0,0,0,0
Little River,LITTLE RIVER,U.S. House,4,NON,Write-In,0,0,0,0,0
Little River,RED RIVER,U.S. House,4,NON,Write-In,0,0,0,0,0
Little River,WALLACE/RICHLAND,U.S. House,4,NON,Write-In,0,0,0,0,0
Little River,ARDEN,Governor,,REP,Governor Asa Hutchinson,93,28,63,2,0
Little River,ARKINDA,Governor,,REP,Governor Asa Hutchinson,6,3,3,0,0
Little River,ASHDOWN WARD 1,Governor,,REP,Governor Asa Hutchinson,451,176,262,13,0
Little River,ASHDOWN WARD 2,Governor,,REP,Governor Asa Hutchinson,148,64,80,4,0
Little River,ASHDOWN WARD 3,Governor,,REP,Governor Asa Hutchinson,183,82,98,3,0
Little River,BURKE,Governor,,REP,Governor Asa Hutchinson,75,36,32,7,0
Little River,CANEY,Governor,,REP,Governor Asa Hutchinson,74,56,16,2,0
Little River,CLEVELAND,Governor,,REP,Governor Asa Hutchinson,205,101,101,3,0
Little River,FOREMAN WARD 1,Governor,,REP,Governor Asa Hutchinson,21,11,9,1,0
Little River,FOREMAN WARD 2,Governor,,REP,Governor Asa Hutchinson,93,75,16,2,0
Little River,FOREMAN WARD 3,Governor,,REP,Governor Asa Hutchinson,98,71,22,5,0
Little River,FRANKLIN,Governor,,REP,Governor Asa Hutchinson,275,170,100,3,2
Little River,JACKSON,Governor,,REP,Governor Asa Hutchinson,177,125,46,6,0
Little River,JEFFERSON,Governor,,REP,Governor Asa Hutchinson,189,74,112,3,0
Little River,JEWELL,Governor,,REP,Governor Asa Hutchinson,60,51,9,0,0
Little River,JOHNSON,Governor,,REP,Governor Asa Hutchinson,97,74,21,2,0
Little River,LICK CREEK,Governor,,REP,Governor Asa Hutchinson,126,58,65,3,0
Little River,LITTLE RIVER,Governor,,REP,Governor Asa Hutchinson,178,146,30,2,0
Little River,RED RIVER,Governor,,REP,Governor Asa Hutchinson,162,64,97,1,0
Little River,WALLACE/RICHLAND,Governor,,REP,Governor Asa Hutchinson,109,80,28,1,0
Little River,ARDEN,Governor,,DEM,Jared K. Henderson,31,15,16,0,0
Little River,ARKINDA,Governor,,DEM,Jared K. Henderson,13,11,2,0,0
Little River,ASHDOWN WARD 1,Governor,,DEM,Jared K. Henderson,127,61,55,11,0
Little River,ASHDOWN WARD 2,Governor,,DEM,Jared K. Henderson,200,94,103,3,0
Little River,ASHDOWN WARD 3,Governor,,DEM,Jared K. Henderson,128,58,70,0,0
Little River,BURKE,Governor,,DEM,Jared K. Henderson,13,6,7,0,0
Little River,CANEY,Governor,,DEM,Jared K. Henderson,10,10,0,0,0
Little River,CLEVELAND,Governor,,DEM,Jared K. Henderson,91,56,33,2,0
Little River,FOREMAN WARD 1,Governor,,DEM,Jared K. Henderson,31,22,8,1,0
Little River,FOREMAN WARD 2,Governor,,DEM,Jared K. Henderson,28,21,7,0,0
Little River,FOREMAN WARD 3,Governor,,DEM,Jared K. Henderson,37,25,12,0,0
Little River,FRANKLIN,Governor,,DEM,Jared K. Henderson,42,28,13,1,0
Little River,JACKSON,Governor,,DEM,Jared K. Henderson,22,15,7,0,0
Little River,JEFFERSON,Governor,,DEM,Jared K. Henderson,38,16,20,2,0
Little River,JEWELL,Governor,,DEM,Jared K. Henderson,5,3,2,0,0
Little River,JOHNSON,Governor,,DEM,Jared K. Henderson,93,69,23,1,0
Little River,LICK CREEK,Governor,,DEM,Jared K. Henderson,14,5,9,0,0
Little River,LITTLE RIVER,Governor,,DEM,Jared K. Henderson,15,8,5,2,0
Little River,RED RIVER,Governor,,DEM,Jared K. Henderson,28,10,18,0,0
Little River,WALLACE/RICHLAND,Governor,,DEM,Jared K. Henderson,48,35,11,2,0
Little River,ARDEN,Governor,,LIB,Mark West,2,0,2,0,0
Little River,ARKINDA,Governor,,LIB,Mark West,0,0,0,0,0
Little River,ASHDOWN WARD 1,Governor,,LIB,Mark West,9,2,6,1,0
Little River,ASHDOWN WARD 2,Governor,,LIB,Mark West,8,4,4,0,0
Little River,ASHDOWN WARD 3,Governor,,LIB,Mark West,9,3,6,0,0
Little River,BURKE,Governor,,LIB,Mark West,1,0,1,0,0
Little River,CANEY,Governor,,LIB,Mark West,4,2,2,0,0
Little River,CLEVELAND,Governor,,LIB,Mark West,14,9,5,0,0
Little River,FOREMAN WARD 1,Governor,,LIB,Mark West,0,0,0,0,0
Little River,FOREMAN WARD 2,Governor,,LIB,Mark West,4,3,1,0,0
Little River,FOREMAN WARD 3,Governor,,LIB,Mark West,0,0,0,0,0
Little River,FRANKLIN,Governor,,LIB,Mark West,6,3,3,0,0
Little River,JACKSON,Governor,,LIB,Mark West,3,1,2,0,0
Little River,JEFFERSON,Governor,,LIB,Mark West,6,1,5,0,0
Little River,JEWELL,Governor,,LIB,Mark West,6,5,1,0,0
Little River,JOHNSON,Governor,,LIB,Mark West,2,2,0,0,0
Little River,LICK CREEK,Governor,,LIB,Mark West,8,5,3,0,0
Little River,LITTLE RIVER,Governor,,LIB,Mark West,2,1,1,0,0
Little River,RED RIVER,Governor,,LIB,Mark West,6,3,3,0,0
Little River,WALLACE/RICHLAND,Governor,,LIB,Mark West,1,0,1,0,0
Little River,ARDEN,Lieutenant Governor,,LIB,Frank Gilbert,2,1,0,1,0
Little River,ARKINDA,Lieutenant Governor,,LIB,Frank Gilbert,2,2,0,0,0
Little River,ASHDOWN WARD 1,Lieutenant Governor,,LIB,Frank Gilbert,16,6,8,2,0
Little River,ASHDOWN WARD 2,Lieutenant Governor,,LIB,Frank Gilbert,7,6,1,0,0
Little River,ASHDOWN WARD 3,Lieutenant Governor,,LIB,Frank Gilbert,11,3,8,0,0
Little River,BURKE,Lieutenant Governor,,LIB,Frank Gilbert,1,1,0,0,0
Little River,CANEY,Lieutenant Governor,,LIB,Frank Gilbert,4,3,1,0,0
Little River,CLEVELAND,Lieutenant Governor,,LIB,Frank Gilbert,10,7,2,1,0
Little River,FOREMAN WARD 1,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0
Little River,FOREMAN WARD 2,Lieutenant Governor,,LIB,Frank Gilbert,4,3,0,1,0
Little River,FOREMAN WARD 3,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0
Little River,FRANKLIN,Lieutenant Governor,,LIB,Frank Gilbert,7,3,4,0,0
Little River,JACKSON,Lieutenant Governor,,LIB,Frank Gilbert,2,2,0,0,0
Little River,JEFFERSON,Lieutenant Governor,,LIB,Frank Gilbert,5,2,3,0,0
Little River,JEWELL,Lieutenant Governor,,LIB,Frank Gilbert,4,3,1,0,0
Little River,JOHNSON,Lieutenant Governor,,LIB,Frank Gilbert,2,2,0,0,0
Little River,LICK CREEK,Lieutenant Governor,,LIB,Frank Gilbert,6,4,2,0,0
Little River,LITTLE RIVER,Lieutenant Governor,,LIB,Frank Gilbert,4,3,1,0,0
Little River,RED RIVER,Lieutenant Governor,,LIB,Frank Gilbert,6,2,4,0,0
Little River,WALLACE/RICHLAND,Lieutenant Governor,,LIB,Frank Gilbert,4,2,2,0,0
Little River,ARDEN,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,95,28,66,1,0
Little River,ARKINDA,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,6,3,3,0,0
Little River,ASHDOWN WARD 1,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,441,174,257,10,0
Little River,ASHDOWN WARD 2,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,144,61,79,4,0
Little River,ASHDOWN WARD 3,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,172,78,91,3,0
