county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee,provisional
Prairie,Belcher/Tyler,U.S. House,1,Dem,Chintan Desai,11,9,2,0,0
Prairie,Bullard,U.S. House,1,Dem,Chintan Desai,9,7,2,0,0
Prairie,Calhoun,U.S. House,1,Dem,Chintan Desai,13,10,3,0,0
Prairie,Center,U.S. House,1,Dem,Chintan Desai,7,7,0,0,0
Prairie,Des Arc,U.S. House,1,Dem,Chintan Desai,11,6,5,0,0
Prairie,Hazen Ward 1,U.S. House,1,Dem,Chintan Desai,30,19,11,0,0
Prairie,Hazen Ward 2,U.S. House,1,Dem,Chintan Desai,39,22,15,1,1
Prairie,Hazen Ward 3,U.S. House,1,Dem,Chintan Desai,63,48,10,5,0
Prairie,Hazen Country,U.S. House,1,Dem,Chintan Desai,25,15,10,0,0
Prairie,Hickory Plains,U.S. House,1,Dem,Chintan Desai,26,17,7,2,0
Prairie,Lower Hill City,U.S. House,1,Dem,Chintan Desai,43,37,6,0,0
Prairie,Lower Hill Country,U.S. House,1,Dem,Chintan Desai,14,6,8,0,0
Prairie,Roc Roe City,U.S. House,1,Dem,Chintan Desai,9,7,1,0,1
Prairie,Roc Roe Country,U.S. House,1,Dem,Chintan Desai,6,2,4,0,0
Prairie,Union,U.S. House,1,Dem,Chintan Desai,5,3,2,0,0
Prairie,Upper Hill,U.S. House,1,Dem,Chintan Desai,6,3,3,0,0
Prairie,Wattensaw City Ward 1,U.S. House,1,Dem,Chintan Desai,26,16,10,0,0
Prairie,Wattensaw City Ward 2,U.S. House,1,Dem,Chintan Desai,27,12,15,0,0
Prairie,Wattensaw City Ward 3,U.S. House,1,Dem,Chintan Desai,32,7,22,3,0
Prairie,Wattensaw Country,U.S. House,1,Dem,Chintan Desai,32,19,11,2,0
Prairie,White River City Ward 1,U.S. House,1,Dem,Chintan Desai,51,24,27,0,0
Prairie,White River City Ward 2,U.S. House,1,Dem,Chintan Desai,44,17,24,3,0
Prairie,White River City Ward 3,U.S. House,1,Dem,Chintan Desai,54,13,37,3,1
Prairie,White River Country,U.S. House,1,Dem,Chintan Desai,45,23,20,2,0
Prairie,Belcher/Tyler,U.S. House,1,Rep,Congressman Rick Crawford,95,86,6,1,2
Prairie,Bullard,U.S. House,1,Rep,Congressman Rick Crawford,42,28,12,1,1
Prairie,Calhoun,U.S. House,1,Rep,Congressman Rick Crawford,83,62,21,0,0
Prairie,Center,U.S. House,1,Rep,Congressman Rick Crawford,128,99,29,0,0
Prairie,Des Arc,U.S. House,1,Rep,Congressman Rick Crawford,66,53,12,1,0
Prairie,Hazen Ward 1,U.S. House,1,Rep,Congressman Rick Crawford,122,80,41,1,0
Prairie,Hazen Ward 2,U.S. House,1,Rep,Congressman Rick Crawford,114,78,36,0,0
Prairie,Hazen Ward 3,U.S. House,1,Rep,Congressman Rick Crawford,90,54,34,0,2
Prairie,Hazen Country,U.S. House,1,Rep,Congressman Rick Crawford,99,65,33,0,1
