county,precinct,office,district,party,candidate,votes,absentee,election_day,provisional,early_vote
Carroll,CARROLLTON/OSAGE,State Senate District 16,,REP,Robert (Bob) Bailey,16,1,15,0,0
Carroll,"GF WARDS 1,2/SE/SW HICKORY/LIB",State Senate District 16,,REP,Robert (Bob) Bailey,7,0,5,0,2
Carroll,CARROLLTON/OSAGE,State Senate District 16,,REP,Breanne Davis,33,0,32,0,1
Carroll,"GF WARDS 1,2/SE/SW HICKORY/LIB",State Senate District 16,,REP,Breanne Davis,46,7,38,0,1
