county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee,provisional
Crittenden,1ST BAPTIST CHURCH WMPH,U.S. House,1,DEM,Chintan Desai,226,76,143,4,3
Crittenden,WM HIGH SCHOOL,U.S. House,1,DEM,Chintan Desai,875,276,572,20,7
Crittenden,CIVIC CENTER,U.S. House,1,DEM,Chintan Desai,619,282,311,21,5
Crittenden,MT OLIVE WMPH,U.S. House,1,DEM,Chintan Desai,341,196,128,16,1
Crittenden,CALVARY WMPH,U.S. House,1,DEM,Chintan Desai,124,82,42,0,0
Crittenden,7TH STREET CHURCH WMPH,U.S. House,1,DEM,Chintan Desai,665,326,317,19,3
Crittenden,PILGRIMS REST CHURCH,U.S. House,1,DEM,Chintan Desai,296,138,106,49,3
Crittenden,WONDER BOYS CLUB,U.S. House,1,DEM,Chintan Desai,316,166,131,19,0
Crittenden,HEAFER,U.S. House,1,DEM,Chintan Desai,12,8,4,0,0
Crittenden,EDMONDSON,U.S. House,1,DEM,Chintan Desai,104,92,10,1,1
Crittenden,GILMORE,U.S. House,1,DEM,Chintan Desai,67,52,10,2,3
Crittenden,WR GOLDEN,U.S. House,1,DEM,Chintan Desai,171,131,23,16,1
Crittenden,EARLE CITY HALL,U.S. House,1,DEM,Chintan Desai,344,271,47,22,4
Crittenden,ST LUKE CHURCH,U.S. House,1,DEM,Chintan Desai,149,126,8,15,0
Crittenden,CRAWFORDSVILLE,U.S. House,1,DEM,Chintan Desai,95,62,31,1,1
Crittenden,MT PISGAH CHURCH,U.S. House,1,DEM,Chintan Desai,26,24,2,0,0
Crittenden,MARION COUNTY OFFICE,U.S. House,1,DEM,Chintan Desai,641,162,464,15,0
Crittenden,MARION CHURCH OF GOD,U.S. House,1,DEM,Chintan Desai,355,121,221,13,0
Crittenden,MARION IMMANUEL HWY 77,U.S. House,1,DEM,Chintan Desai,475,180,290,5,0
Crittenden,BONDS MARINE,U.S. House,1,DEM,Chintan Desai,15,12,3,0,0
Crittenden,JERICHO CITY HALL,U.S. House,1,DEM,Chintan Desai,60,39,20,0,1
Crittenden,HORSESHOE FIRE STATION,U.S. House,1,DEM,Chintan Desai,19,18,1,0,0
Crittenden,ANTHONYVILLE CITY HALL,U.S. House,1,DEM,Chintan Desai,41,38,2,0,1
Crittenden,JENNETTE CITY HALL,U.S. House,1,DEM,Chintan Desai,49,42,7,0,0
Crittenden,1ST BAPTIST CHURCH WMPH,U.S. House,1,LIB,Elvis Presley,8,3,5,0,0
Crittenden,WM HIGH SCHOOL,U.S. House,1,LIB,Elvis Presley,38,13,25,0,0
Crittenden,CIVIC CENTER,U.S. House,1,LIB,Elvis Presley,11,6,5,0,0
Crittenden,MT OLIVE WMPH,U.S. House,1,LIB,Elvis Presley,4,1,3,0,0
Crittenden,CALVARY WMPH,U.S. House,1,LIB,Elvis Presley,6,3,3,0,0
Crittenden,7TH STREET CHURCH WMPH,U.S. House,1,LIB,Elvis Presley,7,4,3,0,0
Crittenden,PILGRIMS REST CHURCH,U.S. House,1,LIB,Elvis Presley,7,4,2,1,0
Crittenden,WONDER BOYS CLUB,U.S. House,1,LIB,Elvis Presley,7,2,5,0,0
Crittenden,HEAFER,U.S. House,1,LIB,Elvis Presley,2,1,1,0,0
Crittenden,EDMONDSON,U.S. House,1,LIB,Elvis Presley,1,1,0,0,0
Crittenden,GILMORE,U.S. House,1,LIB,Elvis Presley,2,2,0,0,0
Crittenden,WR GOLDEN,U.S. House,1,LIB,Elvis Presley,3,3,0,0,0
Crittenden,EARLE CITY HALL,U.S. House,1,LIB,Elvis Presley,5,4,1,0,0
Crittenden,ST LUKE CHURCH,U.S. House,1,LIB,Elvis Presley,4,4,0,0,0
Crittenden,CRAWFORDSVILLE,U.S. House,1,LIB,Elvis Presley,4,3,1,0,0
Crittenden,MT PISGAH CHURCH,U.S. House,1,LIB,Elvis Presley,0,0,0,0,0
Crittenden,MARION COUNTY OFFICE,U.S. House,1,LIB,Elvis Presley,27,8,19,0,0
Crittenden,MARION CHURCH OF GOD,U.S. House,1,LIB,Elvis Presley,12,5,7,0,0
Crittenden,MARION IMMANUEL HWY 77,U.S. House,1,LIB,Elvis Presley,13,5,8,0,0
Crittenden,BONDS MARINE,U.S. House,1,LIB,Elvis Presley,6,6,0,0,0
Crittenden,JERICHO CITY HALL,U.S. House,1,LIB,Elvis Presley,1,0,1,0,0
Crittenden,HORSESHOE FIRE STATION,U.S. House,1,LIB,Elvis Presley,7,7,0,0,0
Crittenden,ANTHONYVILLE CITY HALL,U.S. House,1,LIB,Elvis Presley,1,1,0,0,0
Crittenden,JENNETTE CITY HALL,U.S. House,1,LIB,Elvis Presley,0,0,0,0,0
Crittenden,1ST BAPTIST CHURCH WMPH,U.S. House,1,REP,Congressman Rick Crawford,578,193,373,11,1
Crittenden,WM HIGH SCHOOL,U.S. House,1,REP,Congressman Rick Crawford,1102,287,774,38,3
Crittenden,CIVIC CENTER,U.S. House,1,REP,Congressman Rick Crawford,103,45,55,1,2
Crittenden,MT OLIVE WMPH,U.S. House,1,REP,Congressman Rick Crawford,16,7,9,0,0
Crittenden,CALVARY WMPH,U.S. House,1,REP,Congressman Rick Crawford,184,87,93,4,0
Crittenden,7TH STREET CHURCH WMPH,U.S. House,1,REP,Congressman Rick Crawford,70,31,36,3,0
Crittenden,PILGRIMS REST CHURCH,U.S. House,1,REP,Congressman Rick Crawford,19,9,8,1,1
Crittenden,WONDER BOYS CLUB,U.S. House,1,REP,Congressman Rick Crawford,46,12,34,0,0
Crittenden,HEAFER,U.S. House,1,REP,Congressman Rick Crawford,71,57,14,0,0
Crittenden,EDMONDSON,U.S. House,1,REP,Congressman Rick Crawford,94,55,37,2,0
Crittenden,GILMORE,U.S. House,1,REP,Congressman Rick Crawford,33,22,6,5,0
Crittenden,WR GOLDEN,U.S. House,1,REP,Congressman Rick Crawford,41,31,10,0,0
Crittenden,EARLE CITY HALL,U.S. House,1,REP,Congressman Rick Crawford,150,85,50,14,1
Crittenden,ST LUKE CHURCH,U.S. House,1,REP,Congressman Rick Crawford,12,10,1,1,0
Crittenden,CRAWFORDSVILLE,U.S. House,1,REP,Congressman Rick Crawford,234,148,83,2,1
Crittenden,MT PISGAH CHURCH,U.S. House,1,REP,Congressman Rick Crawford,14,9,5,0,0
Crittenden,MARION COUNTY OFFICE,U.S. House,1,REP,Congressman Rick Crawford,1223,234,967,22,0
Crittenden,MARION CHURCH OF GOD,U.S. House,1,REP,Congressman Rick Crawford,724,190,514,20,0
Crittenden,MARION IMMANUEL HWY 77,U.S. House,1,REP,Congressman Rick Crawford,551,171,370,10,0
Crittenden,BONDS MARINE,U.S. House,1,REP,Congressman Rick Crawford,86,76,9,0,1
Crittenden,JERICHO CITY HALL,U.S. House,1,REP,Congressman Rick Crawford,134,44,89,1,0
Crittenden,HORSESHOE FIRE STATION,U.S. House,1,REP,Congressman Rick Crawford,109,89,15,5,0
Crittenden,ANTHONYVILLE CITY HALL,U.S. House,1,REP,Congressman Rick Crawford,4,3,0,1,0
Crittenden,JENNETTE CITY HALL,U.S. House,1,REP,Congressman Rick Crawford,3,3,0,0,0
Crittenden,1ST BAPTIST CHURCH WMPH,Governor,,LIB,Mark West,24,15,9,0,0
Crittenden,WM HIGH SCHOOL,Governor,,LIB,Mark West,54,19,34,0,1
Crittenden,CIVIC CENTER,Governor,,LIB,Mark West,16,9,7,0,0
Crittenden,MT OLIVE WMPH,Governor,,LIB,Mark West,7,4,3,0,0
Crittenden,CALVARY WMPH,Governor,,LIB,Mark West,9,2,7,0,0
Crittenden,7TH STREET CHURCH WMPH,Governor,,LIB,Mark West,22,11,10,1,0
Crittenden,PILGRIMS REST CHURCH,Governor,,LIB,Mark West,10,6,4,0,0
Crittenden,WONDER BOYS CLUB,Governor,,LIB,Mark West,13,7,6,0,0
Crittenden,HEAFER,Governor,,LIB,Mark West,2,2,0,0,0
Crittenden,EDMONDSON,Governor,,LIB,Mark West,2,2,0,0,0
Crittenden,GILMORE,Governor,,LIB,Mark West,2,2,0,0,0
Crittenden,WR GOLDEN,Governor,,LIB,Mark West,9,6,3,0,0
Crittenden,EARLE CITY HALL,Governor,,LIB,Mark West,14,9,5,0,0
Crittenden,ST LUKE CHURCH,Governor,,LIB,Mark West,4,4,0,0,0
Crittenden,CRAWFORDSVILLE,Governor,,LIB,Mark West,9,6,2,0,1
Crittenden,MT PISGAH CHURCH,Governor,,LIB,Mark West,1,1,0,0,0
Crittenden,MARION COUNTY OFFICE,Governor,,LIB,Mark West,37,9,28,0,0
Crittenden,MARION CHURCH OF GOD,Governor,,LIB,Mark West,34,10,24,0,0
Crittenden,MARION IMMANUEL HWY 77,Governor,,LIB,Mark West,25,12,13,0,0
Crittenden,BONDS MARINE,Governor,,LIB,Mark West,3,2,1,0,0
Crittenden,JERICHO CITY HALL,Governor,,LIB,Mark West,5,1,4,0,0
Crittenden,HORSESHOE FIRE STATION,Governor,,LIB,Mark West,6,6,0,0,0
Crittenden,ANTHONYVILLE CITY HALL,Governor,,LIB,Mark West,1,1,0,0,0
Crittenden,JENNETTE CITY HALL,Governor,,LIB,Mark West,1,1,0,0,0
Crittenden,1ST BAPTIST CHURCH WMPH,Governor,,DEM,Jared K. Henderson,199,64,129,3,3
Crittenden,WM HIGH SCHOOL,Governor,,DEM,Jared K. Henderson,825,256,544,19,6
Crittenden,CIVIC CENTER,Governor,,DEM,Jared K. Henderson,614,279,308,22,5
Crittenden,MT OLIVE WMPH,Governor,,DEM,Jared K. Henderson,330,187,126,16,1
Crittenden,CALVARY WMPH,Governor,,DEM,Jared K. Henderson,121,80,41,0,0
Crittenden,7TH STREET CHURCH WMPH,Governor,,DEM,Jared K. Henderson,650,322,307,19,2
Crittenden,PILGRIMS REST CHURCH,Governor,,DEM,Jared K. Henderson,288,137,98,50,3
Crittenden,WONDER BOYS CLUB,Governor,,DEM,Jared K. Henderson,302,152,131,19,0
Crittenden,HEAFER,Governor,,DEM,Jared K. Henderson,14,8,6,0,0
Crittenden,EDMONDSON,Governor,,DEM,Jared K. Henderson,102,91,9,1,1
Crittenden,GILMORE,Governor,,DEM,Jared K. Henderson,67,53,10,1,3
Crittenden,WR GOLDEN,Governor,,DEM,Jared K. Henderson,157,121,19,16,1
Crittenden,EARLE CITY HALL,Governor,,DEM,Jared K. Henderson,326,260,40,22,4
Crittenden,ST LUKE CHURCH,Governor,,DEM,Jared K. Henderson,143,120,8,15,0
Crittenden,CRAWFORDSVILLE,Governor,,DEM,Jared K. Henderson,92,63,28,1,0
Crittenden,MT PISGAH CHURCH,Governor,,DEM,Jared K. Henderson,24,22,2,0,0
Crittenden,MARION COUNTY OFFICE,Governor,,DEM,Jared K. Henderson,606,147,445,14,0
Crittenden,MARION CHURCH OF GOD,Governor,,DEM,Jared K. Henderson,350,119,219,12,0
Crittenden,MARION IMMANUEL HWY 77,Governor,,DEM,Jared K. Henderson,456,171,280,5,0
Crittenden,BONDS MARINE,Governor,,DEM,Jared K. Henderson,17,15,2,0,0
Crittenden,JERICHO CITY HALL,Governor,,DEM,Jared K. Henderson,55,36,18,0,1
Crittenden,HORSESHOE FIRE STATION,Governor,,DEM,Jared K. Henderson,20,19,1,0,0
Crittenden,ANTHONYVILLE CITY HALL,Governor,,DEM,Jared K. Henderson,34,32,2,0,0
Crittenden,JENNETTE CITY HALL,Governor,,DEM,Jared K. Henderson,41,37,4,0,0
Crittenden,1ST BAPTIST CHURCH WMPH,Governor,,REP,Governor Asa Hutchinson,590,197,380,12,1
Crittenden,WM HIGH SCHOOL,Governor,,REP,Governor Asa Hutchinson,1140,300,798,39,3
Crittenden,CIVIC CENTER,Governor,,REP,Governor Asa Hutchinson,108,47,58,1,2
Crittenden,MT OLIVE WMPH,Governor,,REP,Governor Asa Hutchinson,26,13,13,0,0
Crittenden,CALVARY WMPH,Governor,,REP,Governor Asa Hutchinson,189,92,93,4,0
Crittenden,7TH STREET CHURCH WMPH,Governor,,REP,Governor Asa Hutchinson,72,30,39,2,1
Crittenden,PILGRIMS REST CHURCH,Governor,,REP,Governor Asa Hutchinson,25,6,17,1,1
Crittenden,WONDER BOYS CLUB,Governor,,REP,Governor Asa Hutchinson,57,23,34,0,0
Crittenden,HEAFER,Governor,,REP,Governor Asa Hutchinson,69,56,13,0,0
Crittenden,EDMONDSON,Governor,,REP,Governor Asa Hutchinson,94,55,37,2,0
Crittenden,GILMORE,Governor,,REP,Governor Asa Hutchinson,34,22,6,6,0
Crittenden,WR GOLDEN,Governor,,REP,Governor Asa Hutchinson,52,41,11,0,0
Crittenden,EARLE CITY HALL,Governor,,REP,Governor Asa Hutchinson,162,91,56,14,1
Crittenden,ST LUKE CHURCH,Governor,,REP,Governor Asa Hutchinson,17,15,1,1,0
Crittenden,CRAWFORDSVILLE,Governor,,REP,Governor Asa Hutchinson,233,147,83,2,1
Crittenden,MT PISGAH CHURCH,Governor,,REP,Governor Asa Hutchinson,15,10,5,0,0
Crittenden,MARION COUNTY OFFICE,Governor,,REP,Governor Asa Hutchinson,1262,252,987,23,0
Crittenden,MARION CHURCH OF GOD,Governor,,REP,Governor Asa Hutchinson,710,189,500,21,0
Crittenden,MARION IMMANUEL HWY 77,Governor,,REP,Governor Asa Hutchinson,563,175,378,10,0
Crittenden,BONDS MARINE,Governor,,REP,Governor Asa Hutchinson,85,76,8,0,1
Crittenden,JERICHO CITY HALL,Governor,,REP,Governor Asa Hutchinson,138,46,91,1,0
Crittenden,HORSESHOE FIRE STATION,Governor,,REP,Governor Asa Hutchinson,113,94,15,4,0
Crittenden,ANTHONYVILLE CITY HALL,Governor,,REP,Governor Asa Hutchinson,12,10,0,1,1
Crittenden,JENNETTE CITY HALL,Governor,,REP,Governor Asa Hutchinson,9,6,3,0,0
Crittenden,1ST BAPTIST CHURCH WMPH,Lieutenant Governor,,DEM,Anthony Bland,222,75,141,3,3
Crittenden,WM HIGH SCHOOL,Lieutenant Governor,,DEM,Anthony Bland,881,278,575,21,7
Crittenden,CIVIC CENTER,Lieutenant Governor,,DEM,Anthony Bland,629,288,316,21,4
Crittenden,MT OLIVE WMPH,Lieutenant Governor,,DEM,Anthony Bland,344,197,130,16,1
Crittenden,CALVARY WMPH,Lieutenant Governor,,DEM,Anthony Bland,126,82,44,0,0
Crittenden,7TH STREET CHURCH WMPH,Lieutenant Governor,,DEM,Anthony Bland,670,329,319,19,3
Crittenden,PILGRIMS REST CHURCH,Lieutenant Governor,,DEM,Anthony Bland,301,140,106,51,4
