county,precinct,office,district,party,candidate,votes,absentee,election_day,provisional,early_vote
Boone,District 2,State Representative District 83,,REP,Timmy Reid,0,0,0,0,0
Boone,District 3.2,State Representative District 83,,REP,Timmy Reid,0,0,0,0,0
Boone,"District 5.1,5.2,",State Representative District 83,,REP,Timmy Reid,73,0,55,0,18
Boone,"District 5.3, 5.9",State Representative District 83,,REP,Timmy Reid,1,0,0,0,1
Boone,District 5.4,State Representative District 83,,REP,Timmy Reid,0,0,0,0,0
Boone,"District 6.3,6.4",State Representative District 83,,REP,Timmy Reid,1,0,1,0,0
Boone,District 7.1 to 7.3,State Representative District 83,,REP,Timmy Reid,128,0,108,0,20
Boone,"District 7.4, 7.6",State Representative District 83,,REP,Timmy Reid,11,0,8,0,3
Boone,"District 7.5, 7.7",State Representative District 83,,REP,Timmy Reid,8,0,7,0,1
Boone,District 7.8,State Representative District 83,,REP,Timmy Reid,1,0,1,0,0
Boone,"District 8.1, 8.5",State Representative District 83,,REP,Timmy Reid,9,1,3,0,5
Boone,"District 8.2, 8.4",State Representative District 83,,REP,Timmy Reid,18,0,13,0,5
Boone,District 8.3,State Representative District 83,,REP,Timmy Reid,0,0,0,0,0
Boone,District 9.4,State Representative District 83,,REP,Timmy Reid,0,0,0,0,0
Boone,District 9.5,State Representative District 83,,REP,Timmy Reid,4,0,1,0,3
Boone,District 2,State Representative District 83,,REP,J. Donald Ragland,0,0,0,0,0
Boone,District 3.2,State Representative District 83,,REP,J. Donald Ragland,0,0,0,0,0
Boone,"District 5.1,5.2,",State Representative District 83,,REP,J. Donald Ragland,135,2,94,0,39
Boone,"District 5.3, 5.9",State Representative District 83,,REP,J. Donald Ragland,0,0,0,0,0
Boone,District 5.4,State Representative District 83,,REP,J. Donald Ragland,0,0,0,0,0
Boone,"District 6.3,6.4",State Representative District 83,,REP,J. Donald Ragland,2,0,2,0,0
Boone,District 7.1 to 7.3,State Representative District 83,,REP,J. Donald Ragland,163,2,119,1,41
Boone,"District 7.4, 7.6",State Representative District 83,,REP,J. Donald Ragland,29,0,20,0,9
Boone,"District 7.5, 7.7",State Representative District 83,,REP,J. Donald Ragland,12,0,10,0,2
Boone,District 7.8,State Representative District 83,,REP,J. Donald Ragland,0,0,0,0,0
Boone,"District 8.1, 8.5",State Representative District 83,,REP,J. Donald Ragland,16,1,4,0,11
Boone,"District 8.2, 8.4",State Representative District 83,,REP,J. Donald Ragland,16,0,10,0,6
Boone,District 8.3,State Representative District 83,,REP,J. Donald Ragland,0,0,0,0,0
Boone,District 9.4,State Representative District 83,,REP,J. Donald Ragland,8,0,5,0,3
Boone,District 9.5,State Representative District 83,,REP,J. Donald Ragland,0,0,0,0,0
Boone,District 5.4,State Senate District 16,,REP,Luke Heffley,0,0,0,0,0
Boone,District 7.1 to 7.3,State Senate District 16,,REP,Luke Heffley,51,1,37,0,13
Boone,District 7.8,State Senate District 16,,REP,Luke Heffley,0,0,0,0,0
Boone,"District 8.2, 8.4",State Senate District 16,,REP,Luke Heffley,4,0,4,0,0
Boone,District 8.3,State Senate District 16,,REP,Luke Heffley,0,0,0,0,0
Boone,District 9.5,State Senate District 16,,REP,Luke Heffley,0,0,0,0,0
Boone,District 5.4,State Senate District 16,,REP,Robert (Bob) Bailey,0,0,0,0,0
Boone,District 7.1 to 7.3,State Senate District 16,,REP,Robert (Bob) Bailey,79,1,60,1,17
Boone,District 7.8,State Senate District 16,,REP,Robert (Bob) Bailey,0,0,0,0,0
Boone,"District 8.2, 8.4",State Senate District 16,,REP,Robert (Bob) Bailey,12,0,8,0,4
Boone,District 8.3,State Senate District 16,,REP,Robert (Bob) Bailey,0,0,0,0,0
Boone,District 9.5,State Senate District 16,,REP,Robert (Bob) Bailey,2,0,1,0,1
Boone,District 5.4,State Senate District 16,,REP,Breanne Davis,0,0,0,0,0
Boone,District 7.1 to 7.3,State Senate District 16,,REP,Breanne Davis,149,0,123,0,26
Boone,District 7.8,State Senate District 16,,REP,Breanne Davis,1,0,1,0,0
Boone,"District 8.2, 8.4",State Senate District 16,,REP,Breanne Davis,18,0,11,0,7
Boone,District 8.3,State Senate District 16,,REP,Breanne Davis,0,0,0,0,0
Boone,District 9.5,State Senate District 16,,REP,Breanne Davis,2,0,0,0,2
Boone,District 3.3,39.7 Mill School Tax VALLEY SPRINGS,,,FOR tax,11,0,2,0,9
Boone,"District 5.1,5.2,",39.7 Mill School Tax VALLEY SPRINGS,,,FOR tax,183,4,128,0,51
Boone,District 5.4,39.7 Mill School Tax VALLEY SPRINGS,,,FOR tax,3,0,3,0,0
Boone,District 5.5,39.7 Mill School Tax VALLEY SPRINGS,,,FOR tax,7,0,3,0,4
Boone,District 7.1 to 7.3,39.7 Mill School Tax VALLEY SPRINGS,,,FOR tax,213,1,148,1,63
