county,precinct,office,district,party,candidate,votes,absentee,provisional,early_voting,election_day
Crawford,Van Buren 06,Lieutenant Governor,,Lib,Frank Gilbert,16,0,0,8,8
Crawford,Van Buren 07,Lieutenant Governor,,Lib,Frank Gilbert,9,0,0,7,2
Crawford,Van Buren 08,Lieutenant Governor,,Lib,Frank Gilbert,8,0,0,6,2
Crawford,Van Buren 09,Lieutenant Governor,,Lib,Frank Gilbert,11,0,0,2,9
Crawford,Van Buren 10,Lieutenant Governor,,Lib,Frank Gilbert,6,0,0,2,4
Crawford,Van Buren 11,Lieutenant Governor,,Lib,Frank Gilbert,17,0,0,13,4
Crawford,Van Buren 12,Lieutenant Governor,,Lib,Frank Gilbert,14,0,0,9,5
Crawford,Vine Prairie,Lieutenant Governor,,Lib,Frank Gilbert,2,0,0,0,2
Crawford,Whitley,Lieutenant Governor,,Lib,Frank Gilbert,13,0,0,3,10
Crawford,Winfrey,Lieutenant Governor,,Lib,Frank Gilbert,0,0,0,0,0
Crawford,Alma 1,Lieutenant Governor,,Dem,Anthony Bland,123,2,0,47,74
Crawford,Alma 2,Lieutenant Governor,,Dem,Anthony Bland,24,2,0,11,11
Crawford,Alma 3,Lieutenant Governor,,Dem,Anthony Bland,180,2,0,78,100
Crawford,Alma 4,Lieutenant Governor,,Dem,Anthony Bland,92,1,0,36,55
Crawford,Bidville,Lieutenant Governor,,Dem,Anthony Bland,2,1,0,1,0
Crawford,Cedar Creek,Lieutenant Governor,,Dem,Anthony Bland,18,0,0,6,12
Crawford,Cedarville,Lieutenant Governor,,Dem,Anthony Bland,90,1,0,43,46
Crawford,Chester,Lieutenant Governor,,Dem,Anthony Bland,45,2,0,10,33
Crawford,Cove City CSD,Lieutenant Governor,,Dem,Anthony Bland,15,0,0,5,10
Crawford,Dean Springs,Lieutenant Governor,,Dem,Anthony Bland,108,2,0,44,62
Crawford,Dora,Lieutenant Governor,,Dem,Anthony Bland,88,1,0,39,48
Crawford,Dyer,Lieutenant Governor,,Dem,Anthony Bland,111,2,0,31,78
Crawford,Eagle Crest,Lieutenant Governor,,Dem,Anthony Bland,30,0,0,15,15
Crawford,Figure Five,Lieutenant Governor,,Dem,Anthony Bland,27,0,0,14,13
Crawford,Jasper,Lieutenant Governor,,Dem,Anthony Bland,128,1,0,61,66
Crawford,Kibler,Lieutenant Governor,,Dem,Anthony Bland,76,2,0,28,46
Crawford,Lancaster,Lieutenant Governor,,Dem,Anthony Bland,57,2,1,21,33
Crawford,Lee Creek CSD,Lieutenant Governor,,Dem,Anthony Bland,24,0,0,11,13
Crawford,Locke,Lieutenant Governor,,Dem,Anthony Bland,12,1,0,2,9
Crawford,Mountain,Lieutenant Governor,,Dem,Anthony Bland,141,4,0,41,96
Crawford,Mulberry 1,Lieutenant Governor,,Dem,Anthony Bland,22,1,0,5,16
Crawford,Mulberry 2,Lieutenant Governor,,Dem,Anthony Bland,7,0,0,2,5
Crawford,Mulberry 3,Lieutenant Governor,,Dem,Anthony Bland,85,1,0,13,71
Crawford,Oliver Springs,Lieutenant Governor,,Dem,Anthony Bland,67,2,0,40,25
Crawford,Porter,Lieutenant Governor,,Dem,Anthony Bland,28,1,0,7,20
Crawford,Rudy,Lieutenant Governor,,Dem,Anthony Bland,75,1,0,28,46
Crawford,Union,Lieutenant Governor,,Dem,Anthony Bland,50,0,0,20,30
Crawford,Upper,Lieutenant Governor,,Dem,Anthony Bland,2,0,0,0,2
Crawford,Van Buren 01,Lieutenant Governor,,Dem,Anthony Bland,114,2,0,76,36
Crawford,Van Buren 02,Lieutenant Governor,,Dem,Anthony Bland,143,3,0,74,66
Crawford,Van Buren 03,Lieutenant Governor,,Dem,Anthony Bland,210,2,2,110,96
Crawford,Van Buren 04,Lieutenant Governor,,Dem,Anthony Bland,75,1,0,53,21
Crawford,Van Buren 05,Lieutenant Governor,,Dem,Anthony Bland,183,5,0,63,115
Crawford,Van Buren 06,Lieutenant Governor,,Dem,Anthony Bland,120,4,1,75,40
Crawford,Van Buren 07,Lieutenant Governor,,Dem,Anthony Bland,93,4,0,58,31
Crawford,Van Buren 08,Lieutenant Governor,,Dem,Anthony Bland,84,1,0,33,50
Crawford,Van Buren 09,Lieutenant Governor,,Dem,Anthony Bland,98,6,0,52,40
Crawford,Van Buren 10,Lieutenant Governor,,Dem,Anthony Bland,140,3,1,78,58
Crawford,Van Buren 11,Lieutenant Governor,,Dem,Anthony Bland,121,0,0,61,60
Crawford,Van Buren 12,Lieutenant Governor,,Dem,Anthony Bland,156,10,0,94,52
Crawford,Vine Prairie,Lieutenant Governor,,Dem,Anthony Bland,23,1,0,4,18
Crawford,Whitley,Lieutenant Governor,,Dem,Anthony Bland,49,0,0,13,36
Crawford,Winfrey,Lieutenant Governor,,Dem,Anthony Bland,1,0,0,0,1
Crawford,Alma 1,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,318,4,0,94,220
Crawford,Alma 2,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,136,1,0,64,71
Crawford,Alma 3,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,671,11,0,254,406
Crawford,Alma 4,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,397,3,2,158,234
Crawford,Bidville,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,13,1,0,5,7
Crawford,Cedar Creek,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,117,1,1,28,87
Crawford,Cedarville,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,548,2,0,212,334
Crawford,Chester,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,116,1,0,25,90
Crawford,Cove City CSD,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,61,0,0,20,41
Crawford,Dean Springs,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,511,4,0,155,352
Crawford,Dora,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,338,0,0,171,167
Crawford,Dyer,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,377,6,0,106,265
Crawford,Eagle Crest,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,175,1,1,82,91
Crawford,Figure Five,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,149,0,0,56,93
Crawford,Jasper,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,691,10,1,285,395
Crawford,Kibler,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,428,0,1,140,287
Crawford,Lancaster,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,275,2,2,83,188
Crawford,Lee Creek CSD,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,175,0,0,48,127
Crawford,Locke,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,82,2,0,19,61
Crawford,Mountain,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,455,7,2,130,316
Crawford,Mulberry 1,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,74,0,0,16,58
Crawford,Mulberry 2,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,38,0,0,4,34
Crawford,Mulberry 3,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,269,4,0,57,208
Crawford,Oliver Springs,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,308,2,0,114,192
Crawford,Porter,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,67,0,0,22,45
Crawford,Rudy,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,349,8,0,140,201
Crawford,Union,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,213,3,0,86,124
Crawford,Upper,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,24,2,0,4,18
Crawford,Van Buren 01,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,363,3,2,249,109
Crawford,Van Buren 02,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,502,7,2,219,274
Crawford,Van Buren 03,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,943,8,0,484,451
Crawford,Van Buren 04,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,130,3,1,86,40
Crawford,Van Buren 05,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,609,8,1,249,351
Crawford,Van Buren 06,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,341,11,0,193,137
Crawford,Van Buren 07,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,249,4,0,139,106
Crawford,Van Buren 08,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,297,5,0,141,151
Crawford,Van Buren 09,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,386,23,0,182,181
Crawford,Van Buren 10,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,419,1,0,210,208
Crawford,Van Buren 11,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,418,6,1,203,208
Crawford,Van Buren 12,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,647,33,1,351,262
Crawford,Vine Prairie,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,128,3,0,34,91
Crawford,Whitley,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,217,1,0,86,130
Crawford,Winfrey,Lieutenant Governor,,Rep,Lt. Governor Tim Griffin,19,0,0,9,10
Crawford,Alma 1,Attorney General,,Dem,Mike Lee,131,2,0,48,81
Crawford,Alma 2,Attorney General,,Dem,Mike Lee,27,2,0,14,11
Crawford,Alma 3,Attorney General,,Dem,Mike Lee,190,2,0,76,112
Crawford,Alma 4,Attorney General,,Dem,Mike Lee,99,1,0,37,61
Crawford,Bidville,Attorney General,,Dem,Mike Lee,1,0,0,1,0
Crawford,Cedar Creek,Attorney General,,Dem,Mike Lee,16,0,0,7,9
Crawford,Cedarville,Attorney General,,Dem,Mike Lee,99,1,0,46,52
Crawford,Chester,Attorney General,,Dem,Mike Lee,46,2,0,12,32
Crawford,Cove City CSD,Attorney General,,Dem,Mike Lee,20,0,0,5,15
Crawford,Dean Springs,Attorney General,,Dem,Mike Lee,113,2,0,44,67
Crawford,Dora,Attorney General,,Dem,Mike Lee,92,1,0,40,51
Crawford,Dyer,Attorney General,,Dem,Mike Lee,117,2,0,31,84
Crawford,Eagle Crest,Attorney General,,Dem,Mike Lee,37,1,0,14,22
Crawford,Figure Five,Attorney General,,Dem,Mike Lee,28,0,0,14,14
Crawford,Jasper,Attorney General,,Dem,Mike Lee,141,4,0,60,77
Crawford,Kibler,Attorney General,,Dem,Mike Lee,88,2,0,28,58
Crawford,Lancaster,Attorney General,,Dem,Mike Lee,56,2,1,22,31
Crawford,Lee Creek CSD,Attorney General,,Dem,Mike Lee,24,0,0,9,15
Crawford,Locke,Attorney General,,Dem,Mike Lee,13,1,0,2,10
Crawford,Mountain,Attorney General,,Dem,Mike Lee,152,3,1,43,105
Crawford,Mulberry 1,Attorney General,,Dem,Mike Lee,25,1,0,6,18
Crawford,Mulberry 2,Attorney General,,Dem,Mike Lee,6,0,0,2,4
Crawford,Mulberry 3,Attorney General,,Dem,Mike Lee,100,1,0,19,80
Crawford,Oliver Springs,Attorney General,,Dem,Mike Lee,74,2,0,41,31
Crawford,Porter,Attorney General,,Dem,Mike Lee,28,1,0,8,19
Crawford,Rudy,Attorney General,,Dem,Mike Lee,77,1,0,32,44
Crawford,Union,Attorney General,,Dem,Mike Lee,57,0,0,23,34
Crawford,Upper,Attorney General,,Dem,Mike Lee,2,0,0,0,2
Crawford,Van Buren 01,Attorney General,,Dem,Mike Lee,127,2,0,86,39
Crawford,Van Buren 02,Attorney General,,Dem,Mike Lee,155,3,0,84,68
Crawford,Van Buren 03,Attorney General,,Dem,Mike Lee,235,2,2,119,112
Crawford,Van Buren 04,Attorney General,,Dem,Mike Lee,78,1,0,57,20
Crawford,Van Buren 05,Attorney General,,Dem,Mike Lee,189,5,0,62,122
Crawford,Van Buren 06,Attorney General,,Dem,Mike Lee,127,3,1,76,47
Crawford,Van Buren 07,Attorney General,,Dem,Mike Lee,96,4,0,60,32
Crawford,Van Buren 08,Attorney General,,Dem,Mike Lee,96,1,0,36,59
Crawford,Van Buren 09,Attorney General,,Dem,Mike Lee,110,9,0,52,49
Crawford,Van Buren 10,Attorney General,,Dem,Mike Lee,143,3,1,81,58
Crawford,Van Buren 11,Attorney General,,Dem,Mike Lee,131,0,0,70,61
Crawford,Van Buren 12,Attorney General,,Dem,Mike Lee,170,10,0,100,60
Crawford,Vine Prairie,Attorney General,,Dem,Mike Lee,22,0,0,5,17
Crawford,Whitley,Attorney General,,Dem,Mike Lee,51,0,0,13,38
Crawford,Winfrey,Attorney General,,Dem,Mike Lee,2,0,0,0,2
Crawford,Alma 1,Attorney General,,Rep,Attorney General Leslie Rutledge,301,4,0,92,205
Crawford,Alma 2,Attorney General,,Rep,Attorney General Leslie Rutledge,136,1,0,59,76
Crawford,Alma 3,Attorney General,,Rep,Attorney General Leslie Rutledge,655,11,0,253,391
Crawford,Alma 4,Attorney General,,Rep,Attorney General Leslie Rutledge,395,3,1,161,230
Crawford,Bidville,Attorney General,,Rep,Attorney General Leslie Rutledge,15,2,0,6,7
Crawford,Cedar Creek,Attorney General,,Rep,Attorney General Leslie Rutledge,119,1,1,28,89
Crawford,Cedarville,Attorney General,,Rep,Attorney General Leslie Rutledge,536,2,0,212,322
Crawford,Chester,Attorney General,,Rep,Attorney General Leslie Rutledge,118,1,0,25,92
Crawford,Cove City CSD,Attorney General,,Rep,Attorney General Leslie Rutledge,54,0,0,18,36
Crawford,Dean Springs,Attorney General,,Rep,Attorney General Leslie Rutledge,498,4,0,155,339
Crawford,Dora,Attorney General,,Rep,Attorney General Leslie Rutledge,329,0,0,169,160
Crawford,Dyer,Attorney General,,Rep,Attorney General Leslie Rutledge,368,6,0,104,258
Crawford,Eagle Crest,Attorney General,,Rep,Attorney General Leslie Rutledge,168,0,1,84,83
Crawford,Figure Five,Attorney General,,Rep,Attorney General Leslie Rutledge,146,0,0,55,91
Crawford,Jasper,Attorney General,,Rep,Attorney General Leslie Rutledge,678,7,1,286,384
Crawford,Kibler,Attorney General,,Rep,Attorney General Leslie Rutledge,419,0,1,140,278
Crawford,Lancaster,Attorney General,,Rep,Attorney General Leslie Rutledge,277,2,2,83,190
Crawford,Lee Creek CSD,Attorney General,,Rep,Attorney General Leslie Rutledge,178,1,0,51,126
Crawford,Locke,Attorney General,,Rep,Attorney General Leslie Rutledge,82,2,0,20,60
Crawford,Mountain,Attorney General,,Rep,Attorney General Leslie Rutledge,447,8,2,126,311
Crawford,Mulberry 1,Attorney General,,Rep,Attorney General Leslie Rutledge,73,0,0,15,58
Crawford,Mulberry 2,Attorney General,,Rep,Attorney General Leslie Rutledge,38,0,0,4,34
Crawford,Mulberry 3,Attorney General,,Rep,Attorney General Leslie Rutledge,260,4,0,50,206
Crawford,Oliver Springs,Attorney General,,Rep,Attorney General Leslie Rutledge,301,2,0,112,187
Crawford,Porter,Attorney General,,Rep,Attorney General Leslie Rutledge,65,0,0,20,45
Crawford,Rudy,Attorney General,,Rep,Attorney General Leslie Rutledge,343,8,0,137,198
Crawford,Union,Attorney General,,Rep,Attorney General Leslie Rutledge,205,3,0,84,118
Crawford,Upper,Attorney General,,Rep,Attorney General Leslie Rutledge,23,2,0,3,18
Crawford,Van Buren 01,Attorney General,,Rep,Attorney General Leslie Rutledge,345,3,2,240,100
Crawford,Van Buren 02,Attorney General,,Rep,Attorney General Leslie Rutledge,487,7,2,210,268
Crawford,Van Buren 03,Attorney General,,Rep,Attorney General Leslie Rutledge,920,8,1,475,436
Crawford,Van Buren 04,Attorney General,,Rep,Attorney General Leslie Rutledge,129,2,1,84,42
Crawford,Van Buren 05,Attorney General,,Rep,Attorney General Leslie Rutledge,596,8,1,247,340
Crawford,Van Buren 06,Attorney General,,Rep,Attorney General Leslie Rutledge,332,12,0,192,128
Crawford,Van Buren 07,Attorney General,,Rep,Attorney General Leslie Rutledge,237,4,0,134,99
Crawford,Van Buren 08,Attorney General,,Rep,Attorney General Leslie Rutledge,289,5,0,141,143
Crawford,Van Buren 09,Attorney General,,Rep,Attorney General Leslie Rutledge,371,20,0,180,171
Crawford,Van Buren 10,Attorney General,,Rep,Attorney General Leslie Rutledge,403,1,0,204,198
Crawford,Van Buren 11,Attorney General,,Rep,Attorney General Leslie Rutledge,412,6,1,200,205
Crawford,Van Buren 12,Attorney General,,Rep,Attorney General Leslie Rutledge,624,31,1,342,250
Crawford,Vine Prairie,Attorney General,,Rep,Attorney General Leslie Rutledge,131,4,0,33,94
Crawford,Whitley,Attorney General,,Rep,Attorney General Leslie Rutledge,214,1,0,86,127
Crawford,Winfrey,Attorney General,,Rep,Attorney General Leslie Rutledge,18,0,0,9,9
Crawford,Alma 1,Attorney General,,Lib,Kerry Hicks,19,0,0,5,14
Crawford,Alma 2,Attorney General,,Lib,Kerry Hicks,9,0,0,3,6
Crawford,Alma 3,Attorney General,,Lib,Kerry Hicks,24,0,0,3,21
Crawford,Alma 4,Attorney General,,Lib,Kerry Hicks,8,0,1,1,6
Crawford,Bidville,Attorney General,,Lib,Kerry Hicks,0,0,0,0,0
Crawford,Cedar Creek,Attorney General,,Lib,Kerry Hicks,4,0,0,1,3
Crawford,Cedarville,Attorney General,,Lib,Kerry Hicks,20,0,0,3,17
Crawford,Chester,Attorney General,,Lib,Kerry Hicks,6,0,0,0,6
Crawford,Cove City CSD,Attorney General,,Lib,Kerry Hicks,4,0,0,3,1
Crawford,Dean Springs,Attorney General,,Lib,Kerry Hicks,21,0,0,3,18
Crawford,Dora,Attorney General,,Lib,Kerry Hicks,11,0,0,3,8
Crawford,Dyer,Attorney General,,Lib,Kerry Hicks,19,0,0,7,12
Crawford,Eagle Crest,Attorney General,,Lib,Kerry Hicks,5,0,0,1,4
Crawford,Figure Five,Attorney General,,Lib,Kerry Hicks,2,0,0,0,2
Crawford,Jasper,Attorney General,,Lib,Kerry Hicks,25,0,0,13,12
Crawford,Kibler,Attorney General,,Lib,Kerry Hicks,12,0,0,3,9
Crawford,Lancaster,Attorney General,,Lib,Kerry Hicks,11,0,0,2,9
Crawford,Lee Creek CSD,Attorney General,,Lib,Kerry Hicks,7,0,0,4,3
Crawford,Locke,Attorney General,,Lib,Kerry Hicks,0,0,0,0,0
Crawford,Mountain,Attorney General,,Lib,Kerry Hicks,21,0,0,11,10
Crawford,Mulberry 1,Attorney General,,Lib,Kerry Hicks,1,0,0,0,1
Crawford,Mulberry 2,Attorney General,,Lib,Kerry Hicks,4,0,0,1,3
Crawford,Mulberry 3,Attorney General,,Lib,Kerry Hicks,10,0,0,3,7
Crawford,Oliver Springs,Attorney General,,Lib,Kerry Hicks,9,0,0,5,4
Crawford,Porter,Attorney General,,Lib,Kerry Hicks,3,0,0,2,1
Crawford,Rudy,Attorney General,,Lib,Kerry Hicks,13,0,0,3,10
Crawford,Union,Attorney General,,Lib,Kerry Hicks,13,0,0,2,11
Crawford,Upper,Attorney General,,Lib,Kerry Hicks,1,0,0,1,0
Crawford,Van Buren 01,Attorney General,,Lib,Kerry Hicks,16,0,0,6,10
Crawford,Van Buren 02,Attorney General,,Lib,Kerry Hicks,21,0,0,8,13
Crawford,Van Buren 03,Attorney General,,Lib,Kerry Hicks,33,0,0,11,22
Crawford,Van Buren 04,Attorney General,,Lib,Kerry Hicks,9,0,0,7,2
Crawford,Van Buren 05,Attorney General,,Lib,Kerry Hicks,37,0,0,21,16
Crawford,Van Buren 06,Attorney General,,Lib,Kerry Hicks,18,0,0,8,10
Crawford,Van Buren 07,Attorney General,,Lib,Kerry Hicks,19,0,0,10,9
Crawford,Van Buren 08,Attorney General,,Lib,Kerry Hicks,6,0,0,3,3
Crawford,Van Buren 09,Attorney General,,Lib,Kerry Hicks,12,0,0,4,8
Crawford,Van Buren 10,Attorney General,,Lib,Kerry Hicks,18,0,0,5,13
Crawford,Van Buren 11,Attorney General,,Lib,Kerry Hicks,12,0,0,7,5
Crawford,Van Buren 12,Attorney General,,Lib,Kerry Hicks,21,1,0,11,9
Crawford,Vine Prairie,Attorney General,,Lib,Kerry Hicks,1,0,0,0,1
Crawford,Whitley,Attorney General,,Lib,Kerry Hicks,14,0,0,3,11
Crawford,Winfrey,Attorney General,,Lib,Kerry Hicks,0,0,0,0,0
Crawford,Alma 1,Secretary of State,,Lib,Christopher Olson,13,0,0,3,10
Crawford,Alma 2,Secretary of State,,Lib,Christopher Olson,9,0,0,4,5
Crawford,Alma 3,Secretary of State,,Lib,Christopher Olson,28,0,0,5,23
Crawford,Alma 4,Secretary of State,,Lib,Christopher Olson,16,0,0,2,14
Crawford,Bidville,Secretary of State,,Lib,Christopher Olson,0,0,0,0,0
Crawford,Cedar Creek,Secretary of State,,Lib,Christopher Olson,2,0,0,0,2
Crawford,Cedarville,Secretary of State,,Lib,Christopher Olson,25,0,0,8,17
Crawford,Chester,Secretary of State,,Lib,Christopher Olson,4,0,0,1,3
Crawford,Cove City CSD,Secretary of State,,Lib,Christopher Olson,2,0,0,1,1
Crawford,Dean Springs,Secretary of State,,Lib,Christopher Olson,20,0,0,4,16
Crawford,Dora,Secretary of State,,Lib,Christopher Olson,14,0,0,6,8
Crawford,Dyer,Secretary of State,,Lib,Christopher Olson,17,0,0,9,8
Crawford,Eagle Crest,Secretary of State,,Lib,Christopher Olson,5,0,0,1,4
Crawford,Figure Five,Secretary of State,,Lib,Christopher Olson,1,0,0,0,1
Crawford,Jasper,Secretary of State,,Lib,Christopher Olson,26,1,0,8,17
Crawford,Kibler,Secretary of State,,Lib,Christopher Olson,14,0,0,3,11
Crawford,Lancaster,Secretary of State,,Lib,Christopher Olson,7,0,0,0,7
Crawford,Lee Creek CSD,Secretary of State,,Lib,Christopher Olson,7,0,0,4,3
Crawford,Locke,Secretary of State,,Lib,Christopher Olson,0,0,0,0,0
Crawford,Mountain,Secretary of State,,Lib,Christopher Olson,19,0,1,7,11
Crawford,Mulberry 1,Secretary of State,,Lib,Christopher Olson,0,0,0,0,0
Crawford,Mulberry 2,Secretary of State,,Lib,Christopher Olson,5,0,0,1,4
Crawford,Mulberry 3,Secretary of State,,Lib,Christopher Olson,15,0,0,3,12
Crawford,Oliver Springs,Secretary of State,,Lib,Christopher Olson,8,0,0,3,5
Crawford,Porter,Secretary of State,,Lib,Christopher Olson,1,0,0,0,1
Crawford,Rudy,Secretary of State,,Lib,Christopher Olson,8,0,0,0,8
Crawford,Union,Secretary of State,,Lib,Christopher Olson,8,0,0,3,5
Crawford,Upper,Secretary of State,,Lib,Christopher Olson,1,0,0,0,1
Crawford,Van Buren 01,Secretary of State,,Lib,Christopher Olson,13,0,0,4,9
Crawford,Van Buren 02,Secretary of State,,Lib,Christopher Olson,19,0,0,7,12
Crawford,Van Buren 03,Secretary of State,,Lib,Christopher Olson,40,0,0,15,25
Crawford,Van Buren 04,Secretary of State,,Lib,Christopher Olson,10,0,0,10,0
Crawford,Van Buren 05,Secretary of State,,Lib,Christopher Olson,31,0,0,15,16
Crawford,Van Buren 06,Secretary of State,,Lib,Christopher Olson,20,1,0,8,11
Crawford,Van Buren 07,Secretary of State,,Lib,Christopher Olson,10,0,0,6,4
Crawford,Van Buren 08,Secretary of State,,Lib,Christopher Olson,5,0,0,3,2
Crawford,Van Buren 09,Secretary of State,,Lib,Christopher Olson,8,0,0,2,6
Crawford,Van Buren 10,Secretary of State,,Lib,Christopher Olson,14,0,0,6,8
Crawford,Van Buren 11,Secretary of State,,Lib,Christopher Olson,14,0,0,9,5
Crawford,Van Buren 12,Secretary of State,,Lib,Christopher Olson,18,1,0,9,8
Crawford,Vine Prairie,Secretary of State,,Lib,Christopher Olson,1,0,0,0,1
Crawford,Whitley,Secretary of State,,Lib,Christopher Olson,7,0,0,2,5
Crawford,Winfrey,Secretary of State,,Lib,Christopher Olson,0,0,0,0,0
Crawford,Alma 1,Secretary of State,,Dem,Susan Inman,131,2,0,50,79
Crawford,Alma 2,Secretary of State,,Dem,Susan Inman,30,2,0,13,15
Crawford,Alma 3,Secretary of State,,Dem,Susan Inman,192,2,0,80,110
Crawford,Alma 4,Secretary of State,,Dem,Susan Inman,106,1,0,42,63
Crawford,Bidville,Secretary of State,,Dem,Susan Inman,3,1,0,2,0
Crawford,Cedar Creek,Secretary of State,,Dem,Susan Inman,21,0,0,10,11
Crawford,Cedarville,Secretary of State,,Dem,Susan Inman,109,1,0,50,58
Crawford,Chester,Secretary of State,,Dem,Susan Inman,49,2,0,13,34
Crawford,Cove City CSD,Secretary of State,,Dem,Susan Inman,18,0,0,5,13
Crawford,Dean Springs,Secretary of State,,Dem,Susan Inman,114,2,0,43,69
Crawford,Dora,Secretary of State,,Dem,Susan Inman,96,1,0,43,52
Crawford,Dyer,Secretary of State,,Dem,Susan Inman,118,2,0,34,82
Crawford,Eagle Crest,Secretary of State,,Dem,Susan Inman,36,0,0,18,18
Crawford,Figure Five,Secretary of State,,Dem,Susan Inman,29,0,0,15,14
Crawford,Jasper,Secretary of State,,Dem,Susan Inman,142,1,0,66,75
Crawford,Kibler,Secretary of State,,Dem,Susan Inman,94,2,0,32,60
Crawford,Lancaster,Secretary of State,,Dem,Susan Inman,65,1,1,28,35
Crawford,Lee Creek CSD,Secretary of State,,Dem,Susan Inman,27,0,0,10,17
Crawford,Locke,Secretary of State,,Dem,Susan Inman,17,1,0,3,13
Crawford,Mountain,Secretary of State,,Dem,Susan Inman,153,3,0,43,107
Crawford,Mulberry 1,Secretary of State,,Dem,Susan Inman,25,1,0,5,19
Crawford,Mulberry 2,Secretary of State,,Dem,Susan Inman,10,0,0,2,8
Crawford,Mulberry 3,Secretary of State,,Dem,Susan Inman,97,1,0,16,80
Crawford,Oliver Springs,Secretary of State,,Dem,Susan Inman,85,2,0,48,35
Crawford,Porter,Secretary of State,,Dem,Susan Inman,28,1,0,7,20
Crawford,Rudy,Secretary of State,,Dem,Susan Inman,84,1,0,33,50
Crawford,Union,Secretary of State,,Dem,Susan Inman,54,0,0,19,35
Crawford,Upper,Secretary of State,,Dem,Susan Inman,1,0,0,0,1
Crawford,Van Buren 01,Secretary of State,,Dem,Susan Inman,130,2,0,91,37
Crawford,Van Buren 02,Secretary of State,,Dem,Susan Inman,163,3,0,89,71
Crawford,Van Buren 03,Secretary of State,,Dem,Susan Inman,232,2,3,125,102
Crawford,Van Buren 04,Secretary of State,,Dem,Susan Inman,77,1,0,52,24
Crawford,Van Buren 05,Secretary of State,,Dem,Susan Inman,201,5,0,70,126
Crawford,Van Buren 06,Secretary of State,,Dem,Susan Inman,137,3,1,78,55
Crawford,Van Buren 07,Secretary of State,,Dem,Susan Inman,105,4,0,70,31
Crawford,Van Buren 08,Secretary of State,,Dem,Susan Inman,98,1,0,34,63
Crawford,Van Buren 09,Secretary of State,,Dem,Susan Inman,120,9,0,63,48
Crawford,Van Buren 10,Secretary of State,,Dem,Susan Inman,153,3,1,85,64
Crawford,Van Buren 11,Secretary of State,,Dem,Susan Inman,131,0,0,65,66
Crawford,Van Buren 12,Secretary of State,,Dem,Susan Inman,178,11,0,107,60
Crawford,Vine Prairie,Secretary of State,,Dem,Susan Inman,27,0,0,4,23
Crawford,Whitley,Secretary of State,,Dem,Susan Inman,57,0,0,16,41
Crawford,Winfrey,Secretary of State,,Dem,Susan Inman,0,0,0,0,0
Crawford,Alma 1,Secretary of State,,Rep,John Thurston Commissioner of State Lands,307,4,0,92,211
Crawford,Alma 2,Secretary of State,,Rep,John Thurston Commissioner of State Lands,130,1,0,59,70
Crawford,Alma 3,Secretary of State,,Rep,John Thurston Commissioner of State Lands,647,10,0,247,390
Crawford,Alma 4,Secretary of State,,Rep,John Thurston Commissioner of State Lands,376,3,2,153,218
Crawford,Bidville,Secretary of State,,Rep,John Thurston Commissioner of State Lands,12,1,0,5,6
Crawford,Cedar Creek,Secretary of State,,Rep,John Thurston Commissioner of State Lands,115,1,1,26,87
