county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee
St Francis,Hughes,U.S. House,1,LIB,Elvis Presley,16,15,1,0
St Francis,Heth/Blackfish,U.S. House,1,LIB,Elvis Presley,1,1,0,0
St Francis,Widener,U.S. House,1,LIB,Elvis Presley,5,5,0,0
St Francis,Madison,U.S. House,1,LIB,Elvis Presley,3,2,1,0
St Francis,Bonair,U.S. House,1,LIB,Elvis Presley,8,4,4,0
St Francis,Newcastle/Parrott,U.S. House,1,LIB,Elvis Presley,14,9,5,0
St Francis,Colt,U.S. House,1,LIB,Elvis Presley,5,5,0,0
St Francis,Caldwell,U.S. House,1,LIB,Elvis Presley,2,2,0,0
St Francis,Forrest City Country West,U.S. House,1,LIB,Elvis Presley,1,0,1,0
St Francis,Palestine,U.S. House,1,LIB,Elvis Presley,5,2,3,0
St Francis,Wheatley,U.S. House,1,LIB,Elvis Presley,5,5,0,0
St Francis,FC Ward 1,U.S. House,1,LIB,Elvis Presley,16,5,10,1
St Francis,FC Ward 2,U.S. House,1,LIB,Elvis Presley,18,3,14,1
St Francis,FC Ward 3,U.S. House,1,LIB,Elvis Presley,16,9,7,0
St Francis,FC Ward 4,U.S. House,1,LIB,Elvis Presley,14,7,7,0
St Francis,Hughes,U.S. House,1,DEM,Chintan Desai,327,237,58,32
St Francis,Heth/Blackfish,U.S. House,1,DEM,Chintan Desai,43,33,10,0
St Francis,Widener,U.S. House,1,DEM,Chintan Desai,66,58,8,0
St Francis,Madison,U.S. House,1,DEM,Chintan Desai,191,117,68,6
St Francis,Bonair,U.S. House,1,DEM,Chintan Desai,65,25,40,0
St Francis,Newcastle/Parrott,U.S. House,1,DEM,Chintan Desai,113,44,67,2
St Francis,Colt,U.S. House,1,DEM,Chintan Desai,153,95,57,1
St Francis,Caldwell,U.S. House,1,DEM,Chintan Desai,51,23,22,6
St Francis,Forrest City Country West,U.S. House,1,DEM,Chintan Desai,60,7,49,4
St Francis,Palestine,U.S. House,1,DEM,Chintan Desai,128,69,53,6
St Francis,Wheatley,U.S. House,1,DEM,Chintan Desai,39,30,9,0
St Francis,FC Ward 1,U.S. House,1,DEM,Chintan Desai,486,164,301,21
St Francis,FC Ward 2,U.S. House,1,DEM,Chintan Desai,577,180,351,46
St Francis,FC Ward 3,U.S. House,1,DEM,Chintan Desai,397,126,240,31
St Francis,FC Ward 4,U.S. House,1,DEM,Chintan Desai,342,110,217,15
St Francis,Hughes,U.S. House,1,REP,Congressman Rick Crawford,159,121,31,7
St Francis,Heth/Blackfish,U.S. House,1,REP,Congressman Rick Crawford,79,68,11,0
St Francis,Widener,U.S. House,1,REP,Congressman Rick Crawford,57,39,17,1
St Francis,Madison,U.S. House,1,REP,Congressman Rick Crawford,34,23,8,3
St Francis,Bonair,U.S. House,1,REP,Congressman Rick Crawford,212,116,95,1
St Francis,Newcastle/Parrott,U.S. House,1,REP,Congressman Rick Crawford,549,311,235,3
St Francis,Colt,U.S. House,1,REP,Congressman Rick Crawford,230,149,77,4
St Francis,Caldwell,U.S. House,1,REP,Congressman Rick Crawford,148,97,50,1
St Francis,Forrest City Country West,U.S. House,1,REP,Congressman Rick Crawford,54,22,32,0
St Francis,Palestine,U.S. House,1,REP,Congressman Rick Crawford,264,187,73,4
St Francis,Wheatley,U.S. House,1,REP,Congressman Rick Crawford,80,69,11,0
St Francis,FC Ward 1,U.S. House,1,REP,Congressman Rick Crawford,45,16,27,2
St Francis,FC Ward 2,U.S. House,1,REP,Congressman Rick Crawford,79,23,54,2
St Francis,FC Ward 3,U.S. House,1,REP,Congressman Rick Crawford,327,93,220,14
St Francis,FC Ward 4,U.S. House,1,REP,Congressman Rick Crawford,270,75,190,5
St Francis,Hughes,Governor,,DEM,Jared K. Henderson,335,243,60,32
St Francis,Heth/Blackfish,Governor,,DEM,Jared K. Henderson,42,32,10,0
St Francis,Widener,Governor,,DEM,Jared K. Henderson,68,59,9,0
St Francis,Madison,Governor,,DEM,Jared K. Henderson,190,118,65,7
St Francis,Bonair,Governor,,DEM,Jared K. Henderson,66,27,39,0
St Francis,Newcastle/Parrott,Governor,,DEM,Jared K. Henderson,112,45,64,3
St Francis,Colt,Governor,,DEM,Jared K. Henderson,145,88,56,1
St Francis,Caldwell,Governor,,DEM,Jared K. Henderson,46,20,20,6
St Francis,Forrest City Country West,Governor,,DEM,Jared K. Henderson,61,6,51,4
St Francis,Palestine,Governor,,DEM,Jared K. Henderson,133,70,56,7
St Francis,Wheatley,Governor,,DEM,Jared K. Henderson,38,29,9,0
St Francis,FC Ward 1,Governor,,DEM,Jared K. Henderson,487,161,305,21
St Francis,FC Ward 2,Governor,,DEM,Jared K. Henderson,565,176,345,44
St Francis,FC Ward 3,Governor,,DEM,Jared K. Henderson,402,131,239,32
St Francis,FC Ward 4,Governor,,DEM,Jared K. Henderson,329,100,214,15
St Francis,Hughes,Governor,,LIB,Mark West,18,16,1,1
St Francis,Heth/Blackfish,Governor,,LIB,Mark West,2,2,0,0
St Francis,Widener,Governor,,LIB,Mark West,2,2,0,0
St Francis,Madison,Governor,,LIB,Mark West,6,2,4,0
St Francis,Bonair,Governor,,LIB,Mark West,8,4,4,0
St Francis,Newcastle/Parrott,Governor,,LIB,Mark West,16,11,5,0
St Francis,Colt,Governor,,LIB,Mark West,8,8,0,0
St Francis,Caldwell,Governor,,LIB,Mark West,5,4,1,0
St Francis,Forrest City Country West,Governor,,LIB,Mark West,1,1,0,0
St Francis,Palestine,Governor,,LIB,Mark West,7,3,4,0
St Francis,Wheatley,Governor,,LIB,Mark West,3,3,0,0
St Francis,FC Ward 1,Governor,,LIB,Mark West,12,4,8,0
St Francis,FC Ward 2,Governor,,LIB,Mark West,17,5,12,0
St Francis,FC Ward 3,Governor,,LIB,Mark West,15,10,5,0
St Francis,FC Ward 4,Governor,,LIB,Mark West,12,8,4,0
St Francis,Hughes,Governor,,REP,Governor Asa Hutchinson,145,110,29,6
St Francis,Heth/Blackfish,Governor,,REP,Governor Asa Hutchinson,78,67,11,0
St Francis,Widener,Governor,,REP,Governor Asa Hutchinson,62,44,17,1
St Francis,Madison,Governor,,REP,Governor Asa Hutchinson,37,26,9,2
St Francis,Bonair,Governor,,REP,Governor Asa Hutchinson,214,116,97,1
St Francis,Newcastle/Parrott,Governor,,REP,Governor Asa Hutchinson,548,307,239,2
St Francis,Colt,Governor,,REP,Governor Asa Hutchinson,242,154,84,4
St Francis,Caldwell,Governor,,REP,Governor Asa Hutchinson,151,98,52,1
St Francis,Forrest City Country West,Governor,,REP,Governor Asa Hutchinson,54,22,32,0
St Francis,Palestine,Governor,,REP,Governor Asa Hutchinson,260,186,71,3
St Francis,Wheatley,Governor,,REP,Governor Asa Hutchinson,84,72,12,0
St Francis,FC Ward 1,Governor,,REP,Governor Asa Hutchinson,62,22,38,2
St Francis,FC Ward 2,Governor,,REP,Governor Asa Hutchinson,98,26,67,5
St Francis,FC Ward 3,Governor,,REP,Governor Asa Hutchinson,334,91,229,14
St Francis,FC Ward 4,Governor,,REP,Governor Asa Hutchinson,291,83,203,5
St Francis,Hughes,Lieutenant Governor,,LIB,Frank Gilbert,7,6,1,0
St Francis,Heth/Blackfish,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0
St Francis,Widener,Lieutenant Governor,,LIB,Frank Gilbert,5,3,2,0
St Francis,Madison,Lieutenant Governor,,LIB,Frank Gilbert,7,5,2,0
St Francis,Bonair,Lieutenant Governor,,LIB,Frank Gilbert,7,4,3,0
St Francis,Newcastle/Parrott,Lieutenant Governor,,LIB,Frank Gilbert,15,9,6,0
St Francis,Colt,Lieutenant Governor,,LIB,Frank Gilbert,12,11,1,0
St Francis,Caldwell,Lieutenant Governor,,LIB,Frank Gilbert,5,4,1,0
St Francis,Forrest City Country West,Lieutenant Governor,,LIB,Frank Gilbert,2,1,1,0
St Francis,Palestine,Lieutenant Governor,,LIB,Frank Gilbert,7,5,2,0
St Francis,Wheatley,Lieutenant Governor,,LIB,Frank Gilbert,6,5,1,0
St Francis,FC Ward 1,Lieutenant Governor,,LIB,Frank Gilbert,17,5,12,0
St Francis,FC Ward 2,Lieutenant Governor,,LIB,Frank Gilbert,9,2,7,0
St Francis,FC Ward 3,Lieutenant Governor,,LIB,Frank Gilbert,21,11,10,0
St Francis,FC Ward 4,Lieutenant Governor,,LIB,Frank Gilbert,12,5,6,1
St Francis,Hughes,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,151,118,27,6
St Francis,Heth/Blackfish,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,77,65,12,0
St Francis,Widener,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,60,44,15,1
St Francis,Madison,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,32,21,9,2
St Francis,Bonair,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,213,115,97,1
St Francis,Newcastle/Parrott,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,556,317,236,3
St Francis,Colt,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,237,152,81,4
St Francis,Caldwell,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,150,97,52,1
St Francis,Forrest City Country West,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,52,22,30,0
St Francis,Palestine,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,259,186,70,3
St Francis,Wheatley,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,81,70,11,0
St Francis,FC Ward 1,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,48,18,28,2
St Francis,FC Ward 2,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,70,21,47,2
