county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee,provisional,hand_count
Monroe,BRINKLEY WARD 1,U.S. House,1,GRN,Jacob Holloway,10,8,2,0,0,0
Monroe,BRINKLEY WARD 1,U.S. House,1,LIB,Jessica Paxton,2,1,1,0,0,0
Monroe,BRINKLEY WARD 1,U.S. House,1,REP,Rick Crawford,179,147,21,11,0,0
Monroe,BRINKLEY WARD 1,President,,DEM,Barack Obama / Joe Biden,188,141,42,5,0,0
Monroe,BRINKLEY WARD 1,President,,GRN,Jill Stein / Cheri Honkala,7,6,0,1,0,0
Monroe,BRINKLEY WARD 1,President,,LIB,Gary Johnson / James P. Gray,3,3,0,0,0,0
Monroe,BRINKLEY WARD 1,President,,REP,Mitt Romney / Paul Ryan,197,156,28,13,0,0
Monroe,BRINKLEY WARD 2,State Senate,23,DEM,Jerry Brown,250,201,43,6,0,0
Monroe,BRINKLEY WARD 2,State Senate,23,REP,Ronald Caldwell,109,90,16,3,0,0
Monroe,BRINKLEY WARD 2,U.S. House,1,DEM,Scott Ellington,241,191,44,6,0,0
Monroe,BRINKLEY WARD 2,U.S. House,1,GRN,Jacob Holloway,8,8,0,0,0,0
Monroe,BRINKLEY WARD 2,U.S. House,1,LIB,Jessica Paxton,4,4,0,0,0,0
Monroe,BRINKLEY WARD 2,U.S. House,1,REP,Rick Crawford,108,87,17,4,0,0
Monroe,BRINKLEY WARD 2,President,,DEM,Barack Obama / Joe Biden,274,221,48,5,0,0
Monroe,BRINKLEY WARD 2,President,,GRN,Jill Stein / Cheri Honkala,2,2,0,0,0,0
Monroe,BRINKLEY WARD 2,President,,LIB,Gary Johnson / James P. Gray,1,1,0,0,0,0
Monroe,BRINKLEY WARD 2,President,,REP,Mitt Romney / Paul Ryan,108,88,17,3,0,0
Monroe,BRINKLEY WARD 3,State Senate,23,DEM,Jerry Brown,220,149,63,8,0,0
Monroe,BRINKLEY WARD 3,State Senate,23,REP,Ronald Caldwell,168,127,31,10,0,0
Monroe,BRINKLEY WARD 3,U.S. House,1,DEM,Scott Ellington,204,139,60,5,0,0
Monroe,BRINKLEY WARD 3,U.S. House,1,GRN,Jacob Holloway,7,6,1,0,0,0
Monroe,BRINKLEY WARD 3,U.S. House,1,LIB,Jessica Paxton,1,1,0,0,0,0
Monroe,BRINKLEY WARD 3,U.S. House,1,REP,Rick Crawford,172,128,31,13,0,0
Monroe,BRINKLEY WARD 3,President,,DEM,Barack Obama / Joe Biden,200,136,60,4,0,0
Monroe,BRINKLEY WARD 3,President,,GRN,Jill Stein / Cheri Honkala,4,3,1,0,0,0
Monroe,BRINKLEY WARD 3,President,,LIB,Gary Johnson / James P. Gray,2,2,0,0,0,0
Monroe,BRINKLEY WARD 3,President,,REP,Mitt Romney / Paul Ryan,195,144,37,14,0,0
Monroe,BRINKLEY-DIXON TOWNSHIP,State Senate,23,DEM,Jerry Brown,98,66,27,5,0,0
Monroe,BRINKLEY-DIXON TOWNSHIP,State Senate,23,REP,Ronald Caldwell,163,126,33,4,0,0
Monroe,BRINKLEY-DIXON TOWNSHIP,U.S. House,1,DEM,Scott Ellington,88,58,26,4,0,0
Monroe,BRINKLEY-DIXON TOWNSHIP,U.S. House,1,GRN,Jacob Holloway,11,10,1,0,0,0
Monroe,BRINKLEY-DIXON TOWNSHIP,U.S. House,1,LIB,Jessica Paxton,8,7,0,1,0,0
Monroe,BRINKLEY-DIXON TOWNSHIP,U.S. House,1,REP,Rick Crawford,150,114,32,4,0,0
Monroe,BRINKLEY-DIXON TOWNSHIP,President,,DEM,Barack Obama / Joe Biden,82,52,25,5,0,0
Monroe,BRINKLEY-DIXON TOWNSHIP,President,,GRN,Jill Stein / Cheri Honkala,2,2,0,0,0,0
Monroe,BRINKLEY-DIXON TOWNSHIP,President,,LIB,Gary Johnson / James P. Gray,3,2,1,0,0,0
Monroe,BRINKLEY-DIXON TOWNSHIP,President,,REP,Mitt Romney / Paul Ryan,184,143,37,4,0,0
Monroe,CACHE-KEEVIL TOWNSHIP,State Senate,23,DEM,Jerry Brown,31,20,7,4,0,0
Monroe,CACHE-KEEVIL TOWNSHIP,State Senate,23,REP,Ronald Caldwell,39,23,15,1,0,0
Monroe,CACHE-KEEVIL TOWNSHIP,State Senate,28,DEM,Tiffany Rogers,31,14,17,0,0,0
Monroe,CACHE-KEEVIL TOWNSHIP,State Senate,28,REP,Jonathan Dismang,30,19,11,0,0,0
Monroe,CACHE-KEEVIL TOWNSHIP,U.S. House,1,DEM,Scott Ellington,36,26,9,1,0,0
Monroe,CACHE-KEEVIL TOWNSHIP,U.S. House,1,GRN,Jacob Holloway,4,1,3,0,0,0
Monroe,CACHE-KEEVIL TOWNSHIP,U.S. House,1,LIB,Jessica Paxton,5,2,3,0,0,0
Monroe,CACHE-KEEVIL TOWNSHIP,U.S. House,1,REP,Rick Crawford,90,50,36,4,0,0
Monroe,CACHE-KEEVIL TOWNSHIP,President,,DEM,Barack Obama / Joe Biden,29,20,9,0,0,0
Monroe,CACHE-KEEVIL TOWNSHIP,President,,GRN,Jill Stein / Cheri Honkala,2,1,0,1,0,0
Monroe,CACHE-KEEVIL TOWNSHIP,President,,REP,Mitt Romney / Paul Ryan,107,61,42,4,0,0
Monroe,CLARENDON WARD 1,State Senate,28,DEM,Tiffany Rogers,173,78,92,3,0,0
Monroe,CLARENDON WARD 1,State Senate,28,REP,Jonathan Dismang,39,16,19,4,0,0
Monroe,CLARENDON WARD 1,U.S. House,1,DEM,Scott Ellington,145,59,82,4,0,0
Monroe,CLARENDON WARD 1,U.S. House,1,GRN,Jacob Holloway,5,4,1,0,0,0
Monroe,CLARENDON WARD 1,U.S. House,1,LIB,Jessica Paxton,7,3,4,0,0,0
Monroe,CLARENDON WARD 1,U.S. House,1,REP,Rick Crawford,56,30,22,4,0,0
Monroe,CLARENDON WARD 1,President,,DEM,Barack Obama / Joe Biden,140,57,78,5,0,0
Monroe,CLARENDON WARD 1,President,,GRN,Jill Stein / Cheri Honkala,1,0,1,0,0,0
Monroe,CLARENDON WARD 1,President,,LIB,Gary Johnson / James P. Gray,4,3,1,0,0,0
Monroe,CLARENDON WARD 1,President,,REP,Mitt Romney / Paul Ryan,75,39,32,4,0,0
Monroe,CLARENDON WARD 1,President,,SOC,Peta Lindsay / Yari Osorio,1,1,0,0,0,0
Monroe,CLARENDON WARD 2,State Senate,28,DEM,Tiffany Rogers,176,86,81,9,0,0
Monroe,CLARENDON WARD 2,State Senate,28,REP,Jonathan Dismang,76,28,40,8,0,0
Monroe,CLARENDON WARD 2,U.S. House,1,DEM,Scott Ellington,122,60,54,8,0,0
Monroe,CLARENDON WARD 2,U.S. House,1,GRN,Jacob Holloway,9,6,3,0,0,0
Monroe,CLARENDON WARD 2,U.S. House,1,LIB,Jessica Paxton,8,3,5,0,0,0
Monroe,CLARENDON WARD 2,U.S. House,1,REP,Rick Crawford,113,46,57,10,0,0
Monroe,CLARENDON WARD 2,President,,DEM,Barack Obama / Joe Biden,96,48,43,5,0,0
Monroe,CLARENDON WARD 2,President,,GRN,Jill Stein / Cheri Honkala,10,6,4,0,0,0
Monroe,CLARENDON WARD 2,President,,LIB,Gary Johnson / James P. Gray,4,1,3,0,0,0
Monroe,CLARENDON WARD 2,President,,REP,Mitt Romney / Paul Ryan,150,63,74,13,0,0
Monroe,CLARENDON WARD 3,State Senate,28,DEM,Tiffany Rogers,137,68,65,4,0,0
Monroe,CLARENDON WARD 3,State Senate,28,REP,Jonathan Dismang,59,29,28,2,0,0
Monroe,CLARENDON WARD 3,U.S. House,1,DEM,Scott Ellington,92,43,46,3,0,0
Monroe,CLARENDON WARD 3,U.S. House,1,GRN,Jacob Holloway,3,1,2,0,0,0
Monroe,CLARENDON WARD 3,U.S. House,1,LIB,Jessica Paxton,7,4,3,0,0,0
Monroe,CLARENDON WARD 3,U.S. House,1,REP,Rick Crawford,90,47,40,3,0,0
Monroe,CLARENDON WARD 3,President,,DEM,Barack Obama / Joe Biden,102,52,48,2,0,0
Monroe,CLARENDON WARD 3,President,,GRN,Jill Stein / Cheri Honkala,2,2,0,0,0,0
Monroe,CLARENDON WARD 3,President,,LIB,Gary Johnson / James P. Gray,2,1,1,0,0,0
Monroe,CLARENDON WARD 3,President,,REP,Mitt Romney / Paul Ryan,103,50,49,4,0,0
Monroe,CLE-JCKSN-MONT-SMLLY,State Senate,25,DEM,Stephanie Flowers,85,57,23,5,0,0
Monroe,CLE-JCKSN-MONT-SMLLY,State Senate,25,LIB,David E. Dinwiddie,20,11,8,1,0,0
Monroe,CLE-JCKSN-MONT-SMLLY,U.S. House,1,DEM,Scott Ellington,54,37,11,6,0,0
Monroe,CLE-JCKSN-MONT-SMLLY,U.S. House,1,GRN,Jacob Holloway,1,1,0,0,0,0
Monroe,CLE-JCKSN-MONT-SMLLY,U.S. House,1,LIB,Jessica Paxton,3,2,1,0,0,0
Monroe,CLE-JCKSN-MONT-SMLLY,U.S. House,1,REP,Rick Crawford,58,35,21,2,0,0
Monroe,CLE-JCKSN-MONT-SMLLY,President,,DEM,Barack Obama / Joe Biden,53,37,10,6,0,0
Monroe,CLE-JCKSN-MONT-SMLLY,President,,REP,Mitt Romney / Paul Ryan,64,38,24,2,0,0
Monroe,CYPRESS RIDGE,State Senate,23,DEM,Jerry Brown,28,14,12,2,0,0
Monroe,CYPRESS RIDGE,State Senate,23,REP,Ronald Caldwell,76,64,10,2,0,0
Monroe,CYPRESS RIDGE,U.S. House,1,DEM,Scott Ellington,19,7,11,1,0,0
Monroe,CYPRESS RIDGE,U.S. House,1,GRN,Jacob Holloway,2,2,0,0,0,0
Monroe,CYPRESS RIDGE,U.S. House,1,LIB,Jessica Paxton,1,1,0,0,0,0
Monroe,CYPRESS RIDGE,U.S. House,1,REP,Rick Crawford,79,65,11,3,0,0
Monroe,CYPRESS RIDGE,President,,DEM,Barack Obama / Joe Biden,18,8,9,1,0,0
Monroe,CYPRESS RIDGE,President,,REP,Mitt Romney / Paul Ryan,87,72,12,3,0,0
Monroe,DUNCAN TOWNSHIP,State Senate,28,DEM,Tiffany Rogers,51,33,18,0,0,0
Monroe,DUNCAN TOWNSHIP,State Senate,28,REP,Jonathan Dismang,19,12,7,0,0,0
Monroe,DUNCAN TOWNSHIP,U.S. House,1,DEM,Scott Ellington,44,26,18,0,0,0
Monroe,DUNCAN TOWNSHIP,U.S. House,1,GRN,Jacob Holloway,1,1,0,0,0,0
Monroe,DUNCAN TOWNSHIP,U.S. House,1,LIB,Jessica Paxton,1,1,0,0,0,0
Monroe,DUNCAN TOWNSHIP,U.S. House,1,REP,Rick Crawford,25,17,8,0,0,0
Monroe,DUNCAN TOWNSHIP,President,,DEM,Barack Obama / Joe Biden,43,26,17,0,0,0
Monroe,DUNCAN TOWNSHIP,President,,REP,Mitt Romney / Paul Ryan,31,21,10,0,0,0
Monroe,FARGO-GREENFIELD-RICHLAND,State Senate,23,DEM,Jerry Brown,61,43,14,4,0,0
Monroe,FARGO-GREENFIELD-RICHLAND,State Senate,23,REP,Ronald Caldwell,77,72,5,0,0,0
Monroe,FARGO-GREENFIELD-RICHLAND,U.S. House,1,DEM,Scott Ellington,58,41,12,5,0,0
Monroe,FARGO-GREENFIELD-RICHLAND,U.S. House,1,GRN,Jacob Holloway,2,2,0,0,0,0
Monroe,FARGO-GREENFIELD-RICHLAND,U.S. House,1,LIB,Jessica Paxton,5,5,0,0,0,0
Monroe,FARGO-GREENFIELD-RICHLAND,U.S. House,1,REP,Rick Crawford,76,69,7,0,0,0
Monroe,FARGO-GREENFIELD-RICHLAND,President,,DEM,Barack Obama / Joe Biden,57,38,14,5,0,0
Monroe,FARGO-GREENFIELD-RICHLAND,President,,GRN,Jill Stein / Cheri Honkala,1,1,0,0,0,0
Monroe,FARGO-GREENFIELD-RICHLAND,President,,LIB,Gary Johnson / James P. Gray,1,1,0,0,0,0
Monroe,FARGO-GREENFIELD-RICHLAND,President,,REP,Mitt Romney / Paul Ryan,87,80,7,0,0,0
Monroe,HINDMAN-PINE RIDGE-RAYMOND,State Senate,23,DEM,Jerry Brown,13,7,6,0,0,0
Monroe,HINDMAN-PINE RIDGE-RAYMOND,State Senate,23,REP,Ronald Caldwell,20,15,5,0,0,0
Monroe,HINDMAN-PINE RIDGE-RAYMOND,State Senate,25,DEM,Stephanie Flowers,30,22,8,0,0,0
Monroe,HINDMAN-PINE RIDGE-RAYMOND,State Senate,25,LIB,David E. Dinwiddie,13,13,0,0,0,0
Monroe,HINDMAN-PINE RIDGE-RAYMOND,U.S. House,1,DEM,Scott Ellington,21,13,8,0,0,0
Monroe,HINDMAN-PINE RIDGE-RAYMOND,U.S. House,1,GRN,Jacob Holloway,1,1,0,0,0,0
Monroe,HINDMAN-PINE RIDGE-RAYMOND,U.S. House,1,LIB,Jessica Paxton,2,1,1,0,0,0
Monroe,HINDMAN-PINE RIDGE-RAYMOND,U.S. House,1,REP,Rick Crawford,58,47,11,0,0,0
Monroe,HINDMAN-PINE RIDGE-RAYMOND,President,,DEM,Barack Obama / Joe Biden,20,13,7,0,0,0
Monroe,HINDMAN-PINE RIDGE-RAYMOND,President,,GRN,Jill Stein / Cheri Honkala,1,1,0,0,0,0
Monroe,HINDMAN-PINE RIDGE-RAYMOND,President,,LIB,Gary Johnson / James P. Gray,2,2,0,0,0,0
Monroe,HINDMAN-PINE RIDGE-RAYMOND,President,,REP,Mitt Romney / Paul Ryan,68,54,14,0,0,0
Monroe,HOLLY GROVE,State Senate,28,DEM,Tiffany Rogers,246,175,65,6,0,0
Monroe,HOLLY GROVE,State Senate,28,REP,Jonathan Dismang,20,14,5,1,0,0
Monroe,HOLLY GROVE,U.S. House,1,DEM,Scott Ellington,218,154,57,7,0,0
Monroe,HOLLY GROVE,U.S. House,1,LIB,Jessica Paxton,12,8,4,0,0,0
Monroe,HOLLY GROVE,U.S. House,1,REP,Rick Crawford,32,21,11,0,0,0
Monroe,HOLLY GROVE,President,,DEM,Barack Obama / Joe Biden,245,177,63,5,0,0
Monroe,HOLLY GROVE,President,,LIB,Gary Johnson / James P. Gray,2,2,0,0,0,0
Monroe,HOLLY GROVE,President,,REP,Mitt Romney / Paul Ryan,39,28,10,1,0,0
Monroe,HOLLY GROVE,President,,SOC,Peta Lindsay / Yari Osorio,1,1,0,0,0,0
Monroe,ROC-ROE TOWNSHIP/CITY,State Senate,28,DEM,Tiffany Rogers,77,68,7,2,0,0
Monroe,ROC-ROE TOWNSHIP/CITY,State Senate,28,REP,Jonathan Dismang,47,36,9,2,0,0
Monroe,ROC-ROE TOWNSHIP/CITY,U.S. House,1,DEM,Scott Ellington,43,39,2,2,0,0
Monroe,ROC-ROE TOWNSHIP/CITY,U.S. House,1,GRN,Jacob Holloway,1,0,1,0,0,0
Monroe,ROC-ROE TOWNSHIP/CITY,U.S. House,1,LIB,Jessica Paxton,4,4,0,0,0,0
Monroe,ROC-ROE TOWNSHIP/CITY,U.S. House,1,REP,Rick Crawford,79,64,13,2,0,0
Monroe,ROC-ROE TOWNSHIP/CITY,President,,DEM,Barack Obama / Joe Biden,36,30,4,2,0,0
Monroe,ROC-ROE TOWNSHIP/CITY,President,,GRN,Jill Stein / Cheri Honkala,2,2,0,0,0,0
Monroe,ROC-ROE TOWNSHIP/CITY,President,,LIB,Gary Johnson / James P. Gray,2,2,0,0,0,0
Monroe,ROC-ROE TOWNSHIP/CITY,President,,REP,Mitt Romney / Paul Ryan,90,74,14,2,0,0
Montgomery,Alamo,State Representative,20,DEM,Lewis Diggs,33,25,7,1,0,0
Montgomery,Alamo,State Representative,20,REP,Nate Bell,11,9,2,0,0,0
Montgomery,Alamo,U.S. House,4,DEM,Gene Jeffress,18,12,6,0,0,0
Montgomery,Alamo,U.S. House,4,GRN,J. Joshua Drake,2,2,0,0,0,0
Montgomery,Alamo,U.S. House,4,LIB,Bobby Tullis,1,1,0,0,0,0
Montgomery,Alamo,U.S. House,4,REP,Tom Cotton,23,19,3,1,0,0
Montgomery,Alamo,President,,DEM,Barack Obama / Joe Biden,15,10,4,1,0,0
Montgomery,Alamo,President,,GRN,Jill Stein / Cheri Honkala,2,1,1,0,0,0
Montgomery,Alamo,President,,REP,Mitt Romney / Paul Ryan,28,23,4,1,0,0
Montgomery,Black Springs,State Representative,20,DEM,Lewis Diggs,81,61,16,4,0,0
Montgomery,Black Springs,State Representative,20,REP,Nate Bell,131,83,39,9,0,0
Montgomery,Black Springs,U.S. House,4,DEM,Gene Jeffress,53,41,10,2,0,0
Montgomery,Black Springs,U.S. House,4,GRN,J. Joshua Drake,10,9,1,0,0,0
Montgomery,Black Springs,U.S. House,4,LIB,Bobby Tullis,3,2,1,0,0,0
Montgomery,Black Springs,U.S. House,4,REP,Tom Cotton,148,95,43,10,0,0
Montgomery,Black Springs,President,,DEM,Barack Obama / Joe Biden,59,47,10,2,0,0
Montgomery,Black Springs,President,,GRN,Jill Stein / Cheri Honkala,2,1,1,0,0,0
Montgomery,Black Springs,President,,LIB,Gary Johnson / James P. Gray,2,2,0,0,0,0
Montgomery,Black Springs,President,,REP,Mitt Romney / Paul Ryan,151,95,45,11,0,0
Montgomery,Black Springs,President,,SOC,Peta Lindsay / Yari Osorio,1,1,0,0,0,0
Montgomery,Caddo Gap,State Representative,20,DEM,Lewis Diggs,124,102,16,6,0,0
Montgomery,Caddo Gap,State Representative,20,REP,Nate Bell,167,136,20,11,0,0
Montgomery,Caddo Gap,U.S. House,4,DEM,Gene Jeffress,49,44,4,1,0,0
Montgomery,Caddo Gap,U.S. House,4,GRN,J. Joshua Drake,7,7,0,0,0,0
Montgomery,Caddo Gap,U.S. House,4,LIB,Bobby Tullis,4,4,0,0,0,0
Montgomery,Caddo Gap,U.S. House,4,REP,Tom Cotton,235,188,31,16,0,0
Montgomery,Caddo Gap,President,,DEM,Barack Obama / Joe Biden,51,46,4,1,0,0
Montgomery,Caddo Gap,President,,GRN,Jill Stein / Cheri Honkala,1,1,0,0,0,0
Montgomery,Caddo Gap,President,,LIB,Gary Johnson / James P. Gray,7,7,0,0,0,0
Montgomery,Caddo Gap,President,,REP,Mitt Romney / Paul Ryan,230,184,30,16,0,0
Montgomery,Caney,State Representative,20,DEM,Lewis Diggs,118,109,8,1,0,0
Montgomery,Caney,State Representative,20,REP,Nate Bell,162,134,22,6,0,0
Montgomery,Caney,U.S. House,4,DEM,Gene Jeffress,51,46,5,0,0,0
Montgomery,Caney,U.S. House,4,GRN,J. Joshua Drake,4,3,1,0,0,0
Montgomery,Caney,U.S. House,4,LIB,Bobby Tullis,3,3,0,0,0,0
Montgomery,Caney,U.S. House,4,REP,Tom Cotton,223,192,24,7,0,0
Montgomery,Caney,President,,DEM,Barack Obama / Joe Biden,54,49,5,0,0,0
Montgomery,Caney,President,,GRN,Jill Stein / Cheri Honkala,4,4,0,0,0,0
Montgomery,Caney,President,,LIB,Gary Johnson / James P. Gray,3,3,0,0,0,0
Montgomery,Caney,President,,REP,Mitt Romney / Paul Ryan,230,198,25,7,0,0
Montgomery,Caney,President,,SOC,Peta Lindsay / Yari Osorio,1,1,0,0,0,0
Montgomery,Center,State Representative,20,DEM,Lewis Diggs,214,98,111,5,0,0
Montgomery,Center,State Representative,20,REP,Nate Bell,293,136,141,16,0,0
Montgomery,Center,U.S. House,4,DEM,Gene Jeffress,133,57,72,4,0,0
Montgomery,Center,U.S. House,4,GRN,J. Joshua Drake,12,9,2,1,0,0
Montgomery,Center,U.S. House,4,LIB,Bobby Tullis,3,1,2,0,0,0
Montgomery,Center,U.S. House,4,REP,Tom Cotton,362,167,178,17,0,0
Montgomery,Center,President,,DEM,Barack Obama / Joe Biden,136,59,74,3,0,0
Montgomery,Center,President,,GRN,Jill Stein / Cheri Honkala,13,4,8,1,0,0
Montgomery,Center,President,,LIB,Gary Johnson / James P. Gray,3,3,0,0,0,0
Montgomery,Center,President,,REP,Mitt Romney / Paul Ryan,364,170,175,19,0,0
Montgomery,Center,President,,SOC,Peta Lindsay / Yari Osorio,1,1,0,0,0,0
Montgomery,Fannie,U.S. House,4,DEM,Gene Jeffress,17,15,2,0,0,0
Montgomery,Fannie,U.S. House,4,GRN,J. Joshua Drake,1,1,0,0,0,0
Montgomery,Fannie,U.S. House,4,LIB,Bobby Tullis,1,1,0,0,0,0
Montgomery,Fannie,U.S. House,4,REP,Tom Cotton,56,44,8,4,0,0
Montgomery,Fannie,President,,DEM,Barack Obama / Joe Biden,23,19,2,2,0,0
Montgomery,Fannie,President,,REP,Mitt Romney / Paul Ryan,51,41,8,2,0,0
Montgomery,Hopper,State Representative,20,DEM,Lewis Diggs,39,38,1,0,0,0
Montgomery,Hopper,State Representative,20,REP,Nate Bell,41,39,1,1,0,0
Montgomery,Hopper,U.S. House,4,DEM,Gene Jeffress,13,13,0,0,0,0
Montgomery,Hopper,U.S. House,4,GRN,J. Joshua Drake,2,2,0,0,0,0
Montgomery,Hopper,U.S. House,4,REP,Tom Cotton,65,62,2,1,0,0
Montgomery,Hopper,President,,DEM,Barack Obama / Joe Biden,14,14,0,0,0,0
Montgomery,Hopper,President,,GRN,Jill Stein / Cheri Honkala,1,1,0,0,0,0
Montgomery,Hopper,President,,LIB,Gary Johnson / James P. Gray,2,2,0,0,0,0
Montgomery,Hopper,President,,REP,Mitt Romney / Paul Ryan,64,61,2,1,0,0
Montgomery,Mount Ida - Inside,State Representative,20,DEM,Lewis Diggs,200,50,120,30,0,0
Montgomery,Mount Ida - Inside,State Representative,20,REP,Nate Bell,137,66,61,10,0,0
Montgomery,Mount Ida - Inside,U.S. House,4,DEM,Gene Jeffress,123,25,76,22,0,0
Montgomery,Mount Ida - Inside,U.S. House,4,GRN,J. Joshua Drake,4,3,0,1,0,0
Montgomery,Mount Ida - Inside,U.S. House,4,LIB,Bobby Tullis,7,3,4,0,0,0
Montgomery,Mount Ida - Inside,U.S. House,4,REP,Tom Cotton,206,87,102,17,0,0
Montgomery,Mount Ida - Inside,President,,DEM,Barack Obama / Joe Biden,135,30,84,21,0,0
Montgomery,Mount Ida - Inside,President,,GRN,Jill Stein / Cheri Honkala,5,1,3,1,0,0
Montgomery,Mount Ida - Inside,President,,LIB,Gary Johnson / James P. Gray,4,0,3,1,0,0
Montgomery,Mount Ida - Inside,President,,REP,Mitt Romney / Paul Ryan,198,88,92,18,0,0
Montgomery,Mount Ida - Inside,President,,SOC,Peta Lindsay / Yari Osorio,2,1,1,0,0,0
Montgomery,Mount Ida - Outside,State Representative,20,DEM,Lewis Diggs,197,81,108,8,0,0
Montgomery,Mount Ida - Outside,State Representative,20,REP,Nate Bell,235,78,142,15,0,0
Montgomery,Mount Ida - Outside,U.S. House,4,DEM,Gene Jeffress,126,50,67,9,0,0
Montgomery,Mount Ida - Outside,U.S. House,4,GRN,J. Joshua Drake,16,6,10,0,0,0
Montgomery,Mount Ida - Outside,U.S. House,4,LIB,Bobby Tullis,6,1,4,1,0,0
Montgomery,Mount Ida - Outside,U.S. House,4,REP,Tom Cotton,283,100,170,13,0,0
Montgomery,Mount Ida - Outside,President,,DEM,Barack Obama / Joe Biden,129,43,80,6,0,0
Montgomery,Mount Ida - Outside,President,,GRN,Jill Stein / Cheri Honkala,10,3,7,0,0,0
Montgomery,Mount Ida - Outside,President,,LIB,Gary Johnson / James P. Gray,9,6,3,0,0,0
Montgomery,Mount Ida - Outside,President,,REP,Mitt Romney / Paul Ryan,285,108,161,16,0,0
Montgomery,Norman - Inside,State Representative,20,DEM,Lewis Diggs,61,48,11,2,0,0
Montgomery,Norman - Inside,State Representative,20,REP,Nate Bell,46,33,6,7,0,0
Montgomery,Norman - Inside,U.S. House,4,DEM,Gene Jeffress,37,27,9,1,0,0
Montgomery,Norman - Inside,U.S. House,4,GRN,J. Joshua Drake,5,3,2,0,0,0
Montgomery,Norman - Inside,U.S. House,4,REP,Tom Cotton,69,52,9,8,0,0
Montgomery,Norman - Inside,President,,DEM,Barack Obama / Joe Biden,39,31,6,2,0,0
Montgomery,Norman - Inside,President,,GRN,Jill Stein / Cheri Honkala,1,0,1,0,0,0
Montgomery,Norman - Inside,President,,LIB,Gary Johnson / James P. Gray,2,1,1,0,0,0
Montgomery,Norman - Inside,President,,REP,Mitt Romney / Paul Ryan,73,55,11,7,0,0
Montgomery,Norman - Outside,State Representative,20,DEM,Lewis Diggs,83,52,25,6,0,0
Montgomery,Norman - Outside,State Representative,20,REP,Nate Bell,107,81,22,4,0,0
Montgomery,Norman - Outside,U.S. House,4,DEM,Gene Jeffress,58,35,20,3,0,0
Montgomery,Norman - Outside,U.S. House,4,GRN,J. Joshua Drake,6,4,2,0,0,0
Montgomery,Norman - Outside,U.S. House,4,LIB,Bobby Tullis,7,4,3,0,0,0
Montgomery,Norman - Outside,U.S. House,4,REP,Tom Cotton,119,90,22,7,0,0
Montgomery,Norman - Outside,President,,DEM,Barack Obama / Joe Biden,74,48,21,5,0,0
Montgomery,Norman - Outside,President,,GRN,Jill Stein / Cheri Honkala,2,2,0,0,0,0
Montgomery,Norman - Outside,President,,LIB,Gary Johnson / James P. Gray,2,2,0,0,0,0
Montgomery,Norman - Outside,President,,REP,Mitt Romney / Paul Ryan,115,85,25,5,0,0
Montgomery,Oden - Inside,State Representative,20,DEM,Lewis Diggs,33,25,5,3,0,0
Montgomery,Oden - Inside,State Representative,20,REP,Nate Bell,55,46,8,1,0,0
Montgomery,Oden - Inside,U.S. House,4,DEM,Gene Jeffress,25,16,6,3,0,0
Montgomery,Oden - Inside,U.S. House,4,GRN,J. Joshua Drake,4,4,0,0,0,0
Montgomery,Oden - Inside,U.S. House,4,REP,Tom Cotton,58,50,7,1,0,0
Montgomery,Oden - Inside,President,,DEM,Barack Obama / Joe Biden,19,11,5,3,0,0
Montgomery,Oden - Inside,President,,GRN,Jill Stein / Cheri Honkala,4,3,1,0,0,0
Montgomery,Oden - Inside,President,,LIB,Gary Johnson / James P. Gray,1,1,0,0,0,0
Montgomery,Oden - Inside,President,,REP,Mitt Romney / Paul Ryan,64,56,7,1,0,0
Montgomery,Oden - Inside,President,,SOC,Peta Lindsay / Yari Osorio,1,1,0,0,0,0
Montgomery,Oden - Outside,State Representative,20,DEM,Lewis Diggs,87,61,24,2,0,0
Montgomery,Oden - Outside,State Representative,20,REP,Nate Bell,189,140,41,8,0,0
Montgomery,Oden - Outside,U.S. House,4,DEM,Gene Jeffress,52,34,17,1,0,0
Montgomery,Oden - Outside,U.S. House,4,GRN,J. Joshua Drake,8,7,1,0,0,0
Montgomery,Oden - Outside,U.S. House,4,LIB,Bobby Tullis,4,3,1,0,0,0
Montgomery,Oden - Outside,U.S. House,4,REP,Tom Cotton,210,152,49,9,0,0
Montgomery,Oden - Outside,President,,DEM,Barack Obama / Joe Biden,61,36,24,1,0,0
Montgomery,Oden - Outside,President,,GRN,Jill Stein / Cheri Honkala,4,4,0,0,0,0
Montgomery,Oden - Outside,President,,LIB,Gary Johnson / James P. Gray,7,6,1,0,0,0
Montgomery,Oden - Outside,President,,REP,Mitt Romney / Paul Ryan,206,154,43,9,0,0
Montgomery,Oden - Outside,President,,SOC,Peta Lindsay / Yari Osorio,1,1,0,0,0,0
Montgomery,Pencil Bluff,U.S. House,4,DEM,Gene Jeffress,32,25,4,3,0,0
Montgomery,Pencil Bluff,U.S. House,4,GRN,J. Joshua Drake,5,5,0,0,0,0
Montgomery,Pencil Bluff,U.S. House,4,REP,Tom Cotton,128,89,32,7,0,0
Montgomery,Pencil Bluff,President,,DEM,Barack Obama / Joe Biden,30,24,3,3,0,0
Montgomery,Pencil Bluff,President,,GRN,Jill Stein / Cheri Honkala,2,2,0,0,0,0
Montgomery,Pencil Bluff,President,,LIB,Gary Johnson / James P. Gray,6,5,0,1,0,0
