county,precinct,office,district,party,candidate,votes,election_day,early_vote,absentee,provisional
Marion,P0001,U.S. House,3,Lib,Michael J. Kalagias,1,0,1,0,0
Marion,P0002,U.S. House,3,Lib,Michael J. Kalagias,4,3,1,0,0
Marion,P0003,U.S. House,3,Lib,Michael J. Kalagias,2,2,0,0,0
Marion,P0004,U.S. House,3,Lib,Michael J. Kalagias,0,0,0,0,0
Marion,P0005,U.S. House,3,Lib,Michael J. Kalagias,3,2,1,0,0
Marion,P0006,U.S. House,3,Lib,Michael J. Kalagias,12,6,6,0,0
Marion,P0007,U.S. House,3,Lib,Michael J. Kalagias,2,2,0,0,0
Marion,P0008,U.S. House,3,Lib,Michael J. Kalagias,14,2,10,2,0
Marion,P0009,U.S. House,3,Lib,Michael J. Kalagias,8,7,1,0,0
Marion,P0010,U.S. House,3,Lib,Michael J. Kalagias,0,0,0,0,0
Marion,P0011,U.S. House,3,Lib,Michael J. Kalagias,2,2,0,0,0
Marion,P0012,U.S. House,3,Lib,Michael J. Kalagias,0,0,0,0,0
Marion,P0013,U.S. House,3,Lib,Michael J. Kalagias,1,0,1,0,0
Marion,P0014,U.S. House,3,Lib,Michael J. Kalagias,0,0,0,0,0
Marion,P0015,U.S. House,3,Lib,Michael J. Kalagias,2,0,2,0,0
Marion,P0016,U.S. House,3,Lib,Michael J. Kalagias,13,6,7,0,0
Marion,P0017,U.S. House,3,Lib,Michael J. Kalagias,8,4,4,0,0
Marion,P0018,U.S. House,3,Lib,Michael J. Kalagias,2,2,0,0,0
Marion,P0019,U.S. House,3,Lib,Michael J. Kalagias,3,2,1,0,0
Marion,P0020,U.S. House,3,Lib,Michael J. Kalagias,5,0,4,1,0
Marion,P0021,U.S. House,3,Lib,Michael J. Kalagias,0,0,0,0,0
Marion,P0022,U.S. House,3,Lib,Michael J. Kalagias,0,0,0,0,0
Marion,P0023,U.S. House,3,Lib,Michael J. Kalagias,1,1,0,0,0
Marion,P0024,U.S. House,3,Lib,Michael J. Kalagias,3,1,2,0,0
Marion,P0025,U.S. House,3,Lib,Michael J. Kalagias,9,4,5,0,0
Marion,P0026,U.S. House,3,Lib,Michael J. Kalagias,11,8,2,0,1
Marion,P0027,U.S. House,3,Lib,Michael J. Kalagias,0,0,0,0,0
Marion,P0028,U.S. House,3,Lib,Michael J. Kalagias,4,3,1,0,0
Marion,P0029,U.S. House,3,Lib,Michael J. Kalagias,0,0,0,0,0
Marion,P0030,U.S. House,3,Lib,Michael J. Kalagias,9,4,4,0,1
Marion,P0001,U.S. House,3,Rep,Congressman Steve Womack,63,3,53,5,2
Marion,P0002,U.S. House,3,Rep,Congressman Steve Womack,178,125,46,6,1
Marion,P0003,U.S. House,3,Rep,Congressman Steve Womack,132,66,58,4,4
Marion,P0004,U.S. House,3,Rep,Congressman Steve Womack,53,21,29,2,1
Marion,P0005,U.S. House,3,Rep,Congressman Steve Womack,80,64,9,7,0
Marion,P0006,U.S. House,3,Rep,Congressman Steve Womack,538,186,326,22,4
Marion,P0007,U.S. House,3,Rep,Congressman Steve Womack,31,9,21,1,0
Marion,P0008,U.S. House,3,Rep,Congressman Steve Womack,515,199,301,10,5
Marion,P0009,U.S. House,3,Rep,Congressman Steve Womack,246,135,103,8,0
Marion,P0010,U.S. House,3,Rep,Congressman Steve Womack,55,20,28,6,1
Marion,P0011,U.S. House,3,Rep,Congressman Steve Womack,33,21,11,1,0
Marion,P0012,U.S. House,3,Rep,Congressman Steve Womack,9,4,5,0,0
Marion,P0013,U.S. House,3,Rep,Congressman Steve Womack,17,11,6,0,0
Marion,P0014,U.S. House,3,Rep,Congressman Steve Womack,12,2,9,1,0
Marion,P0015,U.S. House,3,Rep,Congressman Steve Womack,49,15,34,0,0
Marion,P0016,U.S. House,3,Rep,Congressman Steve Womack,359,137,209,10,3
Marion,P0017,U.S. House,3,Rep,Congressman Steve Womack,194,113,71,5,5
Marion,P0018,U.S. House,3,Rep,Congressman Steve Womack,102,62,34,4,2
Marion,P0019,U.S. House,3,Rep,Congressman Steve Womack,165,88,70,6,1
Marion,P0020,U.S. House,3,Rep,Congressman Steve Womack,172,69,95,7,1
Marion,P0021,U.S. House,3,Rep,Congressman Steve Womack,22,13,7,1,1
Marion,P0022,U.S. House,3,Rep,Congressman Steve Womack,5,2,3,0,0
Marion,P0023,U.S. House,3,Rep,Congressman Steve Womack,100,55,41,4,0
Marion,P0024,U.S. House,3,Rep,Congressman Steve Womack,91,30,59,2,0
Marion,P0025,U.S. House,3,Rep,Congressman Steve Womack,193,74,115,3,1
Marion,P0026,U.S. House,3,Rep,Congressman Steve Womack,255,168,84,2,1
Marion,P0027,U.S. House,3,Rep,Congressman Steve Womack,1,0,1,0,0
Marion,P0028,U.S. House,3,Rep,Congressman Steve Womack,71,49,21,1,0
Marion,P0029,U.S. House,3,Rep,Congressman Steve Womack,8,0,8,0,0
Marion,P0030,U.S. House,3,Rep,Congressman Steve Womack,205,78,121,4,2
Marion,P0001,U.S. House,3,Dem,Josh Mahony,26,4,18,3,1
Marion,P0002,U.S. House,3,Dem,Josh Mahony,50,28,19,3,0
Marion,P0003,U.S. House,3,Dem,Josh Mahony,49,26,18,5,0
Marion,P0004,U.S. House,3,Dem,Josh Mahony,39,9,28,2,0
Marion,P0005,U.S. House,3,Dem,Josh Mahony,37,33,2,2,0
Marion,P0006,U.S. House,3,Dem,Josh Mahony,185,61,112,11,1
Marion,P0007,U.S. House,3,Dem,Josh Mahony,13,6,6,1,0
Marion,P0008,U.S. House,3,Dem,Josh Mahony,80,19,54,6,1
Marion,P0009,U.S. House,3,Dem,Josh Mahony,58,31,26,1,0
Marion,P0010,U.S. House,3,Dem,Josh Mahony,14,7,6,1,0
Marion,P0011,U.S. House,3,Dem,Josh Mahony,7,2,5,0,0
Marion,P0012,U.S. House,3,Dem,Josh Mahony,3,2,1,0,0
Marion,P0013,U.S. House,3,Dem,Josh Mahony,2,1,1,0,0
Marion,P0014,U.S. House,3,Dem,Josh Mahony,3,1,2,0,0
Marion,P0015,U.S. House,3,Dem,Josh Mahony,18,2,14,2,0
Marion,P0016,U.S. House,3,Dem,Josh Mahony,94,28,63,3,0
Marion,P0017,U.S. House,3,Dem,Josh Mahony,64,33,25,6,0
Marion,P0018,U.S. House,3,Dem,Josh Mahony,26,11,14,1,0
Marion,P0019,U.S. House,3,Dem,Josh Mahony,37,17,20,0,0
Marion,P0020,U.S. House,3,Dem,Josh Mahony,35,12,23,0,0
Marion,P0021,U.S. House,3,Dem,Josh Mahony,0,0,0,0,0
