county,precinct,office,district,party,candidate,votes,election_day,election_day_paper,early_vote,absentee,early_vote_paper
Madison,Kings River,State Treasurer,,REP,Treasurer of State Dennis Milligan,344,1,236,43,9,55
Madison,Lamar,State Treasurer,,REP,Treasurer of State Dennis Milligan,337,10,261,41,3,22
Madison,Lincoln,State Treasurer,,REP,Treasurer of State Dennis Milligan,118,17,61,16,0,24
Madison,Marble,State Treasurer,,REP,Treasurer of State Dennis Milligan,139,29,71,17,1,21
Madison,Mill Creek,State Treasurer,,REP,Treasurer of State Dennis Milligan,140,28,90,11,0,11
Madison,Prairie,State Treasurer,,REP,Treasurer of State Dennis Milligan,573,1,409,76,7,80
Madison,Richland,State Treasurer,,REP,Treasurer of State Dennis Milligan,227,95,65,37,1,29
Madison,Valley,State Treasurer,,REP,Treasurer of State Dennis Milligan,180,1,161,6,4,8
Madison,War Eagle,State Treasurer,,REP,Treasurer of State Dennis Milligan,625,82,252,132,7,152
Madison,Ward 1,State Treasurer,,REP,Treasurer of State Dennis Milligan,88,7,31,10,5,35
Madison,Ward 2,State Treasurer,,REP,Treasurer of State Dennis Milligan,41,2,16,7,3,13
Madison,Ward 3,State Treasurer,,REP,Treasurer of State Dennis Milligan,121,25,23,32,2,39
Madison,Ward 4,State Treasurer,,REP,Treasurer of State Dennis Milligan,115,21,42,15,2,35
Madison,Wharton,State Treasurer,,REP,Treasurer of State Dennis Milligan,76,9,41,10,0,16
Madison,Alabam,State Treasurer,,LIB,Ashley Ewald,87,9,51,8,2,17
Madison,Boston,State Treasurer,,LIB,Ashley Ewald,36,0,25,2,2,7
Madison,Bowen,State Treasurer,,LIB,Ashley Ewald,39,2,16,11,0,10
Madison,California,State Treasurer,,LIB,Ashley Ewald,64,0,42,10,3,9
Madison,Hilburn,State Treasurer,,LIB,Ashley Ewald,53,2,36,2,1,12
Madison,Japton,State Treasurer,,LIB,Ashley Ewald,14,1,7,4,0,2
Madison,Kings River,State Treasurer,,LIB,Ashley Ewald,84,0,50,12,3,19
Madison,Lamar,State Treasurer,,LIB,Ashley Ewald,95,3,67,10,2,13
Madison,Lincoln,State Treasurer,,LIB,Ashley Ewald,35,6,12,6,1,10
Madison,Marble,State Treasurer,,LIB,Ashley Ewald,24,2,18,1,0,3
Madison,Mill Creek,State Treasurer,,LIB,Ashley Ewald,39,7,27,1,0,4
Madison,Prairie,State Treasurer,,LIB,Ashley Ewald,97,0,64,5,4,24
Madison,Richland,State Treasurer,,LIB,Ashley Ewald,32,14,7,3,0,8
Madison,Valley,State Treasurer,,LIB,Ashley Ewald,60,1,55,2,0,2
Madison,War Eagle,State Treasurer,,LIB,Ashley Ewald,110,15,25,24,3,43
Madison,Ward 1,State Treasurer,,LIB,Ashley Ewald,38,2,19,7,0,10
Madison,Ward 2,State Treasurer,,LIB,Ashley Ewald,21,2,2,8,0,9
Madison,Ward 3,State Treasurer,,LIB,Ashley Ewald,34,3,8,11,0,12
Madison,Ward 4,State Treasurer,,LIB,Ashley Ewald,34,5,8,8,2,11
Madison,Wharton,State Treasurer,,LIB,Ashley Ewald,27,3,13,8,0,3
Madison,Alabam,Auditor of State,,LIB,David E. Dinwiddie,90,6,54,10,2,18
Madison,Boston,Auditor of State,,LIB,David E. Dinwiddie,34,0,23,2,2,7
Madison,Bowen,Auditor of State,,LIB,David E. Dinwiddie,37,2,14,12,1,8
Madison,California,Auditor of State,,LIB,David E. Dinwiddie,69,0,44,11,3,11
Madison,Hilburn,Auditor of State,,LIB,David E. Dinwiddie,53,2,38,1,1,11
Madison,Japton,Auditor of State,,LIB,David E. Dinwiddie,12,1,6,4,0,1
Madison,Kings River,Auditor of State,,LIB,David E. Dinwiddie,78,0,45,11,3,19
Madison,Lamar,Auditor of State,,LIB,David E. Dinwiddie,88,1,61,11,2,13
Madison,Lincoln,Auditor of State,,LIB,David E. Dinwiddie,34,6,13,5,0,10
Madison,Marble,Auditor of State,,LIB,David E. Dinwiddie,25,3,18,1,0,3
Madison,Mill Creek,Auditor of State,,LIB,David E. Dinwiddie,43,6,31,1,0,5
Madison,Prairie,Auditor of State,,LIB,David E. Dinwiddie,100,0,68,5,5,22
Madison,Richland,Auditor of State,,LIB,David E. Dinwiddie,34,17,9,3,0,5
Madison,Valley,Auditor of State,,LIB,David E. Dinwiddie,61,1,56,3,0,1
Madison,War Eagle,Auditor of State,,LIB,David E. Dinwiddie,108,15,25,29,3,36
Madison,Ward 1,Auditor of State,,LIB,David E. Dinwiddie,37,3,17,9,1,7
Madison,Ward 2,Auditor of State,,LIB,David E. Dinwiddie,17,1,2,7,0,7
Madison,Ward 3,Auditor of State,,LIB,David E. Dinwiddie,37,3,9,12,0,13
Madison,Ward 4,Auditor of State,,LIB,David E. Dinwiddie,31,5,8,7,2,9
Madison,Wharton,Auditor of State,,LIB,David E. Dinwiddie,25,3,14,7,0,1
Madison,Alabam,Auditor of State,,REP,Auditor Andrea Lea,323,48,182,45,5,43
Madison,Boston,Auditor of State,,REP,Auditor Andrea Lea,81,0,56,4,1,20
Madison,Bowen,Auditor of State,,REP,Auditor Andrea Lea,159,19,98,15,0,27
Madison,California,Auditor of State,,REP,Auditor Andrea Lea,360,4,261,46,4,45
Madison,Hilburn,Auditor of State,,REP,Auditor Andrea Lea,116,2,102,3,0,9
Madison,Japton,Auditor of State,,REP,Auditor Andrea Lea,121,10,85,9,2,15
Madison,Kings River,Auditor of State,,REP,Auditor Andrea Lea,351,1,241,45,9,55
Madison,Lamar,Auditor of State,,REP,Auditor Andrea Lea,336,12,260,40,3,21
Madison,Lincoln,Auditor of State,,REP,Auditor Andrea Lea,116,17,58,17,1,23
Madison,Marble,Auditor of State,,REP,Auditor Andrea Lea,137,28,70,17,1,21
Madison,Mill Creek,Auditor of State,,REP,Auditor Andrea Lea,137,29,86,11,0,11
Madison,Prairie,Auditor of State,,REP,Auditor Andrea Lea,564,1,400,76,6,81
Madison,Richland,Auditor of State,,REP,Auditor Andrea Lea,223,93,61,37,1,31
Madison,Valley,Auditor of State,,REP,Auditor Andrea Lea,171,1,153,5,4,8
Madison,War Eagle,Auditor of State,,REP,Auditor Andrea Lea,616,82,248,126,7,153
Madison,Ward 1,Auditor of State,,REP,Auditor Andrea Lea,87,6,32,8,4,37
Madison,Ward 2,Auditor of State,,REP,Auditor Andrea Lea,45,3,16,8,3,15
Madison,Ward 3,Auditor of State,,REP,Auditor Andrea Lea,119,25,22,30,2,40
Madison,Ward 4,Auditor of State,,REP,Auditor Andrea Lea,116,21,42,16,2,35
Madison,Wharton,Auditor of State,,REP,Auditor Andrea Lea,77,9,40,11,0,17
Madison,Alabam,Commissioner of State Lands,,DEM,Larry Williams,147,16,74,28,4,25
Madison,Boston,Commissioner of State Lands,,DEM,Larry Williams,47,0,32,2,2,11
Madison,Bowen,Commissioner of State Lands,,DEM,Larry Williams,62,7,22,14,1,18
Madison,California,Commissioner of State Lands,,DEM,Larry Williams,121,1,81,17,4,18
Madison,Hilburn,Commissioner of State Lands,,DEM,Larry Williams,79,2,53,5,1,18
Madison,Japton,Commissioner of State Lands,,DEM,Larry Williams,16,2,9,3,0,2
Madison,Kings River,Commissioner of State Lands,,DEM,Larry Williams,136,0,85,20,1,30
Madison,Lamar,Commissioner of State Lands,,DEM,Larry Williams,156,3,98,19,4,32
Madison,Lincoln,Commissioner of State Lands,,DEM,Larry Williams,46,11,19,6,0,10
Madison,Marble,Commissioner of State Lands,,DEM,Larry Williams,45,7,28,3,1,6
Madison,Mill Creek,Commissioner of State Lands,,DEM,Larry Williams,60,4,45,2,0,9
Madison,Prairie,Commissioner of State Lands,,DEM,Larry Williams,186,0,117,20,5,44
Madison,Richland,Commissioner of State Lands,,DEM,Larry Williams,55,24,6,7,0,18
Madison,Valley,Commissioner of State Lands,,DEM,Larry Williams,83,1,78,2,2,0
Madison,War Eagle,Commissioner of State Lands,,DEM,Larry Williams,229,24,71,44,5,85
Madison,Ward 1,Commissioner of State Lands,,DEM,Larry Williams,58,1,24,12,2,19
Madison,Ward 2,Commissioner of State Lands,,DEM,Larry Williams,28,2,6,7,2,11
Madison,Ward 3,Commissioner of State Lands,,DEM,Larry Williams,44,7,8,14,0,15
Madison,Ward 4,Commissioner of State Lands,,DEM,Larry Williams,74,7,16,17,2,32
Madison,Wharton,Commissioner of State Lands,,DEM,Larry Williams,36,2,17,12,0,5
Madison,Alabam,Commissioner of State Lands,,REP,Tommy Land,268,39,160,28,4,37
Madison,Boston,Commissioner of State Lands,,REP,Tommy Land,70,0,51,3,1,15
Madison,Bowen,Commissioner of State Lands,,REP,Tommy Land,137,13,91,11,1,21
Madison,California,Commissioner of State Lands,,REP,Tommy Land,308,3,225,38,3,39
Madison,Hilburn,Commissioner of State Lands,,REP,Tommy Land,96,2,87,0,0,7
Madison,Japton,Commissioner of State Lands,,REP,Tommy Land,116,9,81,9,2,15
Madison,Kings River,Commissioner of State Lands,,REP,Tommy Land,290,1,197,36,10,46
Madison,Lamar,Commissioner of State Lands,,REP,Tommy Land,285,11,223,33,2,16
Madison,Lincoln,Commissioner of State Lands,,REP,Tommy Land,108,13,56,15,1,23
Madison,Marble,Commissioner of State Lands,,REP,Tommy Land,115,22,61,15,0,17
Madison,Mill Creek,Commissioner of State Lands,,REP,Tommy Land,114,28,68,10,0,8
Madison,Prairie,Commissioner of State Lands,,REP,Tommy Land,484,1,348,65,4,66
Madison,Richland,Commissioner of State Lands,,REP,Tommy Land,198,83,62,32,1,20
Madison,Valley,Commissioner of State Lands,,REP,Tommy Land,156,1,137,5,4,9
Madison,War Eagle,Commissioner of State Lands,,REP,Tommy Land,509,72,202,108,5,122
Madison,Ward 1,Commissioner of State Lands,,REP,Tommy Land,64,6,25,6,3,24
Madison,Ward 2,Commissioner of State Lands,,REP,Tommy Land,32,1,11,7,2,11
Madison,Ward 3,Commissioner of State Lands,,REP,Tommy Land,103,20,20,24,2,37
Madison,Ward 4,Commissioner of State Lands,,REP,Tommy Land,83,18,35,7,2,21
Madison,Wharton,Commissioner of State Lands,,REP,Tommy Land,63,8,37,4,0,14
Madison,Alabam,Commissioner of State Lands,,LIB,T.J. Campbell,12,1,9,0,0,2
Madison,Boston,Commissioner of State Lands,,LIB,T.J. Campbell,7,0,5,1,0,1
Madison,Bowen,Commissioner of State Lands,,LIB,T.J. Campbell,8,0,2,3,0,3
Madison,California,Commissioner of State Lands,,LIB,T.J. Campbell,6,0,4,2,0,0
Madison,Hilburn,Commissioner of State Lands,,LIB,T.J. Campbell,2,0,2,0,0,0
Madison,Japton,Commissioner of State Lands,,LIB,T.J. Campbell,4,0,1,1,0,2
Madison,Kings River,Commissioner of State Lands,,LIB,T.J. Campbell,17,0,13,0,0,4
Madison,Lamar,Commissioner of State Lands,,LIB,T.J. Campbell,14,0,12,1,0,1
Madison,Lincoln,Commissioner of State Lands,,LIB,T.J. Campbell,4,0,1,1,0,2
Madison,Marble,Commissioner of State Lands,,LIB,T.J. Campbell,5,2,2,0,0,1
Madison,Mill Creek,Commissioner of State Lands,,LIB,T.J. Campbell,9,3,6,0,0,0
Madison,Prairie,Commissioner of State Lands,,LIB,T.J. Campbell,19,0,13,1,2,3
Madison,Richland,Commissioner of State Lands,,LIB,T.J. Campbell,8,3,4,0,0,1
Madison,Valley,Commissioner of State Lands,,LIB,T.J. Campbell,8,0,6,1,0,1
Madison,War Eagle,Commissioner of State Lands,,LIB,T.J. Campbell,19,3,7,3,0,6
Madison,Ward 1,Commissioner of State Lands,,LIB,T.J. Campbell,7,2,2,0,0,3
Madison,Ward 2,Commissioner of State Lands,,LIB,T.J. Campbell,4,1,1,1,0,1
Madison,Ward 3,Commissioner of State Lands,,LIB,T.J. Campbell,15,1,4,6,0,4
Madison,Ward 4,Commissioner of State Lands,,LIB,T.J. Campbell,3,1,1,0,0,1
Madison,Wharton,Commissioner of State Lands,,LIB,T.J. Campbell,5,2,0,3,0,0
Madison,Alabam,State Senate,5,DEM,Jim Wallace,143,20,70,26,3,24
Madison,Boston,State Senate,5,DEM,Jim Wallace,46,0,33,2,2,9
Madison,Bowen,State Senate,5,DEM,Jim Wallace,58,7,18,12,2,19
Madison,California,State Senate,5,DEM,Jim Wallace,132,3,89,20,4,16
Madison,Hilburn,State Senate,5,DEM,Jim Wallace,77,2,52,4,1,18
Madison,Japton,State Senate,5,DEM,Jim Wallace,13,1,6,4,0,2
Madison,Kings River,State Senate,5,DEM,Jim Wallace,123,0,73,16,2,32
Madison,Lamar,State Senate,5,DEM,Jim Wallace,145,2,88,19,4,32
Madison,Lincoln,State Senate,5,DEM,Jim Wallace,43,9,20,6,0,8
Madison,Marble,State Senate,5,DEM,Jim Wallace,36,6,20,5,1,4
Madison,Mill Creek,State Senate,5,DEM,Jim Wallace,51,4,37,1,0,9
Madison,Prairie,State Senate,5,DEM,Jim Wallace,191,0,120,17,5,49
Madison,Richland,State Senate,5,DEM,Jim Wallace,64,23,10,10,0,21
Madison,Valley,State Senate,5,DEM,Jim Wallace,74,1,69,2,2,0
Madison,War Eagle,State Senate,5,DEM,Jim Wallace,242,27,71,50,5,89
Madison,Ward 1,State Senate,5,DEM,Jim Wallace,59,2,25,12,2,18
Madison,Ward 2,State Senate,5,DEM,Jim Wallace,27,2,3,9,1,12
Madison,Ward 3,State Senate,5,DEM,Jim Wallace,44,5,8,14,0,17
Madison,Ward 4,State Senate,5,DEM,Jim Wallace,63,8,11,15,2,27
Madison,Wharton,State Senate,5,DEM,Jim Wallace,33,4,14,11,0,4
Madison,Alabam,State Senate,5,LIB,Lee Evans,11,1,7,1,0,2
Madison,Boston,State Senate,5,LIB,Lee Evans,6,0,4,1,0,1
Madison,Bowen,State Senate,5,LIB,Lee Evans,8,0,3,3,0,2
Madison,California,State Senate,5,LIB,Lee Evans,24,0,22,2,0,0
Madison,Hilburn,State Senate,5,LIB,Lee Evans,3,0,3,0,0,0
Madison,Japton,State Senate,5,LIB,Lee Evans,7,0,2,1,0,4
Madison,Kings River,State Senate,5,LIB,Lee Evans,16,0,11,2,0,3
Madison,Lamar,State Senate,5,LIB,Lee Evans,14,0,11,2,0,1
Madison,Lincoln,State Senate,5,LIB,Lee Evans,5,0,1,1,0,3
Madison,Marble,State Senate,5,LIB,Lee Evans,5,1,3,1,0,0
Madison,Mill Creek,State Senate,5,LIB,Lee Evans,8,3,5,0,0,0
Madison,Prairie,State Senate,5,LIB,Lee Evans,19,0,12,4,2,1
Madison,Richland,State Senate,5,LIB,Lee Evans,6,4,0,1,0,1
Madison,Valley,State Senate,5,LIB,Lee Evans,9,0,8,1,0,0
Madison,War Eagle,State Senate,5,LIB,Lee Evans,33,6,10,8,0,9
Madison,Ward 1,State Senate,5,LIB,Lee Evans,6,2,1,1,0,2
Madison,Ward 2,State Senate,5,LIB,Lee Evans,4,0,1,2,0,1
Madison,Ward 3,State Senate,5,LIB,Lee Evans,15,2,5,6,0,2
Madison,Ward 4,State Senate,5,LIB,Lee Evans,3,1,2,0,0,0
Madison,Wharton,State Senate,5,LIB,Lee Evans,6,0,4,1,0,1
Madison,Alabam,State Senate,5,REP,Representative Bob Ballinger,267,35,162,30,4,36
Madison,Boston,State Senate,5,REP,Representative Bob Ballinger,72,0,51,3,1,17
Madison,Bowen,State Senate,5,REP,Representative Bob Ballinger,143,15,93,13,0,22
Madison,California,State Senate,5,REP,Representative Bob Ballinger,271,1,193,35,2,40
Madison,Hilburn,State Senate,5,REP,Representative Bob Ballinger,98,2,88,1,0,7
Madison,Japton,State Senate,5,REP,Representative Bob Ballinger,115,10,82,8,2,13
Madison,Kings River,State Senate,5,REP,Representative Bob Ballinger,308,1,212,38,10,47
Madison,Lamar,State Senate,5,REP,Representative Bob Ballinger,299,13,235,33,2,16
Madison,Lincoln,State Senate,5,REP,Representative Bob Ballinger,109,15,55,15,1,23
Madison,Marble,State Senate,5,REP,Representative Bob Ballinger,124,24,67,13,0,20
Madison,Mill Creek,State Senate,5,REP,Representative Bob Ballinger,124,28,77,11,0,8
Madison,Prairie,State Senate,5,REP,Representative Bob Ballinger,473,1,346,65,4,57
Madison,Richland,State Senate,5,REP,Representative Bob Ballinger,194,83,63,30,1,17
Madison,Valley,State Senate,5,REP,Representative Bob Ballinger,164,1,144,5,4,10
Madison,War Eagle,State Senate,5,REP,Representative Bob Ballinger,484,67,201,99,5,112
Madison,Ward 1,State Senate,5,REP,Representative Bob Ballinger,66,5,26,6,3,26
Madison,Ward 2,State Senate,5,REP,Representative Bob Ballinger,33,2,14,5,3,9
Madison,Ward 3,State Senate,5,REP,Representative Bob Ballinger,104,21,20,24,2,37
Madison,Ward 4,State Senate,5,REP,Representative Bob Ballinger,92,17,40,9,2,24
Madison,Wharton,State Senate,5,REP,Representative Bob Ballinger,65,8,34,9,0,14
Madison,Alabam,State Representative,97,DEM,Gary L. Morris,163,18,88,28,4,25
Madison,California,State Representative,97,DEM,Gary L. Morris,132,3,87,20,4,18
Madison,Lamar,State Representative,97,DEM,Gary L. Morris,125,3,87,14,4,17
Madison,Prairie,State Representative,97,DEM,Gary L. Morris,194,0,129,23,5,37
Madison,Richland,State Representative,97,DEM,Gary L. Morris,4,1,1,0,0,2
Madison,Alabam,State Representative,97,REP,Harlan Breaux,257,38,150,28,4,37
Madison,California,State Representative,97,REP,Harlan Breaux,296,1,217,37,3,38
Madison,Lamar,State Representative,97,REP,Harlan Breaux,229,11,179,25,1,13
Madison,Prairie,State Representative,97,REP,Harlan Breaux,460,1,329,61,6,63
Madison,Richland,State Representative,97,REP,Harlan Breaux,4,2,0,2,0,0
Madison,Alabam,COUNTY JUDGE,,REP,County Judge Frank Weaver,229,31,130,27,5,36
Madison,Boston,COUNTY JUDGE,,REP,County Judge Frank Weaver,70,0,51,3,1,15
Madison,Bowen,COUNTY JUDGE,,REP,County Judge Frank Weaver,100,8,67,11,0,14
Madison,California,COUNTY JUDGE,,REP,County Judge Frank Weaver,245,2,169,36,3,35
Madison,Hilburn,COUNTY JUDGE,,REP,County Judge Frank Weaver,104,2,89,0,0,13
Madison,Japton,COUNTY JUDGE,,REP,County Judge Frank Weaver,82,6,56,6,0,14
Madison,Kings River,COUNTY JUDGE,,REP,County Judge Frank Weaver,315,1,215,35,10,54
Madison,Lamar,COUNTY JUDGE,,REP,County Judge Frank Weaver,220,9,163,26,3,19
Madison,Lincoln,COUNTY JUDGE,,REP,County Judge Frank Weaver,65,9,25,10,1,20
Madison,Marble,COUNTY JUDGE,,REP,County Judge Frank Weaver,112,22,59,12,1,18
Madison,Mill Creek,COUNTY JUDGE,,REP,County Judge Frank Weaver,91,21,52,8,0,10
Madison,Prairie,COUNTY JUDGE,,REP,County Judge Frank Weaver,391,1,276,48,6,60
Madison,Richland,COUNTY JUDGE,,REP,County Judge Frank Weaver,131,52,35,25,0,19
Madison,Valley,COUNTY JUDGE,,REP,County Judge Frank Weaver,103,1,90,3,1,8
Madison,War Eagle,COUNTY JUDGE,,REP,County Judge Frank Weaver,345,43,126,62,5,109
Madison,Ward 1,COUNTY JUDGE,,REP,County Judge Frank Weaver,52,3,21,8,4,16
Madison,Ward 2,COUNTY JUDGE,,REP,County Judge Frank Weaver,29,2,9,6,1,11
Madison,Ward 3,COUNTY JUDGE,,REP,County Judge Frank Weaver,81,15,14,22,2,28
Madison,Ward 4,COUNTY JUDGE,,REP,County Judge Frank Weaver,68,13,22,7,2,24
Madison,Wharton,COUNTY JUDGE,,REP,County Judge Frank Weaver,41,6,25,1,0,9
Madison,Alabam,COUNTY JUDGE,,DEM,Travis Dotson,200,26,113,31,3,27
Madison,Boston,COUNTY JUDGE,,DEM,Travis Dotson,59,0,44,3,2,10
Madison,Bowen,COUNTY JUDGE,,DEM,Travis Dotson,110,14,49,16,2,29
Madison,California,COUNTY JUDGE,,DEM,Travis Dotson,181,2,133,21,4,21
Madison,Hilburn,COUNTY JUDGE,,DEM,Travis Dotson,73,2,53,5,1,12
Madison,Japton,COUNTY JUDGE,,DEM,Travis Dotson,54,5,35,7,2,5
Madison,Kings River,COUNTY JUDGE,,DEM,Travis Dotson,134,0,85,20,1,28
Madison,Lamar,COUNTY JUDGE,,DEM,Travis Dotson,238,6,176,26,3,27
Madison,Lincoln,COUNTY JUDGE,,DEM,Travis Dotson,93,16,50,11,0,16
Madison,Marble,COUNTY JUDGE,,DEM,Travis Dotson,53,9,31,7,0,6
Madison,Mill Creek,COUNTY JUDGE,,DEM,Travis Dotson,96,14,71,4,0,7
Madison,Prairie,COUNTY JUDGE,,DEM,Travis Dotson,297,0,203,39,5,50
Madison,Richland,COUNTY JUDGE,,DEM,Travis Dotson,133,58,39,15,1,20
Madison,Valley,COUNTY JUDGE,,DEM,Travis Dotson,142,1,130,5,5,1
Madison,War Eagle,COUNTY JUDGE,,DEM,Travis Dotson,421,56,159,96,5,105
Madison,Ward 1,COUNTY JUDGE,,DEM,Travis Dotson,78,6,31,10,1,30
Madison,Ward 2,COUNTY JUDGE,,DEM,Travis Dotson,37,2,9,10,3,13
Madison,Ward 3,COUNTY JUDGE,,DEM,Travis Dotson,85,14,20,21,0,30
Madison,Ward 4,COUNTY JUDGE,,DEM,Travis Dotson,91,13,30,17,3,28
Madison,Wharton,COUNTY JUDGE,,DEM,Travis Dotson,65,6,30,19,0,10
Madison,Alabam,CORONER,,REP,Douglas Rabold,187,22,111,17,4,33
Madison,Boston,CORONER,,REP,Douglas Rabold,73,0,56,2,1,14
Madison,Bowen,CORONER,,REP,Douglas Rabold,103,7,72,11,0,13
Madison,California,CORONER,,REP,Douglas Rabold,232,1,164,32,2,33
Madison,Hilburn,CORONER,,REP,Douglas Rabold,103,2,90,3,0,8
Madison,Japton,CORONER,,REP,Douglas Rabold,87,5,61,9,0,12
Madison,Kings River,CORONER,,REP,Douglas Rabold,242,1,165,30,7,39
Madison,Lamar,CORONER,,REP,Douglas Rabold,237,9,186,25,2,15
Madison,Lincoln,CORONER,,REP,Douglas Rabold,89,12,44,15,1,17
Madison,Marble,CORONER,,REP,Douglas Rabold,87,14,49,9,0,15
Madison,Mill Creek,CORONER,,REP,Douglas Rabold,111,24,69,10,0,8
Madison,Prairie,CORONER,,REP,Douglas Rabold,381,1,267,48,5,60
Madison,Richland,CORONER,,REP,Douglas Rabold,154,68,41,24,0,21
Madison,Valley,CORONER,,REP,Douglas Rabold,143,1,123,6,4,9
Madison,War Eagle,CORONER,,REP,Douglas Rabold,355,35,144,70,3,103
Madison,Ward 1,CORONER,,REP,Douglas Rabold,51,4,21,4,3,19
Madison,Ward 2,CORONER,,REP,Douglas Rabold,23,2,10,4,1,6
Madison,Ward 3,CORONER,,REP,Douglas Rabold,86,17,13,21,1,34
Madison,Ward 4,CORONER,,REP,Douglas Rabold,70,16,32,5,1,16
Madison,Wharton,CORONER,,REP,Douglas Rabold,47,4,28,5,0,10
Madison,Alabam,CORONER,,DEM,Coroner Jarred Rogers,233,33,127,40,3,30
Madison,Boston,CORONER,,DEM,Coroner Jarred Rogers,53,0,34,4,2,13
Madison,Bowen,CORONER,,DEM,Coroner Jarred Rogers,109,15,46,17,2,29
Madison,California,CORONER,,DEM,Coroner Jarred Rogers,194,3,140,24,4,23
Madison,Hilburn,CORONER,,DEM,Coroner Jarred Rogers,76,2,54,2,1,17
Madison,Japton,CORONER,,DEM,Coroner Jarred Rogers,45,6,28,3,2,6
Madison,Kings River,CORONER,,DEM,Coroner Jarred Rogers,209,0,138,26,5,40
Madison,Lamar,CORONER,,DEM,Coroner Jarred Rogers,217,6,146,29,3,33
Madison,Lincoln,CORONER,,DEM,Coroner Jarred Rogers,72,13,33,6,0,20
Madison,Marble,CORONER,,DEM,Coroner Jarred Rogers,77,16,41,10,1,9
Madison,Mill Creek,CORONER,,DEM,Coroner Jarred Rogers,75,11,54,2,0,8
Madison,Prairie,CORONER,,DEM,Coroner Jarred Rogers,302,0,208,39,5,50
Madison,Richland,CORONER,,DEM,Coroner Jarred Rogers,111,43,32,17,1,18
Madison,Valley,CORONER,,DEM,Coroner Jarred Rogers,102,1,96,2,2,1
Madison,War Eagle,CORONER,,DEM,Coroner Jarred Rogers,413,66,141,88,7,111
Madison,Ward 1,CORONER,,DEM,Coroner Jarred Rogers,76,5,30,14,2,25
Madison,Ward 2,CORONER,,DEM,Coroner Jarred Rogers,42,2,8,12,3,17
Madison,Ward 3,CORONER,,DEM,Coroner Jarred Rogers,78,12,19,22,1,24
Madison,Ward 4,CORONER,,DEM,Coroner Jarred Rogers,91,10,22,19,4,36
Madison,Wharton,CORONER,,DEM,Coroner Jarred Rogers,57,8,26,15,0,8
Madison,Alabam,CIRCUIT CLERK,,DEM,Phyllis Villines,351,51,197,48,6,49
Madison,Boston,CIRCUIT CLERK,,DEM,Phyllis Villines,91,0,65,6,3,17
Madison,Bowen,CIRCUIT CLERK,,DEM,Phyllis Villines,163,19,78,27,2,37
Madison,California,CIRCUIT CLERK,,DEM,Phyllis Villines,336,3,240,43,5,45
Madison,Hilburn,CIRCUIT CLERK,,DEM,Phyllis Villines,139,3,110,5,1,20
Madison,Japton,CIRCUIT CLERK,,DEM,Phyllis Villines,93,11,59,10,2,11
Madison,Kings River,CIRCUIT CLERK,,DEM,Phyllis Villines,379,1,253,51,7,67
Madison,Lamar,CIRCUIT CLERK,,DEM,Phyllis Villines,344,8,245,45,6,40
Madison,Lincoln,CIRCUIT CLERK,,DEM,Phyllis Villines,123,23,56,16,0,28
Madison,Marble,CIRCUIT CLERK,,DEM,Phyllis Villines,139,28,75,15,1,20
Madison,Mill Creek,CIRCUIT CLERK,,DEM,Phyllis Villines,140,28,88,11,0,13
Madison,Prairie,CIRCUIT CLERK,,DEM,Phyllis Villines,522,1,361,75,8,77
Madison,Richland,CIRCUIT CLERK,,DEM,Phyllis Villines,208,91,50,36,1,30
Madison,Valley,CIRCUIT CLERK,,DEM,Phyllis Villines,176,1,162,6,5,2
Madison,War Eagle,CIRCUIT CLERK,,DEM,Phyllis Villines,636,89,222,142,6,177
Madison,Ward 1,CIRCUIT CLERK,,DEM,Phyllis Villines,115,9,44,18,4,40
Madison,Ward 2,CIRCUIT CLERK,,DEM,Phyllis Villines,52,4,11,16,3,18
Madison,Ward 3,CIRCUIT CLERK,,DEM,Phyllis Villines,137,24,25,38,1,49
Madison,Ward 4,CIRCUIT CLERK,,DEM,Phyllis Villines,127,24,33,22,4,44
Madison,Wharton,CIRCUIT CLERK,,DEM,Phyllis Villines,76,8,34,19,0,15
Madison,Ward 1,CITY OF HUNTSVILLE MAYOR,,IND,Darrell Trahan,66,4,33,5,4,20
Madison,Ward 2,CITY OF HUNTSVILLE MAYOR,,IND,Darrell Trahan,23,2,8,5,3,5
Madison,Ward 3,CITY OF HUNTSVILLE MAYOR,,IND,Darrell Trahan,91,20,17,25,1,28
Madison,Ward 4,CITY OF HUNTSVILLE MAYOR,,IND,Darrell Trahan,88,16,31,11,1,29
Madison,Ward 1,CITY OF HUNTSVILLE MAYOR,,IND,Pamela R. Montoya,59,5,18,12,1,23
Madison,Ward 2,CITY OF HUNTSVILLE MAYOR,,IND,Pamela R. Montoya,40,2,10,11,0,17
Madison,Ward 3,CITY OF HUNTSVILLE MAYOR,,IND,Pamela R. Montoya,72,9,14,19,1,29
Madison,Ward 4,CITY OF HUNTSVILLE MAYOR,,IND,Pamela R. Montoya,69,9,22,13,4,21
Madison,Hilburn,CITY OF ST. PAUL MAYOR,,IND,Nina Selz,34,0,26,4,0,4
Madison,Hilburn,CITY OF ST. PAUL MAYOR,,IND,Stephen Pearce,13,0,11,0,0,2
Madison,Prairie,CITY OF HINDSVILLE MAYOR,,IND,Stephanie Casey,12,0,9,0,1,2
Madison,Ward 3,ALDERMAN, WARD 3,IND,Lyndsay McNeer,92,18,15,27,2,30
Madison,Ward 3,ALDERMAN, WARD 3,IND,Rion E. Mosley,48,8,14,12,0,14
