county,precinct,office,district,party,candidate,votes,election_day,early_vote,absentee
Woodruff,Babbs/Cotton Plant-09,U.S. Congress District 1,,LIB,Elvis Presley,4,1,0,3
Woodruff,Hunter Methodist/Rural-10,U.S. Congress District 1,,LIB,Elvis Presley,1,0,0,1
Woodruff,Hunter Methodist-11,U.S. Congress District 1,,LIB,Elvis Presley,0,0,0,0
Woodruff,Fairgrounds/Howell-12,U.S. Congress District 1,,LIB,Elvis Presley,0,0,0,0
Woodruff,White Hall Church-13,U.S. Congress District 1,,LIB,Elvis Presley,4,0,0,4
Woodruff,Morton Baptist-14,U.S. Congress District 1,,LIB,Elvis Presley,0,0,0,0
Woodruff,Frgrnds/McCrory Rural-15,U.S. Congress District 1,,LIB,Elvis Presley,4,2,0,2
Woodruff,Patterson Fire Station-16,U.S. Congress District 1,,LIB,Elvis Presley,3,1,0,2
Woodruff,McCrory Civic Center-17,U.S. Congress District 1,,LIB,Elvis Presley,4,0,0,4
Woodruff,McCrory Civic-18,U.S. Congress District 1,,LIB,Elvis Presley,2,1,0,1
Woodruff,Pumpkin Bend Church-19,U.S. Congress District 1,,LIB,Elvis Presley,0,0,0,0
Woodruff,Fairgrounds Fakes Chpl-20,U.S. Congress District 1,,LIB,Elvis Presley,0,0,0,0
Woodruff,Augusta Armory -01,Governor,,LIB,Mark West,5,2,0,3
Woodruff,Augusta Armory-02,Governor,,LIB,Mark West,5,1,0,4
Woodruff,Augusta Hsng Authority-03,Governor,,LIB,Mark West,6,0,0,6
Woodruff,Augusta Armory-04,Governor,,LIB,Mark West,1,0,0,1
Woodruff,Augusta Armory-05,Governor,,LIB,Mark West,1,1,0,0
Woodruff,Gregory-06,Governor,,LIB,Mark West,0,0,0,0
Woodruff,Babbs Cottn PL/Freeman-07,Governor,,LIB,Mark West,3,0,0,3
Woodruff,Babbs/Cotton Plant-08,Governor,,LIB,Mark West,6,0,0,6
Woodruff,Babbs/Cotton Plant-09,Governor,,LIB,Mark West,9,2,0,7
Woodruff,Hunter Methodist/Rural-10,Governor,,LIB,Mark West,0,0,0,0
Woodruff,Hunter Methodist-11,Governor,,LIB,Mark West,0,0,0,0
Woodruff,Fairgrounds/Howell-12,Governor,,LIB,Mark West,0,0,0,0
Woodruff,White Hall Church-13,Governor,,LIB,Mark West,0,0,0,0
Woodruff,Morton Baptist-14,Governor,,LIB,Mark West,1,0,0,1
Woodruff,Frgrnds/McCrory Rural-15,Governor,,LIB,Mark West,2,1,0,1
Woodruff,Patterson Fire Station-16,Governor,,LIB,Mark West,6,3,0,3
Woodruff,McCrory Civic Center-17,Governor,,LIB,Mark West,7,0,0,7
Woodruff,McCrory Civic-18,Governor,,LIB,Mark West,3,0,0,3
Woodruff,Pumpkin Bend Church-19,Governor,,LIB,Mark West,0,0,0,0
Woodruff,Fairgrounds Fakes Chpl-20,Governor,,LIB,Mark West,0,0,0,0
Woodruff,Augusta Armory -01,Governor,,DEM,Jared K. Henderson,120,68,2,50
Woodruff,Augusta Armory-02,Governor,,DEM,Jared K. Henderson,148,74,4,70
Woodruff,Augusta Hsng Authority-03,Governor,,DEM,Jared K. Henderson,117,50,4,63
Woodruff,Augusta Armory-04,Governor,,DEM,Jared K. Henderson,17,8,0,9
Woodruff,Augusta Armory-05,Governor,,DEM,Jared K. Henderson,9,6,0,3
Woodruff,Gregory-06,Governor,,DEM,Jared K. Henderson,9,0,0,9
Woodruff,Babbs Cottn PL/Freeman-07,Governor,,DEM,Jared K. Henderson,13,5,0,8
Woodruff,Babbs/Cotton Plant-08,Governor,,DEM,Jared K. Henderson,74,8,0,66
Woodruff,Babbs/Cotton Plant-09,Governor,,DEM,Jared K. Henderson,54,16,0,38
Woodruff,Hunter Methodist/Rural-10,Governor,,DEM,Jared K. Henderson,5,0,0,5
Woodruff,Hunter Methodist-11,Governor,,DEM,Jared K. Henderson,1,0,0,1
Woodruff,Fairgrounds/Howell-12,Governor,,DEM,Jared K. Henderson,5,4,0,1
Woodruff,White Hall Church-13,Governor,,DEM,Jared K. Henderson,6,1,0,5
Woodruff,Morton Baptist-14,Governor,,DEM,Jared K. Henderson,14,0,1,13
Woodruff,Frgrnds/McCrory Rural-15,Governor,,DEM,Jared K. Henderson,13,5,0,8
Woodruff,Patterson Fire Station-16,Governor,,DEM,Jared K. Henderson,19,9,1,9
Woodruff,McCrory Civic Center-17,Governor,,DEM,Jared K. Henderson,77,21,3,53
Woodruff,McCrory Civic-18,Governor,,DEM,Jared K. Henderson,39,10,0,29
Woodruff,Pumpkin Bend Church-19,Governor,,DEM,Jared K. Henderson,19,3,0,16
Woodruff,Fairgrounds Fakes Chpl-20,Governor,,DEM,Jared K. Henderson,1,1,0,0
Woodruff,Augusta Armory -01,Governor,,REP,Governor Asa Hutchinson,151,73,0,78
Woodruff,Augusta Armory-02,Governor,,REP,Governor Asa Hutchinson,144,85,4,55
Woodruff,Augusta Hsng Authority-03,Governor,,REP,Governor Asa Hutchinson,50,17,1,32
Woodruff,Augusta Armory-04,Governor,,REP,Governor Asa Hutchinson,55,29,0,26
Woodruff,Augusta Armory-05,Governor,,REP,Governor Asa Hutchinson,34,12,0,22
Woodruff,Gregory-06,Governor,,REP,Governor Asa Hutchinson,18,0,0,18
Woodruff,Babbs Cottn PL/Freeman-07,Governor,,REP,Governor Asa Hutchinson,15,1,0,14
Woodruff,Babbs/Cotton Plant-08,Governor,,REP,Governor Asa Hutchinson,38,5,0,33
Woodruff,Babbs/Cotton Plant-09,Governor,,REP,Governor Asa Hutchinson,18,2,0,16
Woodruff,Hunter Methodist/Rural-10,Governor,,REP,Governor Asa Hutchinson,20,2,0,18
Woodruff,Hunter Methodist-11,Governor,,REP,Governor Asa Hutchinson,25,4,0,21
Woodruff,Fairgrounds/Howell-12,Governor,,REP,Governor Asa Hutchinson,29,8,0,21
Woodruff,White Hall Church-13,Governor,,REP,Governor Asa Hutchinson,41,11,0,30
Woodruff,Morton Baptist-14,Governor,,REP,Governor Asa Hutchinson,65,12,0,53
Woodruff,Frgrnds/McCrory Rural-15,Governor,,REP,Governor Asa Hutchinson,82,17,0,65
Woodruff,Patterson Fire Station-16,Governor,,REP,Governor Asa Hutchinson,71,19,0,52
Woodruff,McCrory Civic Center-17,Governor,,REP,Governor Asa Hutchinson,217,60,6,151
Woodruff,McCrory Civic-18,Governor,,REP,Governor Asa Hutchinson,92,20,2,70
Woodruff,Pumpkin Bend Church-19,Governor,,REP,Governor Asa Hutchinson,89,16,1,72
Woodruff,Fairgrounds Fakes Chpl-20,Governor,,REP,Governor Asa Hutchinson,17,6,0,11
Woodruff,Augusta Armory -01,Lieutenant Governor,,DEM,Anthony Bland,133,77,2,54
Woodruff,Augusta Armory-02,Lieutenant Governor,,DEM,Anthony Bland,152,75,3,74
Woodruff,Augusta Hsng Authority-03,Lieutenant Governor,,DEM,Anthony Bland,123,49,5,69
Woodruff,Augusta Armory-04,Lieutenant Governor,,DEM,Anthony Bland,14,4,0,10
Woodruff,Augusta Armory-05,Lieutenant Governor,,DEM,Anthony Bland,13,8,0,5
Woodruff,Gregory-06,Lieutenant Governor,,DEM,Anthony Bland,9,0,0,9
Woodruff,Babbs Cottn PL/Freeman-07,Lieutenant Governor,,DEM,Anthony Bland,9,2,0,7
Woodruff,Babbs/Cotton Plant-08,Lieutenant Governor,,DEM,Anthony Bland,86,11,0,75
Woodruff,Babbs/Cotton Plant-09,Lieutenant Governor,,DEM,Anthony Bland,64,17,0,47
Woodruff,Hunter Methodist/Rural-10,Lieutenant Governor,,DEM,Anthony Bland,7,1,0,6
Woodruff,Hunter Methodist-11,Lieutenant Governor,,DEM,Anthony Bland,2,0,0,2
Woodruff,Fairgrounds/Howell-12,Lieutenant Governor,,DEM,Anthony Bland,7,5,0,2
Woodruff,White Hall Church-13,Lieutenant Governor,,DEM,Anthony Bland,2,1,0,1
Woodruff,Morton Baptist-14,Lieutenant Governor,,DEM,Anthony Bland,14,0,1,13
Woodruff,Frgrnds/McCrory Rural-15,Lieutenant Governor,,DEM,Anthony Bland,17,4,0,13
Woodruff,Patterson Fire Station-16,Lieutenant Governor,,DEM,Anthony Bland,27,11,1,15
Woodruff,McCrory Civic Center-17,Lieutenant Governor,,DEM,Anthony Bland,83,28,2,53
Woodruff,McCrory Civic-18,Lieutenant Governor,,DEM,Anthony Bland,42,8,0,34
Woodruff,Pumpkin Bend Church-19,Lieutenant Governor,,DEM,Anthony Bland,23,3,0,20
Woodruff,Fairgrounds Fakes Chpl-20,Lieutenant Governor,,DEM,Anthony Bland,1,1,0,0
Woodruff,Augusta Armory -01,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,134,62,0,72
Woodruff,Augusta Armory-02,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,137,79,5,53
Woodruff,Augusta Hsng Authority-03,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,43,15,0,28
Woodruff,Augusta Armory-04,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,58,32,0,26
Woodruff,Augusta Armory-05,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,30,11,0,19
Woodruff,Gregory-06,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,15,0,0,15
Woodruff,Babbs Cottn PL/Freeman-07,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,20,4,0,16
Woodruff,Babbs/Cotton Plant-08,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,29,2,0,27
Woodruff,Babbs/Cotton Plant-09,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,13,1,0,12
Woodruff,Hunter Methodist/Rural-10,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,18,1,0,17
Woodruff,Hunter Methodist-11,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,22,4,0,18
Woodruff,Fairgrounds/Howell-12,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,27,7,0,20
Woodruff,White Hall Church-13,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,43,11,0,32
Woodruff,Morton Baptist-14,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,64,12,0,52
Woodruff,Frgrnds/McCrory Rural-15,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,76,18,0,58
Woodruff,Patterson Fire Station-16,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,66,19,0,47
Woodruff,McCrory Civic Center-17,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,208,53,5,150
Woodruff,McCrory Civic-18,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,90,22,2,66
Woodruff,Pumpkin Bend Church-19,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,85,15,1,69
Woodruff,Fairgrounds Fakes Chpl-20,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,17,6,0,11
Woodruff,Augusta Armory -01,Lieutenant Governor,,LIB,Frank Gilbert,7,3,0,4
Woodruff,Augusta Armory-02,Lieutenant Governor,,LIB,Frank Gilbert,3,3,0,0
Woodruff,Augusta Hsng Authority-03,Lieutenant Governor,,LIB,Frank Gilbert,7,2,0,5
Woodruff,Augusta Armory-04,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0
Woodruff,Augusta Armory-05,Lieutenant Governor,,LIB,Frank Gilbert,1,0,0,1
Woodruff,Gregory-06,Lieutenant Governor,,LIB,Frank Gilbert,3,0,0,3
Woodruff,Babbs Cottn PL/Freeman-07,Lieutenant Governor,,LIB,Frank Gilbert,2,0,0,2
Woodruff,Babbs/Cotton Plant-08,Lieutenant Governor,,LIB,Frank Gilbert,3,0,0,3
Woodruff,Babbs/Cotton Plant-09,Lieutenant Governor,,LIB,Frank Gilbert,6,2,0,4
Woodruff,Hunter Methodist/Rural-10,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0
Woodruff,Hunter Methodist-11,Lieutenant Governor,,LIB,Frank Gilbert,1,0,0,1
Woodruff,Fairgrounds/Howell-12,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0
Woodruff,White Hall Church-13,Lieutenant Governor,,LIB,Frank Gilbert,1,0,0,1
Woodruff,Morton Baptist-14,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0
Woodruff,Frgrnds/McCrory Rural-15,Lieutenant Governor,,LIB,Frank Gilbert,4,2,0,2
Woodruff,Patterson Fire Station-16,Lieutenant Governor,,LIB,Frank Gilbert,2,1,0,1
Woodruff,McCrory Civic Center-17,Lieutenant Governor,,LIB,Frank Gilbert,7,0,2,5
Woodruff,McCrory Civic-18,Lieutenant Governor,,LIB,Frank Gilbert,2,0,0,2
Woodruff,Pumpkin Bend Church-19,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0
Woodruff,Fairgrounds Fakes Chpl-20,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0
Woodruff,Augusta Armory -01,Attorney General,,LIB,Kerry Hicks,6,3,0,3
Woodruff,Augusta Armory-02,Attorney General,,LIB,Kerry Hicks,8,5,0,3
Woodruff,Augusta Hsng Authority-03,Attorney General,,LIB,Kerry Hicks,11,7,0,4
Woodruff,Augusta Armory-04,Attorney General,,LIB,Kerry Hicks,1,0,0,1
Woodruff,Augusta Armory-05,Attorney General,,LIB,Kerry Hicks,1,0,0,1
Woodruff,Gregory-06,Attorney General,,LIB,Kerry Hicks,1,0,0,1
Woodruff,Babbs Cottn PL/Freeman-07,Attorney General,,LIB,Kerry Hicks,1,0,0,1
Woodruff,Babbs/Cotton Plant-08,Attorney General,,LIB,Kerry Hicks,7,0,0,7
Woodruff,Babbs/Cotton Plant-09,Attorney General,,LIB,Kerry Hicks,3,0,0,3
Woodruff,Hunter Methodist/Rural-10,Attorney General,,LIB,Kerry Hicks,0,0,0,0
Woodruff,Hunter Methodist-11,Attorney General,,LIB,Kerry Hicks,1,0,0,1
Woodruff,Fairgrounds/Howell-12,Attorney General,,LIB,Kerry Hicks,0,0,0,0
Woodruff,White Hall Church-13,Attorney General,,LIB,Kerry Hicks,0,0,0,0
Woodruff,Morton Baptist-14,Attorney General,,LIB,Kerry Hicks,1,0,0,1
Woodruff,Frgrnds/McCrory Rural-15,Attorney General,,LIB,Kerry Hicks,3,1,0,2
Woodruff,Patterson Fire Station-16,Attorney General,,LIB,Kerry Hicks,2,1,0,1
Woodruff,McCrory Civic Center-17,Attorney General,,LIB,Kerry Hicks,9,2,0,7
Woodruff,McCrory Civic-18,Attorney General,,LIB,Kerry Hicks,3,0,0,3
Woodruff,Pumpkin Bend Church-19,Attorney General,,LIB,Kerry Hicks,2,0,0,2
Woodruff,Fairgrounds Fakes Chpl-20,Attorney General,,LIB,Kerry Hicks,0,0,0,0
Woodruff,Augusta Armory -01,Attorney General,,DEM,Mike Lee,161,87,2,72
Woodruff,Augusta Armory-02,Attorney General,,DEM,Mike Lee,161,81,3,77
Woodruff,Augusta Hsng Authority-03,Attorney General,,DEM,Mike Lee,129,49,4,76
Woodruff,Augusta Armory-04,Attorney General,,DEM,Mike Lee,16,6,0,10
Woodruff,Augusta Armory-05,Attorney General,,DEM,Mike Lee,13,7,0,6
Woodruff,Gregory-06,Attorney General,,DEM,Mike Lee,11,0,0,11
Woodruff,Babbs Cottn PL/Freeman-07,Attorney General,,DEM,Mike Lee,14,4,0,10
Woodruff,Babbs/Cotton Plant-08,Attorney General,,DEM,Mike Lee,81,10,0,71
Woodruff,Babbs/Cotton Plant-09,Attorney General,,DEM,Mike Lee,64,19,0,45
Woodruff,Hunter Methodist/Rural-10,Attorney General,,DEM,Mike Lee,6,1,0,5
Woodruff,Hunter Methodist-11,Attorney General,,DEM,Mike Lee,3,0,0,3
Woodruff,Fairgrounds/Howell-12,Attorney General,,DEM,Mike Lee,9,7,0,2
Woodruff,White Hall Church-13,Attorney General,,DEM,Mike Lee,8,1,0,7
Woodruff,Morton Baptist-14,Attorney General,,DEM,Mike Lee,9,0,0,9
Woodruff,Frgrnds/McCrory Rural-15,Attorney General,,DEM,Mike Lee,21,6,0,15
Woodruff,Patterson Fire Station-16,Attorney General,,DEM,Mike Lee,29,15,1,13
Woodruff,McCrory Civic Center-17,Attorney General,,DEM,Mike Lee,80,23,3,54
Woodruff,McCrory Civic-18,Attorney General,,DEM,Mike Lee,45,12,0,33
Woodruff,Pumpkin Bend Church-19,Attorney General,,DEM,Mike Lee,25,4,0,21
Woodruff,Fairgrounds Fakes Chpl-20,Attorney General,,DEM,Mike Lee,2,1,0,1
Woodruff,Augusta Armory -01,Attorney General,,REP,Attorney General Leslie Rutledge,112,54,0,58
Woodruff,Augusta Armory-02,Attorney General,,REP,Attorney General Leslie Rutledge,129,75,5,49
Woodruff,Augusta Hsng Authority-03,Attorney General,,REP,Attorney General Leslie Rutledge,37,12,1,24
Woodruff,Augusta Armory-04,Attorney General,,REP,Attorney General Leslie Rutledge,56,31,0,25
Woodruff,Augusta Armory-05,Attorney General,,REP,Attorney General Leslie Rutledge,30,12,0,18
Woodruff,Gregory-06,Attorney General,,REP,Attorney General Leslie Rutledge,15,0,0,15
Woodruff,Babbs Cottn PL/Freeman-07,Attorney General,,REP,Attorney General Leslie Rutledge,16,2,0,14
Woodruff,Babbs/Cotton Plant-08,Attorney General,,REP,Attorney General Leslie Rutledge,29,3,0,26
Woodruff,Babbs/Cotton Plant-09,Attorney General,,REP,Attorney General Leslie Rutledge,15,1,0,14
Woodruff,Hunter Methodist/Rural-10,Attorney General,,REP,Attorney General Leslie Rutledge,19,1,0,18
Woodruff,Hunter Methodist-11,Attorney General,,REP,Attorney General Leslie Rutledge,22,4,0,18
Woodruff,Fairgrounds/Howell-12,Attorney General,,REP,Attorney General Leslie Rutledge,26,6,0,20
Woodruff,White Hall Church-13,Attorney General,,REP,Attorney General Leslie Rutledge,39,11,0,28
Woodruff,Morton Baptist-14,Attorney General,,REP,Attorney General Leslie Rutledge,68,12,1,55
Woodruff,Frgrnds/McCrory Rural-15,Attorney General,,REP,Attorney General Leslie Rutledge,74,17,0,57
Woodruff,Patterson Fire Station-16,Attorney General,,REP,Attorney General Leslie Rutledge,65,14,0,51
Woodruff,McCrory Civic Center-17,Attorney General,,REP,Attorney General Leslie Rutledge,210,56,6,148
Woodruff,McCrory Civic-18,Attorney General,,REP,Attorney General Leslie Rutledge,85,18,2,65
Woodruff,Pumpkin Bend Church-19,Attorney General,,REP,Attorney General Leslie Rutledge,82,15,1,66
Woodruff,Fairgrounds Fakes Chpl-20,Attorney General,,REP,Attorney General Leslie Rutledge,15,6,0,9
Woodruff,Augusta Armory -01,Secretary of State,,LIB,Christopher Olson,9,4,0,5
Woodruff,Augusta Armory-02,Secretary of State,,LIB,Christopher Olson,11,6,0,5
Woodruff,Augusta Hsng Authority-03,Secretary of State,,LIB,Christopher Olson,9,2,0,7
Woodruff,Augusta Armory-04,Secretary of State,,LIB,Christopher Olson,1,0,0,1
Woodruff,Augusta Armory-05,Secretary of State,,LIB,Christopher Olson,1,0,0,1
Woodruff,Gregory-06,Secretary of State,,LIB,Christopher Olson,2,0,0,2
Woodruff,Babbs Cottn PL/Freeman-07,Secretary of State,,LIB,Christopher Olson,3,0,0,3
Woodruff,Babbs/Cotton Plant-08,Secretary of State,,LIB,Christopher Olson,11,0,0,11
Woodruff,Babbs/Cotton Plant-09,Secretary of State,,LIB,Christopher Olson,9,1,0,8
Woodruff,Hunter Methodist/Rural-10,Secretary of State,,LIB,Christopher Olson,0,0,0,0
Woodruff,Hunter Methodist-11,Secretary of State,,LIB,Christopher Olson,0,0,0,0
Woodruff,Fairgrounds/Howell-12,Secretary of State,,LIB,Christopher Olson,1,1,0,0
Woodruff,White Hall Church-13,Secretary of State,,LIB,Christopher Olson,0,0,0,0
Woodruff,Morton Baptist-14,Secretary of State,,LIB,Christopher Olson,2,0,0,2
Woodruff,Frgrnds/McCrory Rural-15,Secretary of State,,LIB,Christopher Olson,4,1,0,3
Woodruff,Patterson Fire Station-16,Secretary of State,,LIB,Christopher Olson,3,1,0,2
Woodruff,McCrory Civic Center-17,Secretary of State,,LIB,Christopher Olson,17,4,1,12
Woodruff,McCrory Civic-18,Secretary of State,,LIB,Christopher Olson,10,1,0,9
Woodruff,Pumpkin Bend Church-19,Secretary of State,,LIB,Christopher Olson,0,0,0,0
Woodruff,Fairgrounds Fakes Chpl-20,Secretary of State,,LIB,Christopher Olson,0,0,0,0
Woodruff,Augusta Armory -01,Secretary of State,,DEM,Susan Inman,157,88,2,67
Woodruff,Augusta Armory-02,Secretary of State,,DEM,Susan Inman,173,87,4,82
Woodruff,Augusta Hsng Authority-03,Secretary of State,,DEM,Susan Inman,131,52,5,74
Woodruff,Augusta Armory-04,Secretary of State,,DEM,Susan Inman,17,6,0,11
Woodruff,Augusta Armory-05,Secretary of State,,DEM,Susan Inman,15,9,0,6
Woodruff,Gregory-06,Secretary of State,,DEM,Susan Inman,13,0,0,13
Woodruff,Babbs Cottn PL/Freeman-07,Secretary of State,,DEM,Susan Inman,13,3,0,10
Woodruff,Babbs/Cotton Plant-08,Secretary of State,,DEM,Susan Inman,86,10,0,76
Woodruff,Babbs/Cotton Plant-09,Secretary of State,,DEM,Susan Inman,65,19,0,46
Woodruff,Hunter Methodist/Rural-10,Secretary of State,,DEM,Susan Inman,7,1,0,6
Woodruff,Hunter Methodist-11,Secretary of State,,DEM,Susan Inman,5,0,0,5
Woodruff,Fairgrounds/Howell-12,Secretary of State,,DEM,Susan Inman,9,6,0,3
Woodruff,White Hall Church-13,Secretary of State,,DEM,Susan Inman,10,2,0,8
Woodruff,Morton Baptist-14,Secretary of State,,DEM,Susan Inman,15,1,1,13
Woodruff,Frgrnds/McCrory Rural-15,Secretary of State,,DEM,Susan Inman,25,6,0,19
Woodruff,Patterson Fire Station-16,Secretary of State,,DEM,Susan Inman,27,14,1,12
Woodruff,McCrory Civic Center-17,Secretary of State,,DEM,Susan Inman,96,24,2,70
Woodruff,McCrory Civic-18,Secretary of State,,DEM,Susan Inman,54,12,2,40
Woodruff,Pumpkin Bend Church-19,Secretary of State,,DEM,Susan Inman,30,4,0,26
Woodruff,Fairgrounds Fakes Chpl-20,Secretary of State,,DEM,Susan Inman,3,2,0,1
Woodruff,Augusta Armory -01,Secretary of State,,REP,John Thurston Commissioner of State Lands,109,51,0,58
Woodruff,Augusta Armory-02,Secretary of State,,REP,John Thurston Commissioner of State Lands,112,68,4,40
Woodruff,Augusta Hsng Authority-03,Secretary of State,,REP,John Thurston Commissioner of State Lands,34,13,0,21
Woodruff,Augusta Armory-04,Secretary of State,,REP,John Thurston Commissioner of State Lands,55,31,0,24
Woodruff,Augusta Armory-05,Secretary of State,,REP,John Thurston Commissioner of State Lands,27,10,0,17
Woodruff,Gregory-06,Secretary of State,,REP,John Thurston Commissioner of State Lands,11,0,0,11
