county,precinct,office,district,party,candidate,votes,absentee,provisional,early_vote,election_day
Dallas,District 8,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,180,13,2,0,165
Dallas,District 9,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,190,93,0,0,97
Dallas,District 1,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,137,94,1,1,41
Dallas,District 2,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,171,80,0,3,88
Dallas,District 3,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,111,78,0,2,31
Dallas,District 4,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,156,99,1,3,53
Dallas,District 5,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,174,117,0,1,56
Dallas,District 6,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,191,37,0,3,151
Dallas,District 7,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,185,18,7,1,159
Dallas,District 8,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,182,24,6,1,151
Dallas,District 9,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,185,94,1,0,90
Dallas,District 1,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,AGAINST,12,11,0,0,1
Dallas,District 2,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,AGAINST,42,25,0,2,15
Dallas,District 3,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,AGAINST,16,12,0,0,4
Dallas,District 4,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,AGAINST,71,48,0,2,21
Dallas,District 5,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,AGAINST,103,65,0,4,34
Dallas,District 6,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,AGAINST,57,23,0,1,33
Dallas,District 7,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,AGAINST,64,3,1,0,60
Dallas,District 8,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,AGAINST,124,8,0,0,116
Dallas,District 9,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,AGAINST,137,70,0,0,67
