county,precinct,office,district,party,candidate,votes,election_day,early_vote,absentee,provisional
Randolph,BAKER,U.S. House,1,Dem,Chintan Desai,5,2,3,0,0
Randolph,BRISTOW,U.S. House,1,Dem,Chintan Desai,10,3,7,0,0
Randolph,BUTLER,U.S. House,1,Dem,Chintan Desai,2,0,2,0,0
Randolph,COLUMBIA,U.S. House,1,Dem,Chintan Desai,35,20,13,0,2
Randolph,CURRENT RIVER,U.S. House,1,Dem,Chintan Desai,22,17,4,1,0
Randolph,DALTON,U.S. House,1,Dem,Chintan Desai,13,4,9,0,0
Randolph,ELEVEN POINT,U.S. House,1,Dem,Chintan Desai,25,14,11,0,0
Randolph,FOSTER,U.S. House,1,Dem,Chintan Desai,42,8,29,4,1
Randolph,INGRAM,U.S. House,1,Dem,Chintan Desai,10,4,4,2,0
Randolph,JACKSON,U.S. House,1,Dem,Chintan Desai,11,8,3,0,0
Randolph,JANES CREEK,U.S. House,1,Dem,Chintan Desai,45,34,11,0,0
Randolph,LITTLE BLACK,U.S. House,1,Dem,Chintan Desai,29,15,14,0,0
Randolph,O'KEAN,U.S. House,1,Dem,Chintan Desai,21,16,5,0,0
Randolph,REYNO,U.S. House,1,Dem,Chintan Desai,27,23,4,0,0
Randolph,RICHARDSON,U.S. House,1,Dem,Chintan Desai,45,35,10,0,0
Randolph,EAST ROANOKE,U.S. House,1,Dem,Chintan Desai,31,14,17,0,0
Randolph,WEST ROANOKE,U.S. House,1,Dem,Chintan Desai,58,24,31,2,1
Randolph,RUNNING LAKE,U.S. House,1,Dem,Chintan Desai,18,15,3,0,0
Randolph,SHILOH,U.S. House,1,Dem,Chintan Desai,64,6,56,2,0
Randolph,SILOAM,U.S. House,1,Dem,Chintan Desai,23,10,11,0,2
Randolph,SPRING RIVER,U.S. House,1,Dem,Chintan Desai,6,3,3,0,0
Randolph,UNION,U.S. House,1,Dem,Chintan Desai,5,3,2,0,0
Randolph,WARM SPRINGS,U.S. House,1,Dem,Chintan Desai,13,7,6,0,0
Randolph,WATER VALLEY,U.S. House,1,Dem,Chintan Desai,14,7,7,0,0
Randolph,WILEY,U.S. House,1,Dem,Chintan Desai,3,0,2,1,0
Randolph,WARD 1,U.S. House,1,Dem,Chintan Desai,150,24,120,4,2
Randolph,WARD 2,U.S. House,1,Dem,Chintan Desai,131,30,92,3,6
Randolph,WARD 3,U.S. House,1,Dem,Chintan Desai,187,32,147,7,1
Randolph,DEMUN RURAL,U.S. House,1,Dem,Chintan Desai,104,17,85,1,1
Randolph,BAKER,U.S. House,1,Rep,Congressman Rick Crawford,17,9,8,0,0
Randolph,BRISTOW,U.S. House,1,Rep,Congressman Rick Crawford,26,9,17,0,0
Randolph,BUTLER,U.S. House,1,Rep,Congressman Rick Crawford,21,10,10,1,0
Randolph,COLUMBIA,U.S. House,1,Rep,Congressman Rick Crawford,180,81,97,1,1
Randolph,CURRENT RIVER,U.S. House,1,Rep,Congressman Rick Crawford,91,67,23,1,0
Randolph,DALTON,U.S. House,1,Rep,Congressman Rick Crawford,80,43,36,1,0
Randolph,ELEVEN POINT,U.S. House,1,Rep,Congressman Rick Crawford,87,45,40,1,1
Randolph,FOSTER,U.S. House,1,Rep,Congressman Rick Crawford,231,68,157,3,3
Randolph,INGRAM,U.S. House,1,Rep,Congressman Rick Crawford,45,21,22,2,0
Randolph,JACKSON,U.S. House,1,Rep,Congressman Rick Crawford,32,15,17,0,0
Randolph,JANES CREEK,U.S. House,1,Rep,Congressman Rick Crawford,143,103,39,0,1
Randolph,LITTLE BLACK,U.S. House,1,Rep,Congressman Rick Crawford,114,55,57,0,2
Randolph,O'KEAN,U.S. House,1,Rep,Congressman Rick Crawford,45,41,4,0,0
Randolph,REYNO,U.S. House,1,Rep,Congressman Rick Crawford,86,74,11,0,1
Randolph,RICHARDSON,U.S. House,1,Rep,Congressman Rick Crawford,186,99,81,4,2
Randolph,EAST ROANOKE,U.S. House,1,Rep,Congressman Rick Crawford,136,53,83,0,0
Randolph,WEST ROANOKE,U.S. House,1,Rep,Congressman Rick Crawford,245,89,152,4,0
Randolph,RUNNING LAKE,U.S. House,1,Rep,Congressman Rick Crawford,48,32,13,3,0
Randolph,SHILOH,U.S. House,1,Rep,Congressman Rick Crawford,280,49,228,1,2
Randolph,SILOAM,U.S. House,1,Rep,Congressman Rick Crawford,76,52,23,1,0
Randolph,SPRING RIVER,U.S. House,1,Rep,Congressman Rick Crawford,68,34,34,0,0
Randolph,UNION,U.S. House,1,Rep,Congressman Rick Crawford,21,12,7,0,2
Randolph,WARM SPRINGS,U.S. House,1,Rep,Congressman Rick Crawford,50,29,19,2,0
Randolph,WATER VALLEY,U.S. House,1,Rep,Congressman Rick Crawford,67,38,25,2,2
Randolph,WILEY,U.S. House,1,Rep,Congressman Rick Crawford,21,10,10,1,0
Randolph,WARD 1,U.S. House,1,Rep,Congressman Rick Crawford,406,97,301,4,4
Randolph,WARD 2,U.S. House,1,Rep,Congressman Rick Crawford,346,87,249,8,2
Randolph,WARD 3,U.S. House,1,Rep,Congressman Rick Crawford,606,102,485,10,9
Randolph,DEMUN RURAL,U.S. House,1,Rep,Congressman Rick Crawford,514,86,421,5,2
Randolph,BAKER,U.S. House,1,Lib,Elvis Presley,1,1,0,0,0
Randolph,BRISTOW,U.S. House,1,Lib,Elvis Presley,2,2,0,0,0
Randolph,BUTLER,U.S. House,1,Lib,Elvis Presley,2,0,2,0,0
Randolph,COLUMBIA,U.S. House,1,Lib,Elvis Presley,8,6,2,0,0
