county,precinct,office,district,party,candidate,votes,election_day,early_vote,absentee,hand_count,provisional
Mississippi,Trinity Baptist Church,U.S. House,1,DEM,Chintan Desai,560,141,414,5,0,0
Mississippi,Miss County Election Cent,U.S. House,1,DEM,Chintan Desai,580,131,433,14,0,2
Mississippi,AAMOD Bldg,U.S. House,1,DEM,Chintan Desai,609,130,464,12,0,3
Mississippi,Armorel Planting Co,U.S. House,1,DEM,Chintan Desai,37,19,18,0,0,0
Mississippi,Gosnell Comm Center,U.S. House,1,DEM,Chintan Desai,48,26,21,0,0,1
Mississippi,Frim Foundation Ministrie,U.S. House,1,DEM,Chintan Desai,47,25,22,0,0,0
Mississippi,Gosnell School,U.S. House,1,DEM,Chintan Desai,66,26,40,0,0,0
Mississippi,Dell Community Center,U.S. House,1,DEM,Chintan Desai,17,9,8,0,0,0
Mississippi,Leachville City Hall,U.S. House,1,DEM,Chintan Desai,63,32,29,1,0,1
Mississippi,Manila Depot,U.S. House,1,DEM,Chintan Desai,142,81,59,2,0,0
Mississippi,ANC Burdette,U.S. House,1,DEM,Chintan Desai,18,10,6,2,0,0
Mississippi,Charles Strong CC,U.S. House,1,DEM,Chintan Desai,228,99,97,31,0,1
Mississippi,Osceola Main Street,U.S. House,1,DEM,Chintan Desai,930,226,670,32,0,2
Mississippi,Keiser FBC,U.S. House,1,DEM,Chintan Desai,35,30,5,0,0,0
Mississippi,Wilson Library,U.S. House,1,DEM,Chintan Desai,71,44,25,1,0,1
Mississippi,Joiner CH,U.S. House,1,DEM,Chintan Desai,82,67,12,3,0,0
Mississippi,Birdsong FS,U.S. House,1,DEM,Chintan Desai,43,37,5,1,0,0
Mississippi,Dyess City Hall,U.S. House,1,DEM,Chintan Desai,18,16,2,0,0,0
Mississippi,Etowah FS,U.S. House,1,DEM,Chintan Desai,33,29,4,0,0,0
Mississippi,Bassett CH,U.S. House,1,DEM,Chintan Desai,32,26,3,2,0,1
Mississippi,Trinity Baptist Church,Governor,,LIB,Mark West,32,6,26,0,0,0
Mississippi,Miss County Election Cent,Governor,,LIB,Mark West,38,10,28,0,0,0
Mississippi,AAMOD Bldg,Governor,,LIB,Mark West,34,7,27,0,0,0
Mississippi,Armorel Planting Co,Governor,,LIB,Mark West,8,4,4,0,0,0
Mississippi,Gosnell Comm Center,Governor,,LIB,Mark West,5,3,2,0,0,0
Mississippi,Frim Foundation Ministrie,Governor,,LIB,Mark West,9,8,1,0,0,0
Mississippi,Gosnell School,Governor,,LIB,Mark West,16,4,12,0,0,0
Mississippi,Dell Community Center,Governor,,LIB,Mark West,5,2,3,0,0,0
Mississippi,Leachville City Hall,Governor,,LIB,Mark West,32,9,23,0,0,0
Mississippi,Manila Depot,Governor,,LIB,Mark West,31,16,15,0,0,0
Mississippi,ANC Burdette,Governor,,LIB,Mark West,2,2,0,0,0,0
Mississippi,Charles Strong CC,Governor,,LIB,Mark West,30,19,11,0,0,0
Mississippi,Osceola Main Street,Governor,,LIB,Mark West,75,18,55,1,0,1
Mississippi,Keiser FBC,Governor,,LIB,Mark West,13,4,9,0,0,0
Mississippi,Wilson Library,Governor,,LIB,Mark West,14,8,6,0,0,0
Mississippi,Joiner CH,Governor,,LIB,Mark West,6,5,1,0,0,0
Mississippi,Birdsong FS,Governor,,LIB,Mark West,0,0,0,0,0,0
Mississippi,Dyess City Hall,Governor,,LIB,Mark West,2,0,2,0,0,0
Mississippi,Etowah FS,Governor,,LIB,Mark West,11,9,2,0,0,0
Mississippi,Bassett CH,Governor,,LIB,Mark West,3,2,1,0,0,0
Mississippi,Trinity Baptist Church,Governor,,DEM,Jared K. Henderson,546,136,404,6,0,0
Mississippi,Miss County Election Cent,Governor,,DEM,Jared K. Henderson,579,133,429,15,0,2
Mississippi,AAMOD Bldg,Governor,,DEM,Jared K. Henderson,601,130,456,12,0,3
Mississippi,Armorel Planting Co,Governor,,DEM,Jared K. Henderson,38,22,16,0,0,0
Mississippi,Gosnell Comm Center,Governor,,DEM,Jared K. Henderson,48,26,22,0,0,0
Mississippi,Frim Foundation Ministrie,Governor,,DEM,Jared K. Henderson,48,25,23,0,0,0
Mississippi,Gosnell School,Governor,,DEM,Jared K. Henderson,71,30,41,0,0,0
Mississippi,Dell Community Center,Governor,,DEM,Jared K. Henderson,21,11,10,0,0,0
Mississippi,Leachville City Hall,Governor,,DEM,Jared K. Henderson,67,32,33,1,0,1
Mississippi,Manila Depot,Governor,,DEM,Jared K. Henderson,161,86,73,2,0,0
Mississippi,ANC Burdette,Governor,,DEM,Jared K. Henderson,16,8,6,2,0,0
Mississippi,Charles Strong CC,Governor,,DEM,Jared K. Henderson,218,97,91,27,0,3
Mississippi,Osceola Main Street,Governor,,DEM,Jared K. Henderson,934,216,686,30,0,2
Mississippi,Keiser FBC,Governor,,DEM,Jared K. Henderson,33,26,7,0,0,0
Mississippi,Wilson Library,Governor,,DEM,Jared K. Henderson,68,43,22,1,0,2
Mississippi,Joiner CH,Governor,,DEM,Jared K. Henderson,79,63,13,3,0,0
Mississippi,Birdsong FS,Governor,,DEM,Jared K. Henderson,43,37,5,1,0,0
Mississippi,Dyess City Hall,Governor,,DEM,Jared K. Henderson,18,16,2,0,0,0
Mississippi,Etowah FS,Governor,,DEM,Jared K. Henderson,38,32,5,1,0,0
Mississippi,Bassett CH,Governor,,DEM,Jared K. Henderson,33,26,2,4,0,1
Mississippi,Trinity Baptist Church,Governor,,REP,Governor Asa Hutchinson,387,78,304,5,0,0
Mississippi,Miss County Election Cent,Governor,,REP,Governor Asa Hutchinson,1253,188,1043,20,0,2
Mississippi,AAMOD Bldg,Governor,,REP,Governor Asa Hutchinson,193,31,161,1,0,0
Mississippi,Armorel Planting Co,Governor,,REP,Governor Asa Hutchinson,330,177,145,7,0,1
Mississippi,Gosnell Comm Center,Governor,,REP,Governor Asa Hutchinson,157,83,72,1,0,1
Mississippi,Frim Foundation Ministrie,Governor,,REP,Governor Asa Hutchinson,204,110,91,2,0,1
Mississippi,Gosnell School,Governor,,REP,Governor Asa Hutchinson,221,94,125,2,0,0
Mississippi,Dell Community Center,Governor,,REP,Governor Asa Hutchinson,252,153,99,0,0,0
Mississippi,Leachville City Hall,Governor,,REP,Governor Asa Hutchinson,469,200,267,2,0,0
Mississippi,Manila Depot,Governor,,REP,Governor Asa Hutchinson,872,450,418,4,0,0
Mississippi,ANC Burdette,Governor,,REP,Governor Asa Hutchinson,39,30,9,0,0,0
Mississippi,Charles Strong CC,Governor,,REP,Governor Asa Hutchinson,133,53,74,6,0,0
Mississippi,Osceola Main Street,Governor,,REP,Governor Asa Hutchinson,964,146,788,29,0,1
Mississippi,Keiser FBC,Governor,,REP,Governor Asa Hutchinson,218,161,57,0,0,0
Mississippi,Wilson Library,Governor,,REP,Governor Asa Hutchinson,264,168,96,0,0,0
Mississippi,Joiner CH,Governor,,REP,Governor Asa Hutchinson,56,50,6,0,0,0
Mississippi,Birdsong FS,Governor,,REP,Governor Asa Hutchinson,62,48,12,0,0,2
Mississippi,Dyess City Hall,Governor,,REP,Governor Asa Hutchinson,104,90,13,1,0,0
Mississippi,Etowah FS,Governor,,REP,Governor Asa Hutchinson,154,105,49,0,0,0
Mississippi,Bassett CH,Governor,,REP,Governor Asa Hutchinson,97,76,11,10,0,0
Mississippi,Trinity Baptist Church,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,334,65,263,6,0,0
Mississippi,Miss County Election Cent,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,1221,186,1011,22,0,2
Mississippi,AAMOD Bldg,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,155,21,133,1,0,0
Mississippi,Armorel Planting Co,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,323,174,142,6,0,1
Mississippi,Gosnell Comm Center,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,150,82,67,1,0,0
Mississippi,Frim Foundation Ministrie,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,201,109,89,2,0,1
Mississippi,Gosnell School,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,219,92,125,2,0,0
Mississippi,Dell Community Center,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,250,150,100,0,0,0
Mississippi,Leachville City Hall,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,485,202,281,2,0,0
Mississippi,Manila Depot,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,853,434,415,4,0,0
Mississippi,ANC Burdette,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,38,29,9,0,0,0
Mississippi,Charles Strong CC,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,117,51,64,2,0,0
Mississippi,Osceola Main Street,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,891,135,728,27,0,1
Mississippi,Keiser FBC,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,210,152,58,0,0,0
Mississippi,Wilson Library,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,259,161,98,0,0,0
Mississippi,Joiner CH,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,61,55,6,0,0,0
Mississippi,Birdsong FS,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,61,48,11,0,0,2
Mississippi,Dyess City Hall,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,103,88,14,1,0,0
Mississippi,Etowah FS,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,152,105,47,0,0,0
Mississippi,Bassett CH,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,96,75,12,9,0,0
Mississippi,Trinity Baptist Church,Lieutenant Governor,,LIB,Frank Gilbert,37,7,30,0,0,0
Mississippi,Miss County Election Cent,Lieutenant Governor,,LIB,Frank Gilbert,38,7,31,0,0,0
Mississippi,AAMOD Bldg,Lieutenant Governor,,LIB,Frank Gilbert,39,17,22,0,0,0
Mississippi,Armorel Planting Co,Lieutenant Governor,,LIB,Frank Gilbert,7,5,2,0,0,0
Mississippi,Gosnell Comm Center,Lieutenant Governor,,LIB,Frank Gilbert,5,4,1,0,0,0
Mississippi,Frim Foundation Ministrie,Lieutenant Governor,,LIB,Frank Gilbert,10,6,4,0,0,0
Mississippi,Gosnell School,Lieutenant Governor,,LIB,Frank Gilbert,11,6,5,0,0,0
Mississippi,Dell Community Center,Lieutenant Governor,,LIB,Frank Gilbert,5,3,2,0,0,0
Mississippi,Leachville City Hall,Lieutenant Governor,,LIB,Frank Gilbert,22,9,13,0,0,0
Mississippi,Manila Depot,Lieutenant Governor,,LIB,Frank Gilbert,27,14,13,0,0,0
Mississippi,ANC Burdette,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0,0
Mississippi,Charles Strong CC,Lieutenant Governor,,LIB,Frank Gilbert,24,11,10,3,0,0
Mississippi,Osceola Main Street,Lieutenant Governor,,LIB,Frank Gilbert,77,18,58,1,0,0
Mississippi,Keiser FBC,Lieutenant Governor,,LIB,Frank Gilbert,14,9,5,0,0,0
Mississippi,Wilson Library,Lieutenant Governor,,LIB,Frank Gilbert,10,8,2,0,0,0
Mississippi,Joiner CH,Lieutenant Governor,,LIB,Frank Gilbert,2,2,0,0,0,0
Mississippi,Birdsong FS,Lieutenant Governor,,LIB,Frank Gilbert,2,2,0,0,0,0
Mississippi,Dyess City Hall,Lieutenant Governor,,LIB,Frank Gilbert,4,3,1,0,0,0
Mississippi,Etowah FS,Lieutenant Governor,,LIB,Frank Gilbert,10,8,1,1,0,0
Mississippi,Bassett CH,Lieutenant Governor,,LIB,Frank Gilbert,4,3,1,0,0,0
Mississippi,Trinity Baptist Church,Lieutenant Governor,,DEM,Anthony Bland,576,143,428,5,0,0
Mississippi,Miss County Election Cent,Lieutenant Governor,,DEM,Anthony Bland,601,135,451,13,0,2
Mississippi,AAMOD Bldg,Lieutenant Governor,,DEM,Anthony Bland,622,135,472,12,0,3
Mississippi,Armorel Planting Co,Lieutenant Governor,,DEM,Anthony Bland,41,22,19,0,0,0
Mississippi,Gosnell Comm Center,Lieutenant Governor,,DEM,Anthony Bland,54,25,28,0,0,1
Mississippi,Frim Foundation Ministrie,Lieutenant Governor,,DEM,Anthony Bland,50,28,22,0,0,0
Mississippi,Gosnell School,Lieutenant Governor,,DEM,Anthony Bland,75,27,48,0,0,0
Mississippi,Dell Community Center,Lieutenant Governor,,DEM,Anthony Bland,22,12,10,0,0,0
Mississippi,Leachville City Hall,Lieutenant Governor,,DEM,Anthony Bland,60,30,28,1,0,1
Mississippi,Manila Depot,Lieutenant Governor,,DEM,Anthony Bland,172,94,76,2,0,0
Mississippi,ANC Burdette,Lieutenant Governor,,DEM,Anthony Bland,17,9,6,2,0,0
Mississippi,Charles Strong CC,Lieutenant Governor,,DEM,Anthony Bland,245,108,105,29,0,3
Mississippi,Osceola Main Street,Lieutenant Governor,,DEM,Anthony Bland,999,225,738,33,0,3
Mississippi,Keiser FBC,Lieutenant Governor,,DEM,Anthony Bland,36,28,8,0,0,0
Mississippi,Wilson Library,Lieutenant Governor,,DEM,Anthony Bland,76,51,22,1,0,2
Mississippi,Joiner CH,Lieutenant Governor,,DEM,Anthony Bland,81,64,14,3,0,0
Mississippi,Birdsong FS,Lieutenant Governor,,DEM,Anthony Bland,45,38,6,1,0,0
Mississippi,Dyess City Hall,Lieutenant Governor,,DEM,Anthony Bland,15,13,2,0,0,0
Mississippi,Etowah FS,Lieutenant Governor,,DEM,Anthony Bland,38,32,6,0,0,0
Mississippi,Bassett CH,Lieutenant Governor,,DEM,Anthony Bland,28,25,1,1,0,1
Mississippi,Trinity Baptist Church,Attorney General,,REP,Attorney General Leslie Rutledge,327,66,255,6,0,0
Mississippi,Miss County Election Cent,Attorney General,,REP,Attorney General Leslie Rutledge,1171,176,975,18,0,2
Mississippi,AAMOD Bldg,Attorney General,,REP,Attorney General Leslie Rutledge,148,19,128,1,0,0
Mississippi,Armorel Planting Co,Attorney General,,REP,Attorney General Leslie Rutledge,321,174,140,6,0,1
Mississippi,Gosnell Comm Center,Attorney General,,REP,Attorney General Leslie Rutledge,141,78,62,1,0,0
Mississippi,Frim Foundation Ministrie,Attorney General,,REP,Attorney General Leslie Rutledge,204,116,86,2,0,0
Mississippi,Gosnell School,Attorney General,,REP,Attorney General Leslie Rutledge,219,95,122,2,0,0
Mississippi,Dell Community Center,Attorney General,,REP,Attorney General Leslie Rutledge,246,152,94,0,0,0
Mississippi,Leachville City Hall,Attorney General,,REP,Attorney General Leslie Rutledge,481,199,280,2,0,0
Mississippi,Manila Depot,Attorney General,,REP,Attorney General Leslie Rutledge,826,425,397,4,0,0
Mississippi,ANC Burdette,Attorney General,,REP,Attorney General Leslie Rutledge,37,28,9,0,0,0
Mississippi,Charles Strong CC,Attorney General,,REP,Attorney General Leslie Rutledge,107,42,60,5,0,0
Mississippi,Osceola Main Street,Attorney General,,REP,Attorney General Leslie Rutledge,860,127,709,23,0,1
Mississippi,Keiser FBC,Attorney General,,REP,Attorney General Leslie Rutledge,212,152,60,0,0,0
Mississippi,Wilson Library,Attorney General,,REP,Attorney General Leslie Rutledge,259,161,98,0,0,0
Mississippi,Joiner CH,Attorney General,,REP,Attorney General Leslie Rutledge,54,48,6,0,0,0
Mississippi,Birdsong FS,Attorney General,,REP,Attorney General Leslie Rutledge,57,44,11,0,0,2
Mississippi,Dyess City Hall,Attorney General,,REP,Attorney General Leslie Rutledge,98,85,12,1,0,0
Mississippi,Etowah FS,Attorney General,,REP,Attorney General Leslie Rutledge,149,102,47,0,0,0
Mississippi,Bassett CH,Attorney General,,REP,Attorney General Leslie Rutledge,93,74,10,9,0,0
Mississippi,Trinity Baptist Church,Attorney General,,DEM,Mike Lee,614,152,457,5,0,0
Mississippi,Miss County Election Cent,Attorney General,,DEM,Mike Lee,649,146,486,15,0,2
Mississippi,AAMOD Bldg,Attorney General,,DEM,Mike Lee,661,148,498,12,0,3
Mississippi,Armorel Planting Co,Attorney General,,DEM,Mike Lee,45,24,21,0,0,0
Mississippi,Gosnell Comm Center,Attorney General,,DEM,Mike Lee,65,32,32,0,0,1
Mississippi,Frim Foundation Ministrie,Attorney General,,DEM,Mike Lee,52,24,27,0,0,1
Mississippi,Gosnell School,Attorney General,,DEM,Mike Lee,81,30,51,0,0,0
Mississippi,Dell Community Center,Attorney General,,DEM,Mike Lee,29,13,16,0,0,0
Mississippi,Leachville City Hall,Attorney General,,DEM,Mike Lee,72,35,35,1,0,1
Mississippi,Manila Depot,Attorney General,,DEM,Mike Lee,203,111,90,2,0,0
Mississippi,ANC Burdette,Attorney General,,DEM,Mike Lee,20,12,6,2,0,0
Mississippi,Charles Strong CC,Attorney General,,DEM,Mike Lee,262,117,111,31,0,3
Mississippi,Osceola Main Street,Attorney General,,DEM,Mike Lee,1045,236,769,37,0,3
Mississippi,Keiser FBC,Attorney General,,DEM,Mike Lee,43,36,7,0,0,0
Mississippi,Wilson Library,Attorney General,,DEM,Mike Lee,82,55,24,1,0,2
Mississippi,Joiner CH,Attorney General,,DEM,Mike Lee,89,72,14,3,0,0
Mississippi,Birdsong FS,Attorney General,,DEM,Mike Lee,46,40,5,1,0,0
Mississippi,Dyess City Hall,Attorney General,,DEM,Mike Lee,22,19,3,0,0,0
Mississippi,Etowah FS,Attorney General,,DEM,Mike Lee,44,37,7,0,0,0
Mississippi,Bassett CH,Attorney General,,DEM,Mike Lee,36,28,4,3,0,1
Mississippi,Trinity Baptist Church,Attorney General,,LIB,Kerry Hicks,23,7,16,0,0,0
Mississippi,Miss County Election Cent,Attorney General,,LIB,Kerry Hicks,37,9,27,1,0,0
Mississippi,AAMOD Bldg,Attorney General,,LIB,Kerry Hicks,22,6,15,0,0,1
Mississippi,Armorel Planting Co,Attorney General,,LIB,Kerry Hicks,6,3,3,0,0,0
Mississippi,Gosnell Comm Center,Attorney General,,LIB,Kerry Hicks,3,1,2,0,0,0
Mississippi,Frim Foundation Ministrie,Attorney General,,LIB,Kerry Hicks,7,4,3,0,0,0
Mississippi,Gosnell School,Attorney General,,LIB,Kerry Hicks,7,3,4,0,0,0
Mississippi,Dell Community Center,Attorney General,,LIB,Kerry Hicks,3,1,2,0,0,0
Mississippi,Leachville City Hall,Attorney General,,LIB,Kerry Hicks,15,9,6,0,0,0
Mississippi,Manila Depot,Attorney General,,LIB,Kerry Hicks,27,11,16,0,0,0
Mississippi,ANC Burdette,Attorney General,,LIB,Kerry Hicks,1,1,0,0,0,0
Mississippi,Charles Strong CC,Attorney General,,LIB,Kerry Hicks,16,10,6,0,0,0
Mississippi,Osceola Main Street,Attorney General,,LIB,Kerry Hicks,64,18,46,0,0,0
Mississippi,Keiser FBC,Attorney General,,LIB,Kerry Hicks,7,3,4,0,0,0
Mississippi,Wilson Library,Attorney General,,LIB,Kerry Hicks,7,5,2,0,0,0
Mississippi,Joiner CH,Attorney General,,LIB,Kerry Hicks,0,0,0,0,0,0
Mississippi,Birdsong FS,Attorney General,,LIB,Kerry Hicks,3,2,1,0,0,0
Mississippi,Dyess City Hall,Attorney General,,LIB,Kerry Hicks,4,2,2,0,0,0
Mississippi,Etowah FS,Attorney General,,LIB,Kerry Hicks,10,8,1,1,0,0
Mississippi,Bassett CH,Attorney General,,LIB,Kerry Hicks,1,1,0,0,0,0
Mississippi,Trinity Baptist Church,Secretary of State,,REP,John Thurston Commissioner of State Lands,312,59,247,6,0,0
Mississippi,Miss County Election Cent,Secretary of State,,REP,John Thurston Commissioner of State Lands,1162,178,965,18,0,1
Mississippi,AAMOD Bldg,Secretary of State,,REP,John Thurston Commissioner of State Lands,140,16,123,1,0,0
Mississippi,Armorel Planting Co,Secretary of State,,REP,John Thurston Commissioner of State Lands,316,170,139,6,0,1
Mississippi,Gosnell Comm Center,Secretary of State,,REP,John Thurston Commissioner of State Lands,149,81,67,1,0,0
Mississippi,Frim Foundation Ministrie,Secretary of State,,REP,John Thurston Commissioner of State Lands,192,100,89,2,0,1
Mississippi,Gosnell School,Secretary of State,,REP,John Thurston Commissioner of State Lands,217,91,124,2,0,0
Mississippi,Dell Community Center,Secretary of State,,REP,John Thurston Commissioner of State Lands,242,148,94,0,0,0
Mississippi,Leachville City Hall,Secretary of State,,REP,John Thurston Commissioner of State Lands,473,190,281,2,0,0
Mississippi,Manila Depot,Secretary of State,,REP,John Thurston Commissioner of State Lands,833,423,406,4,0,0
Mississippi,ANC Burdette,Secretary of State,,REP,John Thurston Commissioner of State Lands,36,28,8,0,0,0
Mississippi,Charles Strong CC,Secretary of State,,REP,John Thurston Commissioner of State Lands,110,43,61,5,0,1
Mississippi,Osceola Main Street,Secretary of State,,REP,John Thurston Commissioner of State Lands,837,117,694,25,0,1
Mississippi,Keiser FBC,Secretary of State,,REP,John Thurston Commissioner of State Lands,205,147,58,0,0,0
Mississippi,Wilson Library,Secretary of State,,REP,John Thurston Commissioner of State Lands,253,157,96,0,0,0
Mississippi,Joiner CH,Secretary of State,,REP,John Thurston Commissioner of State Lands,56,50,6,0,0,0
Mississippi,Birdsong FS,Secretary of State,,REP,John Thurston Commissioner of State Lands,59,46,11,0,0,2
Mississippi,Dyess City Hall,Secretary of State,,REP,John Thurston Commissioner of State Lands,101,87,13,1,0,0
Mississippi,Etowah FS,Secretary of State,,REP,John Thurston Commissioner of State Lands,157,109,47,1,0,0
Mississippi,Bassett CH,Secretary of State,,REP,John Thurston Commissioner of State Lands,95,75,11,9,0,0
Mississippi,Trinity Baptist Church,Secretary of State,,LIB,Christopher Olson,43,14,28,1,0,0
Mississippi,Miss County Election Cent,Secretary of State,,LIB,Christopher Olson,39,8,30,1,0,0
Mississippi,AAMOD Bldg,Secretary of State,,LIB,Christopher Olson,31,6,24,0,0,1
Mississippi,Armorel Planting Co,Secretary of State,,LIB,Christopher Olson,7,5,2,0,0,0
Mississippi,Gosnell Comm Center,Secretary of State,,LIB,Christopher Olson,3,2,1,0,0,0
Mississippi,Frim Foundation Ministrie,Secretary of State,,LIB,Christopher Olson,10,8,2,0,0,0
Mississippi,Gosnell School,Secretary of State,,LIB,Christopher Olson,9,3,6,0,0,0
Mississippi,Dell Community Center,Secretary of State,,LIB,Christopher Olson,2,1,1,0,0,0
Mississippi,Leachville City Hall,Secretary of State,,LIB,Christopher Olson,17,8,9,0,0,0
Mississippi,Manila Depot,Secretary of State,,LIB,Christopher Olson,32,20,12,0,0,0
Mississippi,ANC Burdette,Secretary of State,,LIB,Christopher Olson,1,1,0,0,0,0
Mississippi,Charles Strong CC,Secretary of State,,LIB,Christopher Olson,27,17,10,0,0,0
Mississippi,Osceola Main Street,Secretary of State,,LIB,Christopher Olson,92,17,73,2,0,0
Mississippi,Keiser FBC,Secretary of State,,LIB,Christopher Olson,14,9,5,0,0,0
Mississippi,Wilson Library,Secretary of State,,LIB,Christopher Olson,7,5,2,0,0,0
Mississippi,Joiner CH,Secretary of State,,LIB,Christopher Olson,5,5,0,0,0,0
Mississippi,Birdsong FS,Secretary of State,,LIB,Christopher Olson,2,1,1,0,0,0
Mississippi,Dyess City Hall,Secretary of State,,LIB,Christopher Olson,2,1,1,0,0,0
Mississippi,Etowah FS,Secretary of State,,LIB,Christopher Olson,7,6,1,0,0,0
Mississippi,Bassett CH,Secretary of State,,LIB,Christopher Olson,4,4,0,0,0,0
Mississippi,Trinity Baptist Church,Secretary of State,,DEM,Susan Inman,606,151,451,4,0,0
Mississippi,Miss County Election Cent,Secretary of State,,DEM,Susan Inman,654,142,493,16,0,3
Mississippi,AAMOD Bldg,Secretary of State,,DEM,Susan Inman,656,149,493,12,0,2
Mississippi,Armorel Planting Co,Secretary of State,,DEM,Susan Inman,47,26,21,0,0,0
Mississippi,Gosnell Comm Center,Secretary of State,,DEM,Susan Inman,55,27,27,0,0,1
Mississippi,Frim Foundation Ministrie,Secretary of State,,DEM,Susan Inman,62,37,25,0,0,0
Mississippi,Gosnell School,Secretary of State,,DEM,Susan Inman,79,31,48,0,0,0
