county,precinct,office,district,party,candidate,votes,absentee,provisional,early_vote,election_day
Craighead,Precinct 20,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,274,9,0,209,56
Craighead,Precinct 21,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,258,3,0,148,107
Craighead,Precinct 22,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,258,5,0,125,128
Craighead,Precinct 23,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,244,20,0,146,78
Craighead,Precinct 24,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,277,1,0,179,97
Craighead,Precinct 25,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,288,3,0,210,75
Craighead,Precinct 26,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,156,2,0,99,55
Craighead,Precinct 27,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,217,4,0,114,99
Craighead,Precinct 28,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,319,8,0,194,117
Craighead,Precinct 29,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,390,1,1,224,164
Craighead,Precinct 30,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,559,3,0,337,219
Craighead,Precinct 31,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,276,3,0,137,136
Craighead,Precinct 32,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,121,0,1,55,65
Craighead,Precinct 33,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,196,3,2,117,74
Craighead,Precinct 34,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,171,2,1,72,96
Craighead,Precinct 35,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,177,3,0,93,81
Craighead,Precinct 36,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,314,1,0,181,132
Craighead,Precinct 37,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,382,2,1,142,237
Craighead,Precinct 38,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,296,1,0,149,146
Craighead,Precinct 39,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,348,6,0,170,172
Craighead,Precinct 40,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,305,0,0,174,131
Craighead,Precinct 41,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,291,4,1,149,137
Craighead,Precinct 42,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,226,0,1,112,113
Craighead,Precinct 43,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,344,3,0,121,220
Craighead,Precinct 44,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,336,4,0,212,120
Craighead,Precinct 45,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,262,3,0,167,92
Craighead,Precinct 46,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,371,2,0,196,173
Craighead,Precinct 47,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,352,2,1,191,158
Craighead,Precinct 48,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,349,1,0,207,141
Craighead,Precinct 49,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,93,0,0,32,61
Craighead,Precinct 50,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,293,1,0,102,190
Craighead,Precinct 51,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,233,3,0,86,144
Craighead,Precinct 52,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,42,0,0,23,19
Craighead,Precinct 53,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,76,0,0,32,44
Craighead,Precinct 5,Justice of the Peace District 2,,DEM,Fred Bowers,49,1,0,31,17
Craighead,Precinct 32,Justice of the Peace District 2,,DEM,Fred Bowers,26,0,0,14,12
Craighead,Precinct 33,Justice of the Peace District 2,,DEM,Fred Bowers,157,1,0,96,60
Craighead,Precinct 34,Justice of the Peace District 2,,DEM,Fred Bowers,155,2,0,51,102
Craighead,Precinct 5,Justice of the Peace District 2,,IND,"Danny Oswald ""Dan""",40,2,0,25,13
Craighead,Precinct 32,Justice of the Peace District 2,,IND,"Danny Oswald ""Dan""",12,0,0,10,2
Craighead,Precinct 33,Justice of the Peace District 2,,IND,"Danny Oswald ""Dan""",83,1,1,46,35
Craighead,Precinct 34,Justice of the Peace District 2,,IND,"Danny Oswald ""Dan""",62,2,1,34,25
Craighead,Precinct 5,Justice of the Peace District 2,,REP,Jason Price,80,1,0,60,19
Craighead,Precinct 32,Justice of the Peace District 2,,REP,Jason Price,8,0,0,2,6
Craighead,Precinct 33,Justice of the Peace District 2,,REP,Jason Price,118,1,1,76,40
Craighead,Precinct 34,Justice of the Peace District 2,,REP,Jason Price,103,1,0,48,54
Craighead,Precinct 25,Justice of the Peace District 3,,DEM,George Allen Johnson,0,0,0,0,0
Craighead,Precinct 26,Justice of the Peace District 3,,DEM,George Allen Johnson,26,0,0,18,8
Craighead,Precinct 32,Justice of the Peace District 3,,DEM,George Allen Johnson,118,0,1,40,77
Craighead,Precinct 33,Justice of the Peace District 3,,DEM,George Allen Johnson,17,0,0,11,6
Craighead,Precinct 35,Justice of the Peace District 3,,DEM,George Allen Johnson,174,4,0,94,76
Craighead,Precinct 36,Justice of the Peace District 3,,DEM,George Allen Johnson,105,2,0,70,33
Craighead,Precinct 25,Justice of the Peace District 3,,IND,Linda Elwood Denny,0,0,0,0,0
Craighead,Precinct 26,Justice of the Peace District 3,,IND,Linda Elwood Denny,21,0,0,14,7
Craighead,Precinct 32,Justice of the Peace District 3,,IND,Linda Elwood Denny,47,0,1,28,18
Craighead,Precinct 33,Justice of the Peace District 3,,IND,Linda Elwood Denny,34,1,0,17,16
Craighead,Precinct 35,Justice of the Peace District 3,,IND,Linda Elwood Denny,164,2,0,89,73
Craighead,Precinct 36,Justice of the Peace District 3,,IND,Linda Elwood Denny,149,1,0,107,41
Craighead,Precinct 13,Justice of the Peace District 4,,IND,Vince Pearcy,14,0,0,9,5
Craighead,Precinct 15,Justice of the Peace District 4,,IND,Vince Pearcy,246,10,0,160,76
Craighead,Precinct 16,Justice of the Peace District 4,,IND,Vince Pearcy,249,5,0,177,67
Craighead,Precinct 17,Justice of the Peace District 4,,IND,Vince Pearcy,339,5,1,260,73
Craighead,Precinct 18,Justice of the Peace District 4,,IND,Vince Pearcy,216,8,0,139,69
Craighead,Precinct 19,Justice of the Peace District 4,,IND,Vince Pearcy,2,0,0,1,1
Craighead,Precinct 20,Justice of the Peace District 4,,IND,Vince Pearcy,264,6,0,201,57
Craighead,Precinct 13,Justice of the Peace District 4,,REP,Justice Billie Sue Hoggard,24,0,0,14,10
Craighead,Precinct 15,Justice of the Peace District 4,,REP,Justice Billie Sue Hoggard,266,5,0,165,96
Craighead,Precinct 16,Justice of the Peace District 4,,REP,Justice Billie Sue Hoggard,212,3,0,135,74
Craighead,Precinct 17,Justice of the Peace District 4,,REP,Justice Billie Sue Hoggard,274,8,0,199,67
Craighead,Precinct 18,Justice of the Peace District 4,,REP,Justice Billie Sue Hoggard,154,5,0,89,60
Craighead,Precinct 19,Justice of the Peace District 4,,REP,Justice Billie Sue Hoggard,1,0,0,0,1
Craighead,Precinct 20,Justice of the Peace District 4,,REP,Justice Billie Sue Hoggard,244,8,0,182,54
Craighead,Precinct 23,Justice of the Peace District 5,,IND,J.P. Barbara Weinstock,209,17,0,133,59
Craighead,Precinct 24,Justice of the Peace District 5,,IND,J.P. Barbara Weinstock,236,1,0,149,86
Craighead,Precinct 25,Justice of the Peace District 5,,IND,J.P. Barbara Weinstock,246,8,0,168,70
Craighead,Precinct 26,Justice of the Peace District 5,,IND,J.P. Barbara Weinstock,147,2,1,89,55
Craighead,Precinct 23,Justice of the Peace District 5,,REP,Donald (Don) Mullenix,254,15,0,152,87
Craighead,Precinct 24,Justice of the Peace District 5,,REP,Donald (Don) Mullenix,223,2,0,150,71
Craighead,Precinct 25,Justice of the Peace District 5,,REP,Donald (Don) Mullenix,223,2,1,160,60
Craighead,Precinct 26,Justice of the Peace District 5,,REP,Donald (Don) Mullenix,98,1,0,56,41
Craighead,Precinct 19,Justice of the Peace District 6,,REP,Darrel Cook,89,0,0,36,53
Craighead,Precinct 21,Justice of the Peace District 6,,REP,Darrel Cook,267,3,0,145,119
Craighead,Precinct 22,Justice of the Peace District 6,,REP,Darrel Cook,255,4,0,119,132
Craighead,Precinct 45,Justice of the Peace District 6,,REP,Darrel Cook,54,0,0,36,18
Craighead,Precinct 19,Justice of the Peace District 6,,IND,Rodney Dunlap,122,2,1,39,80
Craighead,Precinct 21,Justice of the Peace District 6,,IND,Rodney Dunlap,182,5,0,92,85
Craighead,Precinct 22,Justice of the Peace District 6,,IND,Rodney Dunlap,181,3,0,88,90
Craighead,Precinct 45,Justice of the Peace District 6,,IND,Rodney Dunlap,50,0,0,16,34
Craighead,Precinct 31,Justice of the Peace District 10,,IND,Garrett Barnes,35,0,0,23,12
Craighead,Precinct 36,Justice of the Peace District 10,,IND,Garrett Barnes,87,3,0,33,51
Craighead,Precinct 37,Justice of the Peace District 10,,IND,Garrett Barnes,46,1,0,29,16
Craighead,Precinct 38,Justice of the Peace District 10,,IND,Garrett Barnes,121,3,0,66,52
Craighead,Precinct 39,Justice of the Peace District 10,,IND,Garrett Barnes,200,2,1,98,99
Craighead,Precinct 40,Justice of the Peace District 10,,IND,Garrett Barnes,115,2,0,75,38
Craighead,Precinct 31,Justice of the Peace District 10,,REP,Justice of the Peace Steve Cline,161,0,2,91,68
Craighead,Precinct 36,Justice of the Peace District 10,,REP,Justice of the Peace Steve Cline,233,3,0,82,148
Craighead,Precinct 37,Justice of the Peace District 10,,REP,Justice of the Peace Steve Cline,146,0,1,56,89
Craighead,Precinct 38,Justice of the Peace District 10,,REP,Justice of the Peace Steve Cline,313,2,0,150,161
Craighead,Precinct 39,Justice of the Peace District 10,,REP,Justice of the Peace Steve Cline,354,5,0,169,180
Craighead,Precinct 40,Justice of the Peace District 10,,REP,Justice of the Peace Steve Cline,426,2,0,223,201
Craighead,Precinct 21,Justice of the Peace District 13,,IND,Ray Kidd,7,0,0,3,4
Craighead,Precinct 38,Justice of the Peace District 13,,IND,Ray Kidd,37,0,0,23,14
Craighead,Precinct 41,Justice of the Peace District 13,,IND,Ray Kidd,146,2,0,68,76
Craighead,Precinct 42,Justice of the Peace District 13,,IND,Ray Kidd,82,1,0,45,36
Craighead,Precinct 43,Justice of the Peace District 13,,IND,Ray Kidd,189,3,0,70,116
Craighead,Precinct 44,Justice of the Peace District 13,,IND,Ray Kidd,312,2,1,189,120
Craighead,Precinct 21,Justice of the Peace District 13,,REP,Kevin Williams,16,0,0,7,9
Craighead,Precinct 38,Justice of the Peace District 13,,REP,Kevin Williams,58,0,0,29,29
Craighead,Precinct 41,Justice of the Peace District 13,,REP,Kevin Williams,383,2,1,174,206
Craighead,Precinct 42,Justice of the Peace District 13,,REP,Kevin Williams,330,1,1,147,181
Craighead,Precinct 43,Justice of the Peace District 13,,REP,Kevin Williams,435,0,0,126,309
Craighead,Precinct 44,Justice of the Peace District 13,,REP,Kevin Williams,252,2,0,154,96
Craighead,Precinct 13,Constable District 4,,REP,David Henry,306,3,1,180,122
Craighead,Precinct 15,Constable District 4,,REP,David Henry,346,8,0,214,124
Craighead,Precinct 16,Constable District 4,,REP,David Henry,321,3,0,213,105
Craighead,Precinct 17,Constable District 4,,REP,David Henry,410,7,0,301,102
Craighead,Precinct 18,Constable District 4,,REP,David Henry,239,8,0,144,87
Craighead,Precinct 19,Constable District 4,,REP,David Henry,2,0,0,1,1
Craighead,Precinct 20,Constable District 4,,REP,David Henry,376,13,0,287,76
Craighead,Precinct 13,Constable District 4,,LIB,Chris Lutterloh,153,1,0,74,78
Craighead,Precinct 15,Constable District 4,,LIB,Chris Lutterloh,152,6,0,97,49
Craighead,Precinct 16,Constable District 4,,LIB,Chris Lutterloh,129,3,0,91,35
Craighead,Precinct 17,Constable District 4,,LIB,Chris Lutterloh,157,2,0,122,33
Craighead,Precinct 18,Constable District 4,,LIB,Chris Lutterloh,119,3,0,75,41
Craighead,Precinct 19,Constable District 4,,LIB,Chris Lutterloh,1,0,0,0,1
Craighead,Precinct 20,Constable District 4,,LIB,Chris Lutterloh,116,1,0,80,35
Craighead,Precinct 21,Constable District 12,,REP,Lane Cohn,8,0,0,8,0
Craighead,Precinct 29,Constable District 12,,REP,Lane Cohn,124,0,0,59,65
Craighead,Precinct 30,Constable District 12,,REP,Lane Cohn,11,0,0,8,3
Craighead,Precinct 31,Constable District 12,,REP,Lane Cohn,21,0,1,8,12
Craighead,Precinct 45,Constable District 12,,REP,Lane Cohn,175,3,0,104,68
Craighead,Precinct 48,Constable District 12,,REP,Lane Cohn,187,1,0,109,77
Craighead,Precinct 49,Constable District 12,,REP,Lane Cohn,56,0,0,21,35
Craighead,Precinct 50,Constable District 12,,REP,Lane Cohn,108,0,0,30,78
Craighead,Precinct 52,Constable District 12,,REP,Lane Cohn,23,0,0,10,13
Craighead,Precinct 53,Constable District 12,,REP,Lane Cohn,62,0,0,26,36
Craighead,Precinct 21,Constable District 12,,IND,Constable Chris Kelems,11,0,0,7,4
Craighead,Precinct 29,Constable District 12,,IND,Constable Chris Kelems,90,0,0,65,25
Craighead,Precinct 30,Constable District 12,,IND,Constable Chris Kelems,1,0,0,0,1
Craighead,Precinct 31,Constable District 12,,IND,Constable Chris Kelems,12,0,0,4,8
Craighead,Precinct 45,Constable District 12,,IND,Constable Chris Kelems,167,2,0,112,53
Craighead,Precinct 48,Constable District 12,,IND,Constable Chris Kelems,360,2,0,216,142
Craighead,Precinct 49,Constable District 12,,IND,Constable Chris Kelems,118,0,0,38,80
Craighead,Precinct 50,Constable District 12,,IND,Constable Chris Kelems,384,1,0,133,250
Craighead,Precinct 52,Constable District 12,,IND,Constable Chris Kelems,17,0,0,12,5
Craighead,Precinct 53,Constable District 12,,IND,Constable Chris Kelems,72,0,0,37,35
Craighead,Precinct 43,Mayor, City of Bay,NON,Roger Rose,0,0,0,0,0
Craighead,Precinct 44,Mayor, City of Bay,NON,Roger Rose,169,2,1,103,63
Craighead,Precinct 43,Mayor, City of Bay,NON,Mayor Darrell Kirby,2,0,0,2,0
Craighead,Precinct 44,Mayor, City of Bay,NON,Mayor Darrell Kirby,362,2,0,217,143
Craighead,Precinct 43,Alderman, City of Bay,NON,Jerry Hunt,0,0,0,0,0
Craighead,Precinct 44,Alderman, City of Bay,NON,Jerry Hunt,169,2,1,101,65
Craighead,Precinct 43,Alderman, City of Bay,NON,Curtis Hogan,2,0,0,2,0
Craighead,Precinct 44,Alderman, City of Bay,NON,Curtis Hogan,356,2,0,214,140
Craighead,Precinct 43,Alderman, City of Bay,NON,Lori Robertson,0,0,0,0,0
Craighead,Precinct 44,Alderman, City of Bay,NON,Lori Robertson,265,1,1,154,109
Craighead,Precinct 43,Alderman, City of Bay,NON,Donald R. Gray,2,0,0,2,0
Craighead,Precinct 44,Alderman, City of Bay,NON,Donald R. Gray,262,3,0,163,96
Craighead,Precinct 38,Mayor, City of Bono,NON,Danny Shaw,26,0,0,14,12
Craighead,Precinct 39,Mayor, City of Bono,NON,Danny Shaw,401,6,1,189,205
Craighead,Precinct 38,Mayor, City of Bono,NON,L.M. Duncan,5,0,0,1,4
Craighead,Precinct 39,Mayor, City of Bono,NON,L.M. Duncan,134,1,0,65,68
Craighead,Precinct 45,Alderman, City of Brookland,NON,Wilson Shipman,0,0,0,0,0
Craighead,Precinct 46,Alderman, City of Brookland,NON,Wilson Shipman,359,0,0,191,168
Craighead,Precinct 47,Alderman, City of Brookland,NON,Wilson Shipman,45,0,0,25,20
Craighead,Precinct 45,Alderman, City of Brookland,NON,Benjamin Miles,1,0,0,0,1
Craighead,Precinct 46,Alderman, City of Brookland,NON,Benjamin Miles,251,2,0,147,102
Craighead,Precinct 47,Alderman, City of Brookland,NON,Benjamin Miles,24,0,0,13,11
Craighead,Precinct 45,Alderman, City of Brookland,NON,Lacey Elder,1,0,0,0,1
Craighead,Precinct 46,Alderman, City of Brookland,NON,Lacey Elder,324,1,0,163,160
Craighead,Precinct 47,Alderman, City of Brookland,NON,Lacey Elder,43,0,0,28,15
Craighead,Precinct 45,Alderman, City of Brookland,NON,Floss J. Gandy,0,0,0,0,0
Craighead,Precinct 46,Alderman, City of Brookland,NON,Floss J. Gandy,113,0,0,73,40
Craighead,Precinct 47,Alderman, City of Brookland,NON,Floss J. Gandy,13,0,0,4,9
Craighead,Precinct 45,Alderman, City of Brookland,NON,William L. Thompson,0,0,0,0,0
Craighead,Precinct 46,Alderman, City of Brookland,NON,William L. Thompson,170,1,0,100,69
Craighead,Precinct 47,Alderman, City of Brookland,NON,William L. Thompson,14,0,0,7,7
Craighead,Precinct 50,Mayor, City of Caraway,NON,Mayor Barry Riley,125,0,0,40,85
Craighead,Precinct 50,Mayor, City of Caraway,NON,Billy E. Wells,14,0,0,3,11
Craighead,Precinct 50,Mayor, City of Caraway,NON,Bo James,214,1,0,71,142
Craighead,Precinct 50,Alderman, City of Caraway Ward 3 Position 1,NON,Donald Zell,39,0,0,15,24
Craighead,Precinct 50,Alderman, City of Caraway Ward 3 Position 1,NON,Marvin Browning,314,1,0,99,214
Craighead,Precinct 1,Alderman, City of Jonesboro,NON,Councilman Dr. Charles Coleman,299,8,2,206,83
Craighead,Precinct 2,Alderman, City of Jonesboro,NON,Councilman Dr. Charles Coleman,248,2,0,162,84
Craighead,Precinct 3,Alderman, City of Jonesboro,NON,Councilman Dr. Charles Coleman,285,5,0,165,115
Craighead,Precinct 4,Alderman, City of Jonesboro,NON,Councilman Dr. Charles Coleman,267,1,0,180,86
Craighead,Precinct 5,Alderman, City of Jonesboro,NON,Councilman Dr. Charles Coleman,302,9,0,191,102
Craighead,Precinct 6,Alderman, City of Jonesboro,NON,Councilman Dr. Charles Coleman,467,8,0,291,168
Craighead,Precinct 7,Alderman, City of Jonesboro,NON,Councilman Dr. Charles Coleman,508,6,0,276,226
Craighead,Precinct 8,Alderman, City of Jonesboro,NON,Councilman Dr. Charles Coleman,416,4,0,176,236
Craighead,Precinct 9,Alderman, City of Jonesboro,NON,Councilman Dr. Charles Coleman,363,4,0,235,124
Craighead,Precinct 10,Alderman, City of Jonesboro,NON,Councilman Dr. Charles Coleman,348,2,0,213,133
Craighead,Precinct 11,Alderman, City of Jonesboro,NON,Councilman Dr. Charles Coleman,387,8,0,224,155
Craighead,Precinct 12,Alderman, City of Jonesboro,NON,Councilman Dr. Charles Coleman,318,2,0,193,123
Craighead,Precinct 13,Alderman, City of Jonesboro,NON,Councilman Dr. Charles Coleman,347,5,1,194,147
Craighead,Precinct 14,Alderman, City of Jonesboro,NON,Councilman Dr. Charles Coleman,202,4,0,106,92
Craighead,Precinct 15,Alderman, City of Jonesboro,NON,Councilman Dr. Charles Coleman,364,10,0,222,132
Craighead,Precinct 16,Alderman, City of Jonesboro,NON,Councilman Dr. Charles Coleman,297,4,0,203,90
Craighead,Precinct 17,Alderman, City of Jonesboro,NON,Councilman Dr. Charles Coleman,413,8,1,309,95
Craighead,Precinct 18,Alderman, City of Jonesboro,NON,Councilman Dr. Charles Coleman,365,14,0,236,115
Craighead,Precinct 19,Alderman, City of Jonesboro,NON,Councilman Dr. Charles Coleman,136,2,0,46,88
Craighead,Precinct 20,Alderman, City of Jonesboro,NON,Councilman Dr. Charles Coleman,331,8,0,245,78
Craighead,Precinct 21,Alderman, City of Jonesboro,NON,Councilman Dr. Charles Coleman,309,6,0,170,133
Craighead,Precinct 22,Alderman, City of Jonesboro,NON,Councilman Dr. Charles Coleman,296,5,0,139,152
Craighead,Precinct 23,Alderman, City of Jonesboro,NON,Councilman Dr. Charles Coleman,308,26,0,192,90
Craighead,Precinct 24,Alderman, City of Jonesboro,NON,Councilman Dr. Charles Coleman,318,2,0,205,111
Craighead,Precinct 25,Alderman, City of Jonesboro,NON,Councilman Dr. Charles Coleman,326,5,1,241,79
Craighead,Precinct 26,Alderman, City of Jonesboro,NON,Councilman Dr. Charles Coleman,199,0,0,127,72
Craighead,Precinct 27,Alderman, City of Jonesboro,NON,Councilman Dr. Charles Coleman,249,2,0,146,101
Craighead,Precinct 28,Alderman, City of Jonesboro,NON,Councilman Dr. Charles Coleman,377,6,0,221,150
Craighead,Precinct 29,Alderman, City of Jonesboro,NON,Councilman Dr. Charles Coleman,444,2,1,253,188
Craighead,Precinct 30,Alderman, City of Jonesboro,NON,Councilman Dr. Charles Coleman,612,2,0,347,263
Craighead,Precinct 32,Alderman, City of Jonesboro,NON,Councilman Dr. Charles Coleman,151,0,2,74,75
Craighead,Precinct 33,Alderman, City of Jonesboro,NON,Councilman Dr. Charles Coleman,271,2,0,159,110
Craighead,Precinct 34,Alderman, City of Jonesboro,NON,Councilman Dr. Charles Coleman,211,5,1,80,125
Craighead,Precinct 35,Alderman, City of Jonesboro,NON,Councilman Dr. Charles Coleman,229,3,0,118,108
Craighead,Precinct 36,Alderman, City of Jonesboro,NON,Councilman Dr. Charles Coleman,153,1,0,107,45
Craighead,Precinct 45,Alderman, City of Jonesboro,NON,Councilman Dr. Charles Coleman,145,0,0,78,67
Craighead,Precinct 1,Alderman, City of Jonesboro,NON,Tom Elwood,121,0,0,78,43
Craighead,Precinct 2,Alderman, City of Jonesboro,NON,Tom Elwood,142,0,0,96,46
Craighead,Precinct 3,Alderman, City of Jonesboro,NON,Tom Elwood,143,4,0,83,56
Craighead,Precinct 4,Alderman, City of Jonesboro,NON,Tom Elwood,143,3,1,93,46
Craighead,Precinct 5,Alderman, City of Jonesboro,NON,Tom Elwood,139,4,0,92,43
Craighead,Precinct 6,Alderman, City of Jonesboro,NON,Tom Elwood,207,9,0,133,65
Craighead,Precinct 7,Alderman, City of Jonesboro,NON,Tom Elwood,236,3,0,125,108
Craighead,Precinct 8,Alderman, City of Jonesboro,NON,Tom Elwood,202,4,1,112,85
Craighead,Precinct 9,Alderman, City of Jonesboro,NON,Tom Elwood,168,2,1,113,52
Craighead,Precinct 10,Alderman, City of Jonesboro,NON,Tom Elwood,176,0,0,105,71
Craighead,Precinct 11,Alderman, City of Jonesboro,NON,Tom Elwood,193,3,0,113,77
Craighead,Precinct 12,Alderman, City of Jonesboro,NON,Tom Elwood,160,4,0,95,61
Craighead,Precinct 13,Alderman, City of Jonesboro,NON,Tom Elwood,142,2,0,79,61
Craighead,Precinct 14,Alderman, City of Jonesboro,NON,Tom Elwood,96,1,0,39,56
Craighead,Precinct 15,Alderman, City of Jonesboro,NON,Tom Elwood,158,5,0,104,49
Craighead,Precinct 16,Alderman, City of Jonesboro,NON,Tom Elwood,183,4,0,126,53
Craighead,Precinct 17,Alderman, City of Jonesboro,NON,Tom Elwood,173,4,0,132,37
Craighead,Precinct 18,Alderman, City of Jonesboro,NON,Tom Elwood,186,2,0,110,74
Craighead,Precinct 19,Alderman, City of Jonesboro,NON,Tom Elwood,78,0,1,30,47
Craighead,Precinct 20,Alderman, City of Jonesboro,NON,Tom Elwood,172,7,0,136,29
Craighead,Precinct 21,Alderman, City of Jonesboro,NON,Tom Elwood,155,2,0,84,69
Craighead,Precinct 22,Alderman, City of Jonesboro,NON,Tom Elwood,135,2,0,68,65
Craighead,Precinct 23,Alderman, City of Jonesboro,NON,Tom Elwood,138,7,0,82,49
Craighead,Precinct 24,Alderman, City of Jonesboro,NON,Tom Elwood,132,1,0,91,40
Craighead,Precinct 25,Alderman, City of Jonesboro,NON,Tom Elwood,139,5,0,83,51
Craighead,Precinct 26,Alderman, City of Jonesboro,NON,Tom Elwood,92,3,1,50,38
Craighead,Precinct 27,Alderman, City of Jonesboro,NON,Tom Elwood,108,3,0,59,46
Craighead,Precinct 28,Alderman, City of Jonesboro,NON,Tom Elwood,188,8,0,129,51
Craighead,Precinct 29,Alderman, City of Jonesboro,NON,Tom Elwood,194,1,0,103,90
Craighead,Precinct 30,Alderman, City of Jonesboro,NON,Tom Elwood,279,4,0,194,81
Craighead,Precinct 32,Alderman, City of Jonesboro,NON,Tom Elwood,57,0,0,18,39
Craighead,Precinct 33,Alderman, City of Jonesboro,NON,Tom Elwood,137,2,2,86,47
Craighead,Precinct 34,Alderman, City of Jonesboro,NON,Tom Elwood,98,0,0,51,47
Craighead,Precinct 35,Alderman, City of Jonesboro,NON,Tom Elwood,103,3,0,65,35
Craighead,Precinct 36,Alderman, City of Jonesboro,NON,Tom Elwood,111,2,0,77,32
Craighead,Precinct 45,Alderman, City of Jonesboro,NON,Tom Elwood,89,0,0,52,37
Craighead,Precinct 1,Alderman, City of Jonesboro,NON,Amanda Dunavant,211,4,1,141,65
Craighead,Precinct 2,Alderman, City of Jonesboro,NON,Amanda Dunavant,193,1,0,115,77
Craighead,Precinct 3,Alderman, City of Jonesboro,NON,Amanda Dunavant,184,2,0,105,77
Craighead,Precinct 4,Alderman, City of Jonesboro,NON,Amanda Dunavant,189,3,0,116,70
Craighead,Precinct 5,Alderman, City of Jonesboro,NON,Amanda Dunavant,175,1,0,119,55
Craighead,Precinct 6,Alderman, City of Jonesboro,NON,Amanda Dunavant,162,5,0,101,56
Craighead,Precinct 7,Alderman, City of Jonesboro,NON,Amanda Dunavant,226,1,0,128,97
Craighead,Precinct 8,Alderman, City of Jonesboro,NON,Amanda Dunavant,180,4,1,87,88
Craighead,Precinct 9,Alderman, City of Jonesboro,NON,Amanda Dunavant,168,2,0,98,68
Craighead,Precinct 10,Alderman, City of Jonesboro,NON,Amanda Dunavant,163,0,0,92,71
Craighead,Precinct 11,Alderman, City of Jonesboro,NON,Amanda Dunavant,177,4,0,108,65
Craighead,Precinct 12,Alderman, City of Jonesboro,NON,Amanda Dunavant,146,3,0,81,62
Craighead,Precinct 13,Alderman, City of Jonesboro,NON,Amanda Dunavant,223,2,1,118,102
Craighead,Precinct 14,Alderman, City of Jonesboro,NON,Amanda Dunavant,166,3,0,85,78
Craighead,Precinct 15,Alderman, City of Jonesboro,NON,Amanda Dunavant,207,10,0,117,80
Craighead,Precinct 16,Alderman, City of Jonesboro,NON,Amanda Dunavant,189,3,0,132,54
Craighead,Precinct 17,Alderman, City of Jonesboro,NON,Amanda Dunavant,183,3,0,140,40
Craighead,Precinct 18,Alderman, City of Jonesboro,NON,Amanda Dunavant,218,5,0,133,80
Craighead,Precinct 19,Alderman, City of Jonesboro,NON,Amanda Dunavant,120,1,1,43,75
Craighead,Precinct 20,Alderman, City of Jonesboro,NON,Amanda Dunavant,180,5,0,128,47
Craighead,Precinct 21,Alderman, City of Jonesboro,NON,Amanda Dunavant,238,5,0,124,109
Craighead,Precinct 22,Alderman, City of Jonesboro,NON,Amanda Dunavant,193,5,0,85,103
Craighead,Precinct 23,Alderman, City of Jonesboro,NON,Amanda Dunavant,162,6,0,89,67
Craighead,Precinct 24,Alderman, City of Jonesboro,NON,Amanda Dunavant,178,1,0,98,79
Craighead,Precinct 25,Alderman, City of Jonesboro,NON,Amanda Dunavant,175,3,0,115,57
Craighead,Precinct 26,Alderman, City of Jonesboro,NON,Amanda Dunavant,150,2,1,82,65
