county,precinct,office,district,party,candidate,votes,election_day,early_vote,absentee
Hempstead,Saratoga,County Coroner,,Dem,Scott Brown,28,24,4,0
Hempstead,Shover Springs,County Coroner,,Dem,Scott Brown,69,30,38,1
Hempstead,Spring Hill,County Coroner,,Dem,Scott Brown,124,85,32,7
Hempstead,Washington,County Coroner,,Dem,Scott Brown,63,34,27,2
Hempstead,Hope 1,County Coroner,,Rep,David W. Peters,129,58,70,1
Hempstead,Hope 2,County Coroner,,Rep,David W. Peters,32,14,15,3
Hempstead,Hope 3,County Coroner,,Rep,David W. Peters,183,84,91,8
Hempstead,Hope 4,County Coroner,,Rep,David W. Peters,33,14,19,0
Hempstead,Hope 5,County Coroner,,Rep,David W. Peters,182,69,109,4
Hempstead,Hope 6,County Coroner,,Rep,David W. Peters,121,47,69,5
Hempstead,Hope 7,County Coroner,,Rep,David W. Peters,257,100,150,7
Hempstead,Bingen,County Coroner,,Rep,David W. Peters,186,164,20,2
Hempstead,Blevins,County Coroner,,Rep,David W. Peters,176,140,32,4
Hempstead,Columbus,County Coroner,,Rep,David W. Peters,33,28,5,0
Hempstead,Crossroads,County Coroner,,Rep,David W. Peters,59,47,12,0
Hempstead,Deann,County Coroner,,Rep,David W. Peters,112,65,46,1
Hempstead,Fulton,County Coroner,,Rep,David W. Peters,56,46,10,0
Hempstead,Guernsey,County Coroner,,Rep,David W. Peters,71,47,23,1
Hempstead,McCaskill,County Coroner,,Rep,David W. Peters,135,101,32,2
Hempstead,McNab,County Coroner,,Rep,David W. Peters,10,5,5,0
Hempstead,Ozan,County Coroner,,Rep,David W. Peters,77,66,11,0
Hempstead,Patmos,County Coroner,,Rep,David W. Peters,109,82,26,1
Hempstead,Perrytown,County Coroner,,Rep,David W. Peters,99,46,48,5
Hempstead,Rocky Mound,County Coroner,,Rep,David W. Peters,87,34,48,5
Hempstead,Saratoga,County Coroner,,Rep,David W. Peters,68,61,7,0
Hempstead,Shover Springs,County Coroner,,Rep,David W. Peters,114,51,59,4
Hempstead,Spring Hill,County Coroner,,Rep,David W. Peters,314,208,104,2
Hempstead,Washington,County Coroner,,Rep,David W. Peters,49,30,18,1
Hempstead,Hope 1,Circuit Clerk,,Dem,Gail Wolfenbarger,405,178,213,14
Hempstead,Hope 2,Circuit Clerk,,Dem,Gail Wolfenbarger,250,122,111,17
Hempstead,Hope 3,Circuit Clerk,,Dem,Gail Wolfenbarger,291,123,158,10
Hempstead,Hope 4,Circuit Clerk,,Dem,Gail Wolfenbarger,200,88,103,9
Hempstead,Hope 5,Circuit Clerk,,Dem,Gail Wolfenbarger,368,145,209,14
Hempstead,Hope 6,Circuit Clerk,,Dem,Gail Wolfenbarger,165,64,96,5
Hempstead,Hope 7,Circuit Clerk,,Dem,Gail Wolfenbarger,375,154,214,7
Hempstead,Bingen,Circuit Clerk,,Dem,Gail Wolfenbarger,222,186,33,3
Hempstead,Blevins,Circuit Clerk,,Dem,Gail Wolfenbarger,193,148,41,4
Hempstead,Columbus,Circuit Clerk,,Dem,Gail Wolfenbarger,71,54,13,4
Hempstead,Crossroads,Circuit Clerk,,Dem,Gail Wolfenbarger,82,63,18,1
Hempstead,Deann,Circuit Clerk,,Dem,Gail Wolfenbarger,153,82,69,2
Hempstead,Fulton,Circuit Clerk,,Dem,Gail Wolfenbarger,142,106,34,2
Hempstead,Guernsey,Circuit Clerk,,Dem,Gail Wolfenbarger,93,55,37,1
Hempstead,McCaskill,Circuit Clerk,,Dem,Gail Wolfenbarger,159,127,30,2
Hempstead,McNab,Circuit Clerk,,Dem,Gail Wolfenbarger,27,18,9,0
Hempstead,Ozan,Circuit Clerk,,Dem,Gail Wolfenbarger,170,148,20,2
Hempstead,Patmos,Circuit Clerk,,Dem,Gail Wolfenbarger,127,92,33,2
Hempstead,Perrytown,Circuit Clerk,,Dem,Gail Wolfenbarger,104,52,48,4
Hempstead,Rocky Mound,Circuit Clerk,,Dem,Gail Wolfenbarger,137,50,80,7
Hempstead,Saratoga,Circuit Clerk,,Dem,Gail Wolfenbarger,70,62,8,0
Hempstead,Shover Springs,Circuit Clerk,,Dem,Gail Wolfenbarger,163,73,86,4
Hempstead,Spring Hill,Circuit Clerk,,Dem,Gail Wolfenbarger,390,262,119,9
Hempstead,Washington,Circuit Clerk,,Dem,Gail Wolfenbarger,107,61,43,3
Hempstead,Hope 2,Hope Board Ward 6 Hope W6,,NON,Steve Montgomery,4,2,2,0
Hempstead,Hope 3,Hope Board Ward 6 Hope W6,,NON,Steve Montgomery,114,46,63,5
Hempstead,Hope 5,Hope Board Ward 6 Hope W6,,NON,Steve Montgomery,81,32,46,3
Hempstead,Hope 7,Hope Board Ward 6 Hope W6,,NON,Steve Montgomery,2,0,2,0
Hempstead,Hope 2,Hope Board Ward 6 Hope W6,,NON,Carla Bryant,11,7,4,0
Hempstead,Hope 3,Hope Board Ward 6 Hope W6,,NON,Carla Bryant,57,29,27,1
Hempstead,Hope 5,Hope Board Ward 6 Hope W6,,NON,Carla Bryant,46,22,23,1
Hempstead,Hope 7,Hope Board Ward 6 Hope W6,,NON,Carla Bryant,3,1,2,0
Hempstead,Hope 1,Hope Board Ward 7 Hope W7,,NON,Don Still,119,51,66,2
Hempstead,Hope 3,Hope Board Ward 7 Hope W7,,NON,Don Still,105,38,61,6
Hempstead,Hope 1,Hope Board Ward 7 Hope W7,,NON,Peter Anthony Maggio,38,20,17,1
Hempstead,Hope 3,Hope Board Ward 7 Hope W7,,NON,Peter Anthony Maggio,26,14,9,3
Hempstead,Ozan,Mayor of Ozan Ozan,,NON,Zechariah Melson,36,35,1,0
Hempstead,Washington,Mayor of Washington Washington,,NON,Paul Henley,52,31,21,0
Hempstead,Hope 1,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,241,100,130,11
Hempstead,Hope 2,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,144,71,61,12
Hempstead,Hope 3,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,174,75,92,7
Hempstead,Hope 4,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,110,49,53,8
Hempstead,Hope 5,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,235,96,131,8
Hempstead,Hope 6,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,99,39,58,2
Hempstead,Hope 7,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,249,104,138,7
Hempstead,Bingen,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,147,129,16,2
Hempstead,Blevins,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,122,89,30,3
Hempstead,Columbus,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,49,41,6,2
Hempstead,Crossroads,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,49,35,14,0
Hempstead,Deann,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,105,55,48,2
Hempstead,Fulton,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,93,76,16,1
Hempstead,Guernsey,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,59,35,24,0
Hempstead,McCaskill,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,109,86,22,1
Hempstead,McNab,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,16,12,4,0
Hempstead,Ozan,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,113,98,13,2
Hempstead,Patmos,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,86,64,22,0
Hempstead,Perrytown,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,70,41,25,4
Hempstead,Rocky Mound,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,83,29,52,2
Hempstead,Saratoga,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,53,49,4,0
Hempstead,Shover Springs,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,98,40,55,3
Hempstead,Spring Hill,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,281,192,83,6
Hempstead,Washington,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,58,31,25,2
Hempstead,Hope 1,State Supreme Court Associate Justice Position 3,,NON,David Sterling,169,81,87,1
Hempstead,Hope 2,State Supreme Court Associate Justice Position 3,,NON,David Sterling,95,47,44,4
Hempstead,Hope 3,State Supreme Court Associate Justice Position 3,,NON,David Sterling,145,59,78,8
Hempstead,Hope 4,State Supreme Court Associate Justice Position 3,,NON,David Sterling,79,35,43,1
Hempstead,Hope 5,State Supreme Court Associate Justice Position 3,,NON,David Sterling,151,50,95,6
Hempstead,Hope 6,State Supreme Court Associate Justice Position 3,,NON,David Sterling,74,29,42,3
Hempstead,Hope 7,State Supreme Court Associate Justice Position 3,,NON,David Sterling,151,58,90,3
Hempstead,Bingen,State Supreme Court Associate Justice Position 3,,NON,David Sterling,98,79,18,1
Hempstead,Blevins,State Supreme Court Associate Justice Position 3,,NON,David Sterling,109,90,16,3
Hempstead,Columbus,State Supreme Court Associate Justice Position 3,,NON,David Sterling,28,18,9,1
Hempstead,Crossroads,State Supreme Court Associate Justice Position 3,,NON,David Sterling,34,29,4,1
Hempstead,Deann,State Supreme Court Associate Justice Position 3,,NON,David Sterling,61,33,27,1
Hempstead,Fulton,State Supreme Court Associate Justice Position 3,,NON,David Sterling,53,35,17,1
Hempstead,Guernsey,State Supreme Court Associate Justice Position 3,,NON,David Sterling,44,29,15,0
Hempstead,McCaskill,State Supreme Court Associate Justice Position 3,,NON,David Sterling,76,57,18,1
Hempstead,McNab,State Supreme Court Associate Justice Position 3,,NON,David Sterling,12,7,5,0
Hempstead,Ozan,State Supreme Court Associate Justice Position 3,,NON,David Sterling,67,60,7,0
Hempstead,Patmos,State Supreme Court Associate Justice Position 3,,NON,David Sterling,49,33,14,2
Hempstead,Perrytown,State Supreme Court Associate Justice Position 3,,NON,David Sterling,48,18,30,0
Hempstead,Rocky Mound,State Supreme Court Associate Justice Position 3,,NON,David Sterling,58,20,33,5
Hempstead,Saratoga,State Supreme Court Associate Justice Position 3,,NON,David Sterling,36,30,6,0
Hempstead,Shover Springs,State Supreme Court Associate Justice Position 3,,NON,David Sterling,71,33,36,2
Hempstead,Spring Hill,State Supreme Court Associate Justice Position 3,,NON,David Sterling,145,92,50,3
Hempstead,Washington,State Supreme Court Associate Justice Position 3,,NON,David Sterling,49,29,19,1
Hempstead,Hope 1,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,360,157,192,11
Hempstead,Hope 2,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,186,95,78,13
Hempstead,Hope 3,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,273,120,140,13
Hempstead,Hope 4,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,160,68,86,6
Hempstead,Hope 5,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,333,140,181,12
Hempstead,Hope 6,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,159,67,87,5
Hempstead,Hope 7,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,371,150,211,10
Hempstead,Bingen,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,215,185,27,3
Hempstead,Blevins,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,221,168,45,8
Hempstead,Columbus,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,69,54,13,2
Hempstead,Crossroads,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,78,61,16,1
Hempstead,Deann,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,152,84,65,3
Hempstead,Fulton,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,126,95,29,2
Hempstead,Guernsey,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,86,54,31,1
Hempstead,McCaskill,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,170,130,38,2
Hempstead,McNab,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,20,12,8,0
Hempstead,Ozan,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,153,134,19,0
Hempstead,Patmos,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,123,86,35,2
Hempstead,Perrytown,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,116,54,57,5
Hempstead,Rocky Mound,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,130,47,78,5
Hempstead,Saratoga,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,87,77,10,0
Hempstead,Shover Springs,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,159,68,88,3
Hempstead,Spring Hill,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,377,251,122,4
Hempstead,Washington,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,88,51,36,1
Hempstead,Hope 1,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,66,32,33,1
Hempstead,Hope 2,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,63,26,33,4
Hempstead,Hope 3,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,49,15,32,2
Hempstead,Hope 4,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,40,14,23,3
Hempstead,Hope 5,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,64,15,47,2
Hempstead,Hope 6,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,19,6,13,0
Hempstead,Hope 7,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,39,10,28,1
Hempstead,Bingen,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,31,22,9,0
Hempstead,Blevins,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,23,20,3,0
Hempstead,Columbus,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,11,7,2,2
Hempstead,Crossroads,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,11,7,4,0
Hempstead,Deann,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,18,7,11,0
Hempstead,Fulton,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,21,18,3,0
Hempstead,Guernsey,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,21,12,9,0
Hempstead,McCaskill,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,14,12,2,0
Hempstead,McNab,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,8,7,1,0
Hempstead,Ozan,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,29,24,3,2
Hempstead,Patmos,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,15,13,2,0
Hempstead,Perrytown,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,14,6,8,0
Hempstead,Rocky Mound,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,17,5,10,2
Hempstead,Saratoga,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,7,6,1,0
Hempstead,Shover Springs,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,21,12,7,2
Hempstead,Spring Hill,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,53,37,13,3
Hempstead,Washington,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,23,13,8,2
Hempstead,Hope 1,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,259,118,135,6
Hempstead,Hope 2,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,176,91,78,7
Hempstead,Hope 3,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,159,64,88,7
Hempstead,Hope 4,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,150,65,83,2
Hempstead,Hope 5,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,233,93,132,8
Hempstead,Hope 6,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,97,38,57,2
Hempstead,Hope 7,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,216,95,114,7
Hempstead,Bingen,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,125,104,19,2
Hempstead,Blevins,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,109,77,24,8
Hempstead,Columbus,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,48,37,7,4
Hempstead,Crossroads,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,56,43,12,1
Hempstead,Deann,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,82,44,36,2
Hempstead,Fulton,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,97,72,25,0
Hempstead,Guernsey,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,60,37,23,0
Hempstead,McCaskill,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,81,57,23,1
Hempstead,McNab,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,19,15,4,0
Hempstead,Ozan,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,107,100,7,0
Hempstead,Patmos,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,72,49,21,2
Hempstead,Perrytown,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,65,35,27,3
Hempstead,Rocky Mound,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,72,23,48,1
Hempstead,Saratoga,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,42,36,6,0
Hempstead,Shover Springs,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,85,41,44,0
Hempstead,Spring Hill,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,211,149,59,3
Hempstead,Washington,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,82,45,36,1
Hempstead,Hope 1,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,163,69,90,4
Hempstead,Hope 2,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,69,30,32,7
Hempstead,Hope 3,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,161,69,85,7
Hempstead,Hope 4,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,53,21,26,6
Hempstead,Hope 5,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,161,61,94,6
Hempstead,Hope 6,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,82,37,42,3
Hempstead,Hope 7,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,193,69,120,4
Hempstead,Bingen,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,122,104,17,1
Hempstead,Blevins,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,132,109,23,0
Hempstead,Columbus,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,30,22,8,0
Hempstead,Crossroads,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,29,22,7,0
Hempstead,Deann,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,87,46,40,1
Hempstead,Fulton,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,54,41,11,2
Hempstead,Guernsey,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,45,28,16,1
