county,precinct,office,district,party,candidate,votes,election_day,early_vote,absentee,hand_count,provisional
Lonoke,21 - Fletcher Twp,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,21,11,0,10,0,0
Lonoke,22 - Furlow Twp,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,159,56,3,100,0,0
Lonoke,23 - Goodrum Twp,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,436,121,2,313,0,0
Lonoke,24 - Gray Twp,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,443,205,1,237,0,0
Lonoke,25 - Gumwood Twp,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,39,14,0,25,0,0
Lonoke,26 - Hamilton Twp,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,15,10,0,5,0,0
Lonoke,27 - Crooked Creek Twp,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,40,13,5,22,0,0
Lonoke,28 - Humnoke City,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,46,24,0,22,0,0
Lonoke,29 - Indian Bayou Twp,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,25,14,0,11,0,0
Lonoke,30 - Coy City,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,9,6,0,3,0,0
Lonoke,31 - Isbell Twp,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,18,10,0,8,0,0
Lonoke,32 - Lafayette Twp,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,3,3,0,0,0,0
Lonoke,33 - Keo City,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,58,39,0,19,0,0
Lonoke,34 - Lonoke City W/1,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,130,23,2,105,0,0
Lonoke,35 - Lonoke City W/2,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,80,13,2,65,0,0
Lonoke,36 - Lonoke City W/3,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,93,34,3,56,0,0
Lonoke,37 - Lonoke City W/4,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,117,29,1,87,0,0
Lonoke,38 - Lonoke Twp,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,160,43,0,117,0,0
Lonoke,39 - Magness Twp,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,319,102,5,212,0,0
Lonoke,40 - Oak Grove Twp,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,669,212,4,453,0,0
Lonoke,41 - Pettus Twp,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,16,10,0,6,0,0
Lonoke,42 - Prairie Twp.,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,72,41,0,31,0,0
Lonoke,43 - Pulaski Twp,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,94,71,1,22,0,0
Lonoke,44 - Richwood Twp,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,19,9,0,10,0,0
Lonoke,45 - Totten Twp.,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,49,17,0,32,0,0
Lonoke,46 - Walls Twp.,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,10,7,0,3,0,0
Lonoke,47 - Ward City W/1,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,191,39,1,151,0,0
Lonoke,48 - Ward City W/2,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,213,65,4,143,0,1
Lonoke,49 - Ward City W/3,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,254,62,1,191,0,0
Lonoke,50 - Ward Twp,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,185,36,2,147,0,0
Lonoke,51 - Williams Twp.,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,120,60,3,57,0,0
Lonoke,53 - Lonoke City W/5,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,76,16,0,60,0,0
Lonoke,54 - Lonoke City W/6,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,86,20,1,65,0,0
Lonoke,55 - Lonoke City W/7,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,116,27,1,88,0,0
Lonoke,56 - Lonoke City W/8,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,127,19,0,108,0,0
Lonoke,01- Allport City,State Supreme Court Associate Justice Position 3,,Non,David Sterling,17,7,0,10,0,0
Lonoke,02 - Caroline Twp,State Supreme Court Associate Justice Position 3,,Non,David Sterling,345,97,0,248,0,0
Lonoke,03 - Austin City,State Supreme Court Associate Justice Position 3,,Non,David Sterling,306,104,3,199,0,0
Lonoke,04 - Butler Twp,State Supreme Court Associate Justice Position 3,,Non,David Sterling,375,140,3,232,0,0
Lonoke,05 - Cabot City W/1,State Supreme Court Associate Justice Position 3,,Non,David Sterling,532,145,10,377,0,0
Lonoke,06 - Cabot City W/2,State Supreme Court Associate Justice Position 3,,Non,David Sterling,952,202,8,742,0,0
Lonoke,07 - Cabot City W/3,State Supreme Court Associate Justice Position 3,,Non,David Sterling,821,169,9,643,0,0
Lonoke,08 - Cabot City W/4,State Supreme Court Associate Justice Position 3,,Non,David Sterling,586,171,5,409,0,1
Lonoke,09 - York Twp,State Supreme Court Associate Justice Position 3,,Non,David Sterling,237,66,4,167,0,0
Lonoke,10 - Carlisle City Ward 1,State Supreme Court Associate Justice Position 3,,Non,David Sterling,128,46,0,82,0,0
Lonoke,11 -Carlisle City Ward 2,State Supreme Court Associate Justice Position 3,,Non,David Sterling,61,19,1,41,0,0
Lonoke,12 - Carlisle City Ward 3,State Supreme Court Associate Justice Position 3,,Non,David Sterling,73,24,0,49,0,0
Lonoke,13 - Carlisle Twp.,State Supreme Court Associate Justice Position 3,,Non,David Sterling,47,23,2,22,0,0
Lonoke,14 - Cleveland Twp,State Supreme Court Associate Justice Position 3,,Non,David Sterling,30,9,0,21,0,0
Lonoke,15 - Dortch Twp,State Supreme Court Associate Justice Position 3,,Non,David Sterling,29,20,5,4,0,0
Lonoke,16 - Eagle Twp,State Supreme Court Associate Justice Position 3,,Non,David Sterling,270,102,8,160,0,0
Lonoke,17 - England City Ward 1,State Supreme Court Associate Justice Position 3,,Non,David Sterling,94,39,0,55,0,0
Lonoke,18 - England City Ward 2,State Supreme Court Associate Justice Position 3,,Non,David Sterling,60,19,0,41,0,0
Lonoke,19- England City Ward 3,State Supreme Court Associate Justice Position 3,,Non,David Sterling,65,30,0,35,0,0
Lonoke,20 - England City Ward 4,State Supreme Court Associate Justice Position 3,,Non,David Sterling,42,14,0,28,0,0
Lonoke,21 - Fletcher Twp,State Supreme Court Associate Justice Position 3,,Non,David Sterling,25,9,0,16,0,0
Lonoke,22 - Furlow Twp,State Supreme Court Associate Justice Position 3,,Non,David Sterling,114,39,0,75,0,0
Lonoke,23 - Goodrum Twp,State Supreme Court Associate Justice Position 3,,Non,David Sterling,419,126,9,284,0,0
Lonoke,24 - Gray Twp,State Supreme Court Associate Justice Position 3,,Non,David Sterling,415,239,1,175,0,0
Lonoke,25 - Gumwood Twp,State Supreme Court Associate Justice Position 3,,Non,David Sterling,41,17,0,24,0,0
Lonoke,26 - Hamilton Twp,State Supreme Court Associate Justice Position 3,,Non,David Sterling,18,9,1,8,0,0
Lonoke,27 - Crooked Creek Twp,State Supreme Court Associate Justice Position 3,,Non,David Sterling,34,10,0,24,0,0
Lonoke,28 - Humnoke City,State Supreme Court Associate Justice Position 3,,Non,David Sterling,60,17,0,43,0,0
Lonoke,29 - Indian Bayou Twp,State Supreme Court Associate Justice Position 3,,Non,David Sterling,15,9,0,6,0,0
Lonoke,30 - Coy City,State Supreme Court Associate Justice Position 3,,Non,David Sterling,13,10,0,3,0,0
Lonoke,31 - Isbell Twp,State Supreme Court Associate Justice Position 3,,Non,David Sterling,20,11,0,9,0,0
Lonoke,32 - Lafayette Twp,State Supreme Court Associate Justice Position 3,,Non,David Sterling,5,1,0,4,0,0
Lonoke,33 - Keo City,State Supreme Court Associate Justice Position 3,,Non,David Sterling,51,43,1,7,0,0
Lonoke,34 - Lonoke City W/1,State Supreme Court Associate Justice Position 3,,Non,David Sterling,94,24,2,68,0,0
Lonoke,35 - Lonoke City W/2,State Supreme Court Associate Justice Position 3,,Non,David Sterling,62,16,0,46,0,0
Lonoke,36 - Lonoke City W/3,State Supreme Court Associate Justice Position 3,,Non,David Sterling,57,18,3,36,0,0
Lonoke,37 - Lonoke City W/4,State Supreme Court Associate Justice Position 3,,Non,David Sterling,73,16,1,56,0,0
Lonoke,38 - Lonoke Twp,State Supreme Court Associate Justice Position 3,,Non,David Sterling,130,32,1,97,0,0
Lonoke,39 - Magness Twp,State Supreme Court Associate Justice Position 3,,Non,David Sterling,326,107,2,217,0,0
Lonoke,40 - Oak Grove Twp,State Supreme Court Associate Justice Position 3,,Non,David Sterling,629,202,9,418,0,0
Lonoke,41 - Pettus Twp,State Supreme Court Associate Justice Position 3,,Non,David Sterling,20,10,0,10,0,0
Lonoke,42 - Prairie Twp.,State Supreme Court Associate Justice Position 3,,Non,David Sterling,74,39,0,35,0,0
Lonoke,43 - Pulaski Twp,State Supreme Court Associate Justice Position 3,,Non,David Sterling,55,38,0,17,0,0
Lonoke,44 - Richwood Twp,State Supreme Court Associate Justice Position 3,,Non,David Sterling,12,5,0,7,0,0
Lonoke,45 - Totten Twp.,State Supreme Court Associate Justice Position 3,,Non,David Sterling,51,22,0,29,0,0
Lonoke,46 - Walls Twp.,State Supreme Court Associate Justice Position 3,,Non,David Sterling,8,6,0,2,0,0
Lonoke,47 - Ward City W/1,State Supreme Court Associate Justice Position 3,,Non,David Sterling,139,34,5,100,0,0
Lonoke,48 - Ward City W/2,State Supreme Court Associate Justice Position 3,,Non,David Sterling,127,26,0,101,0,0
Lonoke,49 - Ward City W/3,State Supreme Court Associate Justice Position 3,,Non,David Sterling,195,46,3,146,0,0
Lonoke,50 - Ward Twp,State Supreme Court Associate Justice Position 3,,Non,David Sterling,175,38,1,136,0,0
Lonoke,51 - Williams Twp.,State Supreme Court Associate Justice Position 3,,Non,David Sterling,95,48,3,44,0,0
Lonoke,53 - Lonoke City W/5,State Supreme Court Associate Justice Position 3,,Non,David Sterling,73,16,3,54,0,0
Lonoke,54 - Lonoke City W/6,State Supreme Court Associate Justice Position 3,,Non,David Sterling,33,14,0,19,0,0
Lonoke,55 - Lonoke City W/7,State Supreme Court Associate Justice Position 3,,Non,David Sterling,71,18,2,51,0,0
Lonoke,56 - Lonoke City W/8,State Supreme Court Associate Justice Position 3,,Non,David Sterling,105,22,0,83,0,0
Lonoke,01- Allport City,Circuit Clerk,,Rep,Deborah Oglesby,39,19,0,20,0,0
Lonoke,02 - Caroline Twp,Circuit Clerk,,Rep,Deborah Oglesby,651,176,2,473,0,0
Lonoke,03 - Austin City,Circuit Clerk,,Rep,Deborah Oglesby,772,246,5,520,0,1
Lonoke,04 - Butler Twp,Circuit Clerk,,Rep,Deborah Oglesby,726,273,7,445,0,1
Lonoke,05 - Cabot City W/1,Circuit Clerk,,Rep,Deborah Oglesby,1221,317,17,887,0,0
Lonoke,06 - Cabot City W/2,Circuit Clerk,,Rep,Deborah Oglesby,2349,518,18,1813,0,0
Lonoke,07 - Cabot City W/3,Circuit Clerk,,Rep,Deborah Oglesby,1833,392,10,1431,0,0
Lonoke,08 - Cabot City W/4,Circuit Clerk,,Rep,Deborah Oglesby,1310,351,14,944,0,1
Lonoke,09 - York Twp,Circuit Clerk,,Rep,Deborah Oglesby,476,122,7,347,0,0
Lonoke,10 - Carlisle City Ward 1,Circuit Clerk,,Rep,Deborah Oglesby,305,102,2,201,0,0
Lonoke,11 -Carlisle City Ward 2,Circuit Clerk,,Rep,Deborah Oglesby,137,37,1,99,0,0
Lonoke,12 - Carlisle City Ward 3,Circuit Clerk,,Rep,Deborah Oglesby,160,53,0,107,0,0
Lonoke,13 - Carlisle Twp.,Circuit Clerk,,Rep,Deborah Oglesby,115,48,2,65,0,0
Lonoke,14 - Cleveland Twp,Circuit Clerk,,Rep,Deborah Oglesby,73,22,1,50,0,0
Lonoke,15 - Dortch Twp,Circuit Clerk,,Rep,Deborah Oglesby,52,32,4,16,0,0
Lonoke,16 - Eagle Twp,Circuit Clerk,,Rep,Deborah Oglesby,594,201,14,378,0,1
Lonoke,17 - England City Ward 1,Circuit Clerk,,Rep,Deborah Oglesby,248,93,0,155,0,0
Lonoke,18 - England City Ward 2,Circuit Clerk,,Rep,Deborah Oglesby,164,54,0,110,0,0
Lonoke,19- England City Ward 3,Circuit Clerk,,Rep,Deborah Oglesby,143,76,0,67,0,0
Lonoke,20 - England City Ward 4,Circuit Clerk,,Rep,Deborah Oglesby,96,28,0,68,0,0
Lonoke,21 - Fletcher Twp,Circuit Clerk,,Rep,Deborah Oglesby,42,19,0,23,0,0
Lonoke,22 - Furlow Twp,Circuit Clerk,,Rep,Deborah Oglesby,266,96,3,167,0,0
Lonoke,23 - Goodrum Twp,Circuit Clerk,,Rep,Deborah Oglesby,861,249,11,601,0,0
Lonoke,24 - Gray Twp,Circuit Clerk,,Rep,Deborah Oglesby,842,434,3,405,0,0
Lonoke,25 - Gumwood Twp,Circuit Clerk,,Rep,Deborah Oglesby,78,31,0,47,0,0
Lonoke,26 - Hamilton Twp,Circuit Clerk,,Rep,Deborah Oglesby,33,19,1,13,0,0
Lonoke,27 - Crooked Creek Twp,Circuit Clerk,,Rep,Deborah Oglesby,73,24,5,44,0,0
Lonoke,28 - Humnoke City,Circuit Clerk,,Rep,Deborah Oglesby,107,43,1,63,0,0
Lonoke,29 - Indian Bayou Twp,Circuit Clerk,,Rep,Deborah Oglesby,40,23,0,17,0,0
Lonoke,30 - Coy City,Circuit Clerk,,Rep,Deborah Oglesby,22,16,0,6,0,0
Lonoke,31 - Isbell Twp,Circuit Clerk,,Rep,Deborah Oglesby,39,22,0,17,0,0
Lonoke,32 - Lafayette Twp,Circuit Clerk,,Rep,Deborah Oglesby,8,4,0,4,0,0
Lonoke,33 - Keo City,Circuit Clerk,,Rep,Deborah Oglesby,105,79,1,25,0,0
Lonoke,34 - Lonoke City W/1,Circuit Clerk,,Rep,Deborah Oglesby,212,42,3,167,0,0
Lonoke,35 - Lonoke City W/2,Circuit Clerk,,Rep,Deborah Oglesby,138,28,2,108,0,0
Lonoke,36 - Lonoke City W/3,Circuit Clerk,,Rep,Deborah Oglesby,139,47,5,87,0,0
Lonoke,37 - Lonoke City W/4,Circuit Clerk,,Rep,Deborah Oglesby,188,45,3,140,0,0
Lonoke,38 - Lonoke Twp,Circuit Clerk,,Rep,Deborah Oglesby,286,76,0,210,0,0
Lonoke,39 - Magness Twp,Circuit Clerk,,Rep,Deborah Oglesby,642,212,6,424,0,0
Lonoke,40 - Oak Grove Twp,Circuit Clerk,,Rep,Deborah Oglesby,1303,411,11,881,0,0
Lonoke,41 - Pettus Twp,Circuit Clerk,,Rep,Deborah Oglesby,30,20,0,10,0,0
Lonoke,42 - Prairie Twp.,Circuit Clerk,,Rep,Deborah Oglesby,149,81,0,68,0,0
Lonoke,43 - Pulaski Twp,Circuit Clerk,,Rep,Deborah Oglesby,130,100,1,29,0,0
Lonoke,44 - Richwood Twp,Circuit Clerk,,Rep,Deborah Oglesby,30,13,0,17,0,0
Lonoke,45 - Totten Twp.,Circuit Clerk,,Rep,Deborah Oglesby,100,37,0,63,0,0
Lonoke,46 - Walls Twp.,Circuit Clerk,,Rep,Deborah Oglesby,17,12,0,5,0,0
Lonoke,47 - Ward City W/1,Circuit Clerk,,Rep,Deborah Oglesby,327,74,6,247,0,0
Lonoke,48 - Ward City W/2,Circuit Clerk,,Rep,Deborah Oglesby,337,89,2,245,0,1
Lonoke,49 - Ward City W/3,Circuit Clerk,,Rep,Deborah Oglesby,450,110,4,336,0,0
Lonoke,50 - Ward Twp,Circuit Clerk,,Rep,Deborah Oglesby,358,77,5,276,0,0
Lonoke,51 - Williams Twp.,Circuit Clerk,,Rep,Deborah Oglesby,209,107,6,96,0,0
Lonoke,53 - Lonoke City W/5,Circuit Clerk,,Rep,Deborah Oglesby,148,29,3,116,0,0
Lonoke,54 - Lonoke City W/6,Circuit Clerk,,Rep,Deborah Oglesby,107,32,1,74,0,0
Lonoke,55 - Lonoke City W/7,Circuit Clerk,,Rep,Deborah Oglesby,183,43,2,138,0,0
Lonoke,56 - Lonoke City W/8,Circuit Clerk,,Rep,Deborah Oglesby,230,43,0,187,0,0
Lonoke,01- Allport City,City of Allport Mayor,,Ind,Rickey L. Gay,21,14,0,7,0,0
Lonoke,01- Allport City,City of Allport Mayor,,Ind,Ivory Gaston,29,11,0,18,0,0
Lonoke,01- Allport City,City of Allport Recorder / Treasurer,,Ind,Rita Ingram,24,13,0,11,0,0
Lonoke,01- Allport City,City of Allport Recorder / Treasurer,,Ind,Odessia Gaston,27,13,0,14,0,0
Lonoke,03 - Austin City,City of Austin Mayor,,Ind,"Bernadette ""Bernie"" Chamberlain",451,143,4,303,0,1
Lonoke,03 - Austin City,City of Austin Mayor,,Ind,Bobby Boyd,348,109,1,238,0,0
Lonoke,03 - Austin City,City of Austin Alderman Ward 3, Position 4,Ind,Jennifer M. Moreau,400,134,2,263,0,1
Lonoke,03 - Austin City,City of Austin Alderman Ward 3, Position 4,Ind,Randy Ryan,378,112,3,263,0,0
Lonoke,05 - Cabot City W/1,City of Cabot Mayor,,Ind,Mayor Bill Cypert,506,128,5,373,0,0
Lonoke,06 - Cabot City W/2,City of Cabot Mayor,,Ind,Mayor Bill Cypert,1000,220,11,769,0,0
Lonoke,07 - Cabot City W/3,City of Cabot Mayor,,Ind,Mayor Bill Cypert,684,140,5,539,0,0
Lonoke,08 - Cabot City W/4,City of Cabot Mayor,,Ind,Mayor Bill Cypert,517,140,10,367,0,0
Lonoke,05 - Cabot City W/1,City of Cabot Mayor,,Ind,Ken Kincade,511,138,8,365,0,0
Lonoke,06 - Cabot City W/2,City of Cabot Mayor,,Ind,Ken Kincade,1030,216,7,807,0,0
Lonoke,07 - Cabot City W/3,City of Cabot Mayor,,Ind,Ken Kincade,841,181,6,654,0,0
Lonoke,08 - Cabot City W/4,City of Cabot Mayor,,Ind,Ken Kincade,533,128,3,401,0,1
Lonoke,05 - Cabot City W/1,City of Cabot Mayor,,Ind,Ann Waymack Gilliam,255,60,5,190,0,0
Lonoke,06 - Cabot City W/2,City of Cabot Mayor,,Ind,Ann Waymack Gilliam,376,84,2,290,0,0
Lonoke,07 - Cabot City W/3,City of Cabot Mayor,,Ind,Ann Waymack Gilliam,363,77,0,286,0,0
Lonoke,08 - Cabot City W/4,City of Cabot Mayor,,Ind,Ann Waymack Gilliam,290,90,2,198,0,0
Lonoke,05 - Cabot City W/1,City Of Cabot City Attorney,,Ind,Jim Taylor,803,224,10,569,0,0
Lonoke,06 - Cabot City W/2,City Of Cabot City Attorney,,Ind,Jim Taylor,1521,331,12,1178,0,0
Lonoke,07 - Cabot City W/3,City Of Cabot City Attorney,,Ind,Jim Taylor,1141,238,6,897,0,0
Lonoke,08 - Cabot City W/4,City Of Cabot City Attorney,,Ind,Jim Taylor,840,233,10,597,0,0
Lonoke,05 - Cabot City W/1,City Of Cabot City Attorney,,Ind,Ben Hooper,428,92,8,328,0,0
Lonoke,06 - Cabot City W/2,City Of Cabot City Attorney,,Ind,Ben Hooper,794,170,8,616,0,0
Lonoke,07 - Cabot City W/3,City Of Cabot City Attorney,,Ind,Ben Hooper,665,146,4,515,0,0
Lonoke,08 - Cabot City W/4,City Of Cabot City Attorney,,Ind,Ben Hooper,441,106,5,329,0,1
Lonoke,05 - Cabot City W/1,City of Cabot Alderman Ward 2, Position 1,Ind,Travis Larison,430,106,5,319,0,0
Lonoke,06 - Cabot City W/2,City of Cabot Alderman Ward 2, Position 1,Ind,Travis Larison,843,185,9,649,0,0
Lonoke,07 - Cabot City W/3,City of Cabot Alderman Ward 2, Position 1,Ind,Travis Larison,543,119,5,419,0,0
Lonoke,08 - Cabot City W/4,City of Cabot Alderman Ward 2, Position 1,Ind,Travis Larison,424,114,3,307,0,0
Lonoke,05 - Cabot City W/1,City of Cabot Alderman Ward 2, Position 1,Ind,Doug Warner,777,204,13,560,0,0
Lonoke,06 - Cabot City W/2,City of Cabot Alderman Ward 2, Position 1,Ind,Doug Warner,1424,311,11,1102,0,0
Lonoke,07 - Cabot City W/3,City of Cabot Alderman Ward 2, Position 1,Ind,Doug Warner,1227,259,4,964,0,0
Lonoke,08 - Cabot City W/4,City of Cabot Alderman Ward 2, Position 1,Ind,Doug Warner,842,220,12,609,0,1
Lonoke,05 - Cabot City W/1,City of Cabot Alderman Ward 4, Position 1,Ind,Scott A. Thorstad,380,105,4,271,0,0
Lonoke,06 - Cabot City W/2,City of Cabot Alderman Ward 4, Position 1,Ind,Scott A. Thorstad,648,139,1,508,0,0
Lonoke,07 - Cabot City W/3,City of Cabot Alderman Ward 4, Position 1,Ind,Scott A. Thorstad,515,119,6,390,0,0
Lonoke,08 - Cabot City W/4,City of Cabot Alderman Ward 4, Position 1,Ind,Scott A. Thorstad,416,129,6,280,0,1
Lonoke,05 - Cabot City W/1,City of Cabot Alderman Ward 4, Position 1,Ind,Matt Webber,814,198,14,602,0,0
Lonoke,06 - Cabot City W/2,City of Cabot Alderman Ward 4, Position 1,Ind,Matt Webber,1549,342,17,1190,0,0
Lonoke,07 - Cabot City W/3,City of Cabot Alderman Ward 4, Position 1,Ind,Matt Webber,1240,254,3,983,0,0
Lonoke,08 - Cabot City W/4,City of Cabot Alderman Ward 4, Position 1,Ind,Matt Webber,837,197,9,631,0,0
Lonoke,10 - Carlisle City Ward 1,City of Carlisle Mayor,,Ind,Ray Glover,311,104,2,205,0,0
Lonoke,11 -Carlisle City Ward 2,City of Carlisle Mayor,,Ind,Ray Glover,147,40,1,106,0,0
Lonoke,12 - Carlisle City Ward 3,City of Carlisle Mayor,,Ind,Ray Glover,156,53,0,103,0,0
Lonoke,10 - Carlisle City Ward 1,City of Carlisle Alderman Ward 3, Position 1,Ind,"Teresa ""Anne"" Anderson",181,61,2,118,0,0
Lonoke,11 -Carlisle City Ward 2,City of Carlisle Alderman Ward 3, Position 1,Ind,"Teresa ""Anne"" Anderson",81,20,0,61,0,0
Lonoke,12 - Carlisle City Ward 3,City of Carlisle Alderman Ward 3, Position 1,Ind,"Teresa ""Anne"" Anderson",88,31,0,57,0,0
Lonoke,10 - Carlisle City Ward 1,City of Carlisle Alderman Ward 3, Position 1,Ind,James E. Givens,130,43,0,87,0,0
Lonoke,11 -Carlisle City Ward 2,City of Carlisle Alderman Ward 3, Position 1,Ind,James E. Givens,64,19,1,44,0,0
Lonoke,12 - Carlisle City Ward 3,City of Carlisle Alderman Ward 3, Position 1,Ind,James E. Givens,76,23,0,53,0,0
Lonoke,28 - Humnoke City,City of Humnoke Mayor,,Ind,Tammie Jinks,18,10,0,8,0,0
Lonoke,28 - Humnoke City,City of Humnoke Mayor,,Ind,Jeff Tyler,43,19,0,24,0,0
Lonoke,28 - Humnoke City,City of Humnoke Mayor,,Ind,"Richard ""Pip"" L. Terry",48,14,1,33,0,0
Lonoke,28 - Humnoke City,City of Humnoke Alderman Ward 1, Position 1,Ind,Janet L. Carter,60,23,1,36,0,0
Lonoke,28 - Humnoke City,City of Humnoke Alderman Ward 1, Position 1,Ind,Rodney N. Hall,48,20,0,28,0,0
Lonoke,28 - Humnoke City,City of Humnoke Alderman Ward 1, Position 2,Ind,Sue Rockwell King,75,27,1,47,0,0
Lonoke,28 - Humnoke City,City of Humnoke Alderman Ward 1, Position 2,Ind,Rachel Munnerlyn Fleming,33,15,0,18,0,0
Lonoke,28 - Humnoke City,City of Humnoke Alderman Ward 2, Position 1,Ind,Fred Hensiek,78,26,1,51,0,0
Lonoke,28 - Humnoke City,City of Humnoke Alderman Ward 2, Position 1,Ind,Thomas Jinks,29,15,0,14,0,0
Lonoke,28 - Humnoke City,City of Humnoke Alderman Ward 2, Position 2,Ind,Wilma Ruth Box Morgan,79,29,1,49,0,0
Lonoke,28 - Humnoke City,City of Humnoke Alderman Ward 2, Position 2,Ind,Larry Ray Fleming,28,13,0,15,0,0
Lonoke,34 - Lonoke City W/1,City of Lonoke Mayor,,Dem,Wayne McGee,106,21,1,84,0,0
Lonoke,35 - Lonoke City W/2,City of Lonoke Mayor,,Dem,Wayne McGee,69,14,0,55,0,0
Lonoke,36 - Lonoke City W/3,City of Lonoke Mayor,,Dem,Wayne McGee,67,32,2,33,0,0
Lonoke,37 - Lonoke City W/4,City of Lonoke Mayor,,Dem,Wayne McGee,89,24,2,63,0,0
Lonoke,53 - Lonoke City W/5,City of Lonoke Mayor,,Dem,Wayne McGee,78,15,0,63,0,0
Lonoke,54 - Lonoke City W/6,City of Lonoke Mayor,,Dem,Wayne McGee,57,17,1,39,0,0
Lonoke,55 - Lonoke City W/7,City of Lonoke Mayor,,Dem,Wayne McGee,101,18,2,81,0,0
Lonoke,56 - Lonoke City W/8,City of Lonoke Mayor,,Dem,Wayne McGee,109,15,0,94,0,0
Lonoke,34 - Lonoke City W/1,City of Lonoke Mayor,,Ind,Trae Reed,122,27,3,92,0,0
Lonoke,35 - Lonoke City W/2,City of Lonoke Mayor,,Ind,Trae Reed,77,15,2,60,0,0
Lonoke,36 - Lonoke City W/3,City of Lonoke Mayor,,Ind,Trae Reed,86,20,4,62,0,0
Lonoke,37 - Lonoke City W/4,City of Lonoke Mayor,,Ind,Trae Reed,108,23,1,84,0,0
Lonoke,53 - Lonoke City W/5,City of Lonoke Mayor,,Ind,Trae Reed,79,19,3,57,0,0
Lonoke,54 - Lonoke City W/6,City of Lonoke Mayor,,Ind,Trae Reed,73,19,1,53,0,0
Lonoke,55 - Lonoke City W/7,City of Lonoke Mayor,,Ind,Trae Reed,90,26,1,63,0,0
Lonoke,56 - Lonoke City W/8,City of Lonoke Mayor,,Ind,Trae Reed,133,31,0,102,0,0
Lonoke,35 - Lonoke City W/2,City of Lonoke Alderman Position 2 Lonoke Ward 2,,Rep,Woody Evans,61,14,2,45,0,0
Lonoke,35 - Lonoke City W/2,City of Lonoke Alderman Position 2 Lonoke Ward 2,,Ind,Alice Bridges,85,15,0,70,0,0
Lonoke,36 - Lonoke City W/3,City of Lonoke Alderman Postion 3 Lonoke Ward 3,,Dem,Pat Howell,56,24,0,32,0,0
Lonoke,36 - Lonoke City W/3,City of Lonoke Alderman Postion 3 Lonoke Ward 3,,Ind,Suzette W. Elmore,98,28,6,64,0,0
Lonoke,37 - Lonoke City W/4,City of Lonoke Alderman Postion 4 Lonoke Ward 4,,Ind,Ryan Biles,120,26,1,93,0,0
Lonoke,37 - Lonoke City W/4,City of Lonoke Alderman Postion 4 Lonoke Ward 4,,Dem,Wendell Walker,75,20,2,53,0,0
Lonoke,47 - Ward City W/1,City of Ward Mayor,,Ind,Steve Rummel,102,25,0,77,0,0
Lonoke,48 - Ward City W/2,City of Ward Mayor,,Ind,Steve Rummel,111,36,0,75,0,0
Lonoke,49 - Ward City W/3,City of Ward Mayor,,Ind,Steve Rummel,96,20,0,76,0,0
