county,precinct,office,district,party,candidate,votes,absentee,provisional,early_vote,election_day
Fulton,BENTON/UNION,U.S. Congress District 1,,DEM,Chintan Desai,267,0,0,208,59
Fulton,VIDETTE/BIG CREEK,U.S. Congress District 1,,DEM,Chintan Desai,44,0,0,10,34
Fulton,CLEVELAND,U.S. Congress District 1,,DEM,Chintan Desai,25,0,0,8,17
Fulton,FULTON/MT CALM,U.S. Congress District 1,,DEM,Chintan Desai,66,0,0,21,45
Fulton,MAMMOTH SPRING/AFTON,U.S. Congress District 1,,DEM,Chintan Desai,186,0,0,82,104
Fulton,MYATT,U.S. Congress District 1,,DEM,Chintan Desai,14,0,0,4,10
Fulton,PLEASANT RIDGE,U.S. Congress District 1,,DEM,Chintan Desai,77,0,0,33,44
Fulton,CHEROKEE VILLAGE,U.S. Congress District 1,,DEM,Chintan Desai,73,0,0,27,46
Fulton,SOUTHFORK/WILSON,U.S. Congress District 1,,DEM,Chintan Desai,72,0,0,45,27
Fulton,STRAWBERRY,U.S. Congress District 1,,DEM,Chintan Desai,53,0,0,37,16
Fulton,WASHINGTON,U.S. Congress District 1,,DEM,Chintan Desai,42,0,0,17,25
Fulton,ABSENTEE,U.S. Congress District 1,,DEM,Chintan Desai,14,14,0,0,0
Fulton,BENTON/UNION,U.S. Congress District 1,,LIB,Elvis Presley,19,0,0,13,6
Fulton,VIDETTE/BIG CREEK,U.S. Congress District 1,,LIB,Elvis Presley,4,0,0,1,3
Fulton,CLEVELAND,U.S. Congress District 1,,LIB,Elvis Presley,2,0,0,1,1
Fulton,FULTON/MT CALM,U.S. Congress District 1,,LIB,Elvis Presley,5,0,0,2,3
Fulton,MAMMOTH SPRING/AFTON,U.S. Congress District 1,,LIB,Elvis Presley,17,0,0,5,12
Fulton,MYATT,U.S. Congress District 1,,LIB,Elvis Presley,1,0,0,0,1
Fulton,PLEASANT RIDGE,U.S. Congress District 1,,LIB,Elvis Presley,4,0,0,2,2
Fulton,CHEROKEE VILLAGE,U.S. Congress District 1,,LIB,Elvis Presley,8,0,0,2,6
Fulton,SOUTHFORK/WILSON,U.S. Congress District 1,,LIB,Elvis Presley,6,0,0,1,5
Fulton,STRAWBERRY,U.S. Congress District 1,,LIB,Elvis Presley,6,0,0,3,3
Fulton,WASHINGTON,U.S. Congress District 1,,LIB,Elvis Presley,1,0,0,1,0
Fulton,ABSENTEE,U.S. Congress District 1,,LIB,Elvis Presley,2,2,0,0,0
Fulton,BENTON/UNION,U.S. Congress District 1,,REP,Congressman Rick Crawford,611,0,0,441,170
Fulton,VIDETTE/BIG CREEK,U.S. Congress District 1,,REP,Congressman Rick Crawford,215,0,0,68,147
Fulton,CLEVELAND,U.S. Congress District 1,,REP,Congressman Rick Crawford,103,0,0,39,64
Fulton,FULTON/MT CALM,U.S. Congress District 1,,REP,Congressman Rick Crawford,278,0,0,90,188
Fulton,MAMMOTH SPRING/AFTON,U.S. Congress District 1,,REP,Congressman Rick Crawford,547,0,0,245,302
Fulton,MYATT,U.S. Congress District 1,,REP,Congressman Rick Crawford,55,0,0,12,43
Fulton,PLEASANT RIDGE,U.S. Congress District 1,,REP,Congressman Rick Crawford,247,0,0,114,133
Fulton,CHEROKEE VILLAGE,U.S. Congress District 1,,REP,Congressman Rick Crawford,212,0,0,76,136
Fulton,SOUTHFORK/WILSON,U.S. Congress District 1,,REP,Congressman Rick Crawford,190,0,0,108,82
Fulton,STRAWBERRY,U.S. Congress District 1,,REP,Congressman Rick Crawford,175,0,0,75,100
Fulton,WASHINGTON,U.S. Congress District 1,,REP,Congressman Rick Crawford,97,0,0,45,52
Fulton,ABSENTEE,U.S. Congress District 1,,REP,Congressman Rick Crawford,60,60,0,0,0
Fulton,BENTON/UNION,Governor,,DEM,Jared K. Henderson,268,0,0,212,56
Fulton,VIDETTE/BIG CREEK,Governor,,DEM,Jared K. Henderson,40,0,0,9,31
Fulton,CLEVELAND,Governor,,DEM,Jared K. Henderson,24,0,0,9,15
Fulton,FULTON/MT CALM,Governor,,DEM,Jared K. Henderson,57,0,0,23,34
Fulton,MAMMOTH SPRING/AFTON,Governor,,DEM,Jared K. Henderson,182,0,0,86,96
Fulton,MYATT,Governor,,DEM,Jared K. Henderson,15,0,0,4,11
Fulton,PLEASANT RIDGE,Governor,,DEM,Jared K. Henderson,73,0,0,34,39
Fulton,CHEROKEE VILLAGE,Governor,,DEM,Jared K. Henderson,67,0,0,28,39
Fulton,SOUTHFORK/WILSON,Governor,,DEM,Jared K. Henderson,70,0,0,43,27
Fulton,STRAWBERRY,Governor,,DEM,Jared K. Henderson,55,0,0,36,19
Fulton,WASHINGTON,Governor,,DEM,Jared K. Henderson,37,0,0,13,24
Fulton,ABSENTEE,Governor,,DEM,Jared K. Henderson,12,12,0,0,0
Fulton,BENTON/UNION,Governor,,LIB,Mark West,22,0,0,12,10
Fulton,VIDETTE/BIG CREEK,Governor,,LIB,Mark West,4,0,0,0,4
Fulton,CLEVELAND,Governor,,LIB,Mark West,3,0,0,0,3
Fulton,FULTON/MT CALM,Governor,,LIB,Mark West,13,0,0,4,9
Fulton,MAMMOTH SPRING/AFTON,Governor,,LIB,Mark West,18,0,0,3,15
Fulton,MYATT,Governor,,LIB,Mark West,3,0,0,1,2
Fulton,PLEASANT RIDGE,Governor,,LIB,Mark West,8,0,0,6,2
Fulton,CHEROKEE VILLAGE,Governor,,LIB,Mark West,10,0,0,3,7
Fulton,SOUTHFORK/WILSON,Governor,,LIB,Mark West,6,0,0,4,2
Fulton,STRAWBERRY,Governor,,LIB,Mark West,9,0,0,4,5
Fulton,WASHINGTON,Governor,,LIB,Mark West,5,0,0,4,1
Fulton,ABSENTEE,Governor,,LIB,Mark West,2,2,0,0,0
Fulton,BENTON/UNION,Governor,,REP,Governor Asa Hutchinson,608,0,0,439,169
Fulton,VIDETTE/BIG CREEK,Governor,,REP,Governor Asa Hutchinson,221,0,0,71,150
Fulton,CLEVELAND,Governor,,REP,Governor Asa Hutchinson,104,0,0,39,65
Fulton,FULTON/MT CALM,Governor,,REP,Governor Asa Hutchinson,289,0,0,88,201
Fulton,MAMMOTH SPRING/AFTON,Governor,,REP,Governor Asa Hutchinson,554,0,0,249,305
Fulton,MYATT,Governor,,REP,Governor Asa Hutchinson,52,0,0,11,41
Fulton,PLEASANT RIDGE,Governor,,REP,Governor Asa Hutchinson,247,0,0,108,139
Fulton,CHEROKEE VILLAGE,Governor,,REP,Governor Asa Hutchinson,220,0,0,74,146
Fulton,SOUTHFORK/WILSON,Governor,,REP,Governor Asa Hutchinson,195,0,0,109,86
Fulton,STRAWBERRY,Governor,,REP,Governor Asa Hutchinson,174,0,0,78,96
Fulton,WASHINGTON,Governor,,REP,Governor Asa Hutchinson,101,0,0,48,53
Fulton,ABSENTEE,Governor,,REP,Governor Asa Hutchinson,64,64,0,0,0
Fulton,BENTON/UNION,Lieutenant Governor,,LIB,Frank Gilbert,17,0,0,14,3
Fulton,VIDETTE/BIG CREEK,Lieutenant Governor,,LIB,Frank Gilbert,4,0,0,2,2
Fulton,CLEVELAND,Lieutenant Governor,,LIB,Frank Gilbert,5,0,0,2,3
Fulton,FULTON/MT CALM,Lieutenant Governor,,LIB,Frank Gilbert,12,0,0,3,9
Fulton,MAMMOTH SPRING/AFTON,Lieutenant Governor,,LIB,Frank Gilbert,18,0,0,3,15
Fulton,MYATT,Lieutenant Governor,,LIB,Frank Gilbert,5,0,0,1,4
Fulton,PLEASANT RIDGE,Lieutenant Governor,,LIB,Frank Gilbert,6,0,0,2,4
Fulton,CHEROKEE VILLAGE,Lieutenant Governor,,LIB,Frank Gilbert,7,0,0,2,5
Fulton,SOUTHFORK/WILSON,Lieutenant Governor,,LIB,Frank Gilbert,5,0,0,1,4
Fulton,STRAWBERRY,Lieutenant Governor,,LIB,Frank Gilbert,9,0,0,3,6
Fulton,WASHINGTON,Lieutenant Governor,,LIB,Frank Gilbert,2,0,0,1,1
Fulton,ABSENTEE,Lieutenant Governor,,LIB,Frank Gilbert,3,3,0,0,0
Fulton,BENTON/UNION,Lieutenant Governor,,DEM,Anthony Bland,293,0,0,228,65
Fulton,VIDETTE/BIG CREEK,Lieutenant Governor,,DEM,Anthony Bland,52,0,0,11,41
Fulton,CLEVELAND,Lieutenant Governor,,DEM,Anthony Bland,29,0,0,11,18
Fulton,FULTON/MT CALM,Lieutenant Governor,,DEM,Anthony Bland,69,0,0,22,47
Fulton,MAMMOTH SPRING/AFTON,Lieutenant Governor,,DEM,Anthony Bland,194,0,0,91,103
Fulton,MYATT,Lieutenant Governor,,DEM,Anthony Bland,13,0,0,4,9
