county,precinct,office,district,party,candidate,votes,election_day,early_vote,absentee,provisional
Polk,Precinct 1,U.S. Congress District 4,,REP,Representative Bruce Westerman,414,159,236,18,1
Polk,Precinct 2,U.S. Congress District 4,,REP,Representative Bruce Westerman,457,159,275,21,2
Polk,Precinct 3,U.S. Congress District 4,,REP,Representative Bruce Westerman,467,181,268,15,3
Polk,Acorn,U.S. Congress District 4,,REP,Representative Bruce Westerman,520,248,256,15,1
Polk,Ink,U.S. Congress District 4,,REP,Representative Bruce Westerman,113,69,38,5,1
Polk,Board Camp,U.S. Congress District 4,,REP,Representative Bruce Westerman,277,155,117,3,2
Polk,Cherry Hill,U.S. Congress District 4,,REP,Representative Bruce Westerman,187,101,84,2,0
Polk,Big Fork,U.S. Congress District 4,,REP,Representative Bruce Westerman,64,34,27,3,0
Polk,Dallas Valley,U.S. Congress District 4,,REP,Representative Bruce Westerman,606,193,387,24,2
Polk,Shady Grove,U.S. Congress District 4,,REP,Representative Bruce Westerman,287,111,164,11,1
Polk,Rocky,U.S. Congress District 4,,REP,Representative Bruce Westerman,105,30,73,1,1
Polk,Potter,U.S. Congress District 4,,REP,Representative Bruce Westerman,371,115,243,12,1
Polk,Hatfield,U.S. Congress District 4,,REP,Representative Bruce Westerman,297,190,98,9,0
Polk,Cove,U.S. Congress District 4,,REP,Representative Bruce Westerman,283,204,70,9,0
Polk,Vandervoort,U.S. Congress District 4,,REP,Representative Bruce Westerman,128,81,46,1,0
Polk,Wickes,U.S. Congress District 4,,REP,Representative Bruce Westerman,235,150,78,6,1
Polk,Grannis,U.S. Congress District 4,,REP,Representative Bruce Westerman,147,129,17,1,0
Polk,Precinct 1,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,85,26,57,2,0
Polk,Precinct 2,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,128,46,73,9,0
Polk,Precinct 3,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,135,52,77,6,0
Polk,Acorn,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,63,27,32,4,0
Polk,Ink,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,26,10,13,3,0
Polk,Board Camp,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,40,21,19,0,0
Polk,Cherry Hill,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,43,17,26,0,0
Polk,Big Fork,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,10,6,4,0,0
Polk,Dallas Valley,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,98,25,65,7,1
Polk,Shady Grove,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,49,23,26,0,0
Polk,Rocky,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,26,7,18,1,0
Polk,Potter,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,95,31,59,5,0
Polk,Hatfield,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,58,40,14,4,0
Polk,Cove,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,45,26,19,0,0
Polk,Vandervoort,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,18,9,9,0,0
Polk,Wickes,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,29,21,7,1,0
Polk,Grannis,U.S. Congress District 4,,DEM,Hayden Catherine Shamel,24,19,5,0,0
Polk,Precinct 1,U.S. Congress District 4,,LIB,Tom Canada,19,10,9,0,0
Polk,Precinct 2,U.S. Congress District 4,,LIB,Tom Canada,16,7,9,0,0
Polk,Precinct 3,U.S. Congress District 4,,LIB,Tom Canada,15,8,5,1,1
Polk,Acorn,U.S. Congress District 4,,LIB,Tom Canada,10,4,6,0,0
Polk,Ink,U.S. Congress District 4,,LIB,Tom Canada,1,1,0,0,0
Polk,Board Camp,U.S. Congress District 4,,LIB,Tom Canada,6,4,2,0,0
Polk,Cherry Hill,U.S. Congress District 4,,LIB,Tom Canada,7,4,2,1,0
Polk,Big Fork,U.S. Congress District 4,,LIB,Tom Canada,2,0,2,0,0
Polk,Dallas Valley,U.S. Congress District 4,,LIB,Tom Canada,6,2,4,0,0
Polk,Shady Grove,U.S. Congress District 4,,LIB,Tom Canada,4,1,3,0,0
Polk,Rocky,U.S. Congress District 4,,LIB,Tom Canada,1,0,1,0,0
Polk,Potter,U.S. Congress District 4,,LIB,Tom Canada,9,1,7,1,0
Polk,Hatfield,U.S. Congress District 4,,LIB,Tom Canada,11,7,4,0,0
Polk,Cove,U.S. Congress District 4,,LIB,Tom Canada,3,2,1,0,0
Polk,Vandervoort,U.S. Congress District 4,,LIB,Tom Canada,2,0,2,0,0
Polk,Wickes,U.S. Congress District 4,,LIB,Tom Canada,3,2,1,0,0
Polk,Grannis,U.S. Congress District 4,,LIB,Tom Canada,0,0,0,0,0
Polk,Precinct 1,U.S. Congress District 4,,NON,Write-In,1,0,1,0,0
Polk,Precinct 2,U.S. Congress District 4,,NON,Write-In,0,0,0,0,0
Polk,Precinct 3,U.S. Congress District 4,,NON,Write-In,1,1,0,0,0
Polk,Acorn,U.S. Congress District 4,,NON,Write-In,1,1,0,0,0
Polk,Ink,U.S. Congress District 4,,NON,Write-In,0,0,0,0,0
Polk,Board Camp,U.S. Congress District 4,,NON,Write-In,0,0,0,0,0
Polk,Cherry Hill,U.S. Congress District 4,,NON,Write-In,0,0,0,0,0
Polk,Big Fork,U.S. Congress District 4,,NON,Write-In,0,0,0,0,0
Polk,Dallas Valley,U.S. Congress District 4,,NON,Write-In,0,0,0,0,0
Polk,Shady Grove,U.S. Congress District 4,,NON,Write-In,0,0,0,0,0
