county,precinct,office,district,party,candidate,votes,election_day,early_vote,absentee,provisional
Polk,Rocky,U.S. Congress District 4,,NON,Write-In,0,0,0,0,0
Polk,Potter,U.S. Congress District 4,,NON,Write-In,1,0,1,0,0
Polk,Hatfield,U.S. Congress District 4,,NON,Write-In,0,0,0,0,0
Polk,Cove,U.S. Congress District 4,,NON,Write-In,0,0,0,0,0
Polk,Vandervoort,U.S. Congress District 4,,NON,Write-In,0,0,0,0,0
Polk,Wickes,U.S. Congress District 4,,NON,Write-In,0,0,0,0,0
Polk,Grannis,U.S. Congress District 4,,NON,Write-In,0,0,0,0,0
Polk,Precinct 1,Governor,,LIB,Mark West,28,16,11,1,0
Polk,Precinct 2,Governor,,LIB,Mark West,36,14,22,0,0
Polk,Precinct 3,Governor,,LIB,Mark West,24,12,12,0,0
Polk,Acorn,Governor,,LIB,Mark West,19,9,10,0,0
Polk,Ink,Governor,,LIB,Mark West,7,1,6,0,0
Polk,Board Camp,Governor,,LIB,Mark West,14,9,4,0,1
Polk,Cherry Hill,Governor,,LIB,Mark West,14,6,8,0,0
Polk,Big Fork,Governor,,LIB,Mark West,1,0,1,0,0
Polk,Dallas Valley,Governor,,LIB,Mark West,26,7,17,2,0
Polk,Shady Grove,Governor,,LIB,Mark West,15,4,11,0,0
Polk,Rocky,Governor,,LIB,Mark West,3,2,1,0,0
Polk,Potter,Governor,,LIB,Mark West,24,6,17,1,0
Polk,Hatfield,Governor,,LIB,Mark West,17,8,7,2,0
Polk,Cove,Governor,,LIB,Mark West,7,7,0,0,0
Polk,Vandervoort,Governor,,LIB,Mark West,3,1,2,0,0
Polk,Wickes,Governor,,LIB,Mark West,8,1,6,0,1
Polk,Grannis,Governor,,LIB,Mark West,3,3,0,0,0
Polk,Precinct 1,Governor,,DEM,Jared K. Henderson,75,23,50,2,0
Polk,Precinct 2,Governor,,DEM,Jared K. Henderson,117,41,67,9,0
Polk,Precinct 3,Governor,,DEM,Jared K. Henderson,130,50,74,6,0
Polk,Acorn,Governor,,DEM,Jared K. Henderson,66,28,34,4,0
Polk,Ink,Governor,,DEM,Jared K. Henderson,25,9,13,3,0
Polk,Board Camp,Governor,,DEM,Jared K. Henderson,35,18,17,0,0
Polk,Cherry Hill,Governor,,DEM,Jared K. Henderson,36,12,23,1,0
Polk,Big Fork,Governor,,DEM,Jared K. Henderson,8,5,3,0,0
Polk,Dallas Valley,Governor,,DEM,Jared K. Henderson,78,15,55,7,1
Polk,Shady Grove,Governor,,DEM,Jared K. Henderson,48,21,27,0,0
Polk,Rocky,Governor,,DEM,Jared K. Henderson,27,6,20,1,0
Polk,Potter,Governor,,DEM,Jared K. Henderson,89,29,55,5,0
Polk,Hatfield,Governor,,DEM,Jared K. Henderson,55,37,15,3,0
Polk,Cove,Governor,,DEM,Jared K. Henderson,36,20,16,0,0
Polk,Vandervoort,Governor,,DEM,Jared K. Henderson,18,8,10,0,0
Polk,Wickes,Governor,,DEM,Jared K. Henderson,33,25,7,1,0
Polk,Grannis,Governor,,DEM,Jared K. Henderson,28,21,7,0,0
Polk,Precinct 1,Governor,,REP,Governor Asa Hutchinson,415,155,242,17,1
Polk,Precinct 2,Governor,,REP,Governor Asa Hutchinson,449,159,268,21,1
Polk,Precinct 3,Governor,,REP,Governor Asa Hutchinson,471,181,268,17,5
Polk,Acorn,Governor,,REP,Governor Asa Hutchinson,509,243,250,15,1
Polk,Ink,Governor,,REP,Governor Asa Hutchinson,107,69,32,5,1
Polk,Board Camp,Governor,,REP,Governor Asa Hutchinson,274,153,117,3,1
Polk,Cherry Hill,Governor,,REP,Governor Asa Hutchinson,190,107,81,2,0
Polk,Big Fork,Governor,,REP,Governor Asa Hutchinson,66,34,29,3,0
Polk,Dallas Valley,Governor,,REP,Governor Asa Hutchinson,607,199,384,22,2
Polk,Shady Grove,Governor,,REP,Governor Asa Hutchinson,278,112,154,11,1
Polk,Rocky,Governor,,REP,Governor Asa Hutchinson,102,29,71,1,1
Polk,Potter,Governor,,REP,Governor Asa Hutchinson,364,111,240,12,1
Polk,Hatfield,Governor,,REP,Governor Asa Hutchinson,295,192,95,8,0
Polk,Cove,Governor,,REP,Governor Asa Hutchinson,286,203,74,9,0
Polk,Vandervoort,Governor,,REP,Governor Asa Hutchinson,128,81,46,1,0
Polk,Wickes,Governor,,REP,Governor Asa Hutchinson,224,145,73,6,0
Polk,Grannis,Governor,,REP,Governor Asa Hutchinson,138,122,15,1,0
Polk,Precinct 1,Lieutenant Governor,,LIB,Frank Gilbert,23,14,8,1,0
Polk,Precinct 2,Lieutenant Governor,,LIB,Frank Gilbert,22,11,11,0,0
Polk,Precinct 3,Lieutenant Governor,,LIB,Frank Gilbert,18,9,8,0,1
Polk,Acorn,Lieutenant Governor,,LIB,Frank Gilbert,15,6,8,1,0
Polk,Ink,Lieutenant Governor,,LIB,Frank Gilbert,5,1,4,0,0
Polk,Board Camp,Lieutenant Governor,,LIB,Frank Gilbert,10,4,6,0,0
Polk,Cherry Hill,Lieutenant Governor,,LIB,Frank Gilbert,9,4,4,1,0
Polk,Big Fork,Lieutenant Governor,,LIB,Frank Gilbert,1,1,0,0,0
Polk,Dallas Valley,Lieutenant Governor,,LIB,Frank Gilbert,17,6,10,1,0
Polk,Shady Grove,Lieutenant Governor,,LIB,Frank Gilbert,10,3,7,0,0
Polk,Rocky,Lieutenant Governor,,LIB,Frank Gilbert,5,2,3,0,0
Polk,Potter,Lieutenant Governor,,LIB,Frank Gilbert,13,3,9,1,0
Polk,Hatfield,Lieutenant Governor,,LIB,Frank Gilbert,13,11,2,0,0
Polk,Cove,Lieutenant Governor,,LIB,Frank Gilbert,8,6,2,0,0
Polk,Vandervoort,Lieutenant Governor,,LIB,Frank Gilbert,5,3,2,0,0
Polk,Wickes,Lieutenant Governor,,LIB,Frank Gilbert,7,3,4,0,0
Polk,Grannis,Lieutenant Governor,,LIB,Frank Gilbert,4,4,0,0,0
Polk,Precinct 1,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,423,159,246,17,1
Polk,Precinct 2,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,456,157,277,21,1
Polk,Precinct 3,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,469,184,266,16,3
Polk,Acorn,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,517,247,255,14,1
Polk,Ink,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,109,69,34,5,1
Polk,Board Camp,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,274,155,114,3,2
Polk,Cherry Hill,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,185,102,81,2,0
Polk,Big Fork,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,67,34,30,3,0
Polk,Dallas Valley,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,601,190,387,22,2
Polk,Shady Grove,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,292,114,166,11,1
Polk,Rocky,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,102,29,71,1,1
Polk,Potter,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,377,116,248,12,1
Polk,Hatfield,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,301,192,100,9,0
Polk,Cove,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,274,196,69,9,0
Polk,Vandervoort,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,124,78,45,1,0
Polk,Wickes,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,231,148,76,6,1
Polk,Grannis,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,143,125,17,1,0
Polk,Precinct 1,Lieutenant Governor,,DEM,Anthony Bland,73,22,49,2,0
Polk,Precinct 2,Lieutenant Governor,,DEM,Anthony Bland,122,44,69,9,0
Polk,Precinct 3,Lieutenant Governor,,DEM,Anthony Bland,131,47,78,6,0
Polk,Acorn,Lieutenant Governor,,DEM,Anthony Bland,59,26,29,4,0
Polk,Ink,Lieutenant Governor,,DEM,Anthony Bland,26,10,13,3,0
Polk,Board Camp,Lieutenant Governor,,DEM,Anthony Bland,39,21,18,0,0
Polk,Cherry Hill,Lieutenant Governor,,DEM,Anthony Bland,45,18,27,0,0
Polk,Big Fork,Lieutenant Governor,,DEM,Anthony Bland,8,5,3,0,0
Polk,Dallas Valley,Lieutenant Governor,,DEM,Anthony Bland,93,23,61,8,1
Polk,Shady Grove,Lieutenant Governor,,DEM,Anthony Bland,36,17,19,0,0
Polk,Rocky,Lieutenant Governor,,DEM,Anthony Bland,24,6,17,1,0
Polk,Potter,Lieutenant Governor,,DEM,Anthony Bland,89,28,56,5,0
Polk,Hatfield,Lieutenant Governor,,DEM,Anthony Bland,52,33,15,4,0
Polk,Cove,Lieutenant Governor,,DEM,Anthony Bland,46,28,18,0,0
Polk,Vandervoort,Lieutenant Governor,,DEM,Anthony Bland,20,9,11,0,0
Polk,Wickes,Lieutenant Governor,,DEM,Anthony Bland,28,20,7,1,0
Polk,Grannis,Lieutenant Governor,,DEM,Anthony Bland,23,18,5,0,0
Polk,Precinct 1,Attorney General,,LIB,Kerry Hicks,30,17,11,2,0
Polk,Precinct 2,Attorney General,,LIB,Kerry Hicks,26,11,15,0,0
Polk,Precinct 3,Attorney General,,LIB,Kerry Hicks,21,10,9,2,0
Polk,Acorn,Attorney General,,LIB,Kerry Hicks,13,5,7,1,0
Polk,Ink,Attorney General,,LIB,Kerry Hicks,4,1,3,0,0
Polk,Board Camp,Attorney General,,LIB,Kerry Hicks,11,7,4,0,0
Polk,Cherry Hill,Attorney General,,LIB,Kerry Hicks,10,6,4,0,0
Polk,Big Fork,Attorney General,,LIB,Kerry Hicks,0,0,0,0,0
Polk,Dallas Valley,Attorney General,,LIB,Kerry Hicks,20,9,10,1,0
Polk,Shady Grove,Attorney General,,LIB,Kerry Hicks,8,1,7,0,0
Polk,Rocky,Attorney General,,LIB,Kerry Hicks,2,1,1,0,0
Polk,Potter,Attorney General,,LIB,Kerry Hicks,13,3,9,1,0
Polk,Hatfield,Attorney General,,LIB,Kerry Hicks,12,6,6,0,0
Polk,Cove,Attorney General,,LIB,Kerry Hicks,7,7,0,0,0
Polk,Vandervoort,Attorney General,,LIB,Kerry Hicks,2,1,1,0,0
Polk,Wickes,Attorney General,,LIB,Kerry Hicks,6,3,3,0,0
Polk,Grannis,Attorney General,,LIB,Kerry Hicks,2,2,0,0,0
Polk,Precinct 1,Attorney General,,REP,Attorney General Leslie Rutledge,407,155,234,17,1
Polk,Precinct 2,Attorney General,,REP,Attorney General Leslie Rutledge,451,155,275,20,1
Polk,Precinct 3,Attorney General,,REP,Attorney General Leslie Rutledge,451,175,258,14,4
Polk,Acorn,Attorney General,,REP,Attorney General Leslie Rutledge,511,248,249,13,1
Polk,Ink,Attorney General,,REP,Attorney General Leslie Rutledge,108,68,34,5,1
Polk,Board Camp,Attorney General,,REP,Attorney General Leslie Rutledge,270,150,115,3,2
Polk,Cherry Hill,Attorney General,,REP,Attorney General Leslie Rutledge,185,102,81,2,0
Polk,Big Fork,Attorney General,,REP,Attorney General Leslie Rutledge,66,33,30,3,0
Polk,Dallas Valley,Attorney General,,REP,Attorney General Leslie Rutledge,590,188,377,23,2
Polk,Shady Grove,Attorney General,,REP,Attorney General Leslie Rutledge,283,112,160,10,1
Polk,Rocky,Attorney General,,REP,Attorney General Leslie Rutledge,101,29,70,1,1
Polk,Potter,Attorney General,,REP,Attorney General Leslie Rutledge,363,109,241,12,1
Polk,Hatfield,Attorney General,,REP,Attorney General Leslie Rutledge,294,189,97,8,0
Polk,Cove,Attorney General,,REP,Attorney General Leslie Rutledge,272,194,69,9,0
Polk,Vandervoort,Attorney General,,REP,Attorney General Leslie Rutledge,127,80,46,1,0
Polk,Wickes,Attorney General,,REP,Attorney General Leslie Rutledge,231,146,78,6,1
Polk,Grannis,Attorney General,,REP,Attorney General Leslie Rutledge,142,124,17,1,0
Polk,Precinct 1,Attorney General,,DEM,Mike Lee,85,24,60,1,0
Polk,Precinct 2,Attorney General,,DEM,Mike Lee,126,47,70,9,0
Polk,Precinct 3,Attorney General,,DEM,Mike Lee,147,57,84,6,0
Polk,Acorn,Attorney General,,DEM,Mike Lee,66,25,37,4,0
Polk,Ink,Attorney General,,DEM,Mike Lee,28,11,14,3,0
Polk,Board Camp,Attorney General,,DEM,Mike Lee,41,22,19,0,0
Polk,Cherry Hill,Attorney General,,DEM,Mike Lee,44,16,27,1,0
Polk,Big Fork,Attorney General,,DEM,Mike Lee,9,6,3,0,0
Polk,Dallas Valley,Attorney General,,DEM,Mike Lee,103,24,71,7,1
Polk,Shady Grove,Attorney General,,DEM,Mike Lee,45,21,24,0,0
Polk,Rocky,Attorney General,,DEM,Mike Lee,28,7,20,1,0
Polk,Potter,Attorney General,,DEM,Mike Lee,102,35,62,5,0
Polk,Hatfield,Attorney General,,DEM,Mike Lee,60,40,15,5,0
Polk,Cove,Attorney General,,DEM,Mike Lee,48,29,19,0,0
Polk,Vandervoort,Attorney General,,DEM,Mike Lee,20,9,11,0,0
Polk,Wickes,Attorney General,,DEM,Mike Lee,31,24,6,1,0
Polk,Grannis,Attorney General,,DEM,Mike Lee,27,22,5,0,0
Polk,Precinct 1,Secretary of State,,DEM,Susan Inman,95,32,60,3,0
Polk,Precinct 2,Secretary of State,,DEM,Susan Inman,135,49,76,10,0
Polk,Precinct 3,Secretary of State,,DEM,Susan Inman,142,54,82,6,0
Polk,Acorn,Secretary of State,,DEM,Susan Inman,68,28,35,5,0
Polk,Ink,Secretary of State,,DEM,Susan Inman,28,12,13,3,0
Polk,Board Camp,Secretary of State,,DEM,Susan Inman,43,25,18,0,0
Polk,Cherry Hill,Secretary of State,,DEM,Susan Inman,46,18,28,0,0
Polk,Big Fork,Secretary of State,,DEM,Susan Inman,10,7,3,0,0
Polk,Dallas Valley,Secretary of State,,DEM,Susan Inman,113,27,77,8,1
Polk,Shady Grove,Secretary of State,,DEM,Susan Inman,49,26,23,0,0
Polk,Rocky,Secretary of State,,DEM,Susan Inman,31,9,21,1,0
Polk,Potter,Secretary of State,,DEM,Susan Inman,93,32,57,4,0
Polk,Hatfield,Secretary of State,,DEM,Susan Inman,60,40,16,4,0
Polk,Cove,Secretary of State,,DEM,Susan Inman,48,27,20,1,0
Polk,Vandervoort,Secretary of State,,DEM,Susan Inman,21,10,11,0,0
Polk,Wickes,Secretary of State,,DEM,Susan Inman,35,25,9,1,0
Polk,Grannis,Secretary of State,,DEM,Susan Inman,26,21,5,0,0
Polk,Precinct 1,Secretary of State,,LIB,Christopher Olson,20,13,7,0,0
Polk,Precinct 2,Secretary of State,,LIB,Christopher Olson,20,11,9,0,0
Polk,Precinct 3,Secretary of State,,LIB,Christopher Olson,19,8,9,2,0
Polk,Acorn,Secretary of State,,LIB,Christopher Olson,22,10,12,0,0
Polk,Ink,Secretary of State,,LIB,Christopher Olson,5,4,1,0,0
Polk,Board Camp,Secretary of State,,LIB,Christopher Olson,10,4,6,0,0
Polk,Cherry Hill,Secretary of State,,LIB,Christopher Olson,11,5,5,1,0
Polk,Big Fork,Secretary of State,,LIB,Christopher Olson,1,1,0,0,0
Polk,Dallas Valley,Secretary of State,,LIB,Christopher Olson,12,5,6,1,0
Polk,Shady Grove,Secretary of State,,LIB,Christopher Olson,9,1,8,0,0
Polk,Rocky,Secretary of State,,LIB,Christopher Olson,2,1,1,0,0
Polk,Potter,Secretary of State,,LIB,Christopher Olson,16,5,9,2,0
Polk,Hatfield,Secretary of State,,LIB,Christopher Olson,11,9,2,0,0
Polk,Cove,Secretary of State,,LIB,Christopher Olson,9,8,1,0,0
Polk,Vandervoort,Secretary of State,,LIB,Christopher Olson,5,3,2,0,0
Polk,Wickes,Secretary of State,,LIB,Christopher Olson,5,3,2,0,0
Polk,Grannis,Secretary of State,,LIB,Christopher Olson,2,2,0,0,0
Polk,Precinct 1,Secretary of State,,REP,John Thurston Commissioner of State Lands,402,151,233,17,1
Polk,Precinct 2,Secretary of State,,REP,John Thurston Commissioner of State Lands,448,151,276,20,1
Polk,Precinct 3,Secretary of State,,REP,John Thurston Commissioner of State Lands,452,177,256,14,5
Polk,Acorn,Secretary of State,,REP,John Thurston Commissioner of State Lands,498,239,245,13,1
Polk,Ink,Secretary of State,,REP,John Thurston Commissioner of State Lands,107,64,37,5,1
Polk,Board Camp,Secretary of State,,REP,John Thurston Commissioner of State Lands,269,150,114,3,2
Polk,Cherry Hill,Secretary of State,,REP,John Thurston Commissioner of State Lands,183,102,79,2,0
Polk,Big Fork,Secretary of State,,REP,John Thurston Commissioner of State Lands,65,32,30,3,0
Polk,Dallas Valley,Secretary of State,,REP,John Thurston Commissioner of State Lands,589,189,376,22,2
Polk,Shady Grove,Secretary of State,,REP,John Thurston Commissioner of State Lands,280,108,160,11,1
Polk,Rocky,Secretary of State,,REP,John Thurston Commissioner of State Lands,98,27,69,1,1
Polk,Potter,Secretary of State,,REP,John Thurston Commissioner of State Lands,366,110,243,12,1
Polk,Hatfield,Secretary of State,,REP,John Thurston Commissioner of State Lands,294,185,100,9,0
Polk,Cove,Secretary of State,,REP,John Thurston Commissioner of State Lands,272,196,68,8,0
Polk,Vandervoort,Secretary of State,,REP,John Thurston Commissioner of State Lands,123,77,45,1,0
Polk,Wickes,Secretary of State,,REP,John Thurston Commissioner of State Lands,227,144,76,6,1
Polk,Grannis,Secretary of State,,REP,John Thurston Commissioner of State Lands,143,125,17,1,0
Polk,Precinct 1,State Treasurer,,REP,Treasurer of State Dennis Milligan,430,156,256,17,1
Polk,Precinct 2,State Treasurer,,REP,Treasurer of State Dennis Milligan,480,163,294,22,1
Polk,Precinct 3,State Treasurer,,REP,Treasurer of State Dennis Milligan,487,189,279,14,5
Polk,Acorn,State Treasurer,,REP,Treasurer of State Dennis Milligan,514,246,254,13,1
Polk,Ink,State Treasurer,,REP,Treasurer of State Dennis Milligan,113,68,39,5,1
Polk,Board Camp,State Treasurer,,REP,Treasurer of State Dennis Milligan,283,158,120,3,2
Polk,Cherry Hill,State Treasurer,,REP,Treasurer of State Dennis Milligan,188,103,84,1,0
Polk,Big Fork,State Treasurer,,REP,Treasurer of State Dennis Milligan,67,34,30,3,0
Polk,Dallas Valley,State Treasurer,,REP,Treasurer of State Dennis Milligan,620,193,400,24,3
Polk,Shady Grove,State Treasurer,,REP,Treasurer of State Dennis Milligan,293,118,164,10,1
Polk,Rocky,State Treasurer,,REP,Treasurer of State Dennis Milligan,109,31,75,2,1
Polk,Potter,State Treasurer,,REP,Treasurer of State Dennis Milligan,371,114,244,12,1
Polk,Hatfield,State Treasurer,,REP,Treasurer of State Dennis Milligan,307,197,101,9,0
Polk,Cove,State Treasurer,,REP,Treasurer of State Dennis Milligan,284,200,75,9,0
Polk,Vandervoort,State Treasurer,,REP,Treasurer of State Dennis Milligan,133,82,50,1,0
Polk,Wickes,State Treasurer,,REP,Treasurer of State Dennis Milligan,235,150,78,6,1
Polk,Grannis,State Treasurer,,REP,Treasurer of State Dennis Milligan,149,129,19,1,0
Polk,Precinct 1,State Treasurer,,LIB,Ashley Ewald,88,36,49,3,0
Polk,Precinct 2,State Treasurer,,LIB,Ashley Ewald,117,48,62,7,0
Polk,Precinct 3,State Treasurer,,LIB,Ashley Ewald,126,50,69,7,0
Polk,Acorn,State Treasurer,,LIB,Ashley Ewald,72,32,37,3,0
Polk,Ink,State Treasurer,,LIB,Ashley Ewald,25,11,12,2,0
Polk,Board Camp,State Treasurer,,LIB,Ashley Ewald,34,19,15,0,0
Polk,Cherry Hill,State Treasurer,,LIB,Ashley Ewald,49,21,26,2,0
Polk,Big Fork,State Treasurer,,LIB,Ashley Ewald,9,6,3,0,0
Polk,Dallas Valley,State Treasurer,,LIB,Ashley Ewald,90,27,57,6,0
Polk,Shady Grove,State Treasurer,,LIB,Ashley Ewald,43,16,27,0,0
Polk,Rocky,State Treasurer,,LIB,Ashley Ewald,21,6,15,0,0
Polk,Potter,State Treasurer,,LIB,Ashley Ewald,99,30,63,6,0
Polk,Hatfield,State Treasurer,,LIB,Ashley Ewald,55,35,16,4,0
Polk,Cove,State Treasurer,,LIB,Ashley Ewald,41,29,12,0,0
Polk,Vandervoort,State Treasurer,,LIB,Ashley Ewald,14,8,6,0,0
Polk,Wickes,State Treasurer,,LIB,Ashley Ewald,29,21,8,0,0
Polk,Grannis,State Treasurer,,LIB,Ashley Ewald,21,18,3,0,0
Polk,Precinct 1,Auditor of State,,LIB,David E. Dinwiddie,87,37,50,0,0
Polk,Precinct 2,Auditor of State,,LIB,David E. Dinwiddie,113,45,61,7,0
Polk,Precinct 3,Auditor of State,,LIB,David E. Dinwiddie,120,46,69,5,0
Polk,Acorn,Auditor of State,,LIB,David E. Dinwiddie,68,33,31,4,0
Polk,Ink,Auditor of State,,LIB,David E. Dinwiddie,26,11,13,2,0
Polk,Board Camp,Auditor of State,,LIB,David E. Dinwiddie,42,23,18,0,1
Polk,Cherry Hill,Auditor of State,,LIB,David E. Dinwiddie,42,20,21,1,0
Polk,Big Fork,Auditor of State,,LIB,David E. Dinwiddie,9,5,4,0,0
Polk,Dallas Valley,Auditor of State,,LIB,David E. Dinwiddie,81,25,51,5,0
Polk,Shady Grove,Auditor of State,,LIB,David E. Dinwiddie,35,13,22,0,0
Polk,Rocky,Auditor of State,,LIB,David E. Dinwiddie,20,5,15,0,0
Polk,Potter,Auditor of State,,LIB,David E. Dinwiddie,85,27,52,6,0
Polk,Hatfield,Auditor of State,,LIB,David E. Dinwiddie,56,35,18,3,0
Polk,Cove,Auditor of State,,LIB,David E. Dinwiddie,41,26,15,0,0
Polk,Vandervoort,Auditor of State,,LIB,David E. Dinwiddie,15,9,6,0,0
Polk,Wickes,Auditor of State,,LIB,David E. Dinwiddie,25,19,6,0,0
Polk,Grannis,Auditor of State,,LIB,David E. Dinwiddie,24,20,4,0,0
Polk,Precinct 1,Auditor of State,,REP,Auditor Andrea Lea,431,157,254,19,1
Polk,Precinct 2,Auditor of State,,REP,Auditor Andrea Lea,483,164,296,21,2
Polk,Precinct 3,Auditor of State,,REP,Auditor Andrea Lea,493,194,277,17,5
Polk,Acorn,Auditor of State,,REP,Auditor Andrea Lea,518,246,258,13,1
