county,precinct,office,district,party,candidate,votes,election_day,early_vote,absentee
Montgomery,Alamo,U.S. House,4,Lib,Tom Canada,0,0,0,0
Montgomery,Black Springs,U.S. House,4,Lib,Tom Canada,2,0,2,0
Montgomery,Caddo Gap,U.S. House,4,Lib,Tom Canada,7,6,1,0
Montgomery,Caney,U.S. House,4,Lib,Tom Canada,2,2,0,0
Montgomery,Center,U.S. House,4,Lib,Tom Canada,10,5,5,0
Montgomery,Fannie,U.S. House,4,Lib,Tom Canada,0,0,0,0
Montgomery,Hopper,U.S. House,4,Lib,Tom Canada,0,0,0,0
Montgomery,Mount Ida - Inside,U.S. House,4,Lib,Tom Canada,6,1,4,1
Montgomery,Mount Ida - Outside,U.S. House,4,Lib,Tom Canada,7,3,4,0
Montgomery,Norman - Inside,U.S. House,4,Lib,Tom Canada,2,1,1,0
Montgomery,Norman - Outside,U.S. House,4,Lib,Tom Canada,3,2,1,0
Montgomery,Oden - Inside,U.S. House,4,Lib,Tom Canada,0,0,0,0
Montgomery,Oden - Outside,U.S. House,4,Lib,Tom Canada,7,5,2,0
Montgomery,Pencil Bluff,U.S. House,4,Lib,Tom Canada,4,3,1,0
Montgomery,Sims,U.S. House,4,Lib,Tom Canada,1,0,1,0
Montgomery,Washita,U.S. House,4,Lib,Tom Canada,1,0,1,0
Montgomery,Alamo,U.S. House,4,Dem,Hayden Catherine Shamel,4,2,2,0
Montgomery,Black Springs,U.S. House,4,Dem,Hayden Catherine Shamel,39,18,18,3
Montgomery,Caddo Gap,U.S. House,4,Dem,Hayden Catherine Shamel,33,17,15,1
Montgomery,Caney,U.S. House,4,Dem,Hayden Catherine Shamel,23,19,2,2
Montgomery,Center,U.S. House,4,Dem,Hayden Catherine Shamel,112,41,70,1
Montgomery,Fannie,U.S. House,4,Dem,Hayden Catherine Shamel,15,7,7,1
Montgomery,Hopper,U.S. House,4,Dem,Hayden Catherine Shamel,10,4,5,1
Montgomery,Mount Ida - Inside,U.S. House,4,Dem,Hayden Catherine Shamel,96,25,61,10
Montgomery,Mount Ida - Outside,U.S. House,4,Dem,Hayden Catherine Shamel,82,21,61,0
Montgomery,Norman - Inside,U.S. House,4,Dem,Hayden Catherine Shamel,20,15,5,0
Montgomery,Norman - Outside,U.S. House,4,Dem,Hayden Catherine Shamel,41,19,22,0
Montgomery,Oden - Inside,U.S. House,4,Dem,Hayden Catherine Shamel,22,12,8,2
Montgomery,Oden - Outside,U.S. House,4,Dem,Hayden Catherine Shamel,45,31,12,2
Montgomery,Pencil Bluff,U.S. House,4,Dem,Hayden Catherine Shamel,19,13,6,0
Montgomery,Sims,U.S. House,4,Dem,Hayden Catherine Shamel,29,13,14,2
Montgomery,Washita,U.S. House,4,Dem,Hayden Catherine Shamel,25,10,15,0
Montgomery,Alamo,U.S. House,4,Rep,Representative Bruce Westerman,19,13,6,0
Montgomery,Black Springs,U.S. House,4,Rep,Representative Bruce Westerman,140,84,52,4
Montgomery,Caddo Gap,U.S. House,4,Rep,Representative Bruce Westerman,184,110,62,12
Montgomery,Caney,U.S. House,4,Rep,Representative Bruce Westerman,194,168,23,3
Montgomery,Center,U.S. House,4,Rep,Representative Bruce Westerman,339,124,212,3
Montgomery,Fannie,U.S. House,4,Rep,Representative Bruce Westerman,48,15,32,1
Montgomery,Hopper,U.S. House,4,Rep,Representative Bruce Westerman,42,30,11,1
Montgomery,Mount Ida - Inside,U.S. House,4,Rep,Representative Bruce Westerman,198,80,107,11
Montgomery,Mount Ida - Outside,U.S. House,4,Rep,Representative Bruce Westerman,264,101,157,6
Montgomery,Norman - Inside,U.S. House,4,Rep,Representative Bruce Westerman,69,47,22,0
Montgomery,Norman - Outside,U.S. House,4,Rep,Representative Bruce Westerman,107,75,28,4
Montgomery,Oden - Inside,U.S. House,4,Rep,Representative Bruce Westerman,52,29,23,0
Montgomery,Oden - Outside,U.S. House,4,Rep,Representative Bruce Westerman,205,107,93,5
Montgomery,Pencil Bluff,U.S. House,4,Rep,Representative Bruce Westerman,115,87,28,0
Montgomery,Sims,U.S. House,4,Rep,Representative Bruce Westerman,85,55,29,1
Montgomery,Washita,U.S. House,4,Rep,Representative Bruce Westerman,101,45,56,0
Montgomery,Alamo,U.S. House,4,Non,Write-In,0,0,0,0
Montgomery,Black Springs,U.S. House,4,Non,Write-In,0,0,0,0
Montgomery,Caddo Gap,U.S. House,4,Non,Write-In,0,0,0,0
