county,precinct,office,district,party,candidate,votes,absentee,early_vote,election_day
Conway,AUSTIN,U.S. Congress District 2,,DEM,Representative Clarke Tucker,14,0,4,10
Conway,BENTLEY CITY,U.S. Congress District 2,,DEM,Representative Clarke Tucker,46,1,13,32
Conway,WELBOURNE WEST,U.S. Congress District 2,,DEM,Representative Clarke Tucker,75,1,37,37
Conway,ST. VINCENT,U.S. Congress District 2,,DEM,Representative Clarke Tucker,87,3,32,52
Conway,STEELE,U.S. Congress District 2,,DEM,Representative Clarke Tucker,41,3,12,26
Conway,MENIFEE CITY,U.S. Congress District 2,,DEM,Representative Clarke Tucker,112,9,28,75
Conway,HOWARD CITY,U.S. Congress District 2,,DEM,Representative Clarke Tucker,144,38,35,71
Conway,HIGGINS,U.S. Congress District 2,,DEM,Representative Clarke Tucker,3,0,0,3
Conway,CEDAR FALLS,U.S. Congress District 2,,DEM,Representative Clarke Tucker,67,0,17,50
Conway,GREGORY,U.S. Congress District 2,,DEM,Representative Clarke Tucker,37,0,5,32
Conway,GRIFFIN,U.S. Congress District 2,,DEM,Representative Clarke Tucker,42,1,4,37
Conway,LICK MTN.,U.S. Congress District 2,,DEM,Representative Clarke Tucker,63,1,19,43
Conway,WASHINGTON EAST,U.S. Congress District 2,,DEM,Representative Clarke Tucker,107,3,45,59
Conway,MCCLAREN,U.S. Congress District 2,,DEM,Representative Clarke Tucker,15,0,5,10
Conway,HOWARD RURAL,U.S. Congress District 2,,DEM,Representative Clarke Tucker,100,21,37,42
Conway,WHITE EAGLE,U.S. Congress District 2,,DEM,Representative Clarke Tucker,6,0,2,4
Conway,WARD 3,U.S. Congress District 2,,DEM,Representative Clarke Tucker,232,18,133,81
Conway,WARD 4,U.S. Congress District 2,,DEM,Representative Clarke Tucker,248,10,170,68
Conway,MARTIN,U.S. Congress District 2,,DEM,Representative Clarke Tucker,7,0,2,5
Conway,WARD 2,U.S. Congress District 2,,DEM,Representative Clarke Tucker,142,13,73,56
Conway,UNION,U.S. Congress District 2,,DEM,Representative Clarke Tucker,114,11,38,65
Conway,BENTLEY RURAL,U.S. Congress District 2,,DEM,Representative Clarke Tucker,40,4,14,22
Conway,WASHINGTON WEST,U.S. Congress District 2,,DEM,Representative Clarke Tucker,59,1,14,44
Conway,BIRD,U.S. Congress District 2,,DEM,Representative Clarke Tucker,68,4,22,42
Conway,CATHOLIC POINT,U.S. Congress District 2,,DEM,Representative Clarke Tucker,54,2,14,38
Conway,PETIT JEAN,U.S. Congress District 2,,DEM,Representative Clarke Tucker,12,0,0,12
Conway,NICHOLS,U.S. Congress District 2,,DEM,Representative Clarke Tucker,56,5,16,35
Conway,OLD HICKORY,U.S. Congress District 2,,DEM,Representative Clarke Tucker,18,0,4,14
Conway,WARD 1,U.S. Congress District 2,,DEM,Representative Clarke Tucker,218,28,113,77
Conway,WELBOURNE EAST,U.S. Congress District 2,,DEM,Representative Clarke Tucker,196,8,123,65
Conway,MENIFEE RURAL,U.S. Congress District 2,,DEM,Representative Clarke Tucker,20,0,7,13
Conway,AUSTIN,U.S. Congress District 2,,LIB,Joe Ryne Swafford,1,0,0,1
Conway,BENTLEY CITY,U.S. Congress District 2,,LIB,Joe Ryne Swafford,6,0,3,3
Conway,WELBOURNE WEST,U.S. Congress District 2,,LIB,Joe Ryne Swafford,2,0,2,0
Conway,ST. VINCENT,U.S. Congress District 2,,LIB,Joe Ryne Swafford,4,0,0,4
Conway,STEELE,U.S. Congress District 2,,LIB,Joe Ryne Swafford,3,0,1,2
Conway,MENIFEE CITY,U.S. Congress District 2,,LIB,Joe Ryne Swafford,1,0,1,0
Conway,HOWARD CITY,U.S. Congress District 2,,LIB,Joe Ryne Swafford,2,0,0,2
Conway,HIGGINS,U.S. Congress District 2,,LIB,Joe Ryne Swafford,0,0,0,0
Conway,CEDAR FALLS,U.S. Congress District 2,,LIB,Joe Ryne Swafford,0,0,0,0
Conway,GREGORY,U.S. Congress District 2,,LIB,Joe Ryne Swafford,5,0,2,3
Conway,GRIFFIN,U.S. Congress District 2,,LIB,Joe Ryne Swafford,3,0,0,3
Conway,LICK MTN.,U.S. Congress District 2,,LIB,Joe Ryne Swafford,5,0,1,4
Conway,WASHINGTON EAST,U.S. Congress District 2,,LIB,Joe Ryne Swafford,6,0,0,6
Conway,MCCLAREN,U.S. Congress District 2,,LIB,Joe Ryne Swafford,1,0,0,1
Conway,HOWARD RURAL,U.S. Congress District 2,,LIB,Joe Ryne Swafford,2,0,1,1
