county,precinct,office,district,party,candidate,votes,absentee,provisional,early_vote,election_day
Desha,BOWIE 1,U.S. House,1,DEM,Chintan Desai,103,2,0,52,49
Desha,BOWIE 2,U.S. House,1,DEM,Chintan Desai,168,3,2,80,83
Desha,BOWIE 3,U.S. House,1,DEM,Chintan Desai,229,7,2,146,74
Desha,BOWIE RURAL,U.S. House,1,DEM,Chintan Desai,15,2,3,6,4
Desha,CLAYTON MCARTHUR,U.S. House,1,DEM,Chintan Desai,40,3,0,27,10
Desha,CLAYTON REED,U.S. House,1,DEM,Chintan Desai,47,0,0,3,44
Desha,CLAYTON TILLAR,U.S. House,1,DEM,Chintan Desai,1,0,0,1,0
Desha,FRANKLIN,U.S. House,1,DEM,Chintan Desai,68,0,0,42,26
Desha,HALLEY,U.S. House,1,DEM,Chintan Desai,14,0,0,9,5
Desha,JEFFERSON,U.S. House,1,DEM,Chintan Desai,13,4,0,7,2
Desha,MISSISSIPPI,U.S. House,1,DEM,Chintan Desai,6,5,0,0,1
Desha,MITCHELLVILLE,U.S. House,1,DEM,Chintan Desai,82,0,0,8,74
Desha,RANDOLPH 1,U.S. House,1,DEM,Chintan Desai,139,8,0,55,76
Desha,RANDOLPH 2,U.S. House,1,DEM,Chintan Desai,235,9,0,85,141
Desha,RANDOLPH 3,U.S. House,1,DEM,Chintan Desai,126,6,0,62,58
Desha,RANDOLPH 4,U.S. House,1,DEM,Chintan Desai,241,4,0,103,134
Desha,RANDOLPH RURAL,U.S. House,1,DEM,Chintan Desai,15,0,0,5,10
Desha,REDFORK,U.S. House,1,DEM,Chintan Desai,52,1,1,15,35
Desha,RICHLAND,U.S. House,1,DEM,Chintan Desai,15,1,0,9,5
Desha,SILVERLAKE,U.S. House,1,DEM,Chintan Desai,35,0,0,13,22
Desha,WALNUT LAKE,U.S. House,1,DEM,Chintan Desai,9,1,0,5,3
Desha,BOWIE 1,U.S. House,1,LIB,Elvis Presley,10,1,0,1,8
Desha,BOWIE 2,U.S. House,1,LIB,Elvis Presley,12,1,1,7,3
Desha,BOWIE 3,U.S. House,1,LIB,Elvis Presley,10,0,0,5,5
Desha,BOWIE RURAL,U.S. House,1,LIB,Elvis Presley,1,0,0,1,0
Desha,CLAYTON MCARTHUR,U.S. House,1,LIB,Elvis Presley,0,0,0,0,0
Desha,CLAYTON REED,U.S. House,1,LIB,Elvis Presley,2,0,0,0,2
Desha,CLAYTON TILLAR,U.S. House,1,LIB,Elvis Presley,0,0,0,0,0
Desha,FRANKLIN,U.S. House,1,LIB,Elvis Presley,8,4,0,4,0
Desha,HALLEY,U.S. House,1,LIB,Elvis Presley,1,0,0,1,0
Desha,JEFFERSON,U.S. House,1,LIB,Elvis Presley,1,0,0,1,0
Desha,MISSISSIPPI,U.S. House,1,LIB,Elvis Presley,0,0,0,0,0
Desha,MITCHELLVILLE,U.S. House,1,LIB,Elvis Presley,2,0,0,0,2
Desha,RANDOLPH 1,U.S. House,1,LIB,Elvis Presley,2,0,0,1,1
Desha,RANDOLPH 2,U.S. House,1,LIB,Elvis Presley,4,0,0,1,3
Desha,RANDOLPH 3,U.S. House,1,LIB,Elvis Presley,9,1,0,2,6
Desha,RANDOLPH 4,U.S. House,1,LIB,Elvis Presley,10,2,0,7,1
Desha,RANDOLPH RURAL,U.S. House,1,LIB,Elvis Presley,0,0,0,0,0
Desha,REDFORK,U.S. House,1,LIB,Elvis Presley,5,1,0,0,4
Desha,RICHLAND,U.S. House,1,LIB,Elvis Presley,2,0,0,1,1
