county,precinct,office,district,party,candidate,votes,absentee,provisional,early_vote,election_day
Boone,District 1.1,U.S. House,3,DEM,Josh Mahony,220,7,0,164,49
Boone,District 1.2,U.S. House,3,DEM,Josh Mahony,5,1,0,3,1
Boone,District 2.1,U.S. House,3,DEM,Josh Mahony,336,9,0,252,75
Boone,District 2.2,U.S. House,3,DEM,Josh Mahony,4,1,0,3,0
Boone,"District 3.1, 3.3",U.S. House,3,DEM,Josh Mahony,168,5,1,117,45
Boone,District 3.2,U.S. House,3,DEM,Josh Mahony,8,0,0,7,1
Boone,District 4.1,U.S. House,3,DEM,Josh Mahony,199,6,0,153,40
Boone,District 4.2,U.S. House,3,DEM,Josh Mahony,6,0,0,6,0
Boone,District 5.1,U.S. House,3,DEM,Josh Mahony,36,2,0,11,23
Boone,"District 5.2,5.3,5.5 to 5.9",U.S. House,3,DEM,Josh Mahony,151,1,0,110,40
Boone,District 5.4,U.S. House,3,DEM,Josh Mahony,1,0,0,0,1
Boone,District 6.1,U.S. House,3,DEM,Josh Mahony,19,0,0,6,13
Boone,"District 6.2,6.3,6.5 to 6.8",U.S. House,3,DEM,Josh Mahony,112,2,0,63,47
Boone,District 6.4,U.S. House,3,DEM,Josh Mahony,3,0,0,0,3
Boone,"District 7.1,7.3,7.8",U.S. House,3,DEM,Josh Mahony,116,0,0,62,54
Boone,District 7.2,U.S. House,3,DEM,Josh Mahony,5,0,0,2,3
Boone,District 7.4 to 7.7,U.S. House,3,DEM,Josh Mahony,60,2,0,33,25
Boone,"District 8.1,8.5",U.S. House,3,DEM,Josh Mahony,147,1,0,111,35
Boone,District 8.2 to 8.4,U.S. House,3,DEM,Josh Mahony,115,1,0,71,43
Boone,District 9.1,U.S. House,3,DEM,Josh Mahony,15,0,1,4,10
Boone,"District 9.2 to 9.4,9.6",U.S. House,3,DEM,Josh Mahony,158,2,0,101,55
Boone,District 9.5,U.S. House,3,DEM,Josh Mahony,20,0,0,11,9
Boone,District 10.1,U.S. House,3,DEM,Josh Mahony,8,0,0,1,7
Boone,District 10.2 to 10.8,U.S. House,3,DEM,Josh Mahony,151,1,0,66,84
Boone,District 11.1,U.S. House,3,DEM,Josh Mahony,19,0,1,2,16
Boone,District 11.2,U.S. House,3,DEM,Josh Mahony,6,0,0,1,5
Boone,"District 11.3,11.4",U.S. House,3,DEM,Josh Mahony,80,4,0,34,42
Boone,District 12.1 to 12.3,U.S. House,3,DEM,Josh Mahony,68,0,0,18,50
Boone,District 12.4,U.S. House,3,DEM,Josh Mahony,3,0,0,0,3
Boone,District 1.1,U.S. House,3,REP,Congressman Steve Womack,617,8,0,450,159
Boone,District 1.2,U.S. House,3,REP,Congressman Steve Womack,22,1,0,14,7
Boone,District 2.1,U.S. House,3,REP,Congressman Steve Womack,1031,16,1,783,231
Boone,District 2.2,U.S. House,3,REP,Congressman Steve Womack,32,0,0,26,6
Boone,"District 3.1, 3.3",U.S. House,3,REP,Congressman Steve Womack,518,6,1,366,145
Boone,District 3.2,U.S. House,3,REP,Congressman Steve Womack,20,0,0,14,6
Boone,District 4.1,U.S. House,3,REP,Congressman Steve Womack,787,19,0,601,167
Boone,District 4.2,U.S. House,3,REP,Congressman Steve Womack,14,0,0,9,5
Boone,District 5.1,U.S. House,3,REP,Congressman Steve Womack,107,4,0,44,59
Boone,"District 5.2,5.3,5.5 to 5.9",U.S. House,3,REP,Congressman Steve Womack,775,7,0,472,296
Boone,District 5.4,U.S. House,3,REP,Congressman Steve Womack,5,0,0,2,3
Boone,District 6.1,U.S. House,3,REP,Congressman Steve Womack,110,0,0,38,72
Boone,"District 6.2,6.3,6.5 to 6.8",U.S. House,3,REP,Congressman Steve Womack,741,9,0,381,351
Boone,District 6.4,U.S. House,3,REP,Congressman Steve Womack,10,0,0,0,10
Boone,"District 7.1,7.3,7.8",U.S. House,3,REP,Congressman Steve Womack,515,6,0,203,306
Boone,District 7.2,U.S. House,3,REP,Congressman Steve Womack,18,1,0,7,10
Boone,District 7.4 to 7.7,U.S. House,3,REP,Congressman Steve Womack,257,1,0,116,140
Boone,"District 8.1,8.5",U.S. House,3,REP,Congressman Steve Womack,643,12,0,451,180
Boone,District 8.2 to 8.4,U.S. House,3,REP,Congressman Steve Womack,336,9,0,191,136
Boone,District 9.1,U.S. House,3,REP,Congressman Steve Womack,63,0,0,12,51
Boone,"District 9.2 to 9.4,9.6",U.S. House,3,REP,Congressman Steve Womack,727,12,0,385,330
Boone,District 9.5,U.S. House,3,REP,Congressman Steve Womack,44,0,0,27,17
Boone,District 10.1,U.S. House,3,REP,Congressman Steve Womack,38,0,0,7,31
Boone,District 10.2 to 10.8,U.S. House,3,REP,Congressman Steve Womack,875,25,0,282,568
Boone,District 11.1,U.S. House,3,REP,Congressman Steve Womack,74,2,0,15,57
Boone,District 11.2,U.S. House,3,REP,Congressman Steve Womack,31,0,0,10,21
Boone,"District 11.3,11.4",U.S. House,3,REP,Congressman Steve Womack,527,3,0,218,306
Boone,District 12.1 to 12.3,U.S. House,3,REP,Congressman Steve Womack,184,1,0,42,141
Boone,District 12.4,U.S. House,3,REP,Congressman Steve Womack,11,1,0,3,7
Boone,District 1.1,U.S. House,3,LIB,Michael J. Kalagias,18,0,0,14,4
Boone,District 1.2,U.S. House,3,LIB,Michael J. Kalagias,1,0,0,0,1
Boone,District 2.1,U.S. House,3,LIB,Michael J. Kalagias,23,0,0,18,5
Boone,District 2.2,U.S. House,3,LIB,Michael J. Kalagias,0,0,0,0,0
Boone,"District 3.1, 3.3",U.S. House,3,LIB,Michael J. Kalagias,25,1,0,15,9
Boone,District 3.2,U.S. House,3,LIB,Michael J. Kalagias,0,0,0,0,0
Boone,District 4.1,U.S. House,3,LIB,Michael J. Kalagias,26,0,0,20,6
Boone,District 4.2,U.S. House,3,LIB,Michael J. Kalagias,0,0,0,0,0
Boone,District 5.1,U.S. House,3,LIB,Michael J. Kalagias,4,0,0,2,2
Boone,"District 5.2,5.3,5.5 to 5.9",U.S. House,3,LIB,Michael J. Kalagias,17,0,0,7,10
Boone,District 5.4,U.S. House,3,LIB,Michael J. Kalagias,0,0,0,0,0
Boone,District 6.1,U.S. House,3,LIB,Michael J. Kalagias,1,0,0,1,0
Boone,"District 6.2,6.3,6.5 to 6.8",U.S. House,3,LIB,Michael J. Kalagias,12,0,0,3,9
Boone,District 6.4,U.S. House,3,LIB,Michael J. Kalagias,0,0,0,0,0
Boone,"District 7.1,7.3,7.8",U.S. House,3,LIB,Michael J. Kalagias,12,0,0,3,9
Boone,District 7.2,U.S. House,3,LIB,Michael J. Kalagias,1,0,0,0,1
Boone,District 7.4 to 7.7,U.S. House,3,LIB,Michael J. Kalagias,3,0,0,2,1
Boone,"District 8.1,8.5",U.S. House,3,LIB,Michael J. Kalagias,14,0,0,10,4
Boone,District 8.2 to 8.4,U.S. House,3,LIB,Michael J. Kalagias,12,0,0,5,7
Boone,District 9.1,U.S. House,3,LIB,Michael J. Kalagias,0,0,0,0,0
Boone,"District 9.2 to 9.4,9.6",U.S. House,3,LIB,Michael J. Kalagias,22,1,0,9,12
Boone,District 9.5,U.S. House,3,LIB,Michael J. Kalagias,3,0,0,0,3
Boone,District 10.1,U.S. House,3,LIB,Michael J. Kalagias,1,0,0,1,0
Boone,District 10.2 to 10.8,U.S. House,3,LIB,Michael J. Kalagias,18,0,0,4,14
Boone,District 11.1,U.S. House,3,LIB,Michael J. Kalagias,3,0,0,0,3
Boone,District 11.2,U.S. House,3,LIB,Michael J. Kalagias,0,0,0,0,0
Boone,"District 11.3,11.4",U.S. House,3,LIB,Michael J. Kalagias,10,0,0,3,7
Boone,District 12.1 to 12.3,U.S. House,3,LIB,Michael J. Kalagias,6,0,0,2,4
Boone,District 12.4,U.S. House,3,LIB,Michael J. Kalagias,1,1,0,0,0
Boone,District 1.1,U.S. House,3,NON,Write-In,0,0,0,0,0
Boone,District 1.2,U.S. House,3,NON,Write-In,0,0,0,0,0
Boone,District 2.1,U.S. House,3,NON,Write-In,2,1,0,0,1
Boone,District 2.2,U.S. House,3,NON,Write-In,0,0,0,0,0
Boone,"District 3.1, 3.3",U.S. House,3,NON,Write-In,0,0,0,0,0
Boone,District 3.2,U.S. House,3,NON,Write-In,0,0,0,0,0
Boone,District 4.1,U.S. House,3,NON,Write-In,0,0,0,0,0
Boone,District 4.2,U.S. House,3,NON,Write-In,0,0,0,0,0
Boone,District 5.1,U.S. House,3,NON,Write-In,0,0,0,0,0
Boone,"District 5.2,5.3,5.5 to 5.9",U.S. House,3,NON,Write-In,0,0,0,0,0
Boone,District 5.4,U.S. House,3,NON,Write-In,0,0,0,0,0
Boone,District 6.1,U.S. House,3,NON,Write-In,0,0,0,0,0
Boone,"District 6.2,6.3,6.5 to 6.8",U.S. House,3,NON,Write-In,0,0,0,0,0
Boone,District 6.4,U.S. House,3,NON,Write-In,0,0,0,0,0
Boone,"District 7.1,7.3,7.8",U.S. House,3,NON,Write-In,0,0,0,0,0
Boone,District 7.2,U.S. House,3,NON,Write-In,0,0,0,0,0
Boone,District 7.4 to 7.7,U.S. House,3,NON,Write-In,0,0,0,0,0
Boone,"District 8.1,8.5",U.S. House,3,NON,Write-In,0,0,0,0,0
Boone,District 8.2 to 8.4,U.S. House,3,NON,Write-In,0,0,0,0,0
Boone,District 9.1,U.S. House,3,NON,Write-In,0,0,0,0,0
Boone,"District 9.2 to 9.4,9.6",U.S. House,3,NON,Write-In,0,0,0,0,0
Boone,District 9.5,U.S. House,3,NON,Write-In,0,0,0,0,0
Boone,District 10.1,U.S. House,3,NON,Write-In,0,0,0,0,0
