county,precinct,office,district,party,candidate,votes,absentee,provisional,early_vote,election_day
Boone,District 10.2 to 10.8,U.S. House,3,NON,Write-In,0,0,0,0,0
Boone,District 11.1,U.S. House,3,NON,Write-In,0,0,0,0,0
Boone,District 11.2,U.S. House,3,NON,Write-In,0,0,0,0,0
Boone,"District 11.3,11.4",U.S. House,3,NON,Write-In,1,0,0,0,1
Boone,District 12.1 to 12.3,U.S. House,3,NON,Write-In,0,0,0,0,0
Boone,District 12.4,U.S. House,3,NON,Write-In,0,0,0,0,0
Boone,District 1.1,Governor,,DEM,Jared K. Henderson,213,7,0,155,51
Boone,District 1.2,Governor,,DEM,Jared K. Henderson,3,0,0,2,1
Boone,District 2.1,Governor,,DEM,Jared K. Henderson,338,9,0,256,73
Boone,District 2.2,Governor,,DEM,Jared K. Henderson,5,1,0,4,0
Boone,"District 3.1, 3.3",Governor,,DEM,Jared K. Henderson,167,6,1,116,44
Boone,District 3.2,Governor,,DEM,Jared K. Henderson,8,0,0,7,1
Boone,District 4.1,Governor,,DEM,Jared K. Henderson,187,3,0,143,41
Boone,District 4.2,Governor,,DEM,Jared K. Henderson,7,0,0,6,1
Boone,District 5.1,Governor,,DEM,Jared K. Henderson,32,2,0,11,19
Boone,"District 5.2,5.3,5.5 to 5.9",Governor,,DEM,Jared K. Henderson,158,1,0,112,45
Boone,District 5.4,Governor,,DEM,Jared K. Henderson,1,0,0,0,1
Boone,District 6.1,Governor,,DEM,Jared K. Henderson,14,0,0,3,11
Boone,"District 6.2,6.3,6.5 to 6.8",Governor,,DEM,Jared K. Henderson,105,2,0,60,43
Boone,District 6.4,Governor,,DEM,Jared K. Henderson,1,0,0,0,1
Boone,"District 7.1,7.3,7.8",Governor,,DEM,Jared K. Henderson,126,0,0,67,59
Boone,District 7.2,Governor,,DEM,Jared K. Henderson,4,0,0,2,2
Boone,District 7.4 to 7.7,Governor,,DEM,Jared K. Henderson,59,2,0,34,23
Boone,"District 8.1,8.5",Governor,,DEM,Jared K. Henderson,153,1,0,119,33
Boone,District 8.2 to 8.4,Governor,,DEM,Jared K. Henderson,122,1,0,78,43
Boone,District 9.1,Governor,,DEM,Jared K. Henderson,16,0,0,4,12
Boone,"District 9.2 to 9.4,9.6",Governor,,DEM,Jared K. Henderson,159,2,0,105,52
Boone,District 9.5,Governor,,DEM,Jared K. Henderson,20,0,0,12,8
Boone,District 10.1,Governor,,DEM,Jared K. Henderson,8,0,0,1,7
Boone,District 10.2 to 10.8,Governor,,DEM,Jared K. Henderson,134,1,0,61,72
Boone,District 11.1,Governor,,DEM,Jared K. Henderson,21,0,1,2,18
Boone,District 11.2,Governor,,DEM,Jared K. Henderson,6,0,0,0,6
Boone,"District 11.3,11.4",Governor,,DEM,Jared K. Henderson,75,4,0,31,40
Boone,District 12.1 to 12.3,Governor,,DEM,Jared K. Henderson,62,0,0,19,43
Boone,District 12.4,Governor,,DEM,Jared K. Henderson,4,1,0,0,3
Boone,District 1.1,Governor,,REP,Governor Asa Hutchinson,611,8,0,453,150
Boone,District 1.2,Governor,,REP,Governor Asa Hutchinson,23,2,0,13,8
Boone,District 2.1,Governor,,REP,Governor Asa Hutchinson,1023,18,0,774,231
Boone,District 2.2,Governor,,REP,Governor Asa Hutchinson,30,0,0,24,6
Boone,"District 3.1, 3.3",Governor,,REP,Governor Asa Hutchinson,507,5,1,366,135
Boone,District 3.2,Governor,,REP,Governor Asa Hutchinson,19,0,0,14,5
Boone,District 4.1,Governor,,REP,Governor Asa Hutchinson,805,20,0,624,161
Boone,District 4.2,Governor,,REP,Governor Asa Hutchinson,13,0,0,9,4
Boone,District 5.1,Governor,,REP,Governor Asa Hutchinson,109,4,0,43,62
Boone,"District 5.2,5.3,5.5 to 5.9",Governor,,REP,Governor Asa Hutchinson,753,7,0,462,284
Boone,District 5.4,Governor,,REP,Governor Asa Hutchinson,5,0,0,2,3
Boone,District 6.1,Governor,,REP,Governor Asa Hutchinson,114,0,0,39,75
Boone,"District 6.2,6.3,6.5 to 6.8",Governor,,REP,Governor Asa Hutchinson,733,9,0,381,343
Boone,District 6.4,Governor,,REP,Governor Asa Hutchinson,12,0,0,0,12
Boone,"District 7.1,7.3,7.8",Governor,,REP,Governor Asa Hutchinson,491,6,0,192,293
Boone,District 7.2,Governor,,REP,Governor Asa Hutchinson,19,1,0,7,11
Boone,District 7.4 to 7.7,Governor,,REP,Governor Asa Hutchinson,250,1,0,111,138
Boone,"District 8.1,8.5",Governor,,REP,Governor Asa Hutchinson,622,12,0,431,179
Boone,District 8.2 to 8.4,Governor,,REP,Governor Asa Hutchinson,326,9,0,188,129
Boone,District 9.1,Governor,,REP,Governor Asa Hutchinson,63,0,1,12,50
Boone,"District 9.2 to 9.4,9.6",Governor,,REP,Governor Asa Hutchinson,715,11,0,375,329
Boone,District 9.5,Governor,,REP,Governor Asa Hutchinson,43,0,0,25,18
Boone,District 10.1,Governor,,REP,Governor Asa Hutchinson,34,0,0,7,27
Boone,District 10.2 to 10.8,Governor,,REP,Governor Asa Hutchinson,874,23,0,274,577
Boone,District 11.1,Governor,,REP,Governor Asa Hutchinson,75,2,0,15,58
Boone,District 11.2,Governor,,REP,Governor Asa Hutchinson,30,0,0,11,19
Boone,"District 11.3,11.4",Governor,,REP,Governor Asa Hutchinson,528,3,0,218,307
Boone,District 12.1 to 12.3,Governor,,REP,Governor Asa Hutchinson,190,1,0,42,147
Boone,District 12.4,Governor,,REP,Governor Asa Hutchinson,11,1,0,3,7
Boone,District 1.1,Governor,,LIB,Mark West,35,0,0,23,12
Boone,District 1.2,Governor,,LIB,Mark West,2,0,0,2,0
Boone,District 2.1,Governor,,LIB,Mark West,32,0,1,23,8
Boone,District 2.2,Governor,,LIB,Mark West,1,0,0,1,0
Boone,"District 3.1, 3.3",Governor,,LIB,Mark West,37,1,0,15,21
Boone,District 3.2,Governor,,LIB,Mark West,1,0,0,0,1
Boone,District 4.1,Governor,,LIB,Mark West,26,1,0,15,10
Boone,District 4.2,Governor,,LIB,Mark West,0,0,0,0,0
Boone,District 5.1,Governor,,LIB,Mark West,5,0,0,3,2
Boone,"District 5.2,5.3,5.5 to 5.9",Governor,,LIB,Mark West,32,0,0,15,17
Boone,District 5.4,Governor,,LIB,Mark West,0,0,0,0,0
Boone,District 6.1,Governor,,LIB,Mark West,4,0,0,3,1
Boone,"District 6.2,6.3,6.5 to 6.8",Governor,,LIB,Mark West,31,0,0,7,24
Boone,District 6.4,Governor,,LIB,Mark West,0,0,0,0,0
Boone,"District 7.1,7.3,7.8",Governor,,LIB,Mark West,28,0,0,9,19
Boone,District 7.2,Governor,,LIB,Mark West,1,0,0,0,1
Boone,District 7.4 to 7.7,Governor,,LIB,Mark West,9,0,0,4,5
Boone,"District 8.1,8.5",Governor,,LIB,Mark West,25,0,0,18,7
Boone,District 8.2 to 8.4,Governor,,LIB,Mark West,17,0,0,3,14
Boone,District 9.1,Governor,,LIB,Mark West,1,0,0,0,1
Boone,"District 9.2 to 9.4,9.6",Governor,,LIB,Mark West,34,2,0,15,17
Boone,District 9.5,Governor,,LIB,Mark West,4,0,0,1,3
Boone,District 10.1,Governor,,LIB,Mark West,5,0,0,1,4
Boone,District 10.2 to 10.8,Governor,,LIB,Mark West,33,2,0,16,15
Boone,District 11.1,Governor,,LIB,Mark West,0,0,0,0,0
Boone,District 11.2,Governor,,LIB,Mark West,1,0,0,0,1
Boone,"District 11.3,11.4",Governor,,LIB,Mark West,16,0,0,4,12
Boone,District 12.1 to 12.3,Governor,,LIB,Mark West,7,0,0,1,6
Boone,District 12.4,Governor,,LIB,Mark West,0,0,0,0,0
Boone,District 1.1,Lieutenant Governor,,LIB,Frank Gilbert,34,1,0,23,10
Boone,District 1.2,Lieutenant Governor,,LIB,Frank Gilbert,4,0,0,1,3
Boone,District 2.1,Lieutenant Governor,,LIB,Frank Gilbert,37,0,1,27,9
Boone,District 2.2,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0
Boone,"District 3.1, 3.3",Lieutenant Governor,,LIB,Frank Gilbert,37,0,0,19,18
Boone,District 3.2,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0
Boone,District 4.1,Lieutenant Governor,,LIB,Frank Gilbert,22,1,0,18,3
Boone,District 4.2,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0
Boone,District 5.1,Lieutenant Governor,,LIB,Frank Gilbert,2,0,0,1,1
Boone,"District 5.2,5.3,5.5 to 5.9",Lieutenant Governor,,LIB,Frank Gilbert,22,0,0,9,13
Boone,District 5.4,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0
Boone,District 6.1,Lieutenant Governor,,LIB,Frank Gilbert,3,0,0,1,2
Boone,"District 6.2,6.3,6.5 to 6.8",Lieutenant Governor,,LIB,Frank Gilbert,20,0,0,6,14
Boone,District 6.4,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0
Boone,"District 7.1,7.3,7.8",Lieutenant Governor,,LIB,Frank Gilbert,18,0,0,8,10
Boone,District 7.2,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0
Boone,District 7.4 to 7.7,Lieutenant Governor,,LIB,Frank Gilbert,7,0,0,4,3
Boone,"District 8.1,8.5",Lieutenant Governor,,LIB,Frank Gilbert,17,0,0,11,6
Boone,District 8.2 to 8.4,Lieutenant Governor,,LIB,Frank Gilbert,15,0,0,6,9
Boone,District 9.1,Lieutenant Governor,,LIB,Frank Gilbert,1,0,0,1,0
Boone,"District 9.2 to 9.4,9.6",Lieutenant Governor,,LIB,Frank Gilbert,32,1,0,14,17
Boone,District 9.5,Lieutenant Governor,,LIB,Frank Gilbert,4,0,0,2,2
Boone,District 10.1,Lieutenant Governor,,LIB,Frank Gilbert,4,0,0,1,3
Boone,District 10.2 to 10.8,Lieutenant Governor,,LIB,Frank Gilbert,37,3,0,14,20
Boone,District 11.1,Lieutenant Governor,,LIB,Frank Gilbert,3,1,0,0,2
Boone,District 11.2,Lieutenant Governor,,LIB,Frank Gilbert,5,0,0,1,4
Boone,"District 11.3,11.4",Lieutenant Governor,,LIB,Frank Gilbert,14,0,0,3,11
Boone,District 12.1 to 12.3,Lieutenant Governor,,LIB,Frank Gilbert,4,0,0,1,3
Boone,District 12.4,Lieutenant Governor,,LIB,Frank Gilbert,1,1,0,0,0
Boone,District 1.1,Lieutenant Governor,,DEM,Anthony Bland,216,6,0,161,49
Boone,District 1.2,Lieutenant Governor,,DEM,Anthony Bland,4,1,0,3,0
Boone,District 2.1,Lieutenant Governor,,DEM,Anthony Bland,339,9,0,260,70
Boone,District 2.2,Lieutenant Governor,,DEM,Anthony Bland,3,1,0,2,0
Boone,"District 3.1, 3.3",Lieutenant Governor,,DEM,Anthony Bland,161,6,1,113,41
Boone,District 3.2,Lieutenant Governor,,DEM,Anthony Bland,9,0,0,8,1
Boone,District 4.1,Lieutenant Governor,,DEM,Anthony Bland,207,7,0,155,45
Boone,District 4.2,Lieutenant Governor,,DEM,Anthony Bland,7,0,0,6,1
Boone,District 5.1,Lieutenant Governor,,DEM,Anthony Bland,37,1,0,11,25
Boone,"District 5.2,5.3,5.5 to 5.9",Lieutenant Governor,,DEM,Anthony Bland,163,1,0,115,47
Boone,District 5.4,Lieutenant Governor,,DEM,Anthony Bland,1,0,0,0,1
Boone,District 6.1,Lieutenant Governor,,DEM,Anthony Bland,20,0,0,7,13
Boone,"District 6.2,6.3,6.5 to 6.8",Lieutenant Governor,,DEM,Anthony Bland,107,2,0,59,46
Boone,District 6.4,Lieutenant Governor,,DEM,Anthony Bland,3,0,0,0,3
Boone,"District 7.1,7.3,7.8",Lieutenant Governor,,DEM,Anthony Bland,122,0,0,66,56
Boone,District 7.2,Lieutenant Governor,,DEM,Anthony Bland,4,0,0,2,2
Boone,District 7.4 to 7.7,Lieutenant Governor,,DEM,Anthony Bland,58,2,0,32,24
Boone,"District 8.1,8.5",Lieutenant Governor,,DEM,Anthony Bland,154,1,0,116,37
Boone,District 8.2 to 8.4,Lieutenant Governor,,DEM,Anthony Bland,119,2,0,72,45
Boone,District 9.1,Lieutenant Governor,,DEM,Anthony Bland,20,0,1,5,14
Boone,"District 9.2 to 9.4,9.6",Lieutenant Governor,,DEM,Anthony Bland,164,2,0,109,53
Boone,District 9.5,Lieutenant Governor,,DEM,Anthony Bland,17,0,0,9,8
Boone,District 10.1,Lieutenant Governor,,DEM,Anthony Bland,8,0,0,2,6
Boone,District 10.2 to 10.8,Lieutenant Governor,,DEM,Anthony Bland,140,1,0,62,77
Boone,District 11.1,Lieutenant Governor,,DEM,Anthony Bland,20,0,1,2,17
Boone,District 11.2,Lieutenant Governor,,DEM,Anthony Bland,4,0,0,0,4
Boone,"District 11.3,11.4",Lieutenant Governor,,DEM,Anthony Bland,81,4,0,30,47
Boone,District 12.1 to 12.3,Lieutenant Governor,,DEM,Anthony Bland,66,0,0,19,47
Boone,District 12.4,Lieutenant Governor,,DEM,Anthony Bland,4,1,0,0,3
Boone,District 1.1,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,601,8,0,444,149
Boone,District 1.2,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,20,1,0,13,6
Boone,District 2.1,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,1011,18,0,762,231
Boone,District 2.2,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,32,0,0,26,6
Boone,"District 3.1, 3.3",Lieutenant Governor,,REP,Lt. Governor Tim Griffin,511,5,2,365,139
Boone,District 3.2,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,19,0,0,13,6
Boone,District 4.1,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,782,16,0,603,163
Boone,District 4.2,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,13,0,0,9,4
Boone,District 5.1,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,107,5,0,45,57
Boone,"District 5.2,5.3,5.5 to 5.9",Lieutenant Governor,,REP,Lt. Governor Tim Griffin,754,7,0,463,284
Boone,District 5.4,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,5,0,0,2,3
Boone,District 6.1,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,109,0,0,37,72
Boone,"District 6.2,6.3,6.5 to 6.8",Lieutenant Governor,,REP,Lt. Governor Tim Griffin,737,9,0,381,347
Boone,District 6.4,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,11,0,0,0,11
Boone,"District 7.1,7.3,7.8",Lieutenant Governor,,REP,Lt. Governor Tim Griffin,502,6,0,194,302
Boone,District 7.2,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,20,1,0,7,12
Boone,District 7.4 to 7.7,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,252,1,0,114,137
Boone,"District 8.1,8.5",Lieutenant Governor,,REP,Lt. Governor Tim Griffin,627,12,0,441,174
Boone,District 8.2 to 8.4,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,330,8,0,190,132
Boone,District 9.1,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,58,0,0,10,48
Boone,"District 9.2 to 9.4,9.6",Lieutenant Governor,,REP,Lt. Governor Tim Griffin,712,12,0,370,330
Boone,District 9.5,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,46,0,0,27,19
Boone,District 10.1,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,35,0,0,6,29
Boone,District 10.2 to 10.8,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,867,22,0,277,568
Boone,District 11.1,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,73,1,0,15,57
Boone,District 11.2,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,28,0,0,10,18
Boone,"District 11.3,11.4",Lieutenant Governor,,REP,Lt. Governor Tim Griffin,521,3,0,220,298
Boone,District 12.1 to 12.3,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,191,1,0,42,148
Boone,District 12.4,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,10,0,0,3,7
Boone,District 1.1,Attorney General,,REP,Attorney General Leslie Rutledge,595,8,0,437,150
Boone,District 1.2,Attorney General,,REP,Attorney General Leslie Rutledge,22,1,0,14,7
Boone,District 2.1,Attorney General,,REP,Attorney General Leslie Rutledge,1001,16,0,756,229
Boone,District 2.2,Attorney General,,REP,Attorney General Leslie Rutledge,32,0,0,26,6
Boone,"District 3.1, 3.3",Attorney General,,REP,Attorney General Leslie Rutledge,496,5,0,351,140
Boone,District 3.2,Attorney General,,REP,Attorney General Leslie Rutledge,20,0,0,14,6
Boone,District 4.1,Attorney General,,REP,Attorney General Leslie Rutledge,780,18,0,602,160
Boone,District 4.2,Attorney General,,REP,Attorney General Leslie Rutledge,13,0,0,9,4
Boone,District 5.1,Attorney General,,REP,Attorney General Leslie Rutledge,107,4,0,44,59
Boone,"District 5.2,5.3,5.5 to 5.9",Attorney General,,REP,Attorney General Leslie Rutledge,748,7,0,458,283
Boone,District 5.4,Attorney General,,REP,Attorney General Leslie Rutledge,5,0,0,2,3
Boone,District 6.1,Attorney General,,REP,Attorney General Leslie Rutledge,109,0,0,38,71
Boone,"District 6.2,6.3,6.5 to 6.8",Attorney General,,REP,Attorney General Leslie Rutledge,731,9,0,378,344
Boone,District 6.4,Attorney General,,REP,Attorney General Leslie Rutledge,11,0,0,0,11
Boone,"District 7.1,7.3,7.8",Attorney General,,REP,Attorney General Leslie Rutledge,506,6,0,200,300
Boone,District 7.2,Attorney General,,REP,Attorney General Leslie Rutledge,20,1,0,7,12
Boone,District 7.4 to 7.7,Attorney General,,REP,Attorney General Leslie Rutledge,251,1,0,115,135
Boone,"District 8.1,8.5",Attorney General,,REP,Attorney General Leslie Rutledge,628,11,0,445,172
Boone,District 8.2 to 8.4,Attorney General,,REP,Attorney General Leslie Rutledge,332,9,0,194,129
Boone,District 9.1,Attorney General,,REP,Attorney General Leslie Rutledge,59,0,1,12,46
Boone,"District 9.2 to 9.4,9.6",Attorney General,,REP,Attorney General Leslie Rutledge,713,10,0,374,329
Boone,District 9.5,Attorney General,,REP,Attorney General Leslie Rutledge,45,0,0,27,18
